BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,AZPS,CISO,WALC,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
IID,03Jun2020,Pacific,N,"15,331","15,453","18,420","2,948",,"2,460",,,838,"1,458",,"13,646",,"1,363","1,244",341,,0.90,,,"1,002",,98,"1,100",334,265,"1,169","18,402","15,454",0.13,0.17
IID,04Jun2020,Pacific,N,"15,358","15,366","18,030","2,606",,"1,997",,,858,"1,539",,"13,618",,"1,427",766,413,,0.90,,,814,,99,913,347,238,"1,023","18,012","15,406",0.11,0.15
IID,05Jun2020,Pacific,N,"12,677","12,091","16,904","4,813",,"1,921",,,850,"1,520",,"12,595",,"1,613","2,960",240,,0.90,,,784,,92,876,43,267,652,"16,886","12,073",0.11,0.12
IID,06Jun2020,Pacific,N,"9,766","9,636","17,713","8,065",,"1,512",,,824,"1,626",,"13,732",,"1,392","6,569",104,,0.91,,,621,,100,721,34,340,414,"17,694","9,629",0.09,0.09
IID,07Jun2020,Pacific,N,"9,700","9,327","17,368","8,016",,"1,420",,,779,"1,481",,"13,669",,"1,321","6,972",-277,,0.91,,,584,,98,682,101,355,428,"17,349","9,333",0.09,0.10
IID,08Jun2020,Pacific,N,"9,968","9,593","17,374","7,771",,"1,160",,,805,"1,664",,"13,726",,"1,022","7,138",-389,,0.90,,,476,,100,576,145,333,387,"17,355","9,584",0.07,0.09
IID,09Jun2020,Pacific,N,"10,872","10,793","17,643","6,821",,"1,449",,,813,"1,677",,"13,685",,947,"6,124",-250,,0.90,,,594,,100,694,119,308,506,"17,624","10,803",0.09,0.10
IID,10Jun2020,Pacific,N,"12,673","12,516","18,121","5,545",,"2,154",,,850,"1,623",,"13,476",,"1,275","4,676",-406,,0.91,,,887,,98,985,208,367,826,"18,103","12,558",0.12,0.15
IID,11Jun2020,Pacific,N,"13,510","13,609","18,631","5,037",,"2,619",,,856,"1,559",,"13,579",,"1,102","4,048",-113,,0.91,,,"1,075",,99,"1,174",99,327,946,"18,613","13,576",0.14,0.15
IID,12Jun2020,Pacific,N,"13,056","13,217","19,035","5,806",,"2,734",,,854,"1,570",,"13,860",,"1,219","4,244",343,,0.90,,,"1,121",,101,"1,222",35,363,894,"19,018","13,212",0.14,0.15
IID,13Jun2020,Pacific,N,"11,210","11,428","17,654","6,205",,"1,600",,,854,"1,571",,"13,612",,"1,277","4,720",208,,0.91,,,657,,99,756,76,286,546,"17,637","11,432",0.09,0.11
IID,14Jun2020,Pacific,N,"10,923","11,181","17,755","6,557",,"1,529",,,776,"1,576",,"13,855",,"1,182","5,338",37,,0.91,,,628,,100,728,96,302,522,"17,736","11,179",0.09,0.10
IID,15Jun2020,Pacific,N,"12,629","12,761","17,172","4,394",,"1,645",,,814,"1,569",,"13,126",,"1,087","3,672",-365,,0.90,,,673,,96,769,154,249,675,"17,154","12,760",0.10,0.12
IID,16Jun2020,Pacific,N,"12,838","13,154","18,168","4,998",,"2,530",,,862,"1,573",,"13,185",,"1,241","3,691",66,,0.90,,,"1,034",,96,"1,131",108,363,876,"18,150","13,152",0.14,0.15
IID,17Jun2020,Pacific,N,"12,686","12,544","18,174","5,612",,"2,622",,,849,"1,598",,"13,090",,"1,302","4,272",38,,0.90,,,"1,071",,96,"1,167",115,398,884,"18,159","12,547",0.14,0.16
IID,18Jun2020,Pacific,N,"12,821","13,007","17,945","4,890",,"2,877",,,834,"1,574",,"12,644",,"1,349","3,418",123,,0.90,,,"1,174",,93,"1,267",122,374,"1,015","17,929","13,039",0.16,0.17
IID,19Jun2020,Pacific,N,"12,990","13,173","17,970","4,793",,"2,935",,,822,"1,513",,"12,684",,"1,645","3,363",-215,,0.90,,,"1,196",,93,"1,289",176,401,"1,064","17,954","13,161",0.16,0.18
IID,20Jun2020,Pacific,N,"13,042","13,337","17,525","4,161",,"2,863",,,803,"1,527",,"12,316",,"1,469","3,103",-411,,0.90,,,"1,167",,90,"1,258",247,414,"1,090","17,509","13,348",0.16,0.18
IID,21Jun2020,Pacific,N,"13,688","13,369","14,857","1,408",,"2,853",,,764,"1,527",,"9,697",,"1,510",186,-288,,0.90,,,"1,165",,74,"1,239",419,326,"1,333","14,841","13,433",0.18,0.22
IID,22Jun2020,Pacific,N,"14,749","14,364","16,645","2,346",,"2,770",,,772,"1,527",,"11,559",,"1,312","1,394",-360,,0.90,,,"1,131",,86,"1,216",348,311,"1,253","16,628","14,282",0.16,0.19
IID,23Jun2020,Pacific,N,"14,828","14,810","19,243","4,413",,"4,012",,,799,"1,523",,"12,894",,"1,151","3,340",-78,,0.90,,,"1,640",,94,"1,734",190,447,"1,476","19,228","14,815",0.20,0.22
IID,24Jun2020,Pacific,N,"15,113","15,068","19,505","4,400",,"4,789",,,829,"1,520",,"12,351",,"1,469","2,688",243,,0.90,,,"1,960",,91,"2,051",242,569,"1,724","19,489","15,089",0.23,0.25
IID,25Jun2020,Pacific,N,"15,146","14,596","19,188","4,590",,"4,822",,,804,"1,408",,"12,138",,"1,528","2,646",416,,0.90,,,"1,976",,89,"2,064",135,561,"1,639","19,172","14,582",0.24,0.25
IID,26Jun2020,Pacific,N,"15,032","15,356","19,939","4,563",,"5,159",,,804,"1,554",,"12,406",,"1,473","2,623",467,,0.90,,,"2,109",,91,"2,200",158,579,"1,779","19,923","15,360",0.24,0.26
IID,27Jun2020,Pacific,N,"14,268","14,739","20,365","5,618",,"4,790",,,777,"1,526",,"13,256",,"1,166","3,970",482,,0.90,,,"1,958",,96,"2,054",67,600,"1,521","20,349","14,731",0.22,0.23
IID,28Jun2020,Pacific,N,"12,546","12,731","19,463","6,714",,"3,796",,,762,"1,403",,"13,487",,"1,047","4,992",675,,0.90,,,"1,556",,97,"1,653",11,565,"1,099","19,448","12,734",0.19,0.19
IID,29Jun2020,Pacific,N,"10,741","11,068","18,920","7,836",,"3,527",,,757,"1,632",,"12,987",,"1,368","5,955",513,,0.90,,,"1,444",,95,"1,539",22,634,926,"18,903","11,067",0.18,0.18
IID,30Jun2020,Pacific,N,"11,864","12,391","18,940","6,535",,"3,718",,,777,"1,545",,"12,884",,"1,528","4,786",221,,0.90,,,"1,521",,94,"1,615",33,564,"1,083","18,924","12,389",0.19,0.19
IID,01Jul2020,Pacific,N,"12,682","13,118","19,824","6,689",,"4,078",,,789,"1,539",,"13,402",,"1,595","4,799",295,,0.90,,,"1,663",,97,"1,760",13,572,"1,201","19,808","13,119",0.20,0.20
IID,02Jul2020,Pacific,N,"13,039","13,453","19,820","6,335",,"4,009",,,819,"1,574",,"13,401",,"1,573","4,023",739,,0.90,,,"1,636",,98,"1,734",8,533,"1,208","19,803","13,468",0.19,0.20
IID,03Jul2020,Pacific,N,"13,173","13,961","19,996","6,011",,"4,250",,,825,"1,568",,"13,338",,"1,172","4,239",600,,0.90,,,"1,736",,97,"1,833",14,523,"1,325","19,981","13,970",0.20,0.21
IID,04Jul2020,Pacific,N,"14,311","15,169","19,943","4,756",,"4,399",,,789,"1,552",,"13,187",,"1,457","3,019",280,,0.90,,,"1,797",,96,"1,893",134,501,"1,526","19,927","15,171",0.21,0.22
IID,05Jul2020,Pacific,N,"14,886","15,280","19,185","3,891",,"3,837",,,718,"1,579",,"13,034",,"1,431","2,211",249,,0.90,,,"1,566",,95,"1,660",188,412,"1,436","19,168","15,277",0.19,0.21
IID,06Jul2020,Pacific,N,"15,311","15,260","18,792","3,515",,"3,466",,,805,"1,522",,"12,983",,"1,227","2,159",129,,0.90,,,"1,413",,95,"1,508",249,382,"1,375","18,776","15,261",0.18,0.20
IID,07Jul2020,Pacific,N,"15,334","15,246","18,343","3,060",,"3,672",,,806,"1,563",,"12,287",,"1,422","1,693",-55,,0.90,,,"1,499",,90,"1,590",324,424,"1,490","18,328","15,268",0.19,0.22
IID,08Jul2020,Pacific,N,"15,477","15,193","19,638","4,423",,"4,527",,,806,"1,585",,"12,704",,"1,636","2,384",403,,0.90,,,"1,850",,93,"1,944",166,514,"1,596","19,622","15,199",0.22,0.23
IID,09Jul2020,Pacific,N,"15,404","15,003","19,530","4,507",,"4,595",,,808,"1,548",,"12,563",,"1,546","2,598",363,,0.90,,,"1,879",,92,"1,972",206,552,"1,626","19,514","15,007",0.22,0.24
IID,10Jul2020,Pacific,N,"15,837","15,888","19,359","3,457",,"4,584",,,787,"1,509",,"12,464",,"1,371","1,642",444,,0.90,,,"1,874",,91,"1,965",306,491,"1,781","19,344","15,887",0.22,0.25
IID,11Jul2020,Pacific,N,"17,030","16,256","18,788","2,494",,"4,632",,,762,"1,032",,"12,352",,"1,145",994,355,,0.90,,,"1,893",,87,"1,980",368,429,"1,919","18,778","16,284",0.23,0.26
IID,12Jul2020,Pacific,N,"18,488","17,339","18,883","1,536",,"4,714",,,658,"1,355",,"12,143",,"1,506",-353,383,,0.90,,,"1,925",,87,"2,013",515,397,"2,131","18,870","17,334",0.24,0.27
IID,13Jul2020,Pacific,N,"18,815","18,008","19,839","1,821",,"4,652",,,728,"1,429",,"13,016",,"1,382",194,245,,0.90,,,"1,905",,94,"1,998",409,365,"2,043","19,825","18,004",0.22,0.25
IID,14Jul2020,Pacific,N,"16,369","16,094","19,964","3,843",,"4,618",,,710,"1,513",,"13,108",,"1,568","2,042",233,,0.90,,,"1,887",,95,"1,982",257,502,"1,737","19,949","16,106",0.22,0.24
IID,15Jul2020,Pacific,N,"15,497","15,253","19,996","4,728",,"4,741",,,723,"1,527",,"12,990",,"1,495","2,718",515,,0.90,,,"1,935",,94,"2,029",125,523,"1,631","19,981","15,253",0.22,0.24
IID,16Jul2020,Pacific,N,"15,687","15,585","19,988","4,626",,"4,751",,,731,"1,548",,"12,942",,"1,664","2,526",436,,0.90,,,"1,941",,94,"2,035",190,555,"1,670","19,972","15,346",0.22,0.24
IID,17Jul2020,Pacific,N,"15,599","16,003","18,838","2,827",,"3,604",,,737,"1,544",,"12,939",,"1,722","1,259",-154,,0.90,,,"1,475",,94,"1,569",380,400,"1,549","18,824","15,997",0.18,0.21
IID,18Jul2020,Pacific,N,"15,700","15,612","19,034","3,399",,"4,117",,,724,"1,532",,"12,646",,"1,557","1,791",51,,0.90,,,"1,684",,92,"1,776",269,427,"1,618","19,019","15,620",0.21,0.23
IID,19Jul2020,Pacific,N,"15,620","15,822","19,445","3,610",,"3,886",,,677,"1,533",,"13,334",,"1,600","1,686",324,,0.90,,,"1,589",,96,"1,685",235,412,"1,507","19,430","15,820",0.19,0.21
IID,20Jul2020,Pacific,N,"16,052","16,467","18,648","2,156",,"3,098",,,713,"1,519",,"13,304",,"1,429",755,-28,,0.90,,,"1,267",,96,"1,363",527,369,"1,520","18,634","16,478",0.16,0.20
IID,21Jul2020,Pacific,N,"15,605","16,297","18,801","2,478",,"3,220",,,749,"1,515",,"13,303",,"1,267","1,211",0,,0.90,,,"1,315",,96,"1,411",396,321,"1,487","18,787","16,309",0.17,0.20
IID,22Jul2020,Pacific,N,"15,132","16,127","16,407",239,,"2,372",,,741,"1,522",,"11,758",,"1,649","-1,121",-289,,0.90,,,969,,87,"1,055",613,267,"1,401","16,393","16,154",0.14,0.19
IID,23Jul2020,Pacific,N,"14,851","14,851","17,411","2,541",,"1,808",,,722,"1,542",,"13,339",,"1,607",984,-50,,0.90,,,739,,96,835,321,216,940,"17,411","14,870",0.11,0.14
IID,24Jul2020,Pacific,N,"14,348","14,748","18,638","3,865",,"3,083",,,725,"1,516",,"13,314",,"1,731","2,490",-356,,0.90,,,"1,260",,96,"1,356",230,361,"1,225","18,638","14,773",0.16,0.18
IID,25Jul2020,Pacific,N,"14,027","14,289","19,191","4,887",,"3,978",,,759,"1,548",,"12,906",,"1,536","3,593",-242,,0.90,,,"1,626",,94,"1,720",148,477,"1,391","19,191","14,304",0.20,0.21
IID,26Jul2020,Pacific,N,"14,626","14,999","19,817","4,826",,"4,036",,,715,"1,521",,"13,545",,"1,677","3,250",-101,,0.90,,,"1,650",,97,"1,747",175,474,"1,448","19,817","14,991",0.19,0.21
IID,27Jul2020,Pacific,N,"15,963","16,510","19,399","2,877",,"3,672",,,698,"1,509",,"13,506",,"1,551","1,069",257,,0.90,,,"1,500",,97,"1,597",437,400,"1,635","19,385","16,508",0.18,0.22
IID,28Jul2020,Pacific,N,"16,595","16,830","20,146","3,292",,"4,443",,,698,"1,486",,"13,505",,"1,413","1,578",301,,0.90,,,"1,814",,97,"1,911",295,405,"1,801","20,132","16,840",0.21,0.24
IID,29Jul2020,Pacific,N,"16,809","16,800","21,114","4,298",,"5,776",,,701,"1,491",,"13,133",,"1,752","2,244",302,,0.90,,,"2,357",,95,"2,452",226,598,"2,080","21,101","16,803",0.26,0.27
IID,30Jul2020,Pacific,N,"18,090","18,222","21,331","3,090",,"5,955",,,734,"1,458",,"13,171",,"1,717",942,431,,0.90,,,"2,434",,95,"2,529",349,526,"2,352","21,318","18,228",0.26,0.28
IID,31Jul2020,Pacific,N,"19,020","19,688","21,110","1,410",,"6,112",,,683,"1,438",,"12,865",,"1,453",-431,388,,0.90,,,"2,497",,93,"2,590",582,458,"2,713","21,098","19,688",0.27,0.30
IID,01Aug2020,Pacific,N,"18,179","17,807","20,391","2,568",,"5,465",,,668,"1,364",,"12,883",,"1,610",594,364,,0.90,,,"2,232",,92,"2,324",263,426,"2,162","20,380","17,812",0.25,0.27
IID,02Aug2020,Pacific,N,"17,123","16,319","17,561","1,125",,"5,297",,,599,"1,468",,"10,187",,"1,708",-931,348,,0.90,,,"2,167",,76,"2,243",514,452,"2,304","17,551","16,426",0.28,0.31
IID,03Aug2020,Pacific,N,"17,031","16,652","17,563",940,,"5,696",,,642,"1,440",,"9,785",,"1,559",-809,190,,0.90,,,"2,328",,73,"2,401",434,404,"2,431","17,563","16,623",0.30,0.32
IID,04Aug2020,Pacific,N,"16,628","16,606","18,916","2,310",,"5,855",,,669,"1,351",,"11,041",,"1,692",818,-200,,0.90,,,"2,396",,81,"2,476",305,492,"2,290","18,916","16,606",0.29,0.30
IID,05Aug2020,Pacific,N,"15,483","15,224","19,373","4,168",,"5,478",,,707,"1,531",,"11,657",,"1,650","2,605",-87,,0.90,,,"2,242",,86,"2,328",173,575,"1,926","19,373","15,205",0.26,0.28
IID,06Aug2020,Pacific,N,"14,263","14,322","20,649","6,279",,"5,297",,,747,"1,553",,"13,052",,"1,743","4,370",166,,0.90,,,"2,170",,95,"2,265",93,725,"1,633","20,649","14,370",0.24,0.25
IID,07Aug2020,Pacific,N,"13,907","13,843","20,631","6,809",,"4,885",,,756,"1,547",,"13,443",,"1,621","5,275",-87,,0.91,,,"2,005",,97,"2,103",111,737,"1,477","20,631","13,822",0.22,0.24
IID,08Aug2020,Pacific,N,"13,810","14,377","21,149","6,732",,"5,407",,,759,"1,527",,"13,456",,"1,654","4,803",275,,0.90,,,"2,217",,97,"2,315",39,716,"1,637","21,149","14,417",0.24,0.25
IID,09Aug2020,Pacific,N,"14,463","14,646","20,596","5,943",,"5,009",,,714,"1,535",,"13,338",,"1,465","3,972",506,,0.90,,,"2,053",,96,"2,149",24,609,"1,565","20,596","14,653",0.23,0.24
IID,10Aug2020,Pacific,N,"15,310","15,622","20,523","4,873",,"5,177",,,736,"1,496",,"13,114",,"1,488","3,110",275,,0.90,,,"2,118",,95,"2,213",98,535,"1,776","20,523","15,650",0.24,0.25
IID,11Aug2020,Pacific,N,"15,759","16,622","20,408","3,756",,"5,161",,,780,"1,442",,"13,025",,"1,807","1,995",-46,,0.90,,,"2,110",,94,"2,204",235,515,"1,925","20,408","16,652",0.24,0.25
IID,12Aug2020,Pacific,N,"16,786","16,954","20,717","3,745",,"5,519",,,764,"1,368",,"13,066",,"1,716","1,851",178,,0.90,,,"2,258",,94,"2,352",238,504,"2,085","20,717","16,972",0.25,0.27
IID,13Aug2020,Pacific,N,"18,060","18,506","21,472","2,938",,"6,136",,,769,"1,239",,"13,328",,"1,639",976,323,,0.90,,,"2,509",,95,"2,603",410,529,"2,485","21,472","18,534",0.27,0.30
IID,14Aug2020,Pacific,N,"18,704","19,379","21,547","2,159",,"6,333",,,659,"1,332",,"13,223",,"1,318",635,206,,0.90,,,"2,589",,94,"2,683",441,446,"2,678","21,547","19,388",0.27,0.30
IID,15Aug2020,Pacific,N,"18,193","18,282","20,805","2,510",,"5,956",,,645,"1,338",,"12,866",,"1,257","1,239",14,,0.90,,,"2,432",,92,"2,524",323,437,"2,409","20,805","18,295",0.27,0.29
IID,16Aug2020,Pacific,N,"17,804","18,179","20,536","2,309",,"5,874",,,486,"1,286",,"12,890",,"1,285",940,84,,0.90,,,"2,402",,91,"2,492",369,445,"2,416","20,536","18,227",0.27,0.29
IID,17Aug2020,Pacific,N,"19,089","18,707","19,962","1,250",,"6,025",,,560,"1,238",,"12,139",,"1,358",-39,-69,,0.90,,,"2,462",,86,"2,548",515,392,"2,672","19,962","18,712",0.28,0.31
IID,18Aug2020,Pacific,N,"18,505",0,"21,045","2,271",,"6,348",,,710,"18,770",,"12,651",,"1,200","1,138",-67,,0.90,,,"2,595",,198,"2,793",241,225,"2,808","38,479","36,208",0.16,0.17
IID,19Aug2020,Pacific,N,"18,697","18,149","20,304","2,139",,"5,806",,,746,"1,186",,"12,566",,"1,190","1,239",-290,,0.90,,,"2,376",,90,"2,466",390,425,"2,430","20,304","18,165",0.27,0.29
IID,20Aug2020,Pacific,N,"18,764","18,198","20,022","1,814",,"5,485",,,749,"1,236",,"12,552",,"1,043",910,-139,,0.90,,,"2,248",,90,"2,338",349,359,"2,327","20,022","18,208",0.26,0.28
IID,21Aug2020,Pacific,N,"17,546","17,159","19,417","2,240",,"5,425",,,738,835,,"12,419",,"1,186","1,820",-766,,0.90,,,"2,223",,86,"2,309",350,411,"2,248","19,417","17,177",0.26,0.29
IID,22Aug2020,Pacific,N,"16,371","16,649","18,471","1,780",,"3,694",,,727,"1,115",,"12,935",,"1,200","1,059",-479,,0.90,,,"1,511",,91,"1,602",417,289,"1,730","18,471","16,691",0.19,0.23
IID,23Aug2020,Pacific,N,"16,298","16,840","19,049","2,188",,"3,879",,,669,"1,350",,"13,151",,"1,656",857,-325,,0.90,,,"1,586",,94,"1,680",446,340,"1,786","19,049","16,861",0.19,0.23
IID,24Aug2020,Pacific,N,"17,440","18,562","20,933","2,308",,"5,962",,,699,"1,244",,"13,028",,"1,836",834,-362,,0.90,,,"2,436",,92,"2,529",525,515,"2,539","20,933","18,625",0.27,0.30
IID,25Aug2020,Pacific,N,"18,532","18,620","20,742","2,130",,"6,173",,,689,"1,253",,"12,627",,"1,368",966,-204,,0.90,,,"2,523",,90,"2,613",405,471,"2,547","20,742","18,612",0.28,0.30
IID,26Aug2020,Pacific,N,"18,675","18,236","20,570","2,315",,"5,939",,,637,"1,066",,"12,928",,"1,297","1,388",-370,,0.90,,,"2,429",,90,"2,519",426,497,"2,448","20,570","18,255",0.27,0.30
IID,27Aug2020,Pacific,N,"18,593","17,621","21,125","3,485",,"6,168",,,673,"1,144",,"13,140",,"1,354","2,061",70,,0.90,,,"2,521",,92,"2,614",260,563,"2,311","21,125","17,640",0.27,0.29
IID,28Aug2020,Pacific,N,"17,806","17,381","21,213","3,814",,"6,101",,,721,"1,226",,"13,165",,"1,483","2,434",-103,,0.90,,,"2,499",,93,"2,592",210,564,"2,238","21,213","17,399",0.27,0.28
IID,29Aug2020,Pacific,N,"16,809","16,191","19,433","3,221",,"4,813",,,671,"1,326",,"12,623",,"1,804","1,276",141,,0.91,,,"1,976",,90,"2,066",197,427,"1,836","19,433","16,212",0.23,0.25
IID,30Aug2020,Pacific,N,"18,090","14,964","19,447","4,468",,"4,801",,,644,"1,248",,"12,754",,"1,867","2,538",63,,0.91,,,"1,975",,90,"2,065",133,521,"1,677","19,447","14,979",0.23,0.25
IID,31Aug2020,Pacific,N,"15,625","16,297","19,670","3,370",,"4,881",,,651,"1,289",,"12,849",,"1,910","1,651",-191,,0.91,,,"2,004",,91,"2,096",250,478,"1,867","19,670","16,300",0.23,0.25
IID,01Sep2020,Pacific,N,"15,360","15,607","19,222","3,597",,"4,406",,,678,"1,325",,"12,813",,"1,635","2,145",-183,,0.91,,,"1,809",,91,"1,901",229,451,"1,678","19,222","15,625",0.22,0.24
IID,02Sep2020,Pacific,N,"15,692","15,884","18,687","2,788",,"4,590",,,697,"1,266",,"12,128",,"1,663","1,366",-241,,0.90,,,"1,884",,87,"1,971",326,445,"1,852","18,681","15,893",0.23,0.26
IID,03Sep2020,Pacific,N,"16,598","16,311","19,119","2,777",,"5,424",,,719,"1,308",,"11,660",,"1,341","1,152",284,,0.91,,,"2,228",,84,"2,313",349,501,"2,161","19,111","16,334",0.27,0.29
IID,04Sep2020,Pacific,N,"17,720","17,142","19,180","2,025",,"4,855",,,724,"1,211",,"12,382",,"1,132",828,65,,0.90,,,"1,992",,88,"2,080",524,452,"2,153","19,172","17,147",0.24,0.28
IID,05Sep2020,Pacific,N,"18,186","17,810","20,420","2,561",,"5,683",,,623,"1,257",,"12,849",,904,"1,590",67,,0.90,,,"2,330",,91,"2,421",248,379,"2,290","20,412","17,851",0.26,0.28
IID,06Sep2020,Pacific,N,"18,194","16,969","20,117","3,119",,"5,600",,,454,"1,219",,"12,836",,900,"2,054",165,,0.91,,,"2,299",,90,"2,389",236,447,"2,177","20,109","16,990",0.26,0.28
IID,07Sep2020,Pacific,N,"17,022","16,052","18,778","2,713",,"4,848",,,485,"1,007",,"12,432",,965,"1,756",-8,,0.90,,,"1,989",,86,"2,075",283,437,"1,921","18,772","16,059",0.24,0.26
IID,08Sep2020,Pacific,N,"17,264","14,193","18,594","4,383",,"4,525",,,723,586,,"12,756",,"1,041","3,670",-328,,0.91,,,"1,862",,87,"1,949",135,529,"1,555","18,590","14,207",0.23,0.24
IID,09Sep2020,Pacific,N,"12,193","11,431","19,253","7,801",,"3,978",,,844,"1,196",,"13,226",,884,"6,912",5,,0.91,,,"1,635",,94,"1,730",84,745,"1,069","19,244","11,443",0.20,0.21
IID,10Sep2020,Pacific,N,"11,936","11,074","19,318","8,217",,"4,202",,,851,"1,095",,"13,163",,798,"7,252",167,,0.90,,,"1,724",,93,"1,817",56,797,"1,076","19,311","11,094",0.21,0.21
IID,11Sep2020,Pacific,N,"12,277","10,820","16,886","6,038",,"2,085",,,794,828,,"13,174",,924,"5,592",-478,,0.90,,,855,,91,946,189,413,723,"16,881","10,843",0.12,0.15
IID,12Sep2020,Pacific,N,"12,633","10,866","16,964","6,078",,"2,200",,,701,993,,"13,063",,647,"5,125",306,,0.90,,,900,,91,992,61,364,689,"16,957","10,879",0.13,0.14
IID,13Sep2020,Pacific,N,"12,708","11,099","16,929","5,812",,"2,302",,,571,955,,"13,095",,708,"4,999",105,,0.90,,,941,,90,"1,032",68,370,730,"16,923","11,111",0.13,0.14
IID,14Sep2020,Pacific,N,"13,897","12,897","17,517","4,602",,"2,836",,,580,"1,149",,"12,945",,933,"3,793",-124,,0.90,,,"1,160",,91,"1,251",147,354,"1,044","17,510","12,908",0.16,0.18
IID,15Sep2020,Pacific,N,"13,877","13,854","17,605","3,730",,"3,013",,,624,"1,135",,"12,826",,941,"3,077",-288,,0.90,,,"1,233",,90,"1,323",188,312,"1,199","17,598","13,868",0.17,0.19
IID,16Sep2020,Pacific,N,"14,365","14,959","18,202","3,225",,"3,411",,,613,"1,173",,"12,998",,"1,179","2,254",-208,,0.90,,,"1,395",,91,"1,486",244,316,"1,414","18,195","14,970",0.18,0.21
IID,17Sep2020,Pacific,N,"14,554","14,980","17,993","2,990",,"3,208",,,615,"1,064",,"13,100",,"1,140","2,308",-458,,0.90,,,"1,313",,91,"1,404",322,320,"1,406","17,987","14,997",0.17,0.21
IID,18Sep2020,Pacific,N,"14,690","14,671","18,002","3,312",,"3,211",,,691,"1,152",,"12,942",,"1,045","3,007",-740,,0.90,,,"1,315",,91,"1,406",326,338,"1,395","17,996","14,684",0.17,0.21
IID,19Sep2020,Pacific,N,"13,656","13,761","16,155","2,316",,"3,327",,,558,"1,169",,"11,094",,900,"1,462",-46,,0.91,,,"1,367",,79,"1,446",324,275,"1,495","16,148","13,832",0.20,0.24
IID,20Sep2020,Pacific,N,"13,058","13,451","16,391","2,982",,"3,464",,,463,"1,127",,"11,330",,795,"2,121",66,,0.91,,,"1,423",,80,"1,503",125,303,"1,325","16,384","13,402",0.20,0.22
IID,21Sep2020,Pacific,N,"13,415","14,158","17,050","2,873",,"2,988",,,554,"1,147",,"12,361",,890,"2,370",-387,,0.90,,,"1,223",,87,"1,310",250,296,"1,264","17,050","14,177",0.17,0.20
IID,22Sep2020,Pacific,N,"13,585","14,123","16,491","2,348",,"1,849",,,730,"1,201",,"12,711",,"1,004","1,747",-403,,0.90,,,754,,90,845,280,189,935,"16,491","14,143",0.11,0.15
IID,23Sep2020,Pacific,N,"13,339","13,722","17,982","4,237",,"2,896",,,761,"1,168",,"13,157",,921,"3,649",-333,,0.90,,,"1,181",,93,"1,275",139,312,"1,102","17,982","13,745",0.16,0.18
IID,24Sep2020,Pacific,N,"13,479","14,041","18,580","4,516",,"3,453",,,748,"1,184",,"13,165",,"1,214","3,609",-307,,0.90,,,"1,411",,93,"1,505",165,416,"1,253","18,550","14,034",0.18,0.20
IID,25Sep2020,Pacific,N,"13,133","13,371","18,130","4,736",,"3,046",,,846,"1,209",,"13,029",,"1,390","3,708",-362,,0.91,,,"1,251",,93,"1,344",142,384,"1,102","18,130","13,394",0.16,0.18
IID,26Sep2020,Pacific,N,"11,751","12,313","17,834","5,499",,"2,650",,,785,"1,173",,"13,226",,"1,431","4,304",-236,,0.91,,,"1,089",,94,"1,183",99,388,894,"17,834","12,335",0.15,0.16
IID,27Sep2020,Pacific,N,"11,229","11,951","18,119","6,154",,"3,058",,,613,"1,156",,"13,292",,"1,008","5,163",-17,,0.91,,,"1,258",,93,"1,351",63,450,964,"18,119","11,965",0.16,0.18
IID,28Sep2020,Pacific,N,"12,743","13,090","17,380","4,300",,"3,037",,,606,"1,148",,"12,589",,851,"3,691",-242,,0.91,,,"1,250",,89,"1,338",147,329,"1,156","17,380","13,080",0.17,0.19
IID,29Sep2020,Pacific,N,"12,873","13,201","17,217","4,250",,"2,310",,,652,"1,152",,"13,103",,"1,057","3,725",-532,,0.90,,,947,,92,"1,039",252,331,961,"17,217","12,967",0.13,0.16
IID,30Sep2020,Pacific,N,"13,575","13,580","17,184","3,581",,"2,237",,,636,"1,119",,"13,192",,636,"3,728",-783,,0.90,,,916,,92,"1,008",379,299,"1,089","17,184","13,603",0.13,0.18
IID,01Oct2020,Pacific,N,"13,599","13,417","17,395","3,954",,"2,509",,,603,"1,116",,"13,167",,747,"3,954",-747,,0.90,,,"1,026",,92,"1,118",319,333,"1,104","17,395","13,441",0.14,0.18
IID,02Oct2020,Pacific,N,"13,302","12,893","17,329","4,400",,"2,344",,,604,"1,133",,"13,248",,631,"4,594",-825,,0.90,,,957,,93,"1,049",309,360,999,"17,329","12,929",0.13,0.17
IID,03Oct2020,Pacific,N,"12,223","11,921","16,603","4,657",,"2,628",,,563,"1,136",,"12,276",,666,"4,654",-663,,0.90,,,"1,072",,86,"1,158",244,384,"1,018","16,603","11,946",0.15,0.19
IID,04Oct2020,Pacific,N,"11,544","11,690","17,684","5,972",,"2,909",,,446,"1,101",,"13,228",,645,"5,705",-579,,0.90,,,"1,188",,91,"1,279",205,472,"1,012","17,684","11,913",0.16,0.19
