BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,FPL,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
HST,29Aug2017,Eastern,N,"1,936","1,978",0,"-1,978",,,,,,,,,,"-1,978",,,,,,,,,,,,,,,
HST,30Aug2017,Eastern,N,"1,988","2,041",0,"-2,041",,,,,,,,,,"-2,041",,,,,,,,,,,,,,,
HST,31Aug2017,Eastern,N,"2,060","2,067",0,"-2,067",,,,,,,,,,"-2,067",,,,,,,,,,,,,,,
HST,01Sep2017,Eastern,N,"1,981","2,026",0,"-2,026",,,,,,,,,,"-2,026",,,,,,,,,,,,,,,
HST,02Sep2017,Eastern,N,"1,981","1,806",0,"-1,806",,,,,,,,,,"-1,806",,,,,,,,,,,,,,,
HST,03Sep2017,Eastern,N,"1,980","1,864",0,"-1,864",,,,,,,,,,"-1,864",,,,,,,,,,,,,,,
HST,04Sep2017,Eastern,N,"1,868","1,907",0,"-1,907",,,,,,,,,,"-1,907",,,,,,,,,,,,,,,
HST,05Sep2017,Eastern,N,"1,906","1,962",0,"-1,962",,,,,,,,,,"-1,962",,,,,,,,,,,,,,,
HST,06Sep2017,Eastern,N,"2,001","1,800",0,"-1,800",,,,,,,,,,"-1,800",,,,,,,,,,,,,,,
HST,07Sep2017,Eastern,N,"1,743","1,804",0,"-1,804",,,,,,,,,,"-1,804",,,,,,,,,,,,,,,
HST,08Sep2017,Eastern,N,"1,902","1,679",0,"-1,679",,,,,,,,,,"-1,679",,,,,,,,,,,,,,,
HST,09Sep2017,Eastern,N,"1,282","1,181",0,"-1,181",,,,,,,,,,"-1,181",,,,,,,,,,,,,,,
HST,10Sep2017,Eastern,N,"1,076",301,0,-301,,,,,,,,,,-301,,,,,,,,,,,,,,,
HST,11Sep2017,Eastern,N,170,462,0,-462,,,,,,,,,,-462,,,,,,,,,,,,,,,
HST,12Sep2017,Eastern,N,918,962,0,-962,,,,,,,,,,-962,,,,,,,,,,,,,,,
HST,13Sep2017,Eastern,N,"1,152","1,230",0,"-1,230",,,,,,,,,,"-1,230",,,,,,,,,,,,,,,
HST,14Sep2017,Eastern,N,"1,374","1,473",0,"-1,473",,,,,,,,,,"-1,473",,,,,,,,,,,,,,,
HST,15Sep2017,Eastern,N,"1,542","1,621",0,"-1,621",,,,,,,,,,"-1,621",,,,,,,,,,,,,,,
HST,16Sep2017,Eastern,N,"1,642","1,763",0,"-1,763",,,,,,,,,,"-1,763",,,,,,,,,,,,,,,
HST,17Sep2017,Eastern,N,"1,735","1,894",0,"-1,894",,,,,,,,,,"-1,894",,,,,,,,,,,,,,,
HST,18Sep2017,Eastern,N,"1,847","1,856",0,"-1,856",,,,,,,,,,"-1,856",,,,,,,,,,,,,,,
HST,19Sep2017,Eastern,N,"1,842","1,896",0,"-1,896",,,,,,,,,,"-1,896",,,,,,,,,,,,,,,
HST,20Sep2017,Eastern,N,"1,820","1,831",0,"-1,831",,,,,,,,,,"-1,831",,,,,,,,,,,,,,,
HST,21Sep2017,Eastern,N,"1,895","1,784",0,"-1,784",,,,,,,,,,"-1,784",,,,,,,,,,,,,,,
HST,22Sep2017,Eastern,N,"1,819","1,639",0,"-1,639",,,,,,,,,,"-1,639",,,,,,,,,,,,,,,
HST,23Sep2017,Eastern,N,"1,762","1,630",0,"-1,630",,,,,,,,,,"-1,630",,,,,,,,,,,,,,,
HST,24Sep2017,Eastern,N,"1,736","1,771",0,"-1,771",,,,,,,,,,"-1,771",,,,,,,,,,,,,,,
HST,25Sep2017,Eastern,N,"1,825","1,710",0,"-1,710",,,,,,,,,,"-1,710",,,,,,,,,,,,,,,
HST,26Sep2017,Eastern,N,"1,795","1,684",0,"-1,684",,,,,,,,,,"-1,684",,,,,,,,,,,,,,,
HST,27Sep2017,Eastern,N,"1,821","1,626",0,"-1,626",,,,,,,,,,"-1,626",,,,,,,,,,,,,,,
HST,28Sep2017,Eastern,N,"1,712","1,712",0,"-1,712",,,,,,,,,,"-1,712",,,,,,,,,,,,,,,
HST,29Sep2017,Eastern,N,"1,777","1,582",0,"-1,582",,,,,,,,,,"-1,582",,,,,,,,,,,,,,,
HST,30Sep2017,Eastern,N,"1,690","1,678",0,"-1,678",,,,,,,,,,"-1,678",,,,,,,,,,,,,,,
HST,01Oct2017,Eastern,N,"1,677","1,812",0,"-1,812",,,,,,,,,,"-1,812",,,,,,,,,,,,,,,
HST,02Oct2017,Eastern,N,"1,794","1,775",0,"-1,775",,,,,,,,,,"-1,775",,,,,,,,,,,,,,,
HST,03Oct2017,Eastern,N,"1,758","1,740",0,"-1,740",,,,,,,,,,"-1,740",,,,,,,,,,,,,,,
HST,04Oct2017,Eastern,N,"1,743","1,588",0,"-1,588",,,,,,,,,,"-1,588",,,,,,,,,,,,,,,
HST,05Oct2017,Eastern,N,"1,663","1,564",0,"-1,564",,,,,,,,,,"-1,564",,,,,,,,,,,,,,,
HST,06Oct2017,Eastern,N,"1,562","1,677",0,"-1,677",,,,,,,,,,"-1,677",,,,,,,,,,,,,,,
HST,07Oct2017,Eastern,N,"1,654","1,829",0,"-1,829",,,,,,,,,,"-1,829",,,,,,,,,,,,,,,
HST,08Oct2017,Eastern,N,"1,707","1,908",0,"-1,908",,,,,,,,,,"-1,908",,,,,,,,,,,,,,,
HST,09Oct2017,Eastern,N,"1,909","1,854",1,"-1,853",,,,,,,,,,"-1,853",,,,,,,,,,,,,,,
HST,10Oct2017,Eastern,N,"1,687","1,829",0,"-1,829",,,,,,,,,,"-1,829",,,,,,,,,,,,,,,
HST,11Oct2017,Eastern,N,"1,706","1,704",0,"-1,704",,,,,,,,,,"-1,704",,,,,,,,,,,,,,,
HST,12Oct2017,Eastern,N,"1,648","1,493",0,"-1,493",,,,,,,,,,"-1,493",,,,,,,,,,,,,,,
HST,13Oct2017,Eastern,N,"1,589","1,605",0,"-1,605",,,,,,,,,,"-1,605",,,,,,,,,,,,,,,
HST,14Oct2017,Eastern,N,"1,593","1,622",0,"-1,622",,,,,,,,,,"-1,622",,,,,,,,,,,,,,,
HST,15Oct2017,Eastern,N,"1,594","1,725",0,"-1,725",,,,,,,,,,"-1,725",,,,,,,,,,,,,,,
HST,16Oct2017,Eastern,N,"1,784","1,664",0,"-1,664",,,,,,,,,,"-1,664",,,,,,,,,,,,,,,
HST,17Oct2017,Eastern,N,"1,743","1,699",0,"-1,699",,,,,,,,,,"-1,699",,,,,,,,,,,,,,,
HST,18Oct2017,Eastern,N,"1,623","1,576",0,"-1,576",,,,,,,,,,"-1,576",,,,,,,,,,,,,,,
HST,19Oct2017,Eastern,N,"1,728","1,667",0,"-1,667",,,,,,,,,,"-1,667",,,,,,,,,,,,,,,
HST,20Oct2017,Eastern,N,"1,684","1,670",0,"-1,670",,,,,,,,,,"-1,670",,,,,,,,,,,,,,,
HST,21Oct2017,Eastern,N,"1,697","1,719",0,"-1,719",,,,,,,,,,"-1,719",,,,,,,,,,,,,,,
HST,22Oct2017,Eastern,N,"1,759","1,744",0,"-1,744",,,,,,,,,,"-1,744",,,,,,,,,,,,,,,
HST,23Oct2017,Eastern,N,"1,817","1,754",0,"-1,754",,,,,,,,,,"-1,754",,,,,,,,,,,,,,,
HST,24Oct2017,Eastern,N,"1,782","1,711",0,"-1,711",,,,,,,,,,"-1,711",,,,,,,,,,,,,,,
HST,25Oct2017,Eastern,N,"1,711","1,294",0,"-1,294",,,,,,,,,,"-1,294",,,,,,,,,,,,,,,
HST,26Oct2017,Eastern,N,"1,124","1,113",0,"-1,113",,,,,,,,,,"-1,113",,,,,,,,,,,,,,,
HST,27Oct2017,Eastern,N,"1,107","1,273",6,"-1,266",,,,,,,,,,"-1,266",,,,,,,,,,,,,,,
HST,28Oct2017,Eastern,N,"1,282","1,369",0,"-1,369",,,,,,,,,,"-1,369",,,,,,,,,,,,,,,
HST,29Oct2017,Eastern,N,"1,303","1,313",0,"-1,313",,,,,,,,,,"-1,313",,,,,,,,,,,,,,,
HST,30Oct2017,Eastern,N,"1,158","1,040",0,"-1,041",,,,,,,,,,"-1,041",,,,,,,,,,,,,,,
HST,31Oct2017,Eastern,N,"1,160","1,081",0,"-1,081",,,,,,,,,,"-1,081",,,,,,,,,,,,,,,
HST,01Nov2017,Eastern,N,"1,136","1,217",0,"-1,218",,,,,,,,,,"-1,218",,,,,,,,,,,,,,,
HST,02Nov2017,Eastern,N,"1,260","1,294",0,"-1,294",,,,,,,,,,"-1,294",,,,,,,,,,,,,,,
HST,03Nov2017,Eastern,N,"1,303","1,314",0,"-1,314",,,,,,,,,,"-1,314",,,,,,,,,,,,,,,
HST,04Nov2017,Eastern,N,"1,280","1,338",0,"-1,338",,,,,,,,,,"-1,338",,,,,,,,,,,,,,,
HST,05Nov2017,Eastern,N,"1,324","1,453",0,"-1,453",,,,,,,,,,,,,,,,,,,,,,,,,
HST,06Nov2017,Eastern,N,"1,430","1,464",0,"-1,464",,,,,,,,,,"-1,464",,,,,,,,,,,,,,,
HST,07Nov2017,Eastern,N,"1,526","1,453",0,"-1,453",,,,,,,,,,"-1,453",,,,,,,,,,,,,,,
HST,08Nov2017,Eastern,N,"1,443","1,480",0,"-1,480",,,,,,,,,,"-1,480",,,,,,,,,,,,,,,
HST,09Nov2017,Eastern,N,"1,487","1,525",0,"-1,526",,,,,,,,,,"-1,526",,,,,,,,,,,,,,,
HST,10Nov2017,Eastern,N,"1,525","1,512",0,"-1,512",,,,,,,,,,"-1,512",,,,,,,,,,,,,,,
HST,11Nov2017,Eastern,N,"1,506","1,490",0,"-1,490",,,,,,,,,,"-1,490",,,,,,,,,,,,,,,
HST,12Nov2017,Eastern,N,"1,540","1,547",0,"-1,547",,,,,,,,,,"-1,547",,,,,,,,,,,,,,,
HST,13Nov2017,Eastern,N,"1,573","1,531",0,"-1,531",,,,,,,,,,"-1,531",,,,,,,,,,,,,,,
HST,14Nov2017,Eastern,N,"1,560","1,544",0,"-1,544",,,,,,,,,,"-1,544",,,,,,,,,,,,,,,
HST,15Nov2017,Eastern,N,"1,560","1,327",0,"-1,327",,,,,,,,,,"-1,327",,,,,,,,,,,,,,,
HST,16Nov2017,Eastern,N,"1,522","1,275",0,"-1,275",,,,,,,,,,"-1,275",,,,,,,,,,,,,,,
HST,17Nov2017,Eastern,N,"1,294","1,276",0,"-1,276",,,,,,,,,,"-1,276",,,,,,,,,,,,,,,
HST,18Nov2017,Eastern,N,0,"1,308",0,"-1,308",,,,,,,,,,"-1,308",,,,,,,,,,,,,,,
HST,19Nov2017,Eastern,N,"1,309","1,368",0,"-1,368",,,,,,,,,,"-1,368",,,,,,,,,,,,,,,
HST,20Nov2017,Eastern,N,"1,382","1,279",0,"-1,280",,,,,,,,,,"-1,280",,,,,,,,,,,,,,,
HST,21Nov2017,Eastern,N,"1,335","1,381",0,"-1,382",,,,,,,,,,"-1,382",,,,,,,,,,,,,,,
HST,22Nov2017,Eastern,N,"1,335","1,427",0,"-1,427",,,,,,,,,,"-1,427",,,,,,,,,,,,,,,
HST,23Nov2017,Eastern,N,"1,471","1,458",0,"-1,458",,,,,,,,,,"-1,458",,,,,,,,,,,,,,,
HST,24Nov2017,Eastern,N,"1,334","1,350",0,"-1,350",,,,,,,,,,"-1,350",,,,,,,,,,,,,,,
HST,25Nov2017,Eastern,N,"1,412","1,208",0,"-1,208",,,,,,,,,,"-1,208",,,,,,,,,,,,,,,
HST,26Nov2017,Eastern,N,"1,266","1,265",0,"-1,266",,,,,,,,,,"-1,266",,,,,,,,,,,,,,,
HST,27Nov2017,Eastern,N,"1,329","1,252",0,"-1,252",,,,,,,,,,"-1,252",,,,,,,,,,,,,,,
HST,28Nov2017,Eastern,N,"1,344","1,399",0,"-1,401",,,,,,,,,,"-1,401",,,,,,,,,,,,,,,
HST,29Nov2017,Eastern,N,"1,414","1,472",0,"-1,472",,,,,,,,,,"-1,472",,,,,,,,,,,,,,,
HST,30Nov2017,Eastern,N,"1,412","1,429",0,"-1,429",,,,,,,,,,"-1,429",,,,,,,,,,,,,,,
HST,01Dec2017,Eastern,N,,"1,346",0,"-1,346",,,,,,,,,,"-1,346",,,,,,,,,,,,,,,
HST,02Dec2017,Eastern,N,,"1,319",0,"-1,319",,,,,,,,,,"-1,319",,,,,,,,,,,,,,,
HST,03Dec2017,Eastern,N,,"1,343",0,"-1,343",,,,,,,,,,"-1,343",,,,,,,,,,,,,,,
HST,04Dec2017,Eastern,N,,"1,319",0,"-1,319",,,,,,,,,,"-1,319",,,,,,,,,,,,,,,
HST,05Dec2017,Eastern,N,,"1,407",0,"-1,407",,,,,,,,,,"-1,407",,,,,,,,,,,,,,,
HST,06Dec2017,Eastern,N,,"1,428",0,"-1,429",,,,,,,,,,"-1,429",,,,,,,,,,,,,,,
HST,07Dec2017,Eastern,N,,"1,475",0,"-1,475",,,,,,,,,,"-1,475",,,,,,,,,,,,,,,
HST,08Dec2017,Eastern,N,,"1,532",0,"-1,533",,,,,,,,,,"-1,533",,,,,,,,,,,,,,,
HST,09Dec2017,Eastern,N,,"1,264",0,"-1,264",,,,,,,,,,"-1,264",,,,,,,,,,,,,,,
HST,10Dec2017,Eastern,N,,"1,020",0,"-1,020",,,,,,,,,,"-1,020",,,,,,,,,,,,,,,
HST,11Dec2017,Eastern,N,,"1,076",0,"-1,076",,,,,,,,,,"-1,076",,,,,,,,,,,,,,,
HST,12Dec2017,Eastern,N,,"1,090",0,"-1,091",,,,,,,,,,"-1,091",,,,,,,,,,,,,,,
HST,13Dec2017,Eastern,N,,"1,052",0,"-1,053",,,,,,,,,,"-1,053",,,,,,,,,,,,,,,
HST,14Dec2017,Eastern,N,,"1,099",0,"-1,099",,,,,,,,,,"-1,099",,,,,,,,,,,,,,,
HST,15Dec2017,Eastern,N,,"1,093",0,"-1,093",,,,,,,,,,"-1,093",,,,,,,,,,,,,,,
HST,16Dec2017,Eastern,N,,"1,114",0,"-1,116",,,,,,,,,,"-1,116",,,,,,,,,,,,,,,
HST,17Dec2017,Eastern,N,,"1,241",0,"-1,241",,,,,,,,,,"-1,241",,,,,,,,,,,,,,,
HST,18Dec2017,Eastern,N,,"1,326",0,"-1,326",,,,,,,,,,"-1,326",,,,,,,,,,,,,,,
HST,19Dec2017,Eastern,N,,"1,329",0,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,20Dec2017,Eastern,N,,"1,292",4,"-1,288",,,,,,,,,,"-1,288",,,,,,,,,,,,,,,
HST,21Dec2017,Eastern,N,,"1,336",0,"-1,336",,,,,,,,,,"-1,336",,,,,,,,,,,,,,,
HST,22Dec2017,Eastern,N,,"1,349",23,"-1,327",,,,,,,,,,"-1,327",,,,,,,,,,,,,,,
HST,23Dec2017,Eastern,N,,"1,317",0,"-1,317",,,,,,,,,,"-1,317",,,,,,,,,,,,,,,
HST,24Dec2017,Eastern,N,,"1,308",0,"-1,308",,,,,,,,,,"-1,308",,,,,,,,,,,,,,,
HST,25Dec2017,Eastern,N,,"1,253",0,"-1,253",,,,,,,,,,"-1,253",,,,,,,,,,,,,,,
HST,26Dec2017,Eastern,N,,"1,301",0,"-1,301",,,,,,,,,,"-1,301",,,,,,,,,,,,,,,
HST,27Dec2017,Eastern,N,,"1,352",0,"-1,352",,,,,,,,,,"-1,352",,,,,,,,,,,,,,,
HST,28Dec2017,Eastern,N,,"1,332",0,"-1,332",,,,,,,,,,"-1,332",,,,,,,,,,,,,,,
HST,29Dec2017,Eastern,N,,"1,217",0,"-1,217",,,,,,,,,,"-1,217",,,,,,,,,,,,,,,
HST,30Dec2017,Eastern,N,,"1,069",0,"-1,071",,,,,,,,,,"-1,071",,,,,,,,,,,,,,,
HST,31Dec2017,Eastern,N,,"1,085",0,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,01Jan2018,Eastern,N,,"1,129",0,"-1,129",,,,,,,,,,"-1,129",,,,,,,,,,,,,,,
HST,02Jan2018,Eastern,N,,"1,039",0,"-1,039",,,,,,,,,,"-1,039",,,,,,,,,,,,,,,
HST,03Jan2018,Eastern,N,,"1,032",0,"-1,032",,,,,,,,,,"-1,032",,,,,,,,,,,,,,,
HST,04Jan2018,Eastern,N,,"1,104",8,"-1,096",,,,,,,,,,"-1,096",,,,,,,,,,,,,,,
HST,05Jan2018,Eastern,N,,"1,165",6,"-1,159",,,,,,,,,,"-1,159",,,,,,,,,,,,,,,
HST,06Jan2018,Eastern,N,,"1,124",0,"-1,124",,,,,,,,,,"-1,124",,,,,,,,,,,,,,,
HST,07Jan2018,Eastern,N,,"1,076",0,"-1,076",,,,,,,,,,"-1,076",,,,,,,,,,,,,,,
HST,08Jan2018,Eastern,N,,"1,105",0,"-1,107",,,,,,,,,,"-1,107",,,,,,,,,,,,,,,
HST,09Jan2018,Eastern,N,,"1,145",6,"-1,139",,,,,,,,,,"-1,139",,,,,,,,,,,,,,,
HST,10Jan2018,Eastern,N,,"1,170",0,"-1,171",,,,,,,,,,"-1,171",,,,,,,,,,,,,,,
HST,11Jan2018,Eastern,N,,"1,255",15,"-1,242",,,,,,,,,,"-1,242",,,,,,,,,,,,,,,
HST,12Jan2018,Eastern,N,,"1,283",0,"-1,283",,,,,,,,,,"-1,283",,,,,,,,,,,,,,,
HST,13Jan2018,Eastern,N,,"1,174",0,"-1,176",,,,,,,,,,"-1,176",,,,,,,,,,,,,,,
HST,14Jan2018,Eastern,N,,"1,014",0,"-1,014",,,,,,,,,,"-1,014",,,,,,,,,,,,,,,
HST,15Jan2018,Eastern,N,,"1,075",0,"-1,075",,,,,,,,,,"-1,075",,,,,,,,,,,,,,,
HST,16Jan2018,Eastern,N,,"1,089",0,"-1,089",,,,,,,,,,"-1,089",,,,,,,,,,,,,,,
HST,17Jan2018,Eastern,N,,"1,060",0,"-1,060",,,,,,,,,,"-1,060",,,,,,,,,,,,,,,
HST,18Jan2018,Eastern,N,,"1,080",0,"-1,080",,,,,,,,,,"-1,080",,,,,,,,,,,,,,,
HST,19Jan2018,Eastern,N,,"1,090",0,"-1,092",,,,,,,,,,"-1,092",,,,,,,,,,,,,,,
HST,20Jan2018,Eastern,N,,"1,035",0,"-1,035",,,,,,,,,,"-1,035",,,,,,,,,,,,,,,
HST,21Jan2018,Eastern,N,,"1,140",0,"-1,142",,,,,,,,,,"-1,142",,,,,,,,,,,,,,,
HST,22Jan2018,Eastern,N,,"1,266",0,"-1,266",,,,,,,,,,"-1,266",,,,,,,,,,,,,,,
HST,23Jan2018,Eastern,N,,"1,361",0,"-1,361",,,,,,,,,,"-1,361",,,,,,,,,,,,,,,
HST,24Jan2018,Eastern,N,,"1,301",0,"-1,301",,,,,,,,,,"-1,301",,,,,,,,,,,,,,,
HST,25Jan2018,Eastern,N,,"1,156",0,"-1,156",,,,,,,,,,"-1,156",,,,,,,,,,,,,,,
HST,26Jan2018,Eastern,N,,"1,159",0,"-1,159",,,,,,,,,,"-1,159",,,,,,,,,,,,,,,
HST,27Jan2018,Eastern,N,,"1,206",0,"-1,206",,,,,,,,,,"-1,206",,,,,,,,,,,,,,,
HST,28Jan2018,Eastern,N,,"1,318",0,"-1,318",,,,,,,,,,"-1,318",,,,,,,,,,,,,,,
HST,29Jan2018,Eastern,N,,"1,356",0,"-1,356",,,,,,,,,,"-1,356",,,,,,,,,,,,,,,
HST,30Jan2018,Eastern,N,,"1,092",0,"-1,092",,,,,,,,,,"-1,092",,,,,,,,,,,,,,,
HST,31Jan2018,Eastern,N,,"1,049",0,"-1,050",,,,,,,,,,"-1,050",,,,,,,,,,,,,,,
HST,01Feb2018,Eastern,N,,"1,098",7,"-1,090",,,,,,,,,,"-1,090",,,,,,,,,,,,,,,
HST,02Feb2018,Eastern,N,,"1,174",0,"-1,174",,,,,,,,,,"-1,174",,,,,,,,,,,,,,,
HST,03Feb2018,Eastern,N,,"1,117",0,"-1,117",,,,,,,,,,"-1,117",,,,,,,,,,,,,,,
HST,04Feb2018,Eastern,N,,"1,268",0,"-1,268",,,,,,,,,,"-1,268",,,,,,,,,,,,,,,
HST,05Feb2018,Eastern,N,,"1,333",0,"-1,333",,,,,,,,,,"-1,333",,,,,,,,,,,,,,,
HST,06Feb2018,Eastern,N,,"1,274",0,"-1,277",,,,,,,,,,"-1,277",,,,,,,,,,,,,,,
HST,07Feb2018,Eastern,N,,"1,378",0,"-1,378",,,,,,,,,,"-1,378",,,,,,,,,,,,,,,
HST,08Feb2018,Eastern,N,,"1,419",0,"-1,419",,,,,,,,,,"-1,419",,,,,,,,,,,,,,,
HST,09Feb2018,Eastern,N,,"1,407",0,"-1,407",,,,,,,,,,"-1,407",,,,,,,,,,,,,,,
HST,10Feb2018,Eastern,N,,"1,401",0,"-1,401",,,,,,,,,,"-1,401",,,,,,,,,,,,,,,
HST,11Feb2018,Eastern,N,,"1,428",0,"-1,428",,,,,,,,,,"-1,428",,,,,,,,,,,,,,,
HST,12Feb2018,Eastern,N,,"1,483",0,"-1,483",,,,,,,,,,"-1,483",,,,,,,,,,,,,,,
HST,13Feb2018,Eastern,N,,"1,483",0,"-1,483",,,,,,,,,,"-1,483",,,,,,,,,,,,,,,
HST,14Feb2018,Eastern,N,,"1,435",0,"-1,435",,,,,,,,,,"-1,435",,,,,,,,,,,,,,,
HST,15Feb2018,Eastern,N,,"1,338",0,"-1,338",,,,,,,,,,"-1,338",,,,,,,,,,,,,,,
HST,16Feb2018,Eastern,N,,"1,326",0,"-1,326",,,,,,,,,,"-1,326",,,,,,,,,,,,,,,
HST,17Feb2018,Eastern,N,,"1,319",0,"-1,319",,,,,,,,,,"-1,319",,,,,,,,,,,,,,,
HST,18Feb2018,Eastern,N,"1,340","1,346",0,"-1,346",,,,,,,,,,"-1,346",,,,,,,,,,,,,,,
HST,19Feb2018,Eastern,N,,"1,384",0,"-1,384",,,,,,,,,,"-1,384",,,,,,,,,,,,,,,
HST,20Feb2018,Eastern,N,,"1,424",0,"-1,424",,,,,,,,,,"-1,424",,,,,,,,,,,,,,,
HST,21Feb2018,Eastern,N,,"1,463",0,"-1,463",,,,,,,,,,"-1,463",,,,,,,,,,,,,,,
HST,22Feb2018,Eastern,N,,"1,424",0,"-1,424",,,,,,,,,,"-1,424",,,,,,,,,,,,,,,
HST,23Feb2018,Eastern,N,,"1,411",0,"-1,411",,,,,,,,,,"-1,411",,,,,,,,,,,,,,,
HST,24Feb2018,Eastern,N,,"1,409",0,"-1,409",,,,,,,,,,"-1,409",,,,,,,,,,,,,,,
HST,25Feb2018,Eastern,N,,"1,473",0,"-1,473",,,,,,,,,,"-1,473",,,,,,,,,,,,,,,
HST,26Feb2018,Eastern,N,,"1,416",0,"-1,416",,,,,,,,,,"-1,416",,,,,,,,,,,,,,,
HST,27Feb2018,Eastern,N,,"1,395",0,"-1,395",,,,,,,,,,"-1,395",,,,,,,,,,,,,,,
HST,28Feb2018,Eastern,N,,"1,424",0,"-1,424",,,,,,,,,,"-1,424",,,,,,,,,,,,,,,
HST,01Mar2018,Eastern,N,,"1,439",0,"-1,439",,,,,,,,,,"-1,439",,,,,,,,,,,,,,,
HST,02Mar2018,Eastern,N,,"1,478",0,"-1,478",,,,,,,,,,"-1,478",,,,,,,,,,,,,,,
HST,03Mar2018,Eastern,N,,"1,239",0,"-1,239",,,,,,,,,,"-1,239",,,,,,,,,,,,,,,
HST,04Mar2018,Eastern,N,,"1,150",0,"-1,150",,,,,,,,,,"-1,150",,,,,,,,,,,,,,,
HST,05Mar2018,Eastern,N,,"1,150",0,"-1,150",,,,,,,,,,"-1,150",,,,,,,,,,,,,,,
HST,06Mar2018,Eastern,N,,"1,179",0,"-1,179",,,,,,,,,,"-1,179",,,,,,,,,,,,,,,
HST,07Mar2018,Eastern,N,,"1,224",0,"-1,225",,,,,,,,,,"-1,225",,,,,,,,,,,,,,,
HST,08Mar2018,Eastern,N,,"1,100",0,"-1,100",,,,,,,,,,"-1,100",,,,,,,,,,,,,,,
HST,09Mar2018,Eastern,N,,"1,039",0,"-1,040",,,,,,,,,,"-1,040",,,,,,,,,,,,,,,
HST,10Mar2018,Eastern,N,,"1,090",0,"-1,090",,,,,,,,,,"-1,090",,,,,,,,,,,,,,,
HST,11Mar2018,Eastern,N,,"1,391",0,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,12Mar2018,Eastern,N,"1,236","1,288",0,"-1,288",,,,,,,,,,"-1,288",,,,,,,,,,,,,,,
HST,13Mar2018,Eastern,N,992,"1,086",0,"-1,087",,,,,,,,,,"-1,087",,,,,,,,,,,,,,,
HST,14Mar2018,Eastern,N,"1,115","1,062",0,"-1,062",,,,,,,,,,"-1,062",,,,,,,,,,,,,,,
HST,15Mar2018,Eastern,N,"1,047","1,071",11,"-1,060",,,,,,,,,,"-1,060",,,,,,,,,,,,,,,
HST,16Mar2018,Eastern,N,"1,069","1,125",0,"-1,126",,,,,,,,,,"-1,126",,,,,,,,,,,,,,,
HST,17Mar2018,Eastern,N,"1,122","1,187",0,"-1,187",,,,,,,,,,"-1,187",,,,,,,,,,,,,,,
HST,18Mar2018,Eastern,N,"1,307","1,348",0,"-1,348",,,,,,,,,,"-1,348",,,,,,,,,,,,,,,
HST,19Mar2018,Eastern,N,"1,400","1,438",0,"-1,439",,,,,,,,,,"-1,439",,,,,,,,,,,,,,,
HST,20Mar2018,Eastern,N,"1,340","1,544",0,"-1,545",,,,,,,,,,"-1,545",,,,,,,,,,,,,,,
HST,21Mar2018,Eastern,N,"1,258","1,351",0,"-1,351",,,,,,,,,,"-1,351",,,,,,,,,,,,,,,
HST,22Mar2018,Eastern,N,"1,117","1,070",0,"-1,071",,,,,,,,,,"-1,071",,,,,,,,,,,,,,,
HST,23Mar2018,Eastern,N,"1,117","1,087",0,"-1,087",,,,,,,,,,"-1,087",,,,,,,,,,,,,,,
HST,24Mar2018,Eastern,N,"1,117","1,107",0,"-1,107",,,,,,,,,,"-1,107",,,,,,,,,,,,,,,
HST,25Mar2018,Eastern,N,"1,150","1,259",0,"-1,260",,,,,,,,,,"-1,260",,,,,,,,,,,,,,,
HST,26Mar2018,Eastern,N,"1,331","1,347",0,"-1,347",,,,,,,,,,"-1,347",,,,,,,,,,,,,,,
HST,27Mar2018,Eastern,N,"1,349","1,280",0,"-1,281",,,,,,,,,,"-1,281",,,,,,,,,,,,,,,
HST,28Mar2018,Eastern,N,"1,255","1,252",0,"-1,252",,,,,,,,,,"-1,252",,,,,,,,,,,,,,,
HST,29Mar2018,Eastern,N,"1,253","1,311",0,"-1,311",,,,,,,,,,"-1,311",,,,,,,,,,,,,,,
HST,30Mar2018,Eastern,N,"1,314","1,364",0,"-1,364",,,,,,,,,,"-1,364",,,,,,,,,,,,,,,
HST,31Mar2018,Eastern,N,"1,364","1,406",0,"-1,406",,,,,,,,,,"-1,406",,,,,,,,,,,,,,,
HST,01Apr2018,Eastern,N,"1,435","1,419",0,"-1,419",,,,,,,,,,"-1,419",,,,,,,,,,,,,,,
HST,02Apr2018,Eastern,N,"1,435","1,489",0,"-1,489",,,,,,,,,,"-1,489",,,,,,,,,,,,,,,
HST,03Apr2018,Eastern,N,"1,484","1,507",0,"-1,508",,,,,,,,,,"-1,508",,,,,,,,,,,,,,,
HST,04Apr2018,Eastern,N,"1,510","1,392",0,"-1,392",,,,,,,,,,"-1,392",,,,,,,,,,,,,,,
HST,05Apr2018,Eastern,N,"1,365","1,398",0,"-1,398",,,,,,,,,,"-1,398",,,,,,,,,,,,,,,
