BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,FPL,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
HST,07Dec2021,Eastern,N,"1,640","1,506",0,"-1,506",,0,,,,,,,,"-1,506",,,,,0,,,0,363,0,363,0,"1,506",,0.53
HST,08Dec2021,Eastern,N,"1,580","1,531",0,"-1,531",,0,,,,,,,,"-1,531",,,,,0,,,0,375,0,375,0,"1,531",,0.54
HST,09Dec2021,Eastern,N,"1,604","1,580",0,"-1,580",,0,,,,,,,,"-1,580",,,,,0,,,0,404,0,404,0,"1,580",,0.56
HST,10Dec2021,Eastern,N,"1,647","1,548",0,"-1,548",,0,,,,,,,,"-1,548",,,,,0,,,0,406,0,406,0,"1,548",,0.58
HST,11Dec2021,Eastern,N,"1,617","1,555",0,"-1,555",,0,,,,,,,,"-1,555",,,,,0,,,0,416,0,416,0,"1,555",,0.59
HST,12Dec2021,Eastern,N,"1,627","1,611",0,"-1,611",,0,,,,,,,,"-1,611",,,,,0,,,0,409,0,409,0,"1,611",,0.56
HST,13Dec2021,Eastern,N,"1,708","1,550",0,"-1,550",,0,,,,,,,,"-1,550",,,,,0,,,0,382,0,382,0,"1,550",,0.54
HST,14Dec2021,Eastern,N,"1,612","1,446",0,"-1,446",,0,,,,,,,,"-1,446",,,,,0,,,0,361,0,361,0,"1,446",,0.55
HST,15Dec2021,Eastern,N,"1,516","1,522",0,"-1,522",,0,,,,,,,,"-1,522",,,,,0,,,0,369,0,369,0,"1,522",,0.53
HST,16Dec2021,Eastern,N,"1,611","1,538",0,"-1,538",,0,,,,,,,,"-1,538",,,,,0,,,0,357,0,357,0,"1,538",,0.51
HST,17Dec2021,Eastern,N,"1,636","1,549",0,"-1,549",,0,,,,,,,,"-1,549",,,,,0,,,0,367,0,367,0,"1,549",,0.52
HST,18Dec2021,Eastern,N,"1,593","1,572",0,"-1,572",,0,,,,,,,,"-1,572",,,,,0,,,0,362,0,362,0,"1,572",,0.51
HST,19Dec2021,Eastern,N,"1,626","1,621",0,"-1,621",,0,,,,,,,,"-1,621",,,,,0,,,0,388,0,388,0,"1,621",,0.53
HST,20Dec2021,Eastern,N,"1,699","1,558",0,"-1,558",,0,,,,,,,,"-1,558",,,,,0,,,0,375,0,375,0,"1,558",,0.53
HST,21Dec2021,Eastern,N,"1,629","1,397",0,"-1,397",,0,,,,,,,,"-1,397",,,,,0,,,0,334,0,334,0,"1,397",,0.53
HST,22Dec2021,Eastern,N,"1,419","1,218",0,"-1,218",,0,,,,,,,,"-1,218",,,,,0,,,0,259,0,259,0,"1,218",,0.47
HST,23Dec2021,Eastern,N,"1,219","1,154",0,"-1,154",,0,,,,,,,,"-1,154",,,,,0,,,0,251,0,251,0,"1,154",,0.48
HST,24Dec2021,Eastern,N,"1,225","1,279",0,"-1,279",,0,,,,,,,,"-1,279",,,,,0,,,0,277,0,277,0,"1,279",,0.48
HST,25Dec2021,Eastern,N,"1,390","1,275",0,"-1,275",,0,,,,,,,,"-1,275",,,,,0,,,0,244,0,244,0,"1,275",,0.42
HST,26Dec2021,Eastern,N,"1,341","1,369",0,"-1,369",,0,,,,,,,,"-1,369",,,,,0,,,0,288,0,288,0,"1,369",,0.46
HST,27Dec2021,Eastern,N,"1,439","1,419",0,"-1,419",,0,,,,,,,,"-1,419",,,,,0,,,0,311,0,311,0,"1,419",,0.48
HST,28Dec2021,Eastern,N,"1,531","1,379",0,"-1,379",,0,,,,,,,,"-1,379",,,,,0,,,0,303,0,303,0,"1,379",,0.48
HST,29Dec2021,Eastern,N,"1,465","1,430",0,"-1,430",,0,,,,,,,,"-1,430",,,,,0,,,0,306,0,306,0,"1,430",,0.47
HST,30Dec2021,Eastern,N,"1,547","1,513",0,"-1,513",,0,,,,,,,,"-1,513",,,,,0,,,0,342,0,342,0,"1,513",,0.50
HST,31Dec2021,Eastern,N,"1,609","1,560",0,,,0,,,,,,,,,,,,,0,,,0,,,,0,,,
HST,01Jan2022,Eastern,N,"1,494","1,474",0,"-1,474",,0,,,,,,,,"-1,474",,,,,0,,,0,330,0,330,0,"1,474",,0.49
HST,02Jan2022,Eastern,N,"1,491","1,532",0,"-1,532",,0,,,,,,,,"-1,532",,,,,0,,,0,353,0,353,0,"1,532",,0.51
HST,03Jan2022,Eastern,N,"1,670","1,400",0,"-1,400",,0,,,,,,,,"-1,400",,,,,0,,,0,305,0,305,0,"1,400",,0.48
HST,04Jan2022,Eastern,N,"1,420","1,274",0,"-1,274",,0,,,,,,,,"-1,274",,,,,0,,,0,281,0,281,0,"1,274",,0.49
HST,05Jan2022,Eastern,N,"1,373","1,379",0,"-1,379",,0,,,,,,,,"-1,379",,,,,0,,,0,318,0,318,0,"1,379",,0.51
HST,06Jan2022,Eastern,N,"1,488","1,355",0,"-1,355",,0,,,,,,,,"-1,355",,,,,0,,,0,314,0,314,0,"1,355",,0.51
HST,07Jan2022,Eastern,N,"1,409","1,429",3,"-1,426",,3,,,,,,,,"-1,426",,0.90,,,1,,,1,367,0,368,3,"1,429",0.90,0.57
HST,08Jan2022,Eastern,N,"1,499","1,470",0,"-1,470",,0,,,,,,,,"-1,470",,,,,0,,,0,380,0,380,0,"1,470",,0.57
HST,09Jan2022,Eastern,N,"1,525","1,451",0,"-1,451",,0,,,,,,,,"-1,451",,,,,0,,,0,385,0,385,0,"1,451",,0.58
HST,10Jan2022,Eastern,N,"1,565","1,455",2,"-1,453",,2,,,,,,,,"-1,453",,0.89,,,1,,,1,388,0,389,2,"1,455",0.89,0.59
HST,11Jan2022,Eastern,N,"1,503","1,345",0,"-1,345",,0,,,,,,,,"-1,345",,,,,0,,,0,387,0,387,0,"1,345",,0.63
HST,12Jan2022,Eastern,N,"1,412","1,286",4,"-1,283",,4,,,,,,,,"-1,283",,0.90,,,2,,,2,373,0,374,4,"1,287",0.90,0.64
HST,13Jan2022,Eastern,N,"1,299","1,255",0,"-1,255",,0,,,,,,,,"-1,255",,,,,0,,,0,351,0,351,0,"1,255",,0.62
HST,14Jan2022,Eastern,N,"1,196","1,131",3,"-1,128",,3,,,,,,,,"-1,128",,0.90,,,1,,,1,320,0,321,3,"1,131",0.90,0.63
HST,15Jan2022,Eastern,N,"1,160","1,155",0,"-1,155",,0,,,,,,,,"-1,155",,,,,0,,,0,328,0,328,0,"1,155",,0.63
HST,16Jan2022,Eastern,N,"1,220","1,206",0,"-1,206",,0,,,,,,,,"-1,206",,,,,0,,,0,340,0,340,0,"1,206",,0.62
HST,17Jan2022,Eastern,N,"1,247","1,156",0,"-1,156",,0,,,,,,,,"-1,156",,,,,0,,,0,283,0,283,0,"1,156",,0.54
HST,18Jan2022,Eastern,N,"1,296","1,100",0,"-1,100",,0,,,,,,,,"-1,100",,,,,0,,,0,265,0,265,0,"1,100",,0.53
HST,19Jan2022,Eastern,N,"1,171","1,142",3,"-1,139",,3,,,,,,,,"-1,139",,0.90,,,1,,,1,284,0,286,3,"1,142",0.90,0.55
HST,20Jan2022,Eastern,N,"1,250","1,263",0,"-1,263",,0,,,,,,,,"-1,263",,,,,0,,,0,330,0,330,0,"1,263",,0.58
HST,21Jan2022,Eastern,N,"1,365","1,449",2,"-1,446",,2,,,,,,,,"-1,446",,0.89,,,1,,,1,345,0,346,2,"1,448",0.89,0.53
HST,22Jan2022,Eastern,N,"1,473","1,342",0,"-1,342",,0,,,,,,,,"-1,342",,,,,0,,,0,305,0,305,0,"1,342",,0.50
HST,23Jan2022,Eastern,N,"1,238","1,140",0,"-1,140",,0,,,,,,,,"-1,140",,,,,0,,,0,264,0,264,0,"1,140",,0.51
HST,24Jan2022,Eastern,N,"1,157","1,120",4,"-1,116",,4,,,,,,,,"-1,116",,0.90,,,2,,,2,283,0,284,4,"1,120",0.90,0.56
HST,25Jan2022,Eastern,N,"1,187","1,151",0,"-1,151",,0,,,,,,,,"-1,151",,,,,0,,,0,291,0,291,0,"1,151",,0.56
HST,26Jan2022,Eastern,N,"1,320","1,300",0,"-1,300",,0,,,,,,,,"-1,300",,,,,0,,,0,326,0,326,0,"1,300",,0.55
HST,27Jan2022,Eastern,N,"1,394","1,356",0,"-1,356",,0,,,,,,,,"-1,356",,,,,0,,,0,887,0,887,0,"1,356",,1.44
HST,28Jan2022,Eastern,N,"1,377","1,206",0,"-1,206",,0,,,,,,,,"-1,206",,,,,0,,,0,907,0,907,0,"1,206",,1.66
HST,29Jan2022,Eastern,N,"1,005","1,094",0,"-1,094",,0,,,,,,,,"-1,094",,,,,0,,,0,793,0,793,0,"1,094",,1.60
HST,30Jan2022,Eastern,N,"1,202","1,228",0,"-1,228",,0,,,,,,,,"-1,228",,,,,0,,,0,807,0,807,0,"1,228",,1.45
HST,31Jan2022,Eastern,N,"1,284","1,200",0,"-1,200",,0,,,,,,,,"-1,200",,,,,0,,,0,706,0,706,0,"1,200",,1.30
HST,01Feb2022,Eastern,N,"1,387","1,130",0,"-1,130",,0,,,,,,,,"-1,130",,,,,0,,,0,709,0,709,0,"1,130",,1.38
HST,02Feb2022,Eastern,N,"1,242","1,225",0,"-1,225",,0,,,,,,,,"-1,225",,,,,0,,,0,776,0,776,0,"1,225",,1.40
HST,03Feb2022,Eastern,N,"1,273","1,337",0,"-1,337",,0,,,,,,,,"-1,337",,,,,0,,,0,878,0,878,0,"1,337",,1.45
HST,04Feb2022,Eastern,N,"1,407","1,392",0,"-1,392",,0,,,,,,,,"-1,392",,,,,0,,,0,936,0,936,0,"1,392",,1.48
HST,05Feb2022,Eastern,N,"1,382","1,397",0,"-1,397",,0,,,,,,,,"-1,397",,,,,0,,,0,"1,016",0,"1,016",0,"1,397",,1.60
HST,06Feb2022,Eastern,N,"1,421","1,414",0,"-1,414",,0,,,,,,,,"-1,414",,,,,0,,,0,"1,042",0,"1,042",0,"1,414",,1.62
HST,07Feb2022,Eastern,N,"1,461","1,397",3,"-1,393",,3,,,,,,,,"-1,393",,0.89,,,1,,,1,"1,000",0,"1,001",3,"1,396",0.89,1.58
HST,08Feb2022,Eastern,N,"1,418","1,333",0,"-1,333",,0,,,,,,,,"-1,333",,,,,0,,,0,350,0,350,0,"1,333",,0.58
HST,09Feb2022,Eastern,N,"1,510","1,136",3,"-1,133",,3,,,,,,,,"-1,133",,0.90,,,1,,,1,272,0,273,3,"1,136",0.90,0.53
HST,10Feb2022,Eastern,N,"1,177","1,184",0,"-1,184",,0,,,,,,,,"-1,184",,,,,0,,,0,281,0,281,0,"1,184",,0.52
HST,11Feb2022,Eastern,N,"1,186","1,254",3,"-1,251",,3,,,,,,,,"-1,251",,0.90,,,1,,,1,849,0,851,3,"1,254",0.90,1.50
HST,12Feb2022,Eastern,N,"1,307","1,408",0,"-1,408",,0,,,,,,,,"-1,408",,,,,0,,,0,"1,031",0,"1,031",0,"1,408",,1.61
HST,13Feb2022,Eastern,N,"1,392","1,302",0,"-1,302",,0,,,,,,,,"-1,302",,,,,0,,,0,908,0,908,0,"1,302",,1.54
HST,14Feb2022,Eastern,N,"1,391","1,123",0,"-1,123",,0,,,,,,,,"-1,123",,,,,0,,,0,762,0,762,0,"1,123",,1.50
HST,15Feb2022,Eastern,N,"1,148","1,148",0,"-1,148",,0,,,,,,,,"-1,148",,,,,0,,,0,808,0,808,0,"1,148",,1.55
HST,16Feb2022,Eastern,N,"1,195","1,305",0,"-1,305",,0,,,,,,,,"-1,305",,,,,0,,,0,826,0,826,0,"1,305",,1.40
HST,17Feb2022,Eastern,N,"1,382","1,457",0,"-1,457",,0,,,,,,,,"-1,457",,,,,0,,,0,926,0,926,0,"1,457",,1.40
HST,18Feb2022,Eastern,N,"1,544","1,557",3,"-1,554",,3,,,,,,,,"-1,554",,0.90,,,1,,,1,"1,017",0,"1,019",3,"1,557",0.90,1.44
HST,19Feb2022,Eastern,N,"1,557","1,618",0,"-1,618",,0,,,,,,,,"-1,618",,,,,0,,,0,868,0,868,0,"1,618",,1.18
HST,20Feb2022,Eastern,N,"1,606","1,398",0,"-1,398",,0,,,,,,,,"-1,398",,,,,0,,,0,296,0,296,0,"1,398",,0.47
HST,21Feb2022,Eastern,N,"1,485","1,440",0,"-1,440",,0,,,,,,,,"-1,440",,,,,0,,,0,333,0,333,0,"1,440",,0.51
HST,22Feb2022,Eastern,N,"1,498","1,513",0,"-1,513",,0,,,,,,,,"-1,513",,,,,0,,,0,370,0,370,0,"1,513",,0.54
HST,23Feb2022,Eastern,N,"1,533","1,535",0,"-1,535",,0,,,,,,,,"-1,535",,,,,0,,,0,393,0,393,0,"1,535",,0.56
HST,24Feb2022,Eastern,N,"1,567","1,482",0,"-1,482",,0,,,,,,,,"-1,482",,,,,0,,,0,384,0,384,0,"1,482",,0.57
HST,25Feb2022,Eastern,N,"1,535","1,484",0,"-1,484",,0,,,,,,,,"-1,484",,,,,0,,,0,371,0,371,0,"1,484",,0.55
HST,26Feb2022,Eastern,N,"1,520","1,487",0,"-1,487",,0,,,,,,,,"-1,487",,,,,0,,,0,384,0,384,0,"1,487",,0.57
HST,27Feb2022,Eastern,N,"1,529","1,561",0,"-1,561",,0,,,,,,,,"-1,561",,,,,0,,,0,417,0,417,0,"1,561",,0.59
HST,28Feb2022,Eastern,N,"1,589","1,574",0,"-1,574",,0,,,,,,,,"-1,574",,,,,0,,,0,424,0,424,0,"1,574",,0.59
HST,01Mar2022,Eastern,N,"1,632","1,437",0,"-1,437",,0,,,,,,,,"-1,437",,,,,0,,,0,376,0,376,0,"1,437",,0.58
HST,02Mar2022,Eastern,N,"1,475","1,300",3,"-1,297",,3,,,,,,,,"-1,297",,0.90,,,1,,,1,323,0,324,3,"1,300",0.90,0.55
HST,03Mar2022,Eastern,N,"1,419","1,401",0,"-1,401",,0,,,,,,,,"-1,401",,,,,0,,,0,361,0,361,0,"1,401",,0.57
HST,04Mar2022,Eastern,N,"1,424","1,402",3,"-1,399",,3,,,,,,,,"-1,399",,0.90,,,1,,,1,360,0,362,3,"1,402",0.90,0.57
HST,05Mar2022,Eastern,N,"1,480","1,501",0,"-1,501",,0,,,,,,,,"-1,501",,,,,0,,,0,392,0,392,0,"1,501",,0.58
HST,06Mar2022,Eastern,N,"1,509","1,557",0,"-1,557",,0,,,,,,,,"-1,557",,,,,0,,,0,411,0,411,0,"1,557",,0.58
HST,07Mar2022,Eastern,N,"1,612","1,617",3,"-1,614",,3,,,,,,,,"-1,614",,0.90,,,1,,,1,446,0,447,3,"1,617",0.90,0.61
HST,08Mar2022,Eastern,N,"1,643","1,649",0,"-1,649",,0,,,,,,,,"-1,649",,,,,0,,,0,460,0,460,0,"1,649",,0.61
HST,09Mar2022,Eastern,N,"1,684","1,678",4,"-1,673",,4,,,,,,,,"-1,673",,0.90,,,2,,,2,458,0,460,4,"1,677",0.90,0.60
HST,10Mar2022,Eastern,N,"1,721","1,704",0,"-1,704",,0,,,,,,,,"-1,704",,,,,0,,,0,473,0,473,0,"1,704",,0.61
HST,11Mar2022,Eastern,N,"1,743","1,755",3,"-1,752",,3,,,,,,,,"-1,752",,0.90,,,1,,,1,482,0,483,3,"1,755",0.90,0.61
HST,12Mar2022,Eastern,N,"1,760","1,638",0,"-1,638",,0,,,,,,,,"-1,638",,,,,0,,,0,443,0,443,0,"1,638",,0.60
HST,13Mar2022,Eastern,N,"1,221","1,149",0,,,0,,,,,,,,,,,,,0,,,0,,,,0,,,
HST,14Mar2022,Eastern,N,"1,428","1,277",4,"-1,273",,4,,,,,,,,"-1,273",,0.91,,,2,,,2,314,0,316,4,"1,277",0.91,0.55
HST,15Mar2022,Eastern,N,"1,501","1,499",0,"-1,499",,0,,,,,,,,"-1,499",,,,,0,,,0,405,0,405,0,"1,499",,0.60
HST,16Mar2022,Eastern,N,"1,612","1,640",4,"-1,637",,4,,,,,,,,"-1,637",,0.91,,,2,,,2,453,0,455,4,"1,641",0.91,0.61
HST,17Mar2022,Eastern,N,"1,728","1,548",0,"-1,548",,0,,,,,,,,"-1,548",,,,,0,,,0,419,0,419,0,"1,548",,0.60
HST,18Mar2022,Eastern,N,"1,660","1,602",2,"-1,600",,2,,,,,,,,"-1,600",,0.91,,,1,,,1,436,0,437,2,"1,602",0.91,0.60
HST,19Mar2022,Eastern,N,"1,674","1,720",0,"-1,720",,0,,,,,,,,"-1,720",,,,,0,,,0,460,0,460,0,"1,720",,0.59
HST,20Mar2022,Eastern,N,"1,753","1,661",0,"-1,661",,0,,,,,,,,"-1,661",,,,,0,,,0,424,0,424,0,"1,661",,0.56
HST,21Mar2022,Eastern,N,"1,746","1,489",3,"-1,486",,3,,,,,,,,"-1,486",,0.91,,,1,,,1,407,0,408,3,"1,489",0.91,0.60
HST,22Mar2022,Eastern,N,"1,490","1,517",0,"-1,517",,0,,,,,,,,"-1,517",,,,,0,,,0,417,0,417,0,"1,517",,0.61
HST,23Mar2022,Eastern,N,"1,685","1,710",3,"-1,708",,3,,,,,,,,"-1,708",,0.91,,,1,,,1,463,0,464,3,"1,711",0.91,0.60
HST,24Mar2022,Eastern,N,"1,765","1,789",0,"-1,789",,0,,,,,,,,"-1,789",,,,,0,,,0,483,0,483,0,"1,789",,0.60
HST,25Mar2022,Eastern,N,"1,732","1,415",0,"-1,415",,0,,,,,,,,"-1,415",,,,,0,,,0,332,0,332,0,"1,415",,0.52
HST,26Mar2022,Eastern,N,"1,428","1,288",0,"-1,288",,0,,,,,,,,"-1,288",,,,,0,,,0,279,0,279,0,"1,288",,0.48
HST,27Mar2022,Eastern,N,"1,357","1,302",0,"-1,302",,0,,,,,,,,"-1,302",,,,,0,,,0,288,0,288,0,"1,302",,0.49
HST,28Mar2022,Eastern,N,"1,354","1,397",0,"-1,397",,0,,,,,,,,"-1,397",,,,,0,,,0,328,0,328,0,"1,397",,0.52
HST,29Mar2022,Eastern,N,"1,658","1,470",0,"-1,470",,0,,,,,,,,"-1,470",,,,,0,,,0,353,0,353,0,"1,470",,0.53
HST,30Mar2022,Eastern,N,"1,513","1,550",0,"-1,550",,0,,,,,,,,"-1,550",,,,,0,,,0,380,0,380,0,"1,550",,0.54
HST,31Mar2022,Eastern,N,"1,626","1,694",0,"-1,694",,0,,,,,,,,"-1,694",,,,,0,,,0,443,0,443,0,"1,694",,0.58
HST,01Apr2022,Eastern,N,"1,874","1,860",0,"-1,860",,0,,,,,,,,"-1,860",,,,,0,,,0,498,0,498,0,"1,860",,0.59
HST,02Apr2022,Eastern,N,"1,949","1,897",0,"-1,897",,0,,,,,,,,"-1,897",,,,,0,,,0,517,0,517,0,"1,897",,0.60
HST,03Apr2022,Eastern,N,"1,972","1,712",0,"-1,712",,0,,,,,,,,"-1,712",,,,,0,,,0,437,0,437,0,"1,712",,0.56
HST,04Apr2022,Eastern,N,"1,728","1,571",0,"-1,571",,0,,,,,,,,"-1,571",,,,,0,,,0,406,0,406,0,"1,571",,0.57
HST,05Apr2022,Eastern,N,"1,762","1,720",0,"-1,720",,0,,,,,,,,"-1,720",,,,,0,,,0,469,0,469,0,"1,720",,0.60
HST,06Apr2022,Eastern,N,"1,865","1,905",0,"-1,905",,0,,,,,,,,"-1,905",,,,,0,,,0,534,0,534,0,"1,905",,0.62
HST,07Apr2022,Eastern,N,"2,041","1,948",0,"-1,948",,0,,,,,,,,"-1,948",,,,,0,,,0,548,0,548,0,"1,948",,0.62
HST,08Apr2022,Eastern,N,"2,019","1,579",0,"-1,579",,0,,,,,,,,"-1,579",,,,,0,,,0,405,0,405,0,"1,579",,0.57
HST,09Apr2022,Eastern,N,"1,289","1,322",0,"-1,322",,0,,,,,,,,"-1,322",,,,,0,,,0,290,0,290,0,"1,322",,0.48
HST,10Apr2022,Eastern,N,"1,354","1,266",0,"-1,266",,0,,,,,,,,"-1,266",,,,,0,,,0,271,0,271,0,"1,266",,0.47
HST,11Apr2022,Eastern,N,"1,413","1,389",0,"-1,389",,0,,,,,,,,"-1,389",,,,,0,,,0,329,0,329,0,"1,389",,0.52
HST,12Apr2022,Eastern,N,"1,454","1,494",0,"-1,494",,0,,,,,,,,"-1,494",,,,,0,,,0,357,0,357,0,"1,494",,0.53
HST,13Apr2022,Eastern,N,"1,564","1,580",0,"-1,580",,0,,,,,,,,"-1,580",,,,,0,,,0,408,0,408,0,"1,580",,0.57
HST,14Apr2022,Eastern,N,"1,718","1,696",0,"-1,696",,0,,,,,,,,"-1,696",,,,,0,,,0,447,0,447,0,"1,696",,0.58
HST,15Apr2022,Eastern,N,"1,682","1,597",0,"-1,597",,0,,,,,,,,"-1,597",,,,,0,,,0,403,0,403,0,"1,597",,0.56
HST,16Apr2022,Eastern,N,"1,611","1,648",0,"-1,648",,0,,,,,,,,"-1,648",,,,,0,,,0,411,0,411,0,"1,648",,0.55
HST,17Apr2022,Eastern,N,"1,790","1,734",0,"-1,734",,0,,,,,,,,"-1,734",,,,,0,,,0,437,0,437,0,"1,734",,0.56
HST,18Apr2022,Eastern,N,"1,806","1,728",0,"-1,728",,0,,,,,,,,"-1,728",,,,,0,,,0,439,0,439,0,"1,728",,0.56
HST,19Apr2022,Eastern,N,"1,759","1,658",0,"-1,658",,0,,,,,,,,"-1,658",,,,,0,,,0,399,0,399,0,"1,658",,0.53
HST,20Apr2022,Eastern,N,"1,746","1,629",0,"-1,629",,0,,,,,,,,"-1,629",,,,,0,,,0,383,0,383,0,"1,629",,0.52
HST,21Apr2022,Eastern,N,"1,655","1,589",0,"-1,589",,0,,,,,,,,"-1,589",,,,,0,,,0,382,0,382,0,"1,589",,0.53
HST,22Apr2022,Eastern,N,"1,693","1,542",0,"-1,542",,0,,,,,,,,"-1,542",,,,,0,,,0,387,0,387,0,"1,542",,0.55
HST,23Apr2022,Eastern,N,"1,600","1,567",0,"-1,567",,0,,,,,,,,"-1,567",,,,,0,,,0,391,0,391,0,"1,567",,0.55
HST,24Apr2022,Eastern,N,"1,599","1,599",0,"-1,599",,0,,,,,,,,"-1,599",,,,,0,,,0,402,0,402,0,"1,599",,0.55
HST,25Apr2022,Eastern,N,"1,664","1,665",0,"-1,665",,0,,,,,,,,"-1,665",,,,,0,,,0,428,0,428,0,"1,665",,0.57
HST,26Apr2022,Eastern,N,"1,827","1,700",0,"-1,700",,0,,,,,,,,"-1,700",,,,,0,,,0,436,0,436,0,"1,700",,0.57
HST,27Apr2022,Eastern,N,"1,783","1,654",0,"-1,654",,0,,,,,,,,"-1,654",,,,,0,,,0,426,0,426,0,"1,654",,0.57
HST,28Apr2022,Eastern,N,"1,779","1,679",0,"-1,679",,0,,,,,,,,"-1,679",,,,,0,,,0,415,0,415,0,"1,679",,0.55
HST,29Apr2022,Eastern,N,"1,731","1,648",0,"-1,648",,0,,,,,,,,"-1,648",,,,,0,,,0,408,0,408,0,"1,648",,0.55
HST,30Apr2022,Eastern,N,"1,675","1,580",0,"-1,580",,0,,,,,,,,"-1,580",,,,,0,,,0,381,0,381,0,"1,580",,0.53
HST,01May2022,Eastern,N,"1,579","1,671",0,"-1,671",,0,,,,,,,,"-1,671",,,,,0,,,0,411,0,411,0,"1,671",,0.54
HST,02May2022,Eastern,N,"1,812","1,700",0,"-1,700",,0,,,,,,,,"-1,700",,,,,0,,,0,430,0,430,0,"1,700",,0.56
HST,03May2022,Eastern,N,"1,730","1,765",0,"-1,765",,0,,,,,,,,"-1,765",,,,,0,,,0,453,0,453,0,"1,765",,0.57
HST,04May2022,Eastern,N,"1,780","1,740",0,"-1,740",,0,,,,,,,,"-1,740",,,,,0,,,0,448,0,448,0,"1,740",,0.57
HST,05May2022,Eastern,N,"1,750","1,731",0,"-1,731",,0,,,,,,,,"-1,731",,,,,0,,,0,449,0,449,0,"1,731",,0.57
HST,06May2022,Eastern,N,"1,893","1,854",0,"-1,854",,0,,,,,,,,"-1,854",,,,,0,,,0,493,0,493,0,"1,854",,0.59
HST,07May2022,Eastern,N,"1,928","1,945",0,"-1,945",,0,,,,,,,,"-1,945",,,,,0,,,0,506,0,506,0,"1,945",,0.57
HST,08May2022,Eastern,N,"2,012","1,927",0,"-1,927",,0,,,,,,,,"-1,927",,,,,0,,,0,475,0,475,0,"1,927",,0.54
HST,09May2022,Eastern,N,"2,003","1,873",0,"-1,873",,0,,,,,,,,"-1,873",,,,,0,,,0,499,0,499,0,"1,873",,0.59
HST,10May2022,Eastern,N,"1,808","1,699",0,"-1,699",,0,,,,,,,,"-1,699",,,,,0,,,0,428,0,428,0,"1,699",,0.56
HST,11May2022,Eastern,N,"1,642","1,534",0,"-1,534",,0,,,,,,,,"-1,534",,,,,0,,,0,375,0,375,0,"1,534",,0.54
HST,12May2022,Eastern,N,"1,579","1,517",0,"-1,517",,0,,,,,,,,"-1,517",,,,,0,,,0,380,0,380,0,"1,517",,0.55
HST,13May2022,Eastern,N,"1,524","1,590",0,"-1,590",,0,,,,,,,,"-1,590",,,,,0,,,0,401,0,401,0,"1,590",,0.56
HST,14May2022,Eastern,N,"1,703","1,776",0,"-1,776",,0,,,,,,,,"-1,776",,,,,0,,,0,439,0,439,0,"1,776",,0.54
HST,15May2022,Eastern,N,"1,839","1,729",0,"-1,729",,0,,,,,,,,"-1,729",,,,,0,,,0,435,0,435,0,"1,729",,0.55
HST,16May2022,Eastern,N,"1,804","1,665",0,"-1,664",,0,,,,,,,,"-1,664",,,,,0,,,0,418,0,418,0,"1,664",,0.55
HST,17May2022,Eastern,N,"1,700","1,689",0,"-1,689",,0,,,,,,,,"-1,689",,,,,0,,,0,436,0,436,0,"1,689",,0.57
HST,18May2022,Eastern,N,"1,930","1,891",0,"-1,891",,0,,,,,,,,"-1,891",,,,,0,,,0,501,0,501,0,"1,891",,0.58
HST,19May2022,Eastern,N,"1,956","1,911",0,"-1,911",,0,,,,,,,,"-1,911",,,,,0,,,0,505,0,505,0,"1,911",,0.58
HST,20May2022,Eastern,N,"1,926","1,919",0,"-1,919",,0,,,,,,,,"-1,919",,,,,0,,,0,511,0,511,0,"1,919",,0.59
HST,21May2022,Eastern,N,"1,945","2,060",0,"-2,060",,0,,,,,,,,"-2,060",,,,,0,,,0,547,0,547,0,"2,060",,0.58
HST,22May2022,Eastern,N,"2,115","2,079",0,"-2,079",,0,,,,,,,,"-2,079",,,,,0,,,0,553,0,553,0,"2,079",,0.59
HST,23May2022,Eastern,N,"2,100","2,002",0,"-2,002",,0,,,,,,,,"-2,002",,,,,0,,,0,530,0,530,0,"2,002",,0.58
HST,24May2022,Eastern,N,"2,018","1,925",0,"-1,925",,0,,,,,,,,"-1,925",,,,,0,,,0,514,0,514,0,"1,925",,0.59
HST,25May2022,Eastern,N,"1,992","1,929",0,"-1,929",,0,,,,,,,,"-1,929",,,,,0,,,0,518,0,518,0,"1,929",,0.59
HST,26May2022,Eastern,N,"1,991","1,934",0,"-1,934",,0,,,,,,,,"-1,934",,,,,0,,,0,525,0,525,0,"1,934",,0.60
HST,27May2022,Eastern,N,"1,975","1,929",3,"-1,925",,3,,,,,,,,"-1,925",,0.90,,,1,,,1,522,0,523,3,"1,928",0.90,0.60
HST,28May2022,Eastern,N,"1,932","1,979",0,"-1,979",,0,,,,,,,,"-1,979",,,,,0,,,0,519,0,519,0,"1,979",,0.58
HST,29May2022,Eastern,N,"1,983","1,749",0,"-1,749",,0,,,,,,,,"-1,749",,,,,0,,,0,438,0,438,0,"1,749",,0.55
HST,30May2022,Eastern,N,"1,769","1,656",0,"-1,656",,0,,,,,,,,"-1,656",,,,,0,,,0,409,0,409,0,"1,656",,0.55
