BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,LGEE,MISO,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
GLHB,26Mar2022,Central,Y,,,"7,081","6,985","7,081",,,,,,,,,"5,090","1,895",2.35,,,"7,545",,,,"7,545",6,"7,449",,"7,081",96,2.35,
GLHB,27Mar2022,Central,Y,,,"7,281","7,176","7,281",,,,,,,,,"4,879","2,297",2.36,,,"7,786",,,,"7,786",0,"7,674",,"7,281",105,2.36,
GLHB,28Mar2022,Central,Y,,,"7,192","7,097","7,192",,,,,,,,,"5,121","1,976",2.36,,,"7,695",,,,"7,695",0,"7,593",,"7,192",95,2.36,
GLHB,29Mar2022,Central,Y,,,"7,087","7,009","7,087",,,,,,,,,"5,490","1,519",2.36,,,"7,600",,,,"7,600",0,"7,516",,"7,087",78,2.36,
GLHB,30Mar2022,Central,Y,,,"6,968","6,904","6,968",,,,,,,,,"5,855","1,049",2.36,,,"7,463",,,,"7,463",0,"7,394",,"6,968",64,2.36,
GLHB,31Mar2022,Central,Y,,,"6,479","6,424","6,479",,,,,,,,,"5,286","1,138",2.35,,,"6,915",,,,"6,915",0,"6,856",,"6,479",55,2.35,
GLHB,01Apr2022,Central,Y,,,"6,904","6,848","6,904",,,,,,,,,"5,631","1,217",2.36,,,"7,382",,,,"7,382",0,"7,322",,"6,904",56,2.36,
GLHB,02Apr2022,Central,Y,,,"7,355","7,285","7,355",,,,,,,,,"6,509",776,2.35,,,"7,851",,,,"7,851",3,"7,779",,"7,355",70,2.35,
GLHB,03Apr2022,Central,Y,,,"6,806","6,747","6,806",,,,,,,,,"6,185",562,2.36,,,"7,285",,,,"7,285",0,"7,222",,"6,806",59,2.36,
GLHB,04Apr2022,Central,Y,,,"6,844","6,793","6,844",,,,,,,,,"5,621","1,172",2.36,,,"7,315",,,,"7,315",0,"7,260",,"6,844",51,2.36,
GLHB,05Apr2022,Central,Y,,,"7,595","7,537","7,595",,,,,,,,,"5,257","2,280",2.36,,,"8,136",,,,"8,136",0,"8,074",,"7,595",58,2.36,
GLHB,06Apr2022,Central,Y,,,"8,065","7,997","8,065",,,,,,,,,"5,434","2,563",2.36,,,"8,650",,,,"8,650",0,"8,577",,"8,065",68,2.36,
GLHB,07Apr2022,Central,Y,,,"8,610","8,536","8,610",,,,,,,,,"6,235","2,301",2.36,,,"9,236",,,,"9,236",13,"9,170",,"8,610",74,2.36,
GLHB,08Apr2022,Central,Y,,,"8,753","8,682","8,753",,,,,,,,,"6,346","2,336",2.36,,,"9,377",,,,"9,377",0,"9,301",,"8,753",71,2.36,
GLHB,09Apr2022,Central,Y,,,"8,666","8,599","8,666",,,,,,,,,"6,185","2,414",2.36,,,"9,294",,,,"9,294",0,"9,222",,"8,666",67,2.36,
GLHB,10Apr2022,Central,Y,,,"9,027","8,965","9,027",,,,,,,,,"5,912","3,053",2.36,,,"9,683",,,,"9,683",0,"9,616",,"9,027",62,2.36,
GLHB,11Apr2022,Central,Y,,,"9,135","9,072","9,135",,,,,,,,,"5,752","3,320",2.36,,,"9,781",,,,"9,781",0,"9,714",,"9,135",63,2.36,
GLHB,12Apr2022,Central,Y,,,"9,808","9,725","9,808",,,,,,,,,"6,048","3,677",2.36,,,"10,515",,,,"10,515",0,"10,426",,"9,808",83,2.36,
GLHB,13Apr2022,Central,Y,,,"9,897","9,820","9,897",,,,,,,,,"5,749","4,071",2.36,,,"10,605",,,,"10,605",0,"10,523",,"9,897",77,2.36,
GLHB,14Apr2022,Central,Y,,,"9,615","9,545","9,615",,,,,,,,,"5,173","4,372",2.36,,,"10,301",,,,"10,301",0,"10,226",,"9,615",70,2.36,
GLHB,15Apr2022,Central,Y,,,"9,999","9,932","9,999",,,,,,,,,"4,946","4,986",2.36,,,"10,707",,,,"10,707",0,"10,636",,"9,999",67,2.36,
GLHB,16Apr2022,Central,Y,,,"9,665","9,597","9,665",,,,,,,,,"5,343","4,254",2.36,,,"10,352",,,,"10,352",0,"10,279",,"9,665",68,2.36,
GLHB,17Apr2022,Central,Y,,,"9,582","9,519","9,582",,,,,,,,,"5,205","4,314",2.36,,,"10,243",,,,"10,243",0,"10,176",,"9,582",63,2.36,
GLHB,18Apr2022,Central,Y,,,"9,904","9,830","9,904",,,,,,,,,"6,103","3,727",2.36,,,"10,600",,,,"10,600",0,"10,521",,"9,904",74,2.36,
GLHB,19Apr2022,Central,Y,,,"9,303","9,233","9,303",,,,,,,,,"5,886","3,347",2.36,,,"9,979",,,,"9,979",0,"9,904",,"9,303",70,2.36,
GLHB,20Apr2022,Central,Y,,,"9,534","9,464","9,534",,,,,,,,,"5,463","4,001",2.36,,,"10,225",,,,"10,225",0,"10,150",,"9,534",70,2.36,
GLHB,21Apr2022,Central,Y,,,"8,683","8,614","8,683",,,,,,,,,"5,282","3,332",2.36,,,"9,305",,,,"9,305",0,"9,231",,"8,683",69,2.36,
GLHB,22Apr2022,Central,Y,,,"7,426","7,367","7,426",,,,,,,,,"5,633","1,734",2.36,,,"7,965",,,,"7,965",0,"7,902",,"7,426",59,2.36,
GLHB,23Apr2022,Central,Y,,,"7,624","7,556","7,624",,,,,,,,,"5,654","1,902",2.37,,,"8,188",,,,"8,188",0,"8,115",,"7,624",68,2.37,
GLHB,24Apr2022,Central,Y,,,"7,679","7,622","7,679",,,,,,,,,"5,628","1,994",2.37,,,"8,242",,,,"8,242",6,"8,187",,"7,679",57,2.37,
GLHB,25Apr2022,Central,Y,,,"9,262","9,191","9,262",,,,,,,,,"5,667","3,524",2.37,,,"9,937",,,,"9,937",0,"9,860",,"9,262",71,2.37,
GLHB,26Apr2022,Central,Y,,,"9,373","9,304","9,373",,,,,,,,,"5,006","4,298",2.36,,,"10,054",,,,"10,054",0,"9,980",,"9,373",69,2.36,
GLHB,27Apr2022,Central,Y,,,"7,777","7,714","7,777",,,,,,,,,"5,636","2,078",2.37,,,"8,354",,,,"8,354",11,"8,297",,"7,777",63,2.37,
GLHB,28Apr2022,Central,Y,,,"5,878","5,820","5,878",,,,,,,,,"6,008",-188,2.37,,,"6,306",,,,"6,306",288,"6,535",,"5,878",58,2.37,
GLHB,29Apr2022,Central,Y,,,"6,158","6,100","6,158",,,,,,,,,"5,949",151,2.37,,,"6,608",,,,"6,608",210,"6,758",,"6,158",58,2.37,
GLHB,30Apr2022,Central,Y,,,"5,460","5,414","5,460",,,,,,,,,"4,779",635,2.36,,,"5,853",,,,"5,853",84,"5,888",,"5,460",46,2.36,
GLHB,01May2022,Central,Y,,,"4,909","4,878","4,909",,,,,,,,,"4,460",418,2.36,,,"5,255",,,,"5,255",127,"5,349",,"4,909",31,2.36,
GLHB,02May2022,Central,Y,,,"5,612","5,568","5,612",,,,,,,,,"4,294","1,274",2.36,,,"6,017",,,,"6,017",131,"6,102",,"5,612",44,2.36,
GLHB,03May2022,Central,Y,,,"4,652","4,607","4,652",,,,,,,,,"4,088",519,2.36,,,"4,985",,,,"4,985",165,"5,104",,"4,652",45,2.36,
GLHB,04May2022,Central,Y,,,"3,790","3,758","3,790",,,,,,,,,"3,448",310,2.36,,,"4,059",,,,"4,059",206,"4,232",,"3,790",32,2.36,
GLHB,05May2022,Central,Y,,,"3,337","3,313","3,337",,,,,,,,,"2,846",467,2.36,,,"3,574",,,,"3,574",86,"3,636",,"3,337",24,2.36,
GLHB,06May2022,Central,Y,,,"3,903","3,878","3,903",,,,,,,,,"2,682","1,196",2.36,,,"4,173",,,,"4,173",0,"4,147",,"3,903",25,2.36,
GLHB,07May2022,Central,Y,,,"3,815","3,782","3,815",,,,,,,,,"3,089",693,2.36,,,"4,084",,,,"4,084",0,"4,049",,"3,815",33,2.36,
GLHB,08May2022,Central,Y,,,"3,750","3,719","3,750",,,,,,,,,"3,141",578,2.36,,,"4,009",,,,"4,009",0,"3,976",,"3,750",31,2.36,
GLHB,09May2022,Central,Y,,,"5,590","5,549","5,590",,,,,,,,,"3,633","1,916",2.36,,,"5,980",,,,"5,980",0,"5,936",,"5,590",41,2.36,
GLHB,10May2022,Central,Y,,,"4,667","4,630","4,667",,,,,,,,,"3,113","1,517",2.36,,,"4,988",,,,"4,988",4,"4,952",,"4,667",37,2.36,
GLHB,11May2022,Central,Y,,,"7,689","7,635","7,689",,,,,,,,,"3,707","3,928",2.36,,,"8,222",,,,"8,222",0,"8,164",,"7,689",54,2.36,
GLHB,12May2022,Central,Y,,,"7,890","7,834","7,890",,,,,,,,,"3,758","4,076",2.36,,,"8,443",,,,"8,443",0,"8,383",,"7,890",56,2.36,
GLHB,13May2022,Central,Y,,,"8,220","8,166","8,220",,,,,,,,,"3,345","4,821",2.36,,,"8,784",,,,"8,784",0,"8,726",,"8,220",54,2.36,
GLHB,14May2022,Central,Y,,,"4,728","4,688","4,728",,,,,,,,,"2,760","1,928",2.35,,,"5,043",,,,"5,043",0,"5,000",,"4,728",40,2.35,
GLHB,15May2022,Central,Y,,,"4,656","4,610","4,656",,,,,,,,,"3,321","1,289",2.36,,,"4,975",,,,"4,975",4,"4,930",,"4,656",46,2.36,
GLHB,16May2022,Central,Y,,,"4,315","4,276","4,315",,,,,,,,,"3,639",637,2.35,,,"4,608",,,,"4,608",41,"4,608",,"4,315",39,2.35,
GLHB,17May2022,Central,Y,,,"5,977","5,930","5,977",,,,,,,,,"3,293","2,637",2.36,,,"6,392",,,,"6,392",0,"6,342",,"5,977",47,2.36,
GLHB,18May2022,Central,Y,,,"7,241","7,189","7,241",,,,,,,,,"3,308","3,881",2.36,,,"7,735",,,,"7,735",0,"7,680",,"7,241",52,2.36,
GLHB,19May2022,Central,Y,,,"6,182","6,128","6,182",,,,,,,,,"3,958","2,170",2.36,,,"6,620",,,,"6,620",38,"6,601",,"6,182",54,2.36,
GLHB,20May2022,Central,Y,,,"7,472","7,414","7,472",,,,,,,,,"4,271","3,143",2.36,,,"8,015",,,,"8,015",25,"7,978",,"7,472",58,2.36,
GLHB,21May2022,Central,Y,,,"3,957","3,914","3,957",,,,,,,,,"4,125",-211,2.36,,,"4,242",,,,"4,242",151,"4,349",,"3,957",43,2.36,
GLHB,22May2022,Central,Y,,,"2,494","2,463","2,494",,,,,,,,,"3,837","-1,374",2.36,,,"2,667",,,,"2,667",671,"3,312",,"2,494",31,2.36,
GLHB,23May2022,Central,Y,,,"3,196","3,163","3,196",,,,,,,,,"3,684",-521,2.36,,,"3,415",,,,"3,415",260,"3,642",,"3,196",33,2.36,
GLHB,24May2022,Central,Y,,,"2,827","2,798","2,827",,,,,,,,,"3,671",-873,2.36,,,"3,021",,,,"3,021",392,"3,387",,"2,827",29,2.36,
GLHB,25May2022,Central,Y,,,"3,290","3,257","3,290",,,,,,,,,"3,723",-466,2.36,,,"3,523",,,,"3,523",241,"3,731",,"3,290",33,2.36,
GLHB,26May2022,Central,Y,,,"3,665","3,640","3,665",,,,,,,,,"3,253",387,2.36,,,"3,918",,,,"3,918",87,"3,979",,"3,665",25,2.36,
GLHB,27May2022,Central,Y,,,"4,187","4,159","4,187",,,,,,,,,"3,024","1,135",2.35,,,"4,469",,,,"4,469",0,"4,439",,"4,187",28,2.35,
GLHB,28May2022,Central,Y,,,"3,708","3,678","3,708",,,,,,,,,"3,500",178,2.36,,,"3,966",,,,"3,966",7,"3,941",,"3,708",30,2.36,
GLHB,29May2022,Central,Y,,,"3,621","3,585","3,621",,,,,,,,,"3,689",-104,2.36,,,"3,873",,,,"3,873",96,"3,932",,"3,621",36,2.36,
GLHB,30May2022,Central,Y,,,"5,378","5,332","5,378",,,,,,,,,"4,374",958,2.36,,,"5,764",,,,"5,764",2,"5,717",,"5,378",46,2.36,
GLHB,31May2022,Central,Y,,,"5,591","5,547","5,591",,,,,,,,,"4,648",899,2.36,,,"5,989",,,,"5,989",15,"5,958",,"5,591",44,2.36,
GLHB,01Jun2022,Central,Y,,,"7,205","7,143","7,205",,,,,,,,,"4,750","2,393",2.36,,,"7,709",,,,"7,709",0,"7,643",,"7,205",62,2.36,
GLHB,02Jun2022,Central,Y,,,"7,313","7,257","7,313",,,,,,,,,"4,633","2,624",2.35,,,"7,806",,,,"7,806",5,"7,751",,"7,313",56,2.35,
GLHB,03Jun2022,Central,Y,,,"8,383","8,319","8,383",,,,,,,,,"4,687","3,632",2.35,,,"8,935",,,,"8,935",0,"8,866",,"8,383",64,2.35,
GLHB,04Jun2022,Central,Y,,,"7,932","7,872","7,932",,,,,,,,,"4,558","3,314",2.35,,,"8,446",,,,"8,446",0,"8,382",,"7,932",60,2.35,
GLHB,05Jun2022,Central,Y,,,"7,935","7,878","7,935",,,,,,,,,"4,539","3,339",2.35,,,"8,463",,,,"8,463",0,"8,402",,"7,935",57,2.35,
GLHB,06Jun2022,Central,Y,,,"8,284","8,225","8,284",,,,,,,,,"4,115","4,110",2.35,,,"8,825",,,,"8,825",2,"8,764",,"8,284",59,2.35,
GLHB,07Jun2022,Central,Y,,,"9,032","8,968","9,032",,,,,,,,,"3,900","5,068",2.35,,,"9,623",,,,"9,623",0,"9,555",,"9,032",64,2.35,
GLHB,08Jun2022,Central,Y,,,"8,615","8,555","8,615",,,,,,,,,"4,529","4,026",2.35,,,"9,184",,,,"9,184",0,"9,120",,"8,615",60,2.35,
GLHB,09Jun2022,Central,Y,,,"8,733","8,672","8,733",,,,,,,,,"4,016","4,656",2.35,,,"9,308",,,,"9,308",0,"9,243",,"8,733",61,2.35,
GLHB,10Jun2022,Central,Y,,,"8,339","8,281","8,339",,,,,,,,,"3,451","4,830",2.35,,,"8,881",,,,"8,881",0,"8,820",,"8,339",58,2.35,
GLHB,11Jun2022,Central,Y,,,"8,475","8,424","8,475",,,,,,,,,"3,344","5,080",2.35,,,"9,026",,,,"9,026",0,"8,972",,"8,475",51,2.35,
GLHB,12Jun2022,Central,Y,,,"8,462","8,405","8,462",,,,,,,,,"3,881","4,524",2.35,,,"9,026",,,,"9,026",0,"8,965",,"8,462",57,2.35,
GLHB,13Jun2022,Central,Y,,,"9,277","9,204","9,277",,,,,,,,,"5,054","4,150",2.36,,,"9,922",,,,"9,922",0,"9,844",,"9,277",73,2.36,
GLHB,14Jun2022,Central,Y,,,"9,418","9,345","9,418",,,,,,,,,"5,069","4,276",2.36,,,"10,088",,,,"10,088",0,"10,010",,"9,418",73,2.36,
GLHB,15Jun2022,Central,Y,,,"9,106","9,027","9,106",,,,,,,,,"5,261","3,766",2.36,,,"9,745",,,,"9,745",0,"9,661",,"9,106",79,2.36,
GLHB,16Jun2022,Central,Y,,,"8,012","7,945","8,012",,,,,,,,,"5,064","2,881",2.36,,,"8,565",,,,"8,565",0,"8,494",,"8,012",67,2.36,
GLHB,17Jun2022,Central,Y,,,"6,471","6,417","6,471",,,,,,,,,"4,239","2,178",2.36,,,"6,915",,,,"6,915",0,"6,857",,"6,471",54,2.36,
GLHB,18Jun2022,Central,Y,,,"5,328","5,281","5,328",,,,,,,,,"4,584",697,2.35,,,"5,683",,,,"5,683",26,"5,659",,"5,328",47,2.35,
GLHB,19Jun2022,Central,Y,,,"3,619","3,592","3,619",,,,,,,,,"3,904",-312,2.35,,,"3,862",,,,"3,862",146,"3,981",,"3,619",27,2.35,
GLHB,20Jun2022,Central,Y,,,"6,336","6,293","6,336",,,,,,,,,"4,136","2,157",2.35,,,"6,766",,,,"6,766",105,"6,827",,"6,336",43,2.35,
GLHB,21Jun2022,Central,Y,,,"8,787","8,720","8,787",,,,,,,,,"4,616","4,104",2.35,,,"9,385",,,,"9,385",0,"9,313",,"8,787",67,2.35,
GLHB,22Jun2022,Central,Y,,,"7,798","7,727","7,798",,,,,,,,,"5,130","2,597",2.35,,,"8,326",,,,"8,326",49,"8,300",,"7,798",71,2.35,
GLHB,23Jun2022,Central,Y,,,"7,735","7,672","7,735",,,,,,,,,"5,189","2,483",2.36,,,"8,267",,,,"8,267",2,"8,202",,"7,735",63,2.36,
GLHB,24Jun2022,Central,Y,,,"6,325","6,263","6,325",,,,,,,,,"5,381",882,2.36,,,"6,758",,,,"6,758",3,"6,695",,"6,325",62,2.36,
GLHB,25Jun2022,Central,Y,,,"7,533","7,466","7,533",,,,,,,,,"5,612","1,854",2.35,,,"8,035",,,,"8,035",41,"8,006",,"7,533",67,2.35,
GLHB,26Jun2022,Central,Y,,,"7,419","7,357","7,419",,,,,,,,,"5,520","1,837",2.35,,,"7,915",,,,"7,915",0,"7,849",,"7,419",62,2.35,
GLHB,27Jun2022,Central,Y,,,"4,664","4,612","4,664",,,,,,,,,"4,705",-93,2.35,,,"4,964",,,,"4,964",134,"5,045",,"4,664",52,2.35,
GLHB,28Jun2022,Central,Y,,,"4,801","4,757","4,801",,,,,,,,,"4,734",23,2.35,,,"5,110",,,,"5,110",179,"5,244",,"4,801",44,2.35,
GLHB,29Jun2022,Central,Y,,,"4,318","4,270","4,318",,,,,,,,,"4,859",-589,2.35,,,"4,602",,,,"4,602",520,"5,076",,"4,318",48,2.35,
GLHB,30Jun2022,Central,Y,,,"5,183","5,139","5,183",,,,,,,,,"5,155",-16,2.35,,,"5,534",,,,"5,534",321,"5,810",,"5,183",44,2.35,
GLHB,01Jul2022,Central,Y,,,"6,226","6,166","6,226",,,,,,,,,"5,286",880,2.35,,,"6,640",,,,"6,640",200,"6,777",,"6,226",60,2.35,
GLHB,02Jul2022,Central,Y,,,"4,877","4,830","4,877",,,,,,,,,"5,156",-326,2.35,,,"5,193",,,,"5,193",301,"5,446",,"4,877",47,2.35,
GLHB,03Jul2022,Central,Y,,,"5,150","5,110","5,150",,,,,,,,,"4,616",494,2.35,,,"5,491",,,,"5,491",123,"5,573",,"5,150",40,2.35,
GLHB,04Jul2022,Central,Y,,,"4,154","4,109","4,154",,,,,,,,,"4,217",-108,2.35,,,"4,432",,,,"4,432",408,"4,796",,"4,154",45,2.35,
GLHB,05Jul2022,Central,Y,,,"6,641","6,586","6,641",,,,,,,,,"4,540","2,046",2.35,,,"7,092",,,,"7,092",0,"7,034",,"6,641",55,2.35,
GLHB,06Jul2022,Central,Y,,,"6,752","6,692","6,752",,,,,,,,,"5,058","1,634",2.35,,,"7,208",,,,"7,208",0,"7,144",,"6,752",60,2.35,
GLHB,07Jul2022,Central,Y,,,"6,660","6,606","6,660",,,,,,,,,"4,952","1,654",2.35,,,"7,108",,,,"7,108",0,"7,050",,"6,660",54,2.35,
GLHB,08Jul2022,Central,Y,,,"6,587","6,534","6,587",,,,,,,,,"5,030","1,504",2.35,,,"7,023",,,,"7,023",0,"6,967",,"6,587",53,2.35,
GLHB,09Jul2022,Central,Y,,,"5,338","5,296","5,338",,,,,,,,,"4,405",891,2.35,,,"5,679",,,,"5,679",158,"5,794",,"5,338",42,2.35,
GLHB,10Jul2022,Central,Y,,,"6,726","6,677","6,726",,,,,,,,,"4,389","2,288",2.35,,,"7,157",,,,"7,157",99,"7,204",,"6,726",49,2.35,
GLHB,11Jul2022,Central,Y,,,"7,575","7,511","7,575",,,,,,,,,"4,669","2,842",2.35,,,"8,073",,,,"8,073",1,"8,007",,"7,575",64,2.35,
GLHB,12Jul2022,Central,Y,,,"7,711","7,650","7,711",,,,,,,,,"4,731","2,919",2.35,,,"8,227",,,,"8,227",116,"8,280",,"7,711",61,2.35,
GLHB,13Jul2022,Central,Y,,,"8,020","7,958","8,020",,,,,,,,,"4,640","3,318",2.35,,,"8,556",,,,"8,556",48,"8,539",,"8,020",62,2.35,
GLHB,14Jul2022,Central,Y,,,"8,214","8,151","8,214",,,,,,,,,"4,688","3,463",2.35,,,"8,771",,,,"8,771",38,"8,742",,"8,214",63,2.35,
GLHB,15Jul2022,Central,Y,,,"6,972","6,918","6,972",,,,,,,,,"4,385","2,533",2.35,,,"7,437",,,,"7,437",23,"7,402",,"6,972",54,2.35,
GLHB,16Jul2022,Central,Y,,,"7,763","7,709","7,763",,,,,,,,,"4,167","3,542",2.35,,,"8,279",,,,"8,279",21,"8,242",,"7,763",54,2.35,
GLHB,17Jul2022,Central,Y,,,"8,385","8,318","8,385",,,,,,,,,"4,149","4,169",2.35,,,"8,936",,,,"8,936",0,"8,864",,"8,385",67,2.35,
GLHB,18Jul2022,Central,Y,,,"8,207","8,149","8,207",,,,,,,,,"4,396","3,753",2.35,,,"8,757",,,,"8,757",42,"8,738",,"8,207",58,2.35,
GLHB,19Jul2022,Central,Y,,,"6,559","6,500","6,559",,,,,,,,,"4,835","1,665",2.36,,,"7,007",,,,"7,007",48,"6,993",,"6,559",59,2.36,
GLHB,20Jul2022,Central,Y,,,"5,911","5,852","5,911",,,,,,,,,"5,358",494,2.35,,,"6,310",,,,"6,310",88,"6,337",,"5,911",59,2.35,
GLHB,21Jul2022,Central,Y,,,"7,839","7,772","7,839",,,,,,,,,"5,219","2,553",2.35,,,"8,369",,,,"8,369",146,"8,445",,"7,839",67,2.35,
GLHB,22Jul2022,Central,Y,,,"7,909","7,842","7,909",,,,,,,,,"5,161","2,681",2.36,,,"8,449",,,,"8,449",127,"8,506",,"7,909",67,2.36,
GLHB,23Jul2022,Central,Y,,,"6,532","6,475","6,532",,,,,,,,,"5,062","1,413",2.36,,,"6,982",,,,"6,982",0,"6,921",,"6,532",57,2.36,
GLHB,24Jul2022,Central,Y,,,"6,000","5,952","6,000",,,,,,,,,"4,831","1,121",2.36,,,"6,410",,,,"6,410",0,"6,359",,"6,000",48,2.36,
GLHB,25Jul2022,Central,Y,,,"8,343","8,277","8,343",,,,,,,,,"5,278","2,999",2.36,,,"8,919",,,,"8,919",0,"8,849",,"8,343",66,2.36,
GLHB,26Jul2022,Central,Y,,,"9,056","8,985","9,056",,,,,,,,,"5,098","3,887",2.35,,,"9,674",,,,"9,674",0,"9,598",,"9,056",71,2.35,
GLHB,27Jul2022,Central,Y,,,"8,633","8,561","8,633",,,,,,,,,"5,193","3,368",2.36,,,"9,223",,,,"9,223",0,"9,146",,"8,633",72,2.36,
GLHB,28Jul2022,Central,Y,,,"9,114","9,041","9,114",,,,,,,,,"5,347","3,694",2.36,,,"9,739",,,,"9,739",0,"9,661",,"9,114",73,2.36,
GLHB,29Jul2022,Central,Y,,,"8,763","8,700","8,763",,,,,,,,,"5,046","3,654",2.36,,,"9,361",,,,"9,361",0,"9,294",,"8,763",63,2.36,
GLHB,30Jul2022,Central,Y,,,"8,393","8,326","8,393",,,,,,,,,"4,683","3,643",2.35,,,"8,960",,,,"8,960",0,"8,889",,"8,393",67,2.35,
GLHB,31Jul2022,Central,Y,,,"7,082","7,029","7,082",,,,,,,,,"4,837","2,192",2.35,,,"7,563",,,,"7,563",43,"7,550",,"7,082",53,2.35,
GLHB,01Aug2022,Central,Y,,,"9,119","9,046","9,119",,,,,,,,,"5,054","3,992",2.35,,,"9,741",,,,"9,741",0,"9,663",,"9,119",73,2.35,
GLHB,02Aug2022,Central,Y,,,"7,935","7,868","7,935",,,,,,,,,"4,998","2,870",2.36,,,"8,485",,,,"8,485",22,"8,436",,"7,935",67,2.36,
GLHB,03Aug2022,Central,Y,,,"7,854","7,787","7,854",,,,,,,,,"4,946","2,841",2.36,,,"8,393",,,,"8,393",29,"8,350",,"7,854",67,2.36,
GLHB,04Aug2022,Central,Y,,,"3,765","3,726","3,765",,,,,,,,,"4,551",-825,2.36,,,"4,026",,,,"4,026",501,"4,490",,"3,765",39,2.36,
GLHB,05Aug2022,Central,Y,,,"2,919","2,900","2,919",,,,,,,,,"4,769","-1,869",2.36,,,"3,119",,,,"3,119",965,"4,068",,"2,919",19,2.36,
GLHB,06Aug2022,Central,Y,,,"4,771","4,734","4,771",,,,,,,,,"4,823",-89,2.36,,,"5,098",,,,"5,098",411,"5,472",,"4,771",37,2.36,
GLHB,07Aug2022,Central,Y,,,"7,382","7,317","7,382",,,,,,,,,"5,180","2,137",2.35,,,"7,882",,,,"7,882",184,"7,999",,"7,382",65,2.35,
GLHB,08Aug2022,Central,Y,,,"8,763","8,691","8,763",,,,,,,,,"5,576","3,115",2.35,,,"9,354",,,,"9,354",0,"9,278",,"8,763",72,2.35,
GLHB,09Aug2022,Central,Y,,,"8,519","8,447","8,519",,,,,,,,,"5,153","3,294",2.35,,,"9,089",,,,"9,089",0,"9,012",,"8,519",72,2.35,
GLHB,10Aug2022,Central,Y,,,"8,455","8,395","8,455",,,,,,,,,"4,446","3,949",2.35,,,"9,021",,,,"9,021",0,"8,957",,"8,455",60,2.35,
GLHB,11Aug2022,Central,Y,,,"6,945","6,892","6,945",,,,,,,,,"4,210","2,682",2.35,,,"7,405",,,,"7,405",2,"7,351",,"6,945",53,2.35,
GLHB,12Aug2022,Central,Y,,,"5,551","5,508","5,551",,,,,,,,,"4,164","1,344",2.35,,,"5,917",,,,"5,917",31,"5,903",,"5,551",43,2.35,
GLHB,13Aug2022,Central,Y,,,"4,713","4,672","4,713",,,,,,,,,"3,696",976,2.35,,,"5,022",,,,"5,022",0,"4,979",,"4,713",41,2.35,
GLHB,14Aug2022,Central,Y,,,"4,811","4,775","4,811",,,,,,,,,"3,430","1,345",2.35,,,"5,129",,,,"5,129",22,"5,113",,"4,811",36,2.35,
GLHB,15Aug2022,Central,Y,,,"6,473","6,426","6,473",,,,,,,,,"4,068","2,358",2.35,,,"6,910",,,,"6,910",22,"6,882",,"6,473",47,2.35,
GLHB,16Aug2022,Central,Y,,,"8,449","8,392","8,449",,,,,,,,,"4,099","4,293",2.35,,,"9,015",,,,"9,015",0,"8,954",,"8,449",57,2.35,
GLHB,17Aug2022,Central,Y,,,"8,476","8,409","8,476",,,,,,,,,"5,179","3,230",2.35,,,"9,038",,,,"9,038",0,"8,966",,"8,476",67,2.35,
GLHB,18Aug2022,Central,Y,,,"6,693","6,635","6,693",,,,,,,,,"5,145","1,490",2.35,,,"7,135",,,,"7,135",71,"7,145",,"6,693",58,2.35,
GLHB,19Aug2022,Central,Y,,,"6,185","6,126","6,185",,,,,,,,,"5,459",667,2.35,,,"6,596",,,,"6,596",121,"6,655",,"6,185",59,2.35,
GLHB,20Aug2022,Central,Y,,,"5,639","5,589","5,639",,,,,,,,,"4,834",755,2.35,,,"6,010",,,,"6,010",181,"6,139",,"5,639",50,2.35,
GLHB,21Aug2022,Central,Y,,,"6,397","6,345","6,397",,,,,,,,,"4,756","1,589",2.35,,,"6,816",,,,"6,816",67,"6,828",,"6,397",52,2.35,
GLHB,22Aug2022,Central,Y,,,"6,550","6,496","6,550",,,,,,,,,"4,761","1,735",2.35,,,"6,985",,,,"6,985",63,"6,991",,"6,550",54,2.35,
GLHB,23Aug2022,Central,Y,,,"6,795","6,739","6,795",,,,,,,,,"4,645","2,094",2.35,,,"7,250",,,,"7,250",42,"7,233",,"6,795",56,2.35,
GLHB,24Aug2022,Central,Y,,,"7,018","6,960","7,018",,,,,,,,,"4,638","2,322",2.35,,,"7,489",,,,"7,489",47,"7,475",,"7,018",58,2.35,
GLHB,25Aug2022,Central,Y,,,"7,044","6,985","7,044",,,,,,,,,"4,845","2,140",2.35,,,"7,519",,,,"7,519",92,"7,548",,"7,044",59,2.35,
GLHB,26Aug2022,Central,Y,,,"7,103","7,048","7,103",,,,,,,,,"4,534","2,514",2.36,,,"7,588",,,,"7,588",50,"7,579",,"7,103",55,2.36,
GLHB,27Aug2022,Central,Y,,,"6,177","6,130","6,177",,,,,,,,,"4,397","1,733",2.36,,,"6,604",,,,"6,604",0,"6,554",,"6,177",47,2.36,
