BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,LGEE,MISO,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
GLHB,18Dec2020,Central,Y,,,"10,974","10,905","10,974",,,,,,,,,"5,150","5,755",2.25,,,"11,201",,,,"11,201",0,"11,130",,"10,974",69,2.25,
GLHB,19Dec2020,Central,Y,,,"10,838","10,765","10,838",,,,,,,,,"4,932","5,833",2.25,,,"11,042",,,,"11,042",0,"10,967",,"10,838",73,2.25,
GLHB,20Dec2020,Central,Y,,,"9,704","9,645","9,704",,,,,,,,,"4,669","4,976",2.25,,,"9,894",,,,"9,894",0,"9,833",,"9,704",59,2.25,
GLHB,21Dec2020,Central,Y,,,"10,870","10,800","10,870",,,,,,,,,"5,030","5,770",2.24,,,"11,056",,,,"11,056",0,"10,984",,"10,870",70,2.24,
GLHB,22Dec2020,Central,Y,,,"10,716","10,646","10,716",,,,,,,,,"4,527","6,119",2.25,,,"10,933",,,,"10,933",0,"10,862",,"10,716",70,2.25,
GLHB,23Dec2020,Central,Y,,,"9,565","9,499","9,565",,,,,,,,,"4,793","4,706",2.25,,,"9,755",,,,"9,755",0,"9,687",,"9,565",66,2.25,
GLHB,24Dec2020,Central,Y,,,"8,638","8,593","8,638",,,,,,,,,"4,240","4,353",2.24,,,"8,773",,,,"8,773",0,"8,727",,"8,638",45,2.24,
GLHB,25Dec2020,Central,Y,,,"10,831","10,745","10,831",,,,,,,,,"6,301","4,444",2.24,,,"11,010",,,,"11,010",0,"10,923",,"10,831",86,2.24,
GLHB,26Dec2020,Central,Y,,,"10,555","10,482","10,555",,,,,,,,,"6,160","4,322",2.25,,,"10,766",,,,"10,766",0,"10,692",,"10,555",73,2.25,
GLHB,27Dec2020,Central,Y,,,"9,611","9,541","9,611",,,,,,,,,"4,971","4,570",2.25,,,"9,801",,,,"9,801",17,"9,747",,"9,611",70,2.25,
GLHB,28Dec2020,Central,Y,,,"9,333","9,290","9,333",,,,,,,,,"3,949","5,341",2.24,,,"9,488",,,,"9,488",1,"9,445",,"9,333",43,2.24,
GLHB,29Dec2020,Central,Y,,,"10,184","10,113","10,184",,,,,,,,,"4,528","5,585",2.25,,,"10,371",,,,"10,371",0,"10,299",,"10,184",71,2.25,
GLHB,30Dec2020,Central,Y,,,"7,054","7,005","7,054",,,,,,,,,"3,872","3,133",2.24,,,"7,171",,,,"7,171",11,"7,133",,"7,054",49,2.24,
GLHB,31Dec2020,Central,Y,,,"6,408","6,362","6,408",,,,,,,,,"3,565","2,797",2.24,,,"6,501",,,,"6,501",33,"6,488",,"6,408",46,2.24,
GLHB,01Jan2021,Central,Y,,,"5,011","4,974","5,011",,,,,,,,,"3,286","1,688",2.35,,,"5,346",,,,"5,346",142,"5,450",,"5,011",37,2.35,
GLHB,02Jan2021,Central,Y,,,"5,424","5,385","5,424",,,,,,,,,"3,188","2,197",2.35,,,"5,781",,,,"5,781",0,"5,739",,"5,424",39,2.35,
GLHB,03Jan2021,Central,Y,,,"4,871","4,835","4,871",,,,,,,,,"3,767","1,068",2.35,,,"5,200",,,,"5,200",0,"5,161",,"4,871",36,2.35,
GLHB,04Jan2021,Central,Y,,,"6,348","6,301","6,348",,,,,,,,,"4,051","2,250",2.36,,,"6,797",,,,"6,797",12,"6,759",,"6,348",47,2.36,
GLHB,05Jan2021,Central,Y,,,"8,124","8,072","8,124",,,,,,,,,"4,374","3,698",2.36,,,"8,713",,,,"8,713",3,"8,661",,"8,124",52,2.36,
GLHB,06Jan2021,Central,Y,,,"6,783","6,724","6,783",,,,,,,,,"4,671","2,053",2.37,,,"7,278",,,,"7,278",12,"7,227",,"6,783",59,2.37,
GLHB,07Jan2021,Central,Y,,,"6,088","6,045","6,088",,,,,,,,,"4,353","1,692",2.36,,,"6,512",,,,"6,512",109,"6,576",,"6,088",43,2.36,
GLHB,08Jan2021,Central,Y,,,"5,950","5,906","5,950",,,,,,,,,"4,216","1,690",2.36,,,"6,362",,,,"6,362",0,"6,315",,"5,950",44,2.36,
GLHB,09Jan2021,Central,Y,,,"7,419","7,362","7,419",,,,,,,,,"4,638","2,724",2.36,,,"7,927",,,,"7,927",0,"7,866",,"7,419",57,2.36,
GLHB,10Jan2021,Central,Y,,,"6,988","6,938","6,988",,,,,,,,,"4,336","2,602",2.36,,,"7,474",,,,"7,474",0,"7,420",,"6,988",50,2.36,
GLHB,11Jan2021,Central,Y,,,"7,892","7,831","7,892",,,,,,,,,"5,110","2,721",2.36,,,"8,451",,,,"8,451",47,"8,434",,"7,892",61,2.36,
GLHB,12Jan2021,Central,Y,,,"7,167","7,111","7,167",,,,,,,,,"4,848","2,263",2.36,,,"7,672",,,,"7,672",154,"7,768",,"7,167",56,2.36,
GLHB,13Jan2021,Central,Y,,,"8,004","7,949","8,004",,,,,,,,,"4,568","3,381",2.36,,,"8,579",,,,"8,579",55,"8,576",,"8,004",55,2.36,
GLHB,14Jan2021,Central,Y,,,"7,597","7,544","7,597",,,,,,,,,"4,475","3,069",2.37,,,"8,153",,,,"8,153",68,"8,164",,"7,597",53,2.37,
GLHB,15Jan2021,Central,Y,,,"8,702","8,654","8,702",,,,,,,,,"4,314","4,340",2.36,,,"9,331",,,,"9,331",0,"9,280",,"8,702",48,2.36,
GLHB,16Jan2021,Central,Y,,,"9,837","9,776","9,837",,,,,,,,,"4,582","5,194",2.36,,,"10,527",,,,"10,527",0,"10,462",,"9,837",61,2.36,
GLHB,17Jan2021,Central,Y,,,"9,867","9,805","9,867",,,,,,,,,"4,644","5,161",2.36,,,"10,570",,,,"10,570",0,"10,504",,"9,867",62,2.36,
GLHB,18Jan2021,Central,Y,,,"8,994","8,936","8,994",,,,,,,,,"4,595","4,341",2.36,,,"9,644",,,,"9,644",0,"9,582",,"8,994",58,2.36,
GLHB,19Jan2021,Central,Y,,,"6,233","6,184","6,233",,,,,,,,,"4,626","1,558",2.37,,,"6,687",,,,"6,687",152,"6,788",,"6,233",49,2.37,
GLHB,20Jan2021,Central,Y,,,"4,861","4,821","4,861",,,,,,,,,"4,538",283,2.36,,,"5,208",,,,"5,208",199,"5,366",,"4,861",40,2.36,
GLHB,21Jan2021,Central,Y,,,"5,974","5,925","5,974",,,,,,,,,"4,781","1,144",2.36,,,"6,390",,,,"6,390",115,"6,454",,"5,974",49,2.36,
GLHB,22Jan2021,Central,Y,,,"6,255","6,220","6,255",,,,,,,,,"4,242","1,978",2.36,,,"6,689",,,,"6,689",19,"6,671",,"6,255",35,2.36,
GLHB,23Jan2021,Central,Y,,,"5,551","5,504","5,551",,,,,,,,,"4,708",796,2.36,,,"5,940",,,,"5,940",265,"6,158",,"5,551",47,2.36,
GLHB,24Jan2021,Central,Y,,,"4,489","4,455","4,489",,,,,,,,,"4,363",92,2.36,,,"4,803",,,,"4,803",368,"5,137",,"4,489",34,2.36,
GLHB,25Jan2021,Central,Y,,,"6,460","6,407","6,460",,,,,,,,,"4,999","1,408",2.36,,,"6,920",,,,"6,920",83,"6,947",,"6,460",53,2.36,
GLHB,26Jan2021,Central,Y,,,"8,064","8,010","8,064",,,,,,,,,"4,180","3,830",2.36,,,"8,625",,,,"8,625",15,"8,583",,"8,064",54,2.36,
GLHB,27Jan2021,Central,Y,,,"9,184","9,132","9,184",,,,,,,,,"4,391","4,741",2.36,,,"9,823",,,,"9,823",0,"9,767",,"9,184",52,2.36,
GLHB,28Jan2021,Central,Y,,,"9,981","9,911","9,981",,,,,,,,,"5,778","4,133",2.37,,,"10,710",,,,"10,710",0,"10,634",,"9,981",70,2.37,
GLHB,29Jan2021,Central,Y,,,"9,738","9,658","9,738",,,,,,,,,"6,037","3,621",2.37,,,"10,466",,,,"10,466",1,"10,380",,"9,738",80,2.37,
GLHB,30Jan2021,Central,Y,,,"6,826","6,775","6,826",,,,,,,,,"5,336","1,439",2.37,,,"7,339",,,,"7,339",0,"7,284",,"6,826",51,2.37,
GLHB,31Jan2021,Central,Y,,,"5,162","5,120","5,162",,,,,,,,,"4,783",337,2.37,,,"5,540",,,,"5,540",211,"5,708",,"5,162",42,2.37,
GLHB,01Feb2021,Central,Y,,,"6,442","6,391","6,442",,,,,,,,,"4,876","1,515",2.36,,,"6,906",,,,"6,906",0,"6,851",,"6,442",51,2.36,
GLHB,02Feb2021,Central,Y,,,"7,112","7,055","7,112",,,,,,,,,"4,759","2,296",2.37,,,"7,642",,,,"7,642",0,"7,581",,"7,112",57,2.37,
GLHB,03Feb2021,Central,Y,,,"7,147","7,094","7,147",,,,,,,,,"5,529","1,565",2.37,,,"7,688",,,,"7,688",0,"7,631",,"7,147",53,2.37,
GLHB,04Feb2021,Central,Y,,,"6,310","6,256","6,310",,,,,,,,,"5,775",481,2.37,,,"6,789",,,,"6,789",35,"6,766",,"6,310",54,2.37,
GLHB,05Feb2021,Central,Y,,,"5,898","5,852","5,898",,,,,,,,,"4,877",975,2.36,,,"6,319",,,,"6,319",45,"6,315",,"5,898",46,2.36,
GLHB,06Feb2021,Central,Y,,,"7,288","7,240","7,288",,,,,,,,,"5,000","2,240",2.36,,,"7,806",,,,"7,806",64,"7,820",,"7,288",48,2.36,
GLHB,07Feb2021,Central,Y,,,"7,210","7,160","7,210",,,,,,,,,"4,073","3,087",2.36,,,"7,718",,,,"7,718",0,"7,664",,"7,210",50,2.36,
GLHB,08Feb2021,Central,Y,,,"9,781","9,727","9,781",,,,,,,,,"3,828","5,899",2.36,,,"10,477",,,,"10,477",0,"10,420",,"9,781",54,2.36,
GLHB,09Feb2021,Central,Y,,,"10,627","10,565","10,627",,,,,,,,,"3,617","6,948",2.36,,,"11,374",,,,"11,374",0,"11,308",,"10,627",62,2.36,
GLHB,10Feb2021,Central,Y,,,"10,448","10,394","10,448",,,,,,,,,"3,263","7,131",2.36,,,"11,183",,,,"11,183",0,"11,125",,"10,448",54,2.36,
GLHB,11Feb2021,Central,Y,,,"10,435","10,382","10,435",,,,,,,,,"3,283","7,099",2.36,,,"11,173",,,,"11,173",0,"11,116",,"10,435",53,2.36,
GLHB,12Feb2021,Central,Y,,,"10,566","10,515","10,566",,,,,,,,,"3,465","7,050",2.36,,,"11,319",,,,"11,319",0,"11,264",,"10,566",51,2.36,
GLHB,13Feb2021,Central,Y,,,"10,299","10,251","10,299",,,,,,,,,"3,109","7,142",2.36,,,"11,033",,,,"11,033",0,"10,981",,"10,299",48,2.36,
GLHB,14Feb2021,Central,Y,,,"10,215","10,168","10,215",,,,,,,,,"3,325","6,843",2.36,,,"10,940",,,,"10,940",0,"10,890",,"10,215",47,2.36,
GLHB,15Feb2021,Central,Y,,,"7,351","7,318","7,351",,,,,,,,,"1,947","5,371",2.36,,,"7,882",,,,"7,882",0,"7,846",,"7,351",33,2.36,
GLHB,16Feb2021,Central,Y,,,"8,417","8,385","8,417",,,,,,,,,"1,900","6,485",2.37,,,"9,030",,,,"9,030",0,"8,996",,"8,417",32,2.37,
GLHB,17Feb2021,Central,Y,,,"9,432","9,395","9,432",,,,,,,,,"2,152","7,243",2.37,,,"10,125",,,,"10,125",0,"10,086",,"9,432",37,2.37,
GLHB,18Feb2021,Central,Y,,,"9,504","9,461","9,504",,,,,,,,,"2,405","7,056",2.37,,,"10,199",,,,"10,199",0,"10,153",,"9,504",43,2.37,
GLHB,19Feb2021,Central,Y,,,"9,423","9,372","9,423",,,,,,,,,"3,027","6,345",2.37,,,"10,122",,,,"10,122",0,"10,067",,"9,423",51,2.37,
GLHB,20Feb2021,Central,Y,,,"9,273","9,209","9,273",,,,,,,,,"4,315","4,894",2.37,,,"9,967",,,,"9,967",0,"9,898",,"9,273",64,2.37,
GLHB,21Feb2021,Central,Y,,,"8,423","8,375","8,423",,,,,,,,,"3,815","4,560",2.37,,,"9,060",,,,"9,060",0,"9,008",,"8,423",48,2.37,
GLHB,22Feb2021,Central,Y,,,"6,174","6,125","6,174",,,,,,,,,"4,140","1,985",2.37,,,"6,641",,,,"6,641",7,"6,596",,"6,174",49,2.37,
GLHB,23Feb2021,Central,Y,,,"5,938","5,894","5,938",,,,,,,,,"3,942","1,952",2.37,,,"6,374",,,,"6,374",64,"6,391",,"5,938",44,2.37,
GLHB,24Feb2021,Central,Y,,,"4,879","4,840","4,879",,,,,,,,,"3,848",992,2.37,,,"5,235",,,,"5,235",18,"5,212",,"4,879",39,2.37,
GLHB,25Feb2021,Central,Y,,,"6,868","6,821","6,868",,,,,,,,,"3,663","3,158",2.36,,,"7,352",,,,"7,352",4,"7,305",,"6,868",47,2.36,
GLHB,26Feb2021,Central,Y,,,"4,859","4,815","4,859",,,,,,,,,"4,107",708,2.36,,,"5,203",,,,"5,203",103,"5,261",,"4,859",44,2.36,
GLHB,27Feb2021,Central,Y,,,"4,293","4,272","4,293",,,,,,,,,"3,358",914,2.36,,,"4,602",,,,"4,602",162,"4,742",,"4,293",21,2.36,
GLHB,28Feb2021,Central,Y,,,"2,727","2,709","2,727",,,,,,,,,"3,277",-568,2.36,,,"2,921",,,,"2,921",310,"3,214",,"2,727",18,2.36,
GLHB,01Mar2021,Central,Y,,,"7,924","7,874","7,924",,,,,,,,,"3,767","4,107",2.36,,,"8,481",,,,"8,481",0,"8,428",,"7,924",50,2.36,
GLHB,02Mar2021,Central,Y,,,"8,561","8,505","8,561",,,,,,,,,"4,705","3,800",2.36,,,"9,184",,,,"9,184",0,"9,124",,"8,561",56,2.36,
GLHB,03Mar2021,Central,Y,,,"7,111","7,059","7,111",,,,,,,,,"4,366","2,693",2.36,,,"7,623",,,,"7,623",0,"7,567",,"7,111",52,2.36,
GLHB,04Mar2021,Central,Y,,,"4,943","4,897","4,943",,,,,,,,,"4,510",387,2.36,,,"5,302",,,,"5,302",224,"5,479",,"4,943",46,2.36,
GLHB,05Mar2021,Central,Y,,,"8,230","8,173","8,230",,,,,,,,,"4,553","3,620",2.36,,,"8,819",,,,"8,819",55,"8,813",,"8,230",57,2.36,
GLHB,06Mar2021,Central,Y,,,"5,338","5,307","5,338",,,,,,,,,"3,791","1,516",2.36,,,"5,726",,,,"5,726",162,"5,855",,"5,338",31,2.36,
GLHB,07Mar2021,Central,Y,,,"5,780","5,740","5,780",,,,,,,,,"4,248","1,492",2.37,,,"6,221",,,,"6,221",96,"6,275",,"5,780",40,2.37,
GLHB,08Mar2021,Central,Y,,,"8,354",,"8,354",,,,,,,,,,,2.37,,,"8,986",,,,"8,986",,,,"8,354",,2.37,
GLHB,09Mar2021,Central,Y,,,"5,199","5,155","5,199",,,,,,,,,"4,496",659,2.37,,,"5,586",,,,"5,586",173,"5,714",,"5,199",44,2.37,
GLHB,10Mar2021,Central,Y,,,"4,067","4,031","4,067",,,,,,,,,"4,176",-145,2.37,,,"4,366",,,,"4,366",169,"4,498",,"4,067",36,2.37,
GLHB,11Mar2021,Central,Y,,,"5,097","5,066","5,097",,,,,,,,,"3,890","1,176",2.36,,,"5,449",,,,"5,449",154,"5,572",,"5,097",31,2.36,
GLHB,12Mar2021,Central,Y,,,"6,924","6,874","6,924",,,,,,,,,"4,180","2,694",2.35,,,"7,395",,,,"7,395",0,"7,342",,"6,924",50,2.35,
GLHB,13Mar2021,Central,Y,,,"6,516","6,463","6,516",,,,,,,,,"4,274","2,189",2.36,,,"6,962",,,,"6,962",25,"6,931",,"6,516",53,2.36,
GLHB,14Mar2021,Central,Y,,,"3,441","3,407","3,441",,,,,,,,,"4,070",-663,2.36,,,"3,688",,,,"3,688",392,"4,049",,"3,441",34,2.36,
GLHB,15Mar2021,Central,Y,,,"6,189","6,135","6,189",,,,,,,,,"5,213",922,2.36,,,"6,632",,,,"6,632",75,"6,651",,"6,189",54,2.36,
GLHB,16Mar2021,Central,Y,,,"8,785","8,726","8,785",,,,,,,,,"4,688","4,038",2.36,,,"9,417",,,,"9,417",0,"9,354",,"8,785",59,2.36,
GLHB,17Mar2021,Central,Y,,,"6,757","6,699","6,757",,,,,,,,,"4,486","2,213",2.37,,,"7,254",,,,"7,254",32,"7,223",,"6,757",58,2.37,
GLHB,18Mar2021,Central,Y,,,"4,786","4,749","4,786",,,,,,,,,"4,551",198,2.36,,,"5,129",,,,"5,129",181,"5,273",,"4,786",37,2.36,
GLHB,19Mar2021,Central,Y,,,"7,883","7,825","7,883",,,,,,,,,"4,996","2,829",2.36,,,"8,432",,,,"8,432",15,"8,386",,"7,883",58,2.36,
GLHB,20Mar2021,Central,Y,,,"4,902","4,855","4,902",,,,,,,,,"3,777","1,078",2.36,,,"5,257",,,,"5,257",193,"5,402",,"4,902",47,2.36,
GLHB,21Mar2021,Central,Y,,,"2,528","2,504","2,528",,,,,,,,,"4,057","-1,553",2.37,,,"2,712",,,,"2,712",595,"3,288",,"2,528",24,2.37,
GLHB,22Mar2021,Central,Y,,,"7,054","7,007","7,054",,,,,,,,,"3,812","3,195",2.36,,,"7,541",,,,"7,541",4,"7,494",,"7,054",47,2.36,
GLHB,23Mar2021,Central,Y,,,"7,075","7,025","7,075",,,,,,,,,"4,013","3,012",2.36,,,"7,562",,,,"7,562",2,"7,511",,"7,075",50,2.36,
GLHB,24Mar2021,Central,Y,,,"5,884","5,844","5,884",,,,,,,,,"3,698","2,146",2.35,,,"6,282",,,,"6,282",4,"6,242",,"5,884",40,2.35,
GLHB,25Mar2021,Central,Y,,,"7,300","7,251","7,300",,,,,,,,,"3,401","3,850",2.35,,,"7,776",,,,"7,776",0,"7,724",,"7,300",49,2.35,
GLHB,26Mar2021,Central,Y,,,"7,626","7,575","7,626",,,,,,,,,"3,710","3,865",2.35,,,"8,145",,,,"8,145",1,"8,092",,"7,626",51,2.35,
GLHB,27Mar2021,Central,Y,,,"4,746","4,709","4,746",,,,,,,,,"3,862",847,2.35,,,"5,067",,,,"5,067",144,"5,173",,"4,746",37,2.35,
GLHB,28Mar2021,Central,Y,,,"3,519","3,507","3,519",,,,,,,,,"3,629",-122,2.35,,,"3,749",,,,"3,749",273,"4,010",,"3,519",12,2.35,
GLHB,29Mar2021,Central,Y,,,"7,114","7,061","7,114",,,,,,,,,"3,583","3,478",2.36,,,"7,612",,,,"7,612",75,"7,631",,"7,114",53,2.36,
GLHB,30Mar2021,Central,Y,,,"4,557","4,521","4,557",,,,,,,,,"4,327",194,2.36,,,"4,870",,,,"4,870",148,"4,982",,"4,557",36,2.36,
GLHB,31Mar2021,Central,Y,,,"4,858","4,819","4,858",,,,,,,,,"4,305",514,2.35,,,"5,182",,,,"5,182",113,"5,255",,"4,858",39,2.35,
GLHB,01Apr2021,Central,Y,,,"8,528","8,475","8,528",,,,,,,,,"5,291","3,184",2.36,,,"9,111",,,,"9,111",0,"9,054",,"8,528",53,2.36,
GLHB,02Apr2021,Central,Y,,,"7,432","7,361","7,432",,,,,,,,,"5,672","1,689",2.37,,,"7,976",,,,"7,976",102,"8,003",,"7,432",71,2.37,
GLHB,03Apr2021,Central,Y,,,"4,749","4,709","4,749",,,,,,,,,"4,599",110,2.36,,,"5,080",,,,"5,080",245,"5,285",,"4,749",40,2.36,
GLHB,04Apr2021,Central,Y,,,"4,019","3,986","4,019",,,,,,,,,"4,580",-594,2.35,,,"4,291",,,,"4,291",430,"4,689",,"4,019",33,2.35,
GLHB,05Apr2021,Central,Y,,,"6,767","6,696","6,767",,,,,,,,,"5,568","1,128",2.36,,,"7,241",,,,"7,241",87,"7,254",,"6,767",71,2.36,
GLHB,06Apr2021,Central,Y,,,"7,871","7,802","7,871",,,,,,,,,"5,835","1,967",2.36,,,"8,424",,,,"8,424",121,"8,473",,"7,871",69,2.36,
GLHB,07Apr2021,Central,Y,,,"7,989","7,925","7,989",,,,,,,,,"5,894","2,031",2.36,,,"8,553",,,,"8,553",0,"8,485",,"7,989",64,2.36,
GLHB,08Apr2021,Central,Y,,,"7,597","7,538","7,597",,,,,,,,,"5,104","2,434",2.35,,,"8,110",,,,"8,110",2,"8,049",,"7,597",59,2.35,
GLHB,09Apr2021,Central,Y,,,"8,008","7,946","8,008",,,,,,,,,"5,243","2,703",2.36,,,"8,558",,,,"8,558",36,"8,528",,"8,008",62,2.36,
GLHB,10Apr2021,Central,Y,,,"5,542","5,506","5,542",,,,,,,,,"4,250","1,256",2.35,,,"5,912",,,,"5,912",49,"5,923",,"5,542",36,2.35,
GLHB,11Apr2021,Central,Y,,,"6,123","6,089","6,123",,,,,,,,,"4,100","1,989",2.36,,,"6,541",,,,"6,541",0,"6,505",,"6,123",34,2.36,
GLHB,12Apr2021,Central,Y,,,"7,713","7,656","7,713",,,,,,,,,"4,577","3,079",2.36,,,"8,249",,,,"8,249",4,"8,193",,"7,713",57,2.36,
GLHB,13Apr2021,Central,Y,,,"5,731","5,702","5,731",,,,,,,,,"3,996","1,706",2.36,,,"6,124",,,,"6,124",0,"6,093",,"5,731",29,2.36,
GLHB,14Apr2021,Central,Y,,,"7,023","6,978","7,023",,,,,,,,,"4,055","2,923",2.35,,,"7,496",,,,"7,496",0,"7,448",,"7,023",45,2.35,
GLHB,15Apr2021,Central,Y,,,"8,539","8,494","8,539",,,,,,,,,"4,067","4,427",2.35,,,"9,113",,,,"9,113",0,"9,065",,"8,539",45,2.35,
GLHB,16Apr2021,Central,Y,,,"9,599","9,544","9,599",,,,,,,,,"3,991","5,553",2.35,,,"10,247",,,,"10,247",0,"10,189",,"9,599",55,2.35,
GLHB,17Apr2021,Central,Y,,,"9,392","9,349","9,392",,,,,,,,,"3,474","5,875",2.36,,,"10,036",,,,"10,036",0,"9,990",,"9,392",43,2.36,
GLHB,18Apr2021,Central,Y,,,"9,503","9,445","9,503",,,,,,,,,"3,647","5,798",2.35,,,"10,140",,,,"10,140",0,"10,078",,"9,503",58,2.35,
GLHB,19Apr2021,Central,Y,,,"9,370","9,314","9,370",,,,,,,,,"4,259","5,055",2.36,,,"10,025",,,,"10,025",0,"9,965",,"9,370",56,2.36,
GLHB,20Apr2021,Central,Y,,,"6,652","6,612","6,652",,,,,,,,,"3,373","3,239",2.36,,,"7,117",,,,"7,117",0,"7,074",,"6,652",40,2.36,
GLHB,21Apr2021,Central,Y,,,"6,652","6,606","6,652",,,,,,,,,"3,848","2,758",2.35,,,"7,104",,,,"7,104",0,"7,055",,"6,652",46,2.35,
GLHB,22Apr2021,Central,Y,,,"6,810","6,764","6,810",,,,,,,,,"4,543","2,221",2.36,,,"7,291",,,,"7,291",0,"7,242",,"6,810",46,2.36,
GLHB,23Apr2021,Central,Y,,,"6,613","6,568","6,613",,,,,,,,,"4,784","1,784",2.36,,,"7,072",,,,"7,072",0,"7,024",,"6,613",45,2.36,
GLHB,24Apr2021,Central,Y,,,"6,419","6,386","6,419",,,,,,,,,"4,323","2,063",2.36,,,"6,868",,,,"6,868",0,"6,833",,"6,419",33,2.36,
GLHB,25Apr2021,Central,Y,,,"6,248","6,214","6,248",,,,,,,,,"4,230","1,984",2.36,,,"6,698",,,,"6,698",0,"6,661",,"6,248",34,2.36,
GLHB,26Apr2021,Central,Y,,,"5,044","5,000","5,044",,,,,,,,,"4,288",712,2.37,,,"5,413",,,,"5,413",122,"5,489",,"5,044",44,2.37,
GLHB,27Apr2021,Central,Y,,,"4,725","4,683","4,725",,,,,,,,,"4,186",497,2.37,,,"5,071",,,,"5,071",220,"5,248",,"4,725",42,2.37,
GLHB,28Apr2021,Central,Y,,,"4,790","4,754","4,790",,,,,,,,,"4,145",609,2.36,,,"5,137",,,,"5,137",246,"5,346",,"4,790",36,2.36,
GLHB,29Apr2021,Central,Y,,,"5,436","5,395","5,436",,,,,,,,,"4,273","1,122",2.37,,,"5,834",,,,"5,834",103,"5,894",,"5,436",41,2.37,
GLHB,30Apr2021,Central,Y,,,"5,595","5,561","5,595",,,,,,,,,"3,991","1,570",2.36,,,"5,994",,,,"5,994",78,"6,037",,"5,595",34,2.36,
GLHB,01May2021,Central,Y,,,"4,247","4,222","4,247",,,,,,,,,"3,595",627,2.36,,,"4,540",,,,"4,540",168,"4,682",,"4,247",25,2.36,
GLHB,02May2021,Central,Y,,,"4,286","4,262","4,286",,,,,,,,,"3,361",901,2.36,,,"4,585",,,,"4,585",123,"4,683",,"4,286",24,2.36,
GLHB,03May2021,Central,Y,,,"3,155","3,134","3,155",,,,,,,,,"3,712",-578,2.36,,,"3,384",,,,"3,384",283,"3,645",,"3,155",21,2.36,
GLHB,04May2021,Central,Y,,,"3,177","3,156","3,177",,,,,,,,,"4,251","-1,095",2.36,,,"3,399",,,,"3,399",503,"3,883",,"3,177",21,2.36,
GLHB,05May2021,Central,Y,,,"5,196","5,161","5,196",,,,,,,,,"3,720","1,441",2.36,,,"5,550",,,,"5,550",4,"5,517",,"5,196",35,2.36,
GLHB,06May2021,Central,Y,,,"5,559","5,514","5,559",,,,,,,,,"3,845","1,669",2.35,,,"5,929",,,,"5,929",0,"5,881",,"5,559",45,2.35,
GLHB,07May2021,Central,Y,,,"7,483","7,426","7,483",,,,,,,,,"4,067","3,359",2.35,,,"7,991",,,,"7,991",1,"7,932",,"7,483",57,2.35,
GLHB,08May2021,Central,Y,,,"5,154","5,123","5,154",,,,,,,,,"3,596","1,527",2.36,,,"5,516",,,,"5,516",142,"5,626",,"5,154",31,2.36,
GLHB,09May2021,Central,Y,,,"6,233","6,193","6,233",,,,,,,,,"3,913","2,280",2.36,,,"6,664",,,,"6,664",0,"6,621",,"6,233",40,2.36,
GLHB,10May2021,Central,Y,,,"6,342","6,303","6,342",,,,,,,,,"4,036","2,267",2.36,,,"6,779",,,,"6,779",0,"6,738",,"6,342",39,2.36,
GLHB,11May2021,Central,Y,,,"3,323","3,309","3,323",,,,,,,,,"3,685",-376,2.36,,,"3,553",,,,"3,553",202,"3,740",,"3,323",14,2.36,
GLHB,12May2021,Central,Y,,,"5,203","5,180","5,203",,,,,,,,,"3,857","1,323",2.36,,,"5,562",,,,"5,562",25,"5,563",,"5,203",23,2.36,
GLHB,13May2021,Central,Y,,,"6,332","6,306","6,332",,,,,,,,,"3,936","2,370",2.36,,,"6,768",,,,"6,768",0,"6,740",,"6,332",26,2.36,
GLHB,14May2021,Central,Y,,,"4,366","4,336","4,366",,,,,,,,,"3,612",724,2.36,,,"4,677",,,,"4,677",264,"4,910",,"4,366",30,2.36,
GLHB,15May2021,Central,Y,,,"3,825","3,803","3,825",,,,,,,,,"3,190",613,2.36,,,"4,090",,,,"4,090",154,"4,222",,"3,825",22,2.36,
GLHB,16May2021,Central,Y,,,"4,616","4,585","4,616",,,,,,,,,"3,758",827,2.35,,,"4,929",,,,"4,929",210,"5,107",,"4,616",31,2.35,
GLHB,17May2021,Central,Y,,,"7,608","7,557","7,608",,,,,,,,,"4,502","3,055",2.35,,,"8,115",,,,"8,115",0,"8,060",,"7,608",51,2.35,
GLHB,18May2021,Central,Y,,,"8,445","8,391","8,445",,,,,,,,,"4,261","4,130",2.35,,,"9,010",,,,"9,010",0,"8,953",,"8,445",54,2.35,
GLHB,19May2021,Central,Y,,,"9,375","9,325","9,375",,,,,,,,,"4,445","4,880",2.35,,,"10,006",,,,"10,006",0,"9,953",,"9,375",50,2.35,
GLHB,20May2021,Central,Y,,,"10,207","10,146","10,207",,,,,,,,,"4,701","5,445",2.36,,,"10,915",,,,"10,915",0,"10,849",,"10,207",61,2.36,
GLHB,21May2021,Central,Y,,,"9,243","9,184","9,243",,,,,,,,,"4,524","4,660",2.36,,,"9,905",,,,"9,905",0,"9,842",,"9,243",59,2.36,
