BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,AZPS,EPE,GRID,PSCO,SRP,SWPP,TEPC,WACM,Subregion Frep,Subregion Jica,Subregion KAFB,Subregion KCEC,Subregion LAC,Subregion NTUA,Subregion PNM,Subregion TSGT,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
PNM,14Jul2022,Arizona,N,"45,293","48,739","33,158","-15,598","6,875","15,290",,,219,"4,316","6,326",87,,"-11,269","11,700","-3,865","-2,922",,85,-264,"-9,063","1,531",55,"1,451",597,"1,852",653,"34,823","7,705",2.34,0.92,,"7,291","6,347",,73,"13,712","15,195","6,207","22,700","33,121","48,719",0.91,1.03
PNM,15Jul2022,Arizona,N,"45,567","49,529","35,442","-14,104","8,491","14,577",,,216,"3,961","8,065",88,,"-8,284","9,512","-4,646","-3,807",,"-1,154","2,438","-8,163","1,524",54,"1,432",549,"1,814",643,"35,549","7,889",2.34,0.91,,"8,996","6,050",,82,"15,128","14,321","5,823","23,626","35,404","49,508",0.94,1.05
PNM,16Jul2022,Arizona,N,"45,678","49,071","39,092","-9,992","7,298","15,401",,,216,"3,934","12,123",84,,"-6,060","9,949","-5,359","-3,762",,-721,"2,126","-6,165","1,408",53,"1,329",554,"1,773",601,"35,289","7,954",2.33,0.91,,"7,729","6,392",,109,"14,230","12,326","5,601","20,954","39,063","49,055",0.80,0.94
PNM,17Jul2022,Arizona,N,"45,224","48,691","34,124","-14,597","4,660","19,071",,,231,"4,019","6,030",73,,"-10,025","9,805","-1,697","-3,786",,715,"-2,620","-6,989","1,509",53,"1,310",550,"1,786",616,"34,827","7,988",2.33,0.91,,"4,932","7,905",,69,"12,906","13,061","4,953","21,013","34,093","48,690",0.83,0.95
PNM,18Jul2022,Arizona,N,"47,748","51,681","40,030","-11,700","11,135","19,396",,,194,"4,160","5,030",84,,"-9,940","10,616","-2,113","-3,861",,72,-481,"-5,993","1,580",61,"1,480",566,"1,880",688,"37,133","8,259",2.34,0.91,,"11,803","8,043",,63,"19,909","11,710","6,188","25,432","40,008","51,708",1.10,1.08
PNM,19Jul2022,Arizona,N,"49,328","52,450","50,099","-2,406","16,652","16,008",,,168,"4,190","12,951",84,,"-7,515","10,427","-1,336","-3,703",,-900,"7,177","-6,556","1,602",61,"1,501",530,"1,904",670,"37,826","8,281",2.34,0.91,,"17,664","6,639",,116,"24,419","11,030","9,051","26,398","50,061","52,467",1.08,1.11
PNM,20Jul2022,Arizona,N,"48,839","51,920","49,293","-2,684","16,744","15,135",,,160,"3,472","13,684",62,,"-7,148","12,037","-2,825","-3,886",,-496,"6,869","-7,235","1,536",62,"1,503",534,"1,856",663,"37,456","8,227",2.34,0.91,,"17,752","6,274",,116,"24,142","13,132","10,379","26,895","49,266","51,950",1.08,1.14
PNM,21Jul2022,Arizona,N,"47,813","51,401","42,666","-8,797","17,999","13,733",,,144,"3,978","6,724",45,,"-10,534","10,971","-2,677","-4,019",,-347,"5,849","-8,040","1,467",61,"1,488",510,"1,819",670,"37,152","8,161",2.34,0.91,,"19,084","5,691",,73,"24,847","14,008","9,696","29,160","42,633","51,430",1.28,1.25
PNM,22Jul2022,Arizona,N,"47,499","50,806","44,860","-6,005","18,660","14,952",,,146,"3,868","7,130",66,,"-9,090","12,450","-5,264","-3,510",,"-1,372","7,376","-6,595","1,490",57,"1,454",521,"1,818",675,"36,692","8,026",2.34,0.92,,"19,795","6,206",,75,"26,076","13,747","11,260","28,564","44,830","50,835",1.28,1.24
PNM,23Jul2022,Arizona,N,"46,944","49,497","48,924",-608,"18,314","12,516",,,132,"4,177","13,661",97,,"-3,406","10,383","-8,501","-3,267",,84,"7,881","-3,782","1,508",56,"1,323",449,"1,792",628,"35,816","7,844",2.34,0.92,,"19,440","5,208",,120,"24,769","11,131","10,530","25,370","48,904","49,512",1.12,1.13
PNM,24Jul2022,Arizona,N,"44,510","48,057","53,668","5,594","19,369","12,887",,,115,"3,957","17,208",101,,,,,,,,,,"1,789",53,"1,314",499,"1,755",610,"34,337","7,626",2.34,0.92,,"20,552","5,354",,142,"26,049",,,,"53,645",,1.07,
PNM,25Jul2022,Arizona,N,"45,000","45,000","54,077",,"19,343","12,811",,,116,"3,957","17,718",101,,"-5,892","9,509","-6,479","-3,271",,-207,"4,510","-4,409",,,,,,,,,2.34,0.92,,"20,537","5,322",,146,"26,004","11,523","7,387","30,140","54,054","60,293",1.06,1.10
PNM,26Jul2022,Arizona,N,,"46,091","47,413","1,293","19,876","14,631",,,108,"3,260","9,392",112,,"-3,087","10,143","-3,818","-3,078",,205,"3,896","-2,967","1,683",54,"1,436",523,"1,799",634,"33,011","6,905",2.34,0.91,,"21,085","6,072",,86,"27,242","7,620","8,569","26,294","47,385","46,091",1.27,1.26
PNM,27Jul2022,Arizona,N,"43,958","44,501","44,252",-285,"20,727","13,543",,,120,"3,211","6,512",102,,,,,,,,,,"1,471",53,"1,388",481,"1,730",649,"31,558","7,177",2.34,0.91,,"21,992","5,616",,66,"27,674",,,,"44,220",,1.38,
PNM,28Jul2022,Arizona,N,"42,417","42,417","44,567",,"20,693","13,692",,,120,"3,210","6,712",103,,"-4,803","9,295","-1,866","-3,215",,"1,543","3,847","-3,441",,,,,,,,,2.34,0.92,,"21,960","5,683",,68,"27,711","8,584","9,947","26,348","44,536","43,176",1.37,1.35
PNM,29Jul2022,Arizona,N,,"42,470","46,448","3,926","19,639","13,337",,,144,"2,920","10,270",107,,"-3,562","9,901","-3,188","-3,263",,"1,343","6,192","-3,497","1,468",49,"1,356",583,"1,700",533,"29,941","6,763",2.34,0.91,,"20,836","5,534",,90,"26,460","8,269","10,646","24,083","46,425","42,499",1.26,1.25
PNM,30Jul2022,Arizona,N,"38,994","40,923","43,339","2,316","18,697","13,615",,,198,"2,909","7,789",99,,"-2,599","10,714","-2,190","-3,477",,49,"3,763","-3,944","1,213",48,"1,239",585,"1,587",542,"28,881","6,798",2.34,0.91,,"19,826","5,650",,73,"25,549","7,856","9,324","24,081","43,313","40,997",1.30,1.29
PNM,31Jul2022,Arizona,N,"39,409","42,629","45,009","2,220","19,078","13,423",,,255,"3,600","8,542",81,,"-2,862","9,768","-3,588","-3,207",,974,"4,242","-3,106","1,615",49,"1,258",567,"1,590",541,"30,160","6,923",2.34,0.92,,"20,234","5,579",,83,"25,896","7,968","9,043","24,821","44,986","42,765",1.27,1.28
PNM,01Aug2022,Arizona,N,"43,155","45,544","43,445","-2,269","19,849","13,737",,,263,"3,487","5,987",86,,"-4,166","11,146","-5,108","-3,257",,-576,"4,197","-4,506","1,626",59,"1,439",495,"1,652",620,"32,398","7,319",2.34,0.92,,"21,058","5,707",,66,"26,831","10,109","9,431","27,508","43,424","45,694",1.36,1.33
PNM,02Aug2022,Arizona,N,"44,353","48,070","49,185",938,"15,519","14,336",,,262,"4,183","14,758",92,,443,"12,326","-8,356","-3,685",,-382,"4,344","-3,752","1,483",61,"1,484",446,"1,708",649,"34,599","7,524",2.34,0.92,,"16,482","5,960",,129,"22,571","10,180","9,398","23,353","49,153","48,215",1.01,1.07
PNM,03Aug2022,Arizona,N,"44,612","48,315","50,194","1,706","13,429","14,331",,,242,"3,798","18,280",69,,-458,"12,173","-6,082","-3,372",,-108,"3,270","-3,717","1,397",60,"1,456",477,"1,695",616,"35,112","7,389",2.34,0.92,,"14,253","5,949",,149,"20,351","9,182","8,015","21,517","50,154","48,448",0.89,0.98
PNM,04Aug2022,Arizona,N,"44,278","48,455","37,629","-10,971","13,420","14,558",,,210,"3,446","5,926",34,,"-7,996","10,602","-2,685","-3,803",,-770,-386,"-5,933","1,362",59,"1,452",553,"1,741",550,"35,111","7,477",2.34,0.91,,"14,252","6,041",,64,"20,357","12,002","6,224","26,136","37,617","48,588",1.19,1.19
PNM,05Aug2022,Arizona,N,"43,802","47,542","36,787","-10,856","13,452","13,578",,,169,"3,055","6,402",97,,"-7,053","9,206","-3,474","-3,881",,538,869,"-7,060","1,526",54,"1,420",522,"1,698",535,"34,145","7,452",2.34,0.92,,"14,278","5,639",,65,"19,982","11,834","6,120","25,697","36,761","47,616",1.20,1.19
PNM,06Aug2022,Arizona,N,"43,688","44,179","40,112","-4,152","13,388","13,209",,,-28,"3,167","10,239",94,,519,"9,516","-8,100","-3,574",,-995,"3,000","-4,518","1,506",48,"1,277",570,"1,617",513,"31,473","7,004",2.34,0.92,,"14,209","5,498",,91,"19,797","9,910","7,225","22,482","40,252","44,404",1.08,1.12
PNM,07Aug2022,Arizona,N,"41,627","43,909","35,316","-8,678","13,939","13,265",,,146,"3,174","4,672",75,,"-3,400","7,588","-6,549","-3,741",,333,"2,262","-5,172","1,518",49,"1,270",533,"1,605",534,"30,905","7,220",2.34,0.92,,"14,781","5,511",,54,"20,346","11,807","6,801","25,352","35,279","43,958",1.27,1.27
PNM,08Aug2022,Arizona,N,"42,006","43,845","48,490","4,540","19,830","15,320",,,172,"2,842","10,254",32,,"-1,660","9,800","-1,890","-3,269",,"-1,468","6,405","-3,378","1,462",56,"1,401",523,"1,685",589,"31,108","7,013",2.34,0.91,,"21,023","6,356",,89,"27,467","7,703","10,050","25,120","48,460","43,920",1.25,1.26
PNM,09Aug2022,Arizona,N,"42,280","44,032","43,530",-626,"19,971","14,932",,,192,"3,700","4,641",57,,"-5,134","9,928","-1,267","-3,759",,-926,"6,352","-5,819","1,402",59,"1,418",456,"1,744",634,"31,265","7,100",2.34,0.91,,"21,159","6,194",,57,"27,411","9,967","10,224","27,153","43,500","44,125",1.39,1.36
PNM,10Aug2022,Arizona,N,"42,152","43,562","44,238",550,"20,439","16,136",,,192,"3,495","3,856",82,,"-5,184","11,609","-1,269","-3,619",,"-1,305","7,448","-7,130","1,584",61,"1,401",470,"1,722",621,"31,554","6,172",2.34,0.91,,"21,655","6,690",,51,"28,396","10,878","12,063","27,211","44,207","43,657",1.42,1.37
PNM,11Aug2022,Arizona,N,"41,268","43,143","41,345","-1,884","20,734","14,108",,,147,"3,001","3,221",97,,"-6,611","8,581","-1,177","-3,460",,-682,"9,373","-7,908","1,498",61,"1,395",397,"1,684",631,"30,819","6,700",2.33,0.92,,"21,960","5,859",,43,"27,862","10,795","11,625","27,032","41,316","43,200",1.49,1.38
PNM,12Aug2022,Arizona,N,"41,166","43,630","45,219","1,535","21,161","14,586",,,120,"4,334","4,880",105,,"-4,381","9,917","-3,147","-3,425",,"-1,348","9,690","-5,771","1,422",59,"1,366",450,"1,701",627,"30,951","7,025",2.33,0.92,,"22,403","6,062",,63,"28,528","10,215","12,263","26,480","45,211","43,676",1.39,1.34
PNM,13Aug2022,Arizona,N,"41,313","43,931","44,771",806,"19,937","14,804",,,105,"4,095","5,700",94,,"-4,614","10,732","-4,155","-3,265",,-584,"7,131","-4,439","1,444",53,"1,268",462,"1,688",520,"31,313","7,070",2.33,0.91,,"21,099","6,138",,67,"27,303","9,765","11,136","25,932","44,744","43,938",1.35,1.30
PNM,14Aug2022,Arizona,N,"41,849","44,435","43,581",-877,"20,253","13,973",,,96,"3,941","5,185",103,,"-5,709","9,099","-3,174","-3,112",,209,"5,304","-3,495","1,534",58,"1,266",426,"1,687",498,"31,664","7,197",2.33,0.92,,"21,449","5,800",,62,"27,311","9,082","9,645","26,747","43,559","44,437",1.38,1.33
PNM,15Aug2022,Arizona,N,"42,496","47,293","44,694","-2,622","14,746","15,004",,,96,"3,826","10,894",93,,"-1,935","9,748","-6,174","-3,525",,"-1,384","5,223","-4,574","1,580",55,"1,423",456,"1,793",533,"33,871","7,431",2.34,0.92,,"15,634","6,228",,99,"21,962","10,439","8,452","23,948","44,668","47,289",1.08,1.12
PNM,16Aug2022,Arizona,N,"42,483","46,431","42,794","-3,659","11,416","16,013",,,79,"3,526","11,625",97,,"-2,493","9,158","-2,922","-3,492",,-956,"2,977","-5,931",,,,,,,,,2.34,0.91,,"12,095","6,642",,102,"18,839","10,526","6,391","22,974","42,763","46,422",0.97,1.09
PNM,17Aug2022,Arizona,N,"41,606","44,448","40,732","-3,756","11,692","15,341",,,86,"2,990","10,484",93,,-956,"10,095","-3,486","-3,759",,"-1,561","1,373","-5,464","1,571",54,"1,413",529,"1,699",576,"31,675","6,858",2.33,0.91,,"12,380","6,366",,91,"18,836","10,463","6,510","22,789","40,693","44,451",1.02,1.13
PNM,18Aug2022,Arizona,N,"40,441","43,080","33,420","-9,724","11,932","14,815",,,110,"2,724","3,698",106,,"-6,238","9,646",-74,"-3,721",,"-1,493",-351,"-7,492","1,583",58,"1,376",431,"1,729",625,"30,281","7,004",2.33,0.92,,"12,632","6,155",,44,"18,832","12,024","5,928","24,928","33,388","43,111",1.24,1.27
PNM,19Aug2022,Arizona,N,"38,555","41,579","37,032","-4,633","18,447","13,230",,,97,"2,362","2,762",115,,"-4,886","8,465",-965,"-3,274",,"-1,264","2,647","-5,356","1,779",51,"1,324",458,"1,701",591,"29,088","6,651",2.33,0.92,,"19,537","5,504",,36,"25,077","9,272","7,326","27,023","37,017","41,650",1.49,1.43
PNM,20Aug2022,Arizona,N,"33,892","37,065","49,499","12,333","19,433","10,385",,,96,"1,225","18,212",127,,"4,242","7,777","-4,143","-2,763",,219,"7,375",-374,"1,649",48,"1,172",592,"1,613",544,"25,475","6,060",2.33,0.92,,"20,566","4,328",,131,"25,025","5,443","11,040","19,427","49,486","37,153",1.11,1.15
PNM,21Aug2022,Arizona,N,"34,259","38,440","43,589","5,051","19,633","11,641",,,96,"3,588","8,487",123,,"-1,510","8,541","-3,126","-2,668",,"1,237","3,942","-1,364","1,479",48,"1,204",390,"1,640",539,"27,156","6,054",2.33,0.92,,"20,773","4,845",,82,"25,700","4,833","8,259","22,274","43,575","38,523",1.30,1.27
PNM,22Aug2022,Arizona,N,"37,053","39,890","43,996","4,032","21,220","12,638",,,67,"3,405","6,534",107,,"-3,705","10,478","-1,205","-2,704",,243,"2,725","-1,801",766,54,"1,342",509,"1,706",594,"28,540","6,391",2.33,0.92,,"22,471","5,256",,67,"27,795","5,532","8,685","24,642","43,975","39,944",1.39,1.36
PNM,23Aug2022,Arizona,N,"38,352","40,370","41,345",935,"20,755","13,508",,,33,"3,873","3,067",88,,"-5,366","10,398",-310,"-3,039",,5,"2,955","-3,708",624,54,"1,356",489,"1,692",635,"28,893","6,622",2.34,0.92,,"21,985","5,615",,47,"27,647","7,664","9,464","25,846","41,340","40,405",1.47,1.41
PNM,24Aug2022,Arizona,N,"38,676","40,711","41,206",470,"21,403","12,356",,,24,"3,323","3,979",100,,"-4,423","9,028",-666,"-3,084",,-428,"2,155","-2,112",654,53,"1,364",473,"1,703",564,"29,333","6,480",2.34,0.92,,"22,679","5,135",,50,"27,863","6,118","7,626","26,355","41,194","40,724",1.49,1.43
PNM,25Aug2022,Arizona,N,"39,927","41,718","44,195","2,444","21,256","13,774",,,24,"3,610","5,408",100,,"-2,999","10,117","-1,362","-3,160",,-476,"2,541","-2,217",698,54,"1,363",441,"1,729",548,"30,033","6,773",2.34,0.92,,"22,528","5,723",,61,"28,312","6,021","8,427","25,907","44,178","41,734",1.41,1.37
PNM,26Aug2022,Arizona,N,"39,374","41,224","45,733","4,474","21,632","13,261",,,24,"2,558","8,127",100,,"-1,600","10,646","-4,837","-2,848",,-167,"4,397","-1,117","1,070",53,"1,326",471,"1,711",548,"29,428","6,557",2.34,0.92,,"22,952","5,523",,72,"28,547","5,806","9,596","24,757","45,711","41,237",1.38,1.32
PNM,27Aug2022,Arizona,N,"38,381","41,635","53,843","12,173","20,677","11,738",,,24,"4,263","17,007",97,,"5,341","9,795","-8,144","-3,069",,-203,"8,695",-242,"1,633",48,"1,225",517,"1,662",525,"29,352","6,623",2.34,0.92,,"21,956","4,899",,143,"26,998","5,036","11,858","20,177","53,814","41,641",1.11,1.07
PNM,28Aug2022,Arizona,N,"38,959","41,728","51,218","9,441","20,734","12,024",,,38,"4,157","14,137",96,,"1,410","8,396","-3,670","-3,418",,-476,"11,251","-4,054","1,904",48,"1,211",510,"1,641",479,"29,166","6,719",2.34,0.92,,"22,018","5,020",,123,"27,161","7,023","11,981","22,204","51,193","41,754",1.17,1.17
PNM,29Aug2022,Arizona,N,"40,614","43,321","51,592","8,211","21,691","14,699",,,48,"4,251","10,782",93,,"-1,645","11,308","-2,424","-2,959",,-587,"7,680","-3,162","1,747",56,"1,344",487,"1,596",527,"30,640","6,857",2.34,0.92,,"23,017","6,123",,101,"29,241","6,771","11,596","24,417","51,571","43,360",1.25,1.24
PNM,30Aug2022,Arizona,N,"40,795","41,942","56,575","14,572","21,387","15,651",,,48,"3,385","15,987",86,,"2,738","10,396","-2,502","-2,534",,-292,"6,691",75,"1,843",59,"1,341",408,"1,594",572,"29,240","6,847",2.34,0.92,,"22,665","6,503",,130,"29,298","4,579","11,519","22,358","56,549","41,977",1.14,1.17
PNM,31Aug2022,Arizona,N,"40,807","43,281","49,495","6,175","21,554","16,512",,,33,"4,039","7,231",96,,-532,"10,244",-987,"-3,304",,-903,"3,993","-2,336","1,659",55,"1,337",442,"1,711",585,"30,399","7,018",2.34,0.92,,"22,849","6,856",,76,"29,780","5,341","9,349","25,773","49,472","43,297",1.33,1.31
PNM,01Sep2022,Arizona,N,"41,077","43,724","45,238","1,485","21,270","16,228",,,24,"3,933","3,664",99,,"-2,658","10,608","-1,680","-3,528",,"-1,412","2,004","-1,849","1,490",57,"1,341",423,"1,714",552,"30,901","7,132",2.34,0.92,,"22,557","6,746",,51,"29,354","6,710","8,690","27,375","45,226","43,741",1.43,1.38
PNM,02Sep2022,Arizona,N,"42,024","43,172","48,322","5,129","20,956","14,920",,,10,"3,885","8,431",96,,"1,441","8,415","-2,837","-3,617",,"-1,696","5,081","-1,658","1,488",53,"1,305",495,"1,714",584,"30,388","7,064",2.34,0.92,,"22,223","6,205",,83,"28,510","5,703","8,968","25,245","48,305","43,176",1.30,1.29
PNM,03Sep2022,Arizona,N,"39,612","40,051","49,251","9,187","20,729","14,905",,,0,"3,356","10,147",86,,"3,374","9,594","-3,361","-3,596",,"-1,538","7,519","-2,805","1,359",48,"1,188",590,"1,647",556,"27,873","6,725",2.34,0.92,,"21,957","6,213",,91,"28,261","6,756","11,769","23,248","49,229","40,042",1.27,1.28
PNM,04Sep2022,Arizona,N,"38,669","39,899","42,807","2,898","17,818","16,400",,,0,"4,255","4,223",87,,"-1,171","10,933","-1,440","-3,814",,-41,"4,142","-5,711","1,283",51,"1,195",543,"1,650",563,"27,749","6,827",2.33,0.92,,"18,868","6,843",,57,"25,768","8,013","9,886","23,896","42,802","39,904",1.33,1.32
PNM,05Sep2022,Arizona,N,"39,787","42,312","51,743","9,421","15,904","17,371",,,0,"4,062","14,283",93,,"2,553","10,785","-4,523","-3,131",,-873,"6,137","-1,527","1,578",53,"1,220",563,"1,689",571,"29,709","6,850",2.34,0.92,,"16,856","7,242",,123,"24,221","6,278","9,992","20,507","51,721","42,300",1.03,1.07
PNM,06Sep2022,Arizona,N,"40,912","43,469","51,197","7,719","21,264","18,626",,,0,"4,405","6,777",95,,-208,"11,753","-1,456","-2,990",,"-1,042",801,861,"1,321",55,"1,375",393,"1,773",620,"30,843","6,986",2.34,0.92,,"22,555","7,738",,75,"30,368","4,406","9,370","25,404","51,173","43,454",1.31,1.29
PNM,07Sep2022,Arizona,N,"41,728","43,765","49,722","5,941","21,411","17,336",,,0,"4,065","6,781",100,,-336,"11,624","-1,913","-3,318",,"-1,288","2,206","-1,034","1,316",58,"1,378",471,"1,794",596,"31,069","6,981",2.34,0.92,,"22,698","7,206",,73,"29,977","5,830","9,806","26,000","49,700","43,759",1.33,1.31
PNM,08Sep2022,Arizona,N,"41,267","43,394","52,477","9,064","21,766","17,354",,,0,"3,489","9,736",96,,"2,516","11,898","-4,794","-3,437",,-346,"3,859",-633,"1,336",58,"1,362",439,"1,778",587,"30,771","6,965",2.34,0.92,,"23,054","7,228",,89,"30,371","6,181","11,651","24,901","52,449","43,386",1.28,1.27
PNM,09Sep2022,Arizona,N,"40,846","42,500","56,332","13,811","21,407","15,540",,,0,"2,842","16,403",97,,"6,301","10,659","-7,026","-3,707",,-167,"8,245",-494,"1,462",54,"1,293",473,"1,724",588,"29,940","6,896",2.33,0.92,,"22,672","6,475",,129,"29,276","7,018","13,792","22,502","56,296","42,485",1.15,1.17
PNM,10Sep2022,Arizona,N,"37,736","41,550","59,126","17,553","21,251","14,051",,,0,"2,981","20,711",96,,"9,620","9,501","-7,297","-3,112",,-713,"9,840",-286,"1,961",48,"1,163",469,"1,608",543,"29,167","6,549",2.34,0.92,,"22,520","5,859",,159,"28,537","7,450","15,050","20,936","59,099","41,546",1.06,1.11
PNM,11Sep2022,Arizona,N,"34,797","39,306","47,475","8,145","21,180","15,335",,,0,"2,888","7,949",86,,376,"10,596","-1,818","-3,410",,-163,"5,905","-3,341","1,915",48,"1,163",443,"1,606",523,"27,108","6,464",2.34,0.92,,"22,437","6,391",,73,"28,901","6,950","11,598","24,253","47,447","39,302",1.34,1.36
PNM,12Sep2022,Arizona,N,"37,727","40,602","53,330","12,704","21,431","15,006",,,0,"3,658","13,092",100,,"3,465","11,052","-3,428","-3,229",,"-1,539","7,379",-996,"1,505",54,"1,308",393,"1,649",559,"28,482","6,601",2.34,0.92,,"22,736","6,250",,112,"29,098","6,100","12,531","22,667","53,296","40,592",1.20,1.23
PNM,13Sep2022,Arizona,N,"37,002","40,195","43,773","3,555","21,616","8,464",,,0,"3,043","10,493",120,,933,"7,887","-5,105","-3,218",,"-1,530","7,279","-2,691","1,524",49,"1,313",471,"1,628",571,"28,081","6,542",2.34,0.92,,"22,953","3,529",,91,"26,573","7,701","10,230","24,044","43,744","40,189",1.34,1.32
PNM,14Sep2022,Arizona,N,"35,961","38,409","45,688","7,256","20,871","9,370",,,0,"3,594","11,697",116,,"4,076","7,789","-6,949","-3,112",,"-1,125","8,809","-2,232","1,497",48,"1,288",473,"1,604",533,"26,538","6,395",2.34,0.92,,"22,160","3,914",,103,"26,177","6,908","11,640","21,445","45,657","38,401",1.26,1.23
PNM,15Sep2022,Arizona,N,"36,912","38,771","40,841","2,047","20,071","8,845",,,0,"3,923","7,858",107,,"1,105","7,300","-7,365","-2,931",,-928,"7,596","-2,731","1,539",48,"1,290",424,"1,590",522,"26,857","6,448",2.34,0.92,,"21,309","3,694",,79,"25,082","8,129","10,132","23,079","40,812","38,766",1.35,1.31
PNM,16Sep2022,Arizona,N,"36,816","40,120","54,025","13,888","19,701","8,484",,,0,"4,236","21,468",103,,"5,776","7,363","-6,390","-2,832",,54,"10,100",-183,"1,732",48,"1,273",413,"1,614",492,"27,921","6,537",2.34,0.92,,"20,886","3,532",,172,"24,590","5,723","11,550","18,763","54,002","40,114",1.00,1.03
PNM,17Sep2022,Arizona,N,"36,013","40,062","56,031","15,961","19,328","8,736",,,0,"4,327","23,510",103,,"6,609","8,210","-9,630","-2,470",,-168,"9,820","3,590","1,991",48,"1,169",353,"1,611",414,"27,945","6,390",2.34,0.92,,"20,523","3,636",,186,"24,345","6,248","12,733","17,859","56,013","40,052",0.96,0.98
PNM,18Sep2022,Arizona,N,"36,802","40,106","49,933","9,813","19,927","10,147",,,0,"3,638","16,090",102,,"1,797","8,580","-6,485","-2,626",,416,"8,323",-191,"1,438",48,"1,191",365,"1,647",453,"28,413","6,446",2.34,0.92,,"21,164","4,216",,132,"25,512","7,051","11,976","20,588","49,912","40,098",1.13,1.13
PNM,19Sep2022,Arizona,N,"39,165","42,318","46,580","4,251","21,143","13,230",,,0,"3,522","8,562",97,,"-1,395","10,098","-7,184","-2,661",,333,"6,248","-1,188","1,698",55,"1,352",436,"1,748",487,"29,896","6,488",2.34,0.92,,"22,464","5,497",,81,"28,042","7,532","10,643","24,931","46,563","42,312",1.33,1.30
PNM,20Sep2022,Arizona,N,"40,714","42,707","46,419","3,699","20,538","15,308",,,0,"2,750","7,692",106,,"-1,214","10,502","-7,290","-2,707",,183,"4,678",-453,"1,614",50,"1,386",537,"1,805",502,"30,099","6,589",2.34,0.92,,"21,827","6,365",,70,"28,263","6,982","10,161","25,084","46,405","42,706",1.34,1.29
PNM,21Sep2022,Arizona,N,"40,711","42,994","48,381","5,375","18,619","14,932",,,0,"2,849","11,870",85,,-34,"10,969","-6,553","-3,370",,279,"7,381","-3,297","1,604",48,"1,374",576,"1,768",504,"30,596","6,443",2.34,0.92,,"19,804","6,214",,99,"26,116","8,732","11,403","23,445","48,365","42,990",1.19,1.20
PNM,22Sep2022,Arizona,N,"39,186","41,665","49,523","7,846","18,432","12,979",,,0,"3,132","14,839",105,,"1,487","10,553","-5,337","-3,803",,232,"9,255","-4,543","1,593",48,"1,341",514,"1,737",465,"29,068","6,597",2.34,0.92,,"19,571","5,408",,120,"25,100","8,830","12,430","21,500","49,487","41,643",1.12,1.14
PNM,23Sep2022,Arizona,N,"37,139","41,831","50,208","8,299","18,387","14,109",,,65,"3,657","13,855",106,,"5,816","11,534","-10,024","-3,255",,-801,"9,042","-4,013","1,680",48,"1,297",491,"1,735",477,"29,613","6,434",2.33,0.92,,"19,469","5,887",,118,"25,474","9,921","13,759","21,636","50,188","41,889",1.12,1.14
