BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,BANC,CISO,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
TIDC,25Nov2019,Pacific,N,"6,685","6,598","6,049",-546,,"5,815",,,235,,,,,"2,515","-3,061",,0.91,,,"2,401",,1,"2,402",602,739,"2,266","6,050","6,596",0.88,0.76
TIDC,26Nov2019,Pacific,N,"6,827","6,829","6,507",-318,,"6,237",,,267,,,,,"2,536","-2,854",,0.91,,,"2,574",,2,"2,576",780,861,"2,495","6,504","6,822",0.87,0.81
TIDC,27Nov2019,Pacific,N,"6,790","6,703","6,102",-598,,"5,822",,,279,,,,,135,-733,,0.91,,,"2,401",,2,"2,402",442,444,"2,400","6,101","6,699",0.87,0.79
TIDC,28Nov2019,Pacific,N,"5,829","4,321","2,838","-2,960",,"2,533",,,304,,,,,"-2,663",-297,,0.91,,,"1,044",,2,"1,046",754,81,"1,719","2,837","5,797",0.81,0.65
TIDC,29Nov2019,Pacific,N,"6,023",0,"2,814","-3,376",,0,,,0,,,,,499,"-3,875",,,,,0,,0,0,"1,165",349,816,0,"3,376",,0.53
TIDC,30Nov2019,Pacific,N,"6,245",0,,"-3,408",,0,,,0,,,,,-710,"-2,698",,,,,0,,0,0,"1,130",252,878,0,"3,408",,0.57
TIDC,01Dec2019,Pacific,N,"5,805",0,,"-3,872",,0,,,0,,,,,"-1,759","-2,113",,,,,0,,0,0,"1,210",234,976,0,"3,872",,0.56
TIDC,02Dec2019,Pacific,N,"6,633","6,847","2,990","-3,849",,"2,715",,,274,,,,,"-1,482","-2,367",,0.91,,,"1,116",,2,"1,118","1,179",291,"2,006","2,989","6,838",0.82,0.65
TIDC,03Dec2019,Pacific,N,"6,873","6,903","3,087","-3,806",,"2,790",,,297,,,,,"-3,798",-8,,0.91,,,"1,151",,2,"1,153",979,179,"1,953","3,087","6,893",0.82,0.62
TIDC,04Dec2019,Pacific,N,"6,953","6,913","3,104","-3,795",,"2,813",,,299,,,,,"-3,018",-777,,0.91,,,"1,158",,2,"1,160",968,59,"2,069","3,112","6,907",0.82,0.66
TIDC,05Dec2019,Pacific,N,"6,880","6,735","2,517","-4,203",,"2,240",,,282,,,,,"-2,593","-1,610",,0.91,,,925,,2,926,"1,231",287,"1,870","2,522","6,725",0.81,0.61
TIDC,06Dec2019,Pacific,N,"6,666","6,455","2,529","-3,916",,"2,231",,,301,,,,,"-2,371","-1,545",,0.91,,,919,,2,921,"1,234",358,"1,796","2,532","6,448",0.80,0.61
TIDC,07Dec2019,Pacific,N,"5,920","5,979","2,176","-3,793",,"1,875",,,302,,,,,"-3,746",-47,,0.91,,,774,,2,776,915,133,"1,558","2,177","5,970",0.79,0.58
TIDC,08Dec2019,Pacific,N,"5,670","5,731","2,327","-3,393",,"2,030",,,300,,,,,-734,"-2,659",,0.91,,,836,,2,838,"1,250",284,"1,805","2,330","5,723",0.79,0.70
TIDC,09Dec2019,Pacific,N,"6,622","6,461","2,804","-3,768",,"2,513",,,288,,,,,"-1,322","-2,446",,0.91,,,"1,037",,2,"1,039","1,195",194,"2,040","2,801","6,569",0.82,0.68
TIDC,10Dec2019,Pacific,N,"6,796","6,821","2,900","-3,912",,"2,569",,,326,,,,,"-4,663",751,,0.91,,,"1,060",,2,"1,062","1,345",400,"2,008","2,895","6,807",0.81,0.65
TIDC,11Dec2019,Pacific,N,"6,757","6,811","2,906","-3,894",,"2,644",,,264,,,,,"-4,143",249,,0.91,,,"1,091",,2,"1,092","1,247",312,"2,028","2,908","6,802",0.83,0.66
TIDC,12Dec2019,Pacific,N,"6,833","6,560","2,494","-4,055",,"2,243",,,250,,,,,"-2,325","-1,730",,0.91,,,925,,2,926,"1,220",282,"1,865","2,493","6,548",0.82,0.63
TIDC,13Dec2019,Pacific,N,"6,596","6,402","2,547","-3,841",,"2,239",,,308,,,,,"-1,029","-2,812",,0.91,,,922,,2,924,"1,389",407,"1,906","2,547","6,388",0.80,0.66
TIDC,14Dec2019,Pacific,N,"5,923","5,726","2,496","-3,217",,"2,203",,,293,,,,,279,"-3,496",,0.91,,,905,,2,906,"1,170",400,"1,677","2,496","5,713",0.80,0.65
TIDC,15Dec2019,Pacific,N,"5,816","5,762","2,001","-3,715",,"1,675",,,332,,,,,260,"-3,975",,0.91,,,688,,2,690,"1,320",413,"1,598","2,007","5,722",0.76,0.62
TIDC,16Dec2019,Pacific,N,"6,761","6,746","3,751","-2,917",,"3,464",,,286,,,,,298,"-3,215",,0.91,,,"1,426",,2,"1,428","1,202",561,"2,069","3,750","6,667",0.84,0.68
TIDC,17Dec2019,Pacific,N,"6,904","6,901","4,736","-2,165",,"4,425",,,309,,,,,173,"-2,338",,0.91,,,"1,824",,2,"1,826","1,027",494,"2,360","4,734","6,899",0.85,0.75
TIDC,18Dec2019,Pacific,N,"6,882","6,720","5,259","-1,452",,"4,947",,,312,,,,,831,"-2,283",,0.91,,,"2,038",,2,"2,040",984,616,"2,407","5,259","6,711",0.86,0.79
TIDC,19Dec2019,Pacific,N,"6,709","6,613","4,493","-2,117",,"4,190",,,302,,,,,370,"-2,487",,0.91,,,"1,726",,2,"1,728","1,136",748,"2,116","4,492","6,609",0.85,0.71
TIDC,20Dec2019,Pacific,N,"6,590","6,597","3,225","-3,360",,"2,916",,,307,,,,,"-1,732","-1,628",,0.91,,,"1,202",,2,"1,204","1,242",526,"1,920","3,223","6,583",0.82,0.64
TIDC,21Dec2019,Pacific,N,"5,925","6,108","2,741","-3,354",,"2,423",,,316,,,,,"-3,100",-254,,0.91,,,"1,000",,2,"1,002","1,156",424,"1,734","2,739","6,093",0.81,0.63
TIDC,22Dec2019,Pacific,N,"5,860","5,860","3,766","-2,160",,"3,474",,,293,,,,,"-1,850",-310,,0.91,,,"1,432",,2,"1,434",902,416,"1,919","3,767","5,927",0.84,0.71
TIDC,23Dec2019,Pacific,N,"6,488","6,530","4,304","-2,224",,"4,004",,,299,,,,,"-1,876",-348,,0.91,,,"1,648",,2,"1,650",530,14,"2,167","4,303","6,527",0.85,0.73
TIDC,24Dec2019,Pacific,N,"6,207","6,144","3,715","-2,422",,"3,405",,,314,,,,,786,"-3,208",,0.91,,,"1,403",,2,"1,405","1,028",475,"1,958","3,719","6,141",0.83,0.70
TIDC,25Dec2019,Pacific,N,"5,595","5,475","2,569","-2,903",,"2,245",,,321,,,,,187,"-3,090",,0.91,,,924,,2,926,"1,165",483,"1,608","2,566","5,469",0.80,0.65
TIDC,26Dec2019,Pacific,N,"6,700","6,289","4,047","-2,241",,"3,727",,,322,,,,,"-3,094",853,,0.91,,,"1,536",,2,"1,538",910,401,"2,046","4,049","6,290",0.84,0.72
TIDC,27Dec2019,Pacific,N,"6,559","6,549","4,031","-2,514",,"3,705",,,324,,,,,"1,176","-3,690",,0.91,,,"1,529",,2,"1,531","1,195",694,"2,031","4,029","6,543",0.84,0.68
TIDC,28Dec2019,Pacific,N,"6,122","6,162","4,895","-1,263",,"4,568",,,329,,,,,"1,703","-2,966",,0.91,,,"1,881",,2,"1,883",808,701,"1,990","4,897","6,160",0.85,0.71
TIDC,29Dec2019,Pacific,N,"5,825","5,830","5,450",-378,,"5,113",,,336,,,,,693,"-1,071",,0.91,,,"2,110",,2,"2,112",861,"1,003","1,970","5,449","5,827",0.85,0.75
TIDC,30Dec2019,Pacific,N,"6,446","6,191","5,367",-857,,"5,031",,,336,,,,,38,-895,,0.91,,,"2,074",,2,"2,077",777,756,"2,097","5,367","6,224",0.85,0.74
TIDC,31Dec2019,Pacific,N,"6,654","6,109","5,140",-959,,"4,807",,,336,,,,,"1,301","-2,260",,0.91,,,"1,976",,2,"1,978",820,902,"1,896","5,143","6,102",0.85,0.68
TIDC,01Jan2020,Pacific,N,"6,137","5,478","4,981",-489,,"4,659",,,322,,,,,"4,089","-4,578",,0.90,,,"1,912",,2,"1,914",931,"1,124","1,722","4,981","5,470",0.85,0.69
TIDC,02Jan2020,Pacific,N,"6,649","6,270","5,232","-1,035",,"4,906",,,326,,,,,"2,206","-3,241",,0.90,,,"2,003",,2,"2,005",915,930,"1,991","5,232","6,267",0.85,0.70
TIDC,03Jan2020,Pacific,N,"6,458","6,502","5,506",-991,,"5,176",,,336,,,,,"2,395","-3,386",,0.90,,,"2,113",,2,"2,115",984,990,"2,109","5,512","6,503",0.85,0.72
TIDC,04Jan2020,Pacific,N,"5,928","5,979","5,047",-928,,"4,717",,,336,,,,,"3,183","-4,111",,0.90,,,"1,926",,2,"1,928",801,877,"1,852","5,053","5,981",0.84,0.68
TIDC,05Jan2020,Pacific,N,"5,715","5,676","5,029",-632,,"4,716",,,306,,,,,"5,081","-5,713",,0.90,,,"1,931",,2,"1,933","1,065","1,266","1,732","5,022","5,654",0.85,0.68
TIDC,06Jan2020,Pacific,N,"6,557","6,763","5,412","-1,282",,"5,092",,,321,,,,,"1,898","-3,180",,0.90,,,"2,075",,2,"2,077",780,697,"2,160","5,413","6,695",0.85,0.71
TIDC,07Jan2020,Pacific,N,"6,717","7,062","5,535","-1,519",,"5,209",,,336,,,,,"2,234","-3,753",,0.90,,,"2,118",,2,"2,120",955,698,"2,378","5,545","7,064",0.84,0.74
TIDC,08Jan2020,Pacific,N,"6,674","6,838","5,551","-1,283",,"5,220",,,336,,,,,"4,685","-5,968",,0.90,,,"2,126",,2,"2,128","1,232","1,269","2,092","5,556","6,839",0.84,0.67
TIDC,09Jan2020,Pacific,N,"6,863","6,897","6,179",-710,,"5,855",,,336,,,,,"4,081","-4,791",,0.90,,,"2,385",,2,"2,387","1,047","1,183","2,250","6,191","6,901",0.85,0.72
TIDC,10Jan2020,Pacific,N,"6,626","6,687","5,391","-1,293",,"5,063",,,336,,,,,"3,565","-4,858",,0.90,,,"2,061",,2,"2,063","1,144","1,047","2,160","5,399","6,692",0.84,0.71
TIDC,11Jan2020,Pacific,N,"6,018","5,929","5,079",-844,,"4,756",,,325,,,,,"5,162","-6,006",,0.89,,,"1,929",,2,"1,931","1,129","1,279","1,782","5,081","5,925",0.84,0.66
TIDC,12Jan2020,Pacific,N,"5,766","5,944","5,243",-665,,"4,908",,,326,,,,,"5,526","-6,191",,0.89,,,"1,991",,2,"1,993","1,142","1,357","1,779","5,234","5,899",0.84,0.66
TIDC,13Jan2020,Pacific,N,"6,676","6,602","6,312",-290,,"5,979",,,332,,,,,"6,118","-6,408",,0.90,,,"2,429",,2,"2,431","1,368","1,698","2,101","6,311","6,601",0.85,0.70
TIDC,14Jan2020,Pacific,N,"6,820","6,589","5,943",-637,,"5,635",,,312,,,,,"5,095","-5,732",,0.90,,,"2,291",,2,"2,293","1,226","1,414","2,105","5,947","6,584",0.85,0.70
TIDC,15Jan2020,Pacific,N,"6,889","6,768","6,979",214,,"6,465",,,521,,,,,"5,702","-5,488",,0.90,,,"2,629",,3,"2,632","1,384","1,745","2,271","6,986","6,772",0.83,0.74
TIDC,16Jan2020,Pacific,N,"6,807","6,998","5,789","-1,203",,"5,274",,,515,,,,,"4,331","-5,534",,0.89,,,"2,140",,3,"2,143","1,302","1,223","2,222","5,789","6,992",0.82,0.70
TIDC,17Jan2020,Pacific,N,"6,589","6,674","5,576","-1,086",,"4,978",,,600,,,,,"4,648","-5,734",,0.90,,,"2,032",,4,"2,036","1,417","1,341","2,112","5,578","6,664",0.80,0.70
TIDC,18Jan2020,Pacific,N,"5,962","6,203","5,514",-683,,"4,900",,,611,,,,,"4,079","-4,762",,0.90,,,"2,001",,4,"2,005","1,145","1,169","1,980","5,511","6,194",0.80,0.70
TIDC,19Jan2020,Pacific,N,"5,705","6,037","5,610",-421,,"5,125",,,481,,,,,"3,821","-4,242",,0.90,,,"2,083",,3,"2,086","1,039","1,147","1,977","5,606","6,027",0.82,0.72
TIDC,20Jan2020,Pacific,N,"6,581","6,863","5,676","-1,184",,"5,181",,,495,,,,,"2,770","-3,954",,0.90,,,"2,105",,3,"2,108","1,178",934,"2,351","5,676","6,860",0.82,0.76
TIDC,21Jan2020,Pacific,N,"6,745","6,669","5,298","-1,363",,"4,833",,,467,,,,,"3,916","-5,279",,0.90,,,"1,973",,3,"1,976","1,225","1,103","2,098","5,300","6,663",0.82,0.69
TIDC,22Jan2020,Pacific,N,"6,813","6,546","5,347","-1,198",,"4,840",,,505,,,,,"3,184","-4,382",,0.90,,,"1,974",,3,"1,977",945,860,"2,062","5,345","6,543",0.82,0.69
TIDC,23Jan2020,Pacific,N,"6,667","6,450","5,182","-1,278",,"4,575",,,607,,,,,"2,441","-3,719",,0.90,,,"1,865",,4,"1,869",992,905,"1,956","5,182","6,460",0.80,0.67
TIDC,24Jan2020,Pacific,N,"6,511","6,144","2,961","-3,293",,"2,415",,,547,,,,,"2,476","-5,769",,0.90,,,981,,3,984,"1,277",615,"1,646","2,962","6,255",0.73,0.58
TIDC,25Jan2020,Pacific,N,"5,843","5,540","2,769","-2,765",,"2,236",,,535,,,,,"3,771","-6,536",,0.90,,,908,,3,912,"1,288",783,"1,416","2,771","5,536",0.73,0.56
TIDC,26Jan2020,Pacific,N,"5,551","5,421","2,710","-2,704",,"2,394",,,319,,,,,"2,683","-5,387",,0.90,,,973,,2,975,"1,001",569,"1,407","2,713","5,417",0.79,0.57
TIDC,27Jan2020,Pacific,N,"6,467","6,331","2,774","-3,550",,"2,371",,,396,,,,,"3,235","-6,785",,0.90,,,963,,2,966,"1,296",649,"1,612","2,767","6,317",0.77,0.56
TIDC,28Jan2020,Pacific,N,"6,435","6,417","2,939","-3,470",,"2,415",,,529,,,,,"2,048","-5,518",,0.90,,,981,,3,984,"1,162",601,"1,545","2,944","6,414",0.74,0.53
TIDC,29Jan2020,Pacific,N,"6,467","6,467","1,451","-5,002",,827,,,627,,,,,"1,153","-6,155",,0.89,,,336,,4,340,"1,370",393,"1,317","1,454","6,456",0.51,0.45
TIDC,30Jan2020,Pacific,N,"6,401","6,560","1,390","-5,160",,774,,,610,,,,,609,"-5,769",,0.90,,,315,,4,318,"1,520",400,"1,438","1,384","6,544",0.51,0.48
TIDC,31Jan2020,Pacific,N,"6,282","6,351","1,103","-5,235",,786,,,314,,,,,146,"-5,381",,0.90,,,320,,2,322,"1,366",375,"1,313","1,100","6,335",0.65,0.46
TIDC,01Feb2020,Pacific,N,"5,664","5,781","1,096","-4,673",,782,,,310,,,,,"1,409","-6,082",,0.90,,,320,,2,322,"1,275",397,"1,199","1,092","5,765",0.65,0.46
TIDC,02Feb2020,Pacific,N,"5,636","5,440","1,028","-4,403",,704,,,318,,,,,"2,724","-7,127",,0.90,,,289,,2,291,"1,357",543,"1,104","1,022","5,425",0.63,0.45
TIDC,03Feb2020,Pacific,N,"6,621","6,572","2,346","-4,212",,"1,983",,,369,,,,,"1,385","-5,597",,0.90,,,809,,2,812,"1,258",489,"1,581","2,352","6,564",0.76,0.53
TIDC,04Feb2020,Pacific,N,"6,776","6,876","5,108","-1,757",,"4,729",,,381,,,,,"2,922","-4,679",,0.90,,,"1,925",,2,"1,928","1,083","1,026","1,984","5,110","6,867",0.83,0.64
TIDC,05Feb2020,Pacific,N,"6,864","6,790","5,510","-1,276",,"5,178",,,336,,,,,"2,430","-3,706",,0.90,,,"2,107",,2,"2,109",845,876,"2,078","5,514","6,790",0.84,0.67
TIDC,06Feb2020,Pacific,N,"6,592","6,624","3,573","-3,038",,"3,247",,,335,,,,,"1,817","-4,855",,0.90,,,"1,324",,2,"1,326","1,027",696,"1,657","3,582","6,620",0.82,0.55
TIDC,07Feb2020,Pacific,N,"6,586","6,492","3,559","-2,924",,"3,230",,,336,,,,,"1,829","-4,753",,0.90,,,"1,319",,2,"1,321",979,667,"1,633","3,566","6,490",0.82,0.55
TIDC,08Feb2020,Pacific,N,"5,815","5,842","3,276","-2,555",,"2,952",,,336,,,,,"3,597","-6,152",,0.90,,,"1,210",,2,"1,212","1,012",847,"1,377","3,288","5,843",0.81,0.52
TIDC,09Feb2020,Pacific,N,"5,491","5,533","3,219","-2,303",,"2,894",,,331,,,,,"3,578","-5,881",,0.90,,,"1,187",,2,"1,189",982,788,"1,383","3,225","5,528",0.81,0.55
TIDC,10Feb2020,Pacific,N,"6,381","6,430","3,585","-2,832",,"3,258",,,332,,,,,"1,201","-4,033",,0.90,,,"1,330",,2,"1,332","1,003",727,"1,608","3,590","6,422",0.82,0.55
TIDC,11Feb2020,Pacific,N,"6,625","6,581","3,564","-3,008",,"3,297",,,264,,,,,829,"-3,837",,0.90,,,"1,347",,2,"1,348",872,535,"1,686","3,561","6,569",0.83,0.57
TIDC,12Feb2020,Pacific,N,"6,669","6,515","6,179",-327,,"5,895",,,285,,,,,"4,495","-4,822",,0.90,,,"2,410",,2,"2,412","1,005","1,351","2,066","6,180","6,507",0.86,0.70
TIDC,13Feb2020,Pacific,N,"6,528","6,619","5,934",-678,,"5,658",,,278,,,,,"4,336","-5,014",,0.90,,,"2,308",,2,"2,310","1,047","1,225","2,132","5,936","6,614",0.86,0.71
TIDC,14Feb2020,Pacific,N,"6,395","6,482","5,291","-1,186",,"4,996",,,293,,,,,"3,902","-5,088",,0.90,,,"2,047",,2,"2,049","1,092","1,135","2,006","5,289","6,475",0.85,0.68
TIDC,15Feb2020,Pacific,N,"5,827","5,875","5,078",-793,,"4,782",,,291,,,,,"4,853","-5,646",,0.90,,,"1,959",,2,"1,960","1,021","1,186","1,796","5,073","5,866",0.85,0.68
TIDC,16Feb2020,Pacific,N,"5,521","5,399","2,646","-2,750",,"2,378",,,270,,,,,"3,231","-5,981",,0.90,,,972,,2,974,999,670,"1,302","2,648","5,398",0.81,0.53
TIDC,17Feb2020,Pacific,N,"6,338","5,917","2,534","-3,375",,"2,277",,,253,,,,,"2,742","-6,117",,0.90,,,932,,2,934,"1,158",588,"1,504","2,530","5,905",0.81,0.56
TIDC,18Feb2020,Pacific,N,"6,502","6,568","3,087","-3,471",,"2,831",,,257,,,,,"4,055","-7,526",,0.90,,,"1,158",,2,"1,159","1,695",965,"1,889","3,088","6,559",0.83,0.64
TIDC,19Feb2020,Pacific,N,"6,555","6,762","5,222","-1,531",,"4,958",,,263,,,,,"6,488","-8,019",,0.90,,,"2,027",,2,"2,029","1,791","1,740","2,080","5,221","6,752",0.86,0.68
TIDC,20Feb2020,Pacific,N,"6,740","6,725","5,345","-1,375",,"5,098",,,240,,,,,"5,558","-6,977",,0.90,,,"2,089",,1,"2,091","1,397","1,405","2,083","5,338","6,757",0.86,0.68
TIDC,21Feb2020,Pacific,N,"6,450","6,673","5,513","-1,151",,"5,251",,,260,,,,,"4,199","-5,350",,0.91,,,"2,157",,2,"2,159","1,232","1,222","2,170","5,511","6,662",0.86,0.72
TIDC,22Feb2020,Pacific,N,"5,810","5,866","5,024",-840,,"4,764",,,261,,,,,"3,675","-4,515",,0.91,,,"1,956",,2,"1,957",880,"1,038","1,799","5,025","5,865",0.86,0.68
TIDC,23Feb2020,Pacific,N,"5,511","5,530","2,682","-2,845",,"2,413",,,273,,,,,"5,198","-8,043",,0.91,,,991,,2,992,"1,140",888,"1,244","2,686","5,531",0.81,0.50
TIDC,24Feb2020,Pacific,N,"6,450","6,546","2,872","-3,676",,"2,548",,,332,,,,,"4,710","-8,386",,0.90,,,"1,044",,2,"1,046","1,539",968,"1,617","2,880","6,556",0.80,0.54
TIDC,25Feb2020,Pacific,N,"6,653","6,755","3,240","-3,510",,"2,905",,,334,,,,,"3,910","-7,420",,0.90,,,"1,192",,2,"1,194","1,488",870,"1,812","3,239","6,749",0.81,0.59
TIDC,26Feb2020,Pacific,N,"6,739","6,771","5,373","-1,392",,"5,064",,,312,,,,,"5,876","-7,268",,0.90,,,"2,071",,2,"2,073","1,350","1,416","2,007","5,376","6,768",0.85,0.65
TIDC,27Feb2020,Pacific,N,"6,846","6,678","5,202","-1,470",,"4,926",,,286,,,,,"3,985","-5,455",,0.90,,,"2,013",,2,"2,015","1,082",992,"2,104","5,212","6,682",0.85,0.69
TIDC,28Feb2020,Pacific,N,"6,824","6,608","4,903","-1,699",,"4,629",,,277,,,,,"2,834","-4,533",,0.90,,,"1,892",,2,"1,893","1,006",868,"2,031","4,906","6,605",0.85,0.68
TIDC,29Feb2020,Pacific,N,"5,844","5,699","2,591","-3,103",,"2,325",,,266,,,,,"3,249","-6,352",,0.91,,,955,,2,957,"1,051",641,"1,367","2,591","5,694",0.81,0.53
TIDC,01Mar2020,Pacific,N,"5,557","5,552","2,599","-2,939",,"2,327",,,281,,,,,"3,652","-6,591",,0.90,,,955,,2,956,"1,089",735,"1,311","2,608","5,547",0.81,0.52
TIDC,02Mar2020,Pacific,N,"6,449","6,484","2,736","-3,738",,"2,414",,,322,,,,,"1,719","-5,457",,0.90,,,985,,2,987,"1,027",546,"1,468","2,736","6,474",0.80,0.50
TIDC,03Mar2020,Pacific,N,"6,713","6,693","2,998","-3,680",,"2,646",,,356,,,,,"2,544","-6,224",,0.90,,,"1,080",,2,"1,082","1,074",648,"1,507","3,002","6,682",0.79,0.50
TIDC,04Mar2020,Pacific,N,"6,746","6,732","5,357","-1,368",,"4,934",,,426,,,,,"4,128","-5,496",,0.90,,,"2,017",,3,"2,019",984,"1,064","1,939","5,360","6,728",0.83,0.64
TIDC,05Mar2020,Pacific,N,"6,840","6,787","6,466",-318,,"4,804",,,"1,660",,,,,"4,358","-4,676",,0.90,,,"1,971",,10,"1,981",859,995,"1,845","6,464","6,782",0.68,0.60
TIDC,06Mar2020,Pacific,N,"6,621","6,496","6,729",237,,"4,636",,,"2,093",,,,,"3,614","-3,377",,0.90,,,"1,899",,13,"1,912",801,"1,139","1,574","6,729","6,492",0.63,0.53
TIDC,07Mar2020,Pacific,N,"5,802","5,969","6,857",891,,"4,736",,,"2,115",,,,,"5,145","-4,254",,0.91,,,"1,946",,13,"1,960",699,"1,152","1,507","6,851","5,960",0.63,0.56
TIDC,08Mar2020,Pacific,N,"5,330","5,278","6,105",810,,"4,667",,,"1,439",,,,,"7,339","-6,529",,0.91,,,"1,922",,9,"1,931","1,152","1,670","1,413","6,106","5,296",0.70,0.59
TIDC,09Mar2020,Pacific,N,"6,234","6,462","6,215",-244,,"5,010",,,"1,208",,,,,"5,048","-5,292",,0.90,,,"2,048",,7,"2,056","1,242","1,377","1,921","6,218","6,462",0.73,0.66
TIDC,10Mar2020,Pacific,N,"6,377","6,793","6,715",-74,,"5,178",,,"1,536",,,,,"3,264","-3,338",,0.90,,,"2,111",,9,"2,121",932,975,"2,078","6,714","6,788",0.70,0.67
TIDC,11Mar2020,Pacific,N,"6,731","6,687","6,411",-274,,"5,083",,,"1,329",,,,,"3,664","-3,938",,0.90,,,"2,079",,8,"2,087",903,"1,003","1,987","6,412","6,686",0.72,0.66
TIDC,12Mar2020,Pacific,N,"6,792","6,588","6,298",-285,,"5,205",,,"1,091",,,,,"3,172","-3,457",,0.91,,,"2,139",,7,"2,146",981,"1,041","2,087","6,296","6,581",0.75,0.70
TIDC,13Mar2020,Pacific,N,"6,588","6,406","6,558",161,,"5,499",,,"1,062",,,,,"4,358","-4,197",,0.90,,,"2,251",,7,"2,258",927,"1,227","1,958","6,561","6,400",0.76,0.67
TIDC,14Mar2020,Pacific,N,"5,919","5,740","6,493",759,,"5,535",,,957,,,,,"7,919","-7,160",,0.90,,,"2,259",,6,"2,265","1,644","2,184","1,724","6,492","5,733",0.77,0.66
TIDC,15Mar2020,Pacific,N,"5,602","5,535","6,267",734,,"5,320",,,948,,,,,"8,408","-7,674",,0.90,,,"2,175",,6,"2,181","1,712","2,281","1,612","6,268","5,534",0.77,0.64
TIDC,16Mar2020,Pacific,N,"6,556","6,690","6,084",-602,,"5,641",,,442,,,,,"5,752","-6,354",,0.90,,,"2,303",,3,"2,306","1,751","1,849","2,208","6,083","6,685",0.84,0.73
TIDC,17Mar2020,Pacific,N,"6,575","6,558","6,197",-357,,"5,881",,,319,,,,,"6,339","-6,696",,0.90,,,"2,406",,2,"2,408","1,565","1,841","2,132","6,200","6,557",0.86,0.72
TIDC,18Mar2020,Pacific,N,"6,508","6,374","5,495",-874,,"5,081",,,413,,,,,"5,569","-6,443",,0.90,,,"2,078",,3,"2,081","1,490","1,569","2,003","5,494","6,368",0.84,0.69
TIDC,19Mar2020,Pacific,N,"6,362","6,281","5,442",-835,,"5,010",,,436,,,,,"4,850","-5,685",,0.91,,,"2,058",,3,"2,061","1,340","1,398","2,003","5,446","6,281",0.83,0.70
TIDC,20Mar2020,Pacific,N,"6,350","6,194","5,312",-875,,"4,792",,,520,,,,,"4,032","-4,907",,0.90,,,"1,963",,3,"1,966","1,089","1,102","1,954","5,312","6,187",0.82,0.70
TIDC,21Mar2020,Pacific,N,"5,489","5,666","5,217",-444,,"4,791",,,428,,,,,"4,424","-4,868",,0.90,,,"1,957",,3,"1,959",870,"1,094","1,735","5,219","5,663",0.83,0.68
TIDC,22Mar2020,Pacific,N,"5,311","5,326","5,231",-88,,"4,857",,,372,,,,,"5,060","-5,148",,0.90,,,"1,987",,2,"1,989",857,"1,220","1,626","5,229","5,317",0.84,0.67
TIDC,23Mar2020,Pacific,N,"6,307","6,143","5,253",-883,,"4,827",,,430,,,,,"5,286","-6,169",,0.90,,,"1,973",,3,"1,975",944,"1,192","1,727","5,257","6,140",0.83,0.62
TIDC,24Mar2020,Pacific,N,"6,433","6,223","5,134","-1,082",,"4,753",,,383,,,,,"5,682","-6,764",,0.90,,,"1,945",,2,"1,947","1,235","1,371","1,812","5,136","6,218",0.84,0.64
TIDC,25Mar2020,Pacific,N,"6,415","6,319","5,275","-1,037",,"4,783",,,493,,,,,"6,453","-7,490",,0.90,,,"1,960",,3,"1,963","1,373","1,587","1,749","5,276","6,313",0.82,0.61
TIDC,26Mar2020,Pacific,N,"6,437","6,360","5,133","-1,222",,"4,707",,,420,,,,,"6,371","-7,593",,0.90,,,"1,924",,3,"1,927","1,175","1,422","1,680","5,127","6,349",0.83,0.58
TIDC,27Mar2020,Pacific,N,"6,220","6,162","5,129","-1,029",,"4,770",,,359,,,,,"7,611","-8,640",,0.90,,,"1,948",,2,"1,950","1,162","1,569","1,543","5,129","6,158",0.84,0.55
TIDC,28Mar2020,Pacific,N,"5,656","5,634","5,408",-219,,"4,994",,,416,,,,,"7,833","-8,052",,0.91,,,"2,053",,3,"2,056","1,495","1,986","1,565","5,410","5,629",0.84,0.61
TIDC,29Mar2020,Pacific,N,"5,447","5,199","5,134",-61,,"4,769",,,364,,,,,"8,704","-8,765",,0.90,,,"1,954",,2,"1,956","1,364","1,994","1,326","5,133","5,194",0.84,0.56
TIDC,30Mar2020,Pacific,N,"6,382","6,017","5,265",-749,,"4,890",,,375,,,,,"7,664","-8,413",,0.90,,,"2,000",,2,"2,002","1,271","1,702","1,571","5,265","6,014",0.84,0.58
TIDC,31Mar2020,Pacific,N,"6,433","6,203","5,214",-986,,"4,692",,,522,,,,,"5,126","-6,112",,0.90,,,"1,918",,3,"1,922",878,"1,130","1,670","5,214","6,200",0.81,0.59
TIDC,01Apr2020,Pacific,N,"6,333","6,172","3,063","-3,100",,"2,443",,,623,,,,,"3,617","-6,717",,0.90,,,"1,003",,4,"1,006","1,029",673,"1,363","3,066","6,166",0.72,0.49
TIDC,02Apr2020,Pacific,N,"6,232","6,233","3,028","-3,195",,"2,314",,,716,,,,,"4,251","-7,446",,0.90,,,949,,4,953,"1,082",722,"1,313","3,030","6,225",0.69,0.46
