BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,BANC,CISO,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
TIDC,20Jul2019,Pacific,N,"8,721","8,688","6,584","-2,099",,"4,680",,,"1,906",,,,,"2,083","-4,182",,0.91,,,"1,927",,12,"1,939",662,648,"1,953","6,586","8,685",0.65,0.50
TIDC,21Jul2019,Pacific,N,"8,688","8,447","6,945","-1,501",,"4,875",,,"2,071",,,,,"2,854","-4,355",,0.91,,,"2,005",,13,"2,018",822,786,"2,054","6,946","8,447",0.64,0.54
TIDC,22Jul2019,Pacific,N,"10,367","10,782","7,986","-2,784",,"5,678",,,"2,308",,,,,740,"-3,524",,0.91,,,"2,337",,14,"2,352","1,118",665,"2,804","7,986","10,770",0.65,0.57
TIDC,23Jul2019,Pacific,N,"10,856","11,084","8,045","-3,038",,"5,735",,,"2,310",,,,,"-3,327",289,,0.91,,,"2,356",,14,"2,371",996,440,"2,926","8,045","11,083",0.65,0.58
TIDC,24Jul2019,Pacific,N,"11,278","10,989","8,018","-2,965",,"5,566",,,"2,451",,,,,"-1,089","-1,876",,0.91,,,"2,290",,15,"2,305","1,032",441,"2,897","8,017","10,982",0.63,0.58
TIDC,25Jul2019,Pacific,N,"11,366","11,249","8,287","-2,960",,"5,865",,,"2,415",,,,,"-1,450","-1,510",,0.91,,,"2,416",,15,"2,431","1,046",426,"3,051","8,280","11,240",0.65,0.60
TIDC,26Jul2019,Pacific,N,"10,977","10,864","7,973","-2,888",,"5,566",,,"2,407",,,,,"-2,204",-684,,0.91,,,"2,291",,15,"2,307","1,078",652,"2,733","7,973","10,861",0.64,0.55
TIDC,27Jul2019,Pacific,N,"10,532","10,067","7,466","-2,599",,"5,137",,,"2,328",,,,,"-1,285","-1,314",,0.91,,,"2,114",,15,"2,128",954,570,"2,512","7,465","10,064",0.63,0.55
TIDC,28Jul2019,Pacific,N,"10,399","10,147","7,967","-2,176",,"5,760",,,"2,209",,,,,"2,875","-5,051",,0.91,,,"2,373",,14,"2,387","1,252",993,"2,646","7,969","10,145",0.66,0.57
TIDC,29Jul2019,Pacific,N,"10,632","10,618","9,252","-1,361",,"7,874",,,"1,382",,,,,"1,844","-3,205",,0.91,,,"3,239",,9,"3,248",832,874,"3,206","9,256","10,617",0.77,0.67
TIDC,30Jul2019,Pacific,N,"10,012","9,559","7,802","-1,753",,"6,990",,,810,,,,,31,"-1,784",,0.91,,,"2,876",,5,"2,881",737,696,"2,922","7,800","9,553",0.81,0.67
TIDC,31Jul2019,Pacific,N,"9,737","9,832","7,529","-2,299",,"6,728",,,806,,,,,-552,"-1,747",,0.91,,,"2,770",,5,"2,775",986,910,"2,850","7,534","9,833",0.81,0.64
TIDC,01Aug2019,Pacific,N,"9,805","9,843","7,708","-2,138",,"6,679",,,"1,024",,,,,-837,"-1,301",,0.91,,,"2,748",,6,"2,754",942,995,"2,702","7,703","9,841",0.79,0.61
TIDC,02Aug2019,Pacific,N,"9,849","9,689","7,639","-2,047",,"5,720",,,"1,921",,,,,146,"-2,193",,0.91,,,"2,354",,12,"2,366",872,731,"2,507","7,641","9,688",0.68,0.57
TIDC,03Aug2019,Pacific,N,"9,455","9,627","7,330","-2,295",,"5,243",,,"2,087",,,,,-645,"-1,650",,0.91,,,"2,155",,13,"2,168",981,712,"2,437","7,330","9,625",0.65,0.56
TIDC,04Aug2019,Pacific,N,"9,100","9,236","7,756","-1,476",,"5,727",,,"2,028",,,,,-385,"-1,091",,0.91,,,"2,353",,13,"2,365",974,901,"2,438","7,755","9,231",0.67,0.58
TIDC,05Aug2019,Pacific,N,"10,444","9,858","7,730","-2,126",,"6,572",,,"1,157",,,,,"-1,023","-1,103",,0.90,,,"2,697",,7,"2,704","1,016",782,"2,938","7,729","9,855",0.77,0.66
TIDC,06Aug2019,Pacific,N,"10,637","10,773","8,556","-2,215",,"6,187",,,"2,365",,,,,"-1,406",-809,,0.90,,,"2,536",,15,"2,550","1,024",661,"2,914","8,552","10,767",0.66,0.60
TIDC,07Aug2019,Pacific,N,"10,221","10,196","7,849","-2,343",,"5,414",,,"2,437",,,,,"-2,758",415,,0.90,,,"2,222",,15,"2,237",836,534,"2,539","7,851","10,194",0.63,0.55
TIDC,08Aug2019,Pacific,N,"9,497","9,231","7,582","-1,643",,"5,558",,,"2,021",,,,,"-1,052",-591,,0.91,,,"2,284",,13,"2,297",634,630,"2,301","7,579","9,222",0.67,0.55
TIDC,09Aug2019,Pacific,N,"9,288","9,047","7,351","-1,693",,"4,940",,,"2,412",,,,,"1,271","-2,964",,0.91,,,"2,030",,15,"2,045",716,708,"2,053","7,352","9,045",0.61,0.50
TIDC,10Aug2019,Pacific,N,"8,294","8,399","4,749","-3,645",,"2,367",,,"2,383",,,,,"2,808","-6,453",,0.91,,,972,,15,987,879,484,"1,382","4,750","8,395",0.46,0.36
TIDC,11Aug2019,Pacific,N,"7,882","7,653","4,460","-3,191",,"2,408",,,"2,052",,,,,,,,0.91,,,989,,13,"1,002",,,,"4,460",,0.50,
TIDC,12Aug2019,Pacific,N,"9,848","9,848","4,466",,,"2,426",,,"2,040",,,,,"3,319","-6,546",,0.91,,,996,,13,"1,009","1,229",656,"1,582","4,466","7,693",0.50,0.45
TIDC,13Aug2019,Pacific,N,,"10,438","7,574","-2,861",,"5,732",,,"1,840",,,,,"2,620","-5,481",,0.91,,,"2,355",,12,"2,367","1,255",809,"2,813","7,572","10,433",0.69,0.59
TIDC,14Aug2019,Pacific,N,"11,361","11,073","7,723","-3,343",,"5,881",,,"1,840",,,,,"2,081","-5,424",,0.91,,,"2,417",,12,"2,429","1,352",775,"3,005","7,721","11,064",0.69,0.60
TIDC,15Aug2019,Pacific,N,"11,538","11,568","8,131","-3,434",,"6,044",,,"2,089",,,,,"3,169","-6,603",,0.91,,,"2,485",,13,"2,498","1,550",981,"3,068","8,133","11,567",0.68,0.58
TIDC,16Aug2019,Pacific,N,"11,385","11,535","8,470","-3,063",,"6,152",,,"2,318",,,,,"2,032","-5,095",,0.91,,,"2,531",,15,"2,545","1,155",755,"2,946","8,470","11,533",0.66,0.56
TIDC,17Aug2019,Pacific,N,"9,810","9,642","7,502","-2,138",,"5,180",,,"2,325",,,,,"2,067","-4,205",,0.91,,,"2,133",,15,"2,148",854,796,"2,206","7,505","9,643",0.63,0.50
TIDC,18Aug2019,Pacific,N,"8,283","8,214","7,420",-791,,"5,102",,,"2,317",,,,,"4,077","-4,868",,0.91,,,"2,100",,15,"2,115",817,"1,011","1,921","7,419","8,210",0.63,0.52
TIDC,19Aug2019,Pacific,N,"9,478","9,163","7,248","-1,910",,"4,940",,,"2,308",,,,,-74,"-1,836",,0.91,,,"2,032",,14,"2,046",734,633,"2,148","7,248","9,158",0.62,0.52
TIDC,20Aug2019,Pacific,N,"9,307","9,221","7,415","-1,803",,"5,099",,,"2,314",,,,,3,"-1,806",,0.91,,,"2,094",,15,"2,109",804,735,"2,178","7,413","9,216",0.63,0.52
TIDC,21Aug2019,Pacific,N,"9,723","9,795","7,913","-1,880",,"5,606",,,"2,304",,,,,"1,869","-3,749",,0.91,,,"2,304",,14,"2,318",756,604,"2,470","7,910","9,790",0.65,0.56
TIDC,22Aug2019,Pacific,N,"10,226","10,783","8,522","-2,252",,"6,218",,,"2,305",,,,,"3,047","-5,299",,0.91,,,"2,558",,14,"2,572","1,032",826,"2,779","8,523","10,775",0.67,0.57
TIDC,23Aug2019,Pacific,N,"10,622","11,241","8,438","-2,798",,"6,124",,,"2,316",,,,,"1,930","-4,728",,0.91,,,"2,522",,15,"2,536","1,129",783,"2,882","8,440","11,238",0.66,0.57
TIDC,24Aug2019,Pacific,N,"9,729","9,855","7,203","-2,650",,"4,900",,,"2,304",,,,,-489,"-2,161",,0.91,,,"2,018",,14,"2,033",943,695,"2,282","7,204","9,854",0.62,0.51
TIDC,25Aug2019,Pacific,N,"9,613","9,680","7,541","-2,138",,"5,238",,,"2,301",,,,,"1,764","-3,902",,0.91,,,"2,157",,14,"2,171",983,763,"2,392","7,539","9,677",0.63,0.54
TIDC,26Aug2019,Pacific,N,"11,019","10,988","8,846","-2,140",,"6,541",,,"2,302",,,,,"1,858","-3,998",,0.91,,,"2,690",,14,"2,704","1,184",864,"3,024","8,843","10,983",0.67,0.61
TIDC,27Aug2019,Pacific,N,"11,544","11,033","8,591","-2,438",,"6,284",,,"2,305",,,,,331,"-2,769",,0.91,,,"2,587",,14,"2,602","1,257",855,"3,003","8,589","11,027",0.67,0.60
TIDC,28Aug2019,Pacific,N,"10,963","10,719","8,732","-1,986",,"6,413",,,"2,318",,,,,"-1,802",-184,,0.91,,,"2,638",,15,"2,653","1,008",798,"2,863","8,731","10,717",0.67,0.59
TIDC,29Aug2019,Pacific,N,"10,229","10,040","7,759","-2,277",,"5,437",,,"2,324",,,,,"-1,238","-1,039",,0.91,,,"2,238",,15,"2,252",832,589,"2,494","7,761","10,038",0.64,0.55
TIDC,30Aug2019,Pacific,N,"9,825","9,754","7,619","-2,134",,"5,311",,,"2,303",,,,,610,"-2,744",,0.91,,,"2,188",,14,"2,202",881,648,"2,435","7,614","9,748",0.64,0.55
TIDC,31Aug2019,Pacific,N,"9,314","9,315","5,244","-4,069",,"2,930",,,"2,314",,,,,649,"-4,718",,0.91,,,"1,206",,15,"1,220","1,140",395,"1,965","5,244","9,313",0.51,0.47
TIDC,01Sep2019,Pacific,N,"9,156","9,006","4,987","-4,015",,"2,670",,,"2,316",,,,,-24,"-3,991",,0.91,,,"1,099",,15,"1,114","1,138",382,"1,870","4,986","9,001",0.49,0.46
TIDC,02Sep2019,Pacific,N,"8,925","9,719","5,478","-4,232",,"3,161",,,"2,315",,,,,"-2,866","-1,366",,0.91,,,"1,302",,15,"1,317","1,422",527,"2,212","5,476","9,708",0.53,0.50
TIDC,03Sep2019,Pacific,N,"10,074","10,202","6,368","-3,825",,"4,496",,,"1,867",,,,,"-3,408",-417,,0.91,,,"1,849",,12,"1,860","1,347",547,"2,660","6,363","10,188",0.64,0.58
TIDC,04Sep2019,Pacific,N,"10,476","10,715","8,081","-2,632",,"6,354",,,"1,729",,,,,"-2,814",182,,0.91,,,"2,613",,11,"2,624","1,263",774,"3,112","8,083","10,715",0.72,0.64
TIDC,05Sep2019,Pacific,N,"10,321","10,411","7,844","-2,565",,"6,192",,,"1,653",,,,,"-4,271","1,706",,0.91,,,"2,546",,10,"2,557","1,281",747,"3,090","7,845","10,410",0.72,0.65
TIDC,06Sep2019,Pacific,N,"10,150","9,972","7,055","-2,912",,"5,309",,,"1,744",,,,,"-4,056","1,144",,0.91,,,"2,181",,11,"2,192","1,260",735,"2,717","7,053","9,965",0.69,0.60
TIDC,07Sep2019,Pacific,N,"8,220","8,105","6,249","-1,850",,"4,620",,,"1,628",,,,,"-1,997",147,,0.91,,,"1,903",,10,"1,913",886,772,"2,027","6,248","8,098",0.67,0.55
TIDC,08Sep2019,Pacific,N,"7,157","7,255","5,867","-1,385",,"4,727",,,"1,139",,,,,"1,863","-3,248",,0.91,,,"1,950",,7,"1,957",714,910,"1,761","5,866","7,251",0.74,0.54
TIDC,09Sep2019,Pacific,N,"8,832","8,381","5,853","-2,523",,"4,692",,,"1,158",,,,,"1,108","-3,631",,0.91,,,"1,938",,7,"1,945",722,541,"2,126","5,850","8,373",0.73,0.56
TIDC,10Sep2019,Pacific,N,"8,380","8,322","5,934","-2,382",,"4,746",,,"1,189",,,,,735,"-3,117",,0.91,,,"1,960",,7,"1,967",810,678,"2,099","5,935","8,317",0.73,0.56
TIDC,11Sep2019,Pacific,N,"8,725","8,578","5,689","-2,879",,"4,552",,,"1,133",,,,,"1,115","-3,994",,0.91,,,"1,881",,7,"1,888",937,548,"2,276","5,685","8,564",0.73,0.59
TIDC,12Sep2019,Pacific,N,"9,703","9,303","6,051","-3,245",,"4,671",,,"1,378",,,,,966,"-4,211",,0.91,,,"1,928",,9,"1,937","1,092",513,"2,515","6,049","9,294",0.71,0.60
TIDC,13Sep2019,Pacific,N,"10,357","9,662","6,577","-3,078",,"5,177",,,"1,400",,,,,285,"-3,363",,0.91,,,"2,134",,9,"2,143","1,084",512,"2,715","6,577","9,655",0.72,0.62
TIDC,14Sep2019,Pacific,N,"9,516","9,134","6,431","-2,703",,"5,081",,,"1,344",,,,,421,"-3,124",,0.91,,,"2,099",,8,"2,107",969,549,"2,527","6,425","9,128",0.72,0.61
TIDC,15Sep2019,Pacific,N,"8,106","7,886","3,449","-4,426",,"2,427",,,"1,020",,,,,"-2,134","-2,292",,0.91,,,"1,001",,6,"1,007",949,216,"1,740","3,447","7,873",0.64,0.49
TIDC,16Sep2019,Pacific,N,"8,095","7,768","3,136","-4,621",,"2,469",,,668,,,,,"-1,804","-2,817",,0.91,,,"1,019",,4,"1,023",881,93,"1,811","3,137","7,758",0.72,0.51
TIDC,17Sep2019,Pacific,N,"8,126","7,800","3,149","-4,640",,"2,242",,,906,,,,,600,"-5,240",,0.91,,,926,,6,932,"1,180",392,"1,720","3,148","7,788",0.65,0.49
TIDC,18Sep2019,Pacific,N,"7,987","7,875","3,340","-4,524",,"2,365",,,972,,,,,"1,099","-5,623",,0.91,,,975,,6,981,"1,097",373,"1,705","3,337","7,861",0.65,0.48
TIDC,19Sep2019,Pacific,N,"7,705","7,630","3,266","-4,343",,"2,294",,,970,,,,,"1,075","-5,418",,0.91,,,946,,6,952,984,323,"1,613","3,264","7,607",0.64,0.47
TIDC,20Sep2019,Pacific,N,"8,032","7,753","3,102","-4,644",,"2,371",,,729,,,,,208,"-4,852",,0.91,,,980,,5,985,"1,056",324,"1,716","3,100","7,744",0.70,0.49
TIDC,21Sep2019,Pacific,N,"7,643","7,459","3,031","-4,418",,"2,371",,,661,,,,,216,"-4,634",,0.91,,,982,,4,986,"1,046",331,"1,700","3,032","7,450",0.72,0.50
TIDC,22Sep2019,Pacific,N,"7,660","7,334","3,388","-3,937",,"2,427",,,958,,,,,"-1,032","-2,905",,0.91,,,"1,002",,6,"1,008",985,318,"1,675","3,385","7,322",0.66,0.50
TIDC,23Sep2019,Pacific,N,"8,487","8,344","4,632","-3,703",,"3,768",,,864,,,,,-931,"-2,772",,0.91,,,"1,551",,5,"1,557","1,060",469,"2,147","4,632","8,335",0.74,0.57
TIDC,24Sep2019,Pacific,N,"9,480","9,092","6,149","-2,939",,"5,121",,,"1,027",,,,,508,"-3,447",,0.91,,,"2,112",,6,"2,118","1,180",658,"2,640","6,148","9,087",0.76,0.64
TIDC,25Sep2019,Pacific,N,"9,621","9,628","6,760","-2,861",,"5,529",,,"1,233",,,,,"1,766","-4,627",,0.91,,,"2,279",,8,"2,286","1,473",816,"2,943","6,762","9,623",0.75,0.67
TIDC,26Sep2019,Pacific,N,"9,574","9,679","7,130","-2,541",,"6,028",,,"1,099",,,,,"-1,421","-1,120",,0.91,,,"2,489",,7,"2,496",909,463,"2,942","7,127","9,668",0.77,0.67
TIDC,27Sep2019,Pacific,N,"8,289","8,512","5,568","-2,934",,"4,807",,,762,,,,,107,"-3,041",,0.91,,,"1,986",,5,"1,991",833,501,"2,323","5,569","8,503",0.79,0.60
TIDC,28Sep2019,Pacific,N,"6,466","6,762","2,504","-4,252",,"2,309",,,194,,,,,749,"-5,001",,0.91,,,954,,1,956,926,349,"1,533","2,503","6,755",0.84,0.50
TIDC,29Sep2019,Pacific,N,"5,714","5,971","2,532","-3,427",,"2,413",,,120,,,,,"2,519","-5,946",,0.91,,,"1,000",,1,"1,001",936,513,"1,424","2,533","5,960",0.87,0.53
TIDC,30Sep2019,Pacific,N,"6,697","6,957","2,504","-4,441",,"2,382",,,122,,,,,"2,402","-6,843",,0.91,,,984,,1,985,"1,245",538,"1,691","2,504","6,945",0.87,0.54
TIDC,01Oct2019,Pacific,N,"7,112","7,049","3,727","-3,314",,"3,591",,,144,,,,,"2,581","-5,895",,0.91,,,"1,481",,1,"1,482","1,098",635,"1,945","3,735","7,049",0.87,0.61
TIDC,02Oct2019,Pacific,N,"7,339","7,087","3,781","-3,300",,"3,648",,,140,,,,,"2,318","-5,618",,0.91,,,"1,502",,1,"1,503","1,412",767,"2,147","3,788","7,088",0.87,0.67
TIDC,03Oct2019,Pacific,N,"7,249","7,360","4,178","-3,177",,"4,040",,,144,,,,,"2,718","-5,895",,0.91,,,"1,666",,1,"1,667","1,378",833,"2,212","4,184","7,361",0.88,0.66
TIDC,04Oct2019,Pacific,N,"7,263","7,124","4,249","-2,867",,"4,112",,,144,,,,,"2,793","-5,660",,0.91,,,"1,697",,1,"1,698","1,285",826,"2,157","4,256","7,123",0.88,0.67
TIDC,05Oct2019,Pacific,N,"6,605","6,532","3,642","-2,890",,"3,508",,,144,,,,,"2,711","-5,601",,0.91,,,"1,448",,1,"1,449","1,157",760,"1,846","3,652","6,542",0.87,0.62
TIDC,06Oct2019,Pacific,N,"6,454","6,148","3,447","-2,697",,"3,309",,,144,,,,,"3,781","-6,478",,0.91,,,"1,366",,1,"1,367","1,351",968,"1,750","3,453","6,150",0.87,0.63
TIDC,07Oct2019,Pacific,N,"8,096","7,579","5,511","-2,065",,"5,372",,,144,,,,,"3,042","-5,107",,0.91,,,"2,214",,1,"2,215","1,210",947,"2,479","5,516","7,581",0.89,0.72
TIDC,08Oct2019,Pacific,N,"8,087","7,785","6,380","-1,268",,"6,237",,,144,,,,,"2,599","-3,867",,0.91,,,"2,576",,1,"2,577",914,911,"2,580","6,381","7,649",0.89,0.74
TIDC,09Oct2019,Pacific,N,"7,421","7,227","6,202","-1,023",,"6,071",,,126,,,,,"1,718","-2,741",,0.91,,,"2,509",,1,"2,510",564,594,"2,479","6,197","7,220",0.89,0.76
TIDC,10Oct2019,Pacific,N,"7,146","7,077","6,410",-663,,"6,318",,,81,,,,,"3,931","-4,594",,0.91,,,"2,607",,1,"2,607",958,"1,170","2,395","6,399","7,062",0.90,0.75
TIDC,11Oct2019,Pacific,N,"7,146","7,074","4,014","-3,054",,"3,862",,,153,,,,,"1,986","-5,040",,0.91,,,"1,592",,1,"1,593","1,322",675,"2,239","4,015","7,069",0.87,0.70
TIDC,12Oct2019,Pacific,N,"6,456","6,485","3,737","-2,749",,"3,590",,,144,,,,,"3,045","-5,794",,0.91,,,"1,481",,1,"1,482","1,297",783,"1,997","3,734","6,483",0.88,0.68
TIDC,13Oct2019,Pacific,N,"5,930","5,944","2,948","-2,984",,"2,811",,,144,,,,,"3,013","-5,997",,0.91,,,"1,157",,1,"1,158","1,299",707,"1,749","2,955","5,939",0.86,0.65
TIDC,14Oct2019,Pacific,N,"6,972","6,955","4,091","-2,860",,"3,952",,,144,,,,,"3,109","-5,969",,0.91,,,"1,628",,1,"1,629","1,439",851,"2,216","4,096","6,956",0.88,0.70
TIDC,15Oct2019,Pacific,N,"7,209","7,211","4,006","-3,197",,"3,868",,,144,,,,,"2,572","-5,769",,0.91,,,"1,595",,1,"1,596","1,509",772,"2,333","4,012","7,209",0.88,0.71
TIDC,16Oct2019,Pacific,N,"7,177","7,227","5,921","-1,302",,"5,786",,,133,,,,,"1,052","-2,354",,0.91,,,"2,383",,1,"2,384",784,671,"2,497","5,919","7,221",0.89,0.76
TIDC,17Oct2019,Pacific,N,"7,099","7,237","6,382",-859,,"6,213",,,169,,,,,"2,466","-3,325",,0.91,,,"2,569",,1,"2,570",628,815,"2,383","6,382","7,241",0.89,0.73
TIDC,18Oct2019,Pacific,N,"6,934","7,143","4,066","-3,056",,"3,901",,,160,,,,,"2,536","-5,592",,0.91,,,"1,615",,1,"1,616","1,235",700,"2,151","4,061","7,117",0.88,0.67
TIDC,19Oct2019,Pacific,N,"6,153","6,386","3,568","-2,807",,"3,404",,,164,,,,,"2,474","-5,281",,0.91,,,"1,402",,1,"1,403","1,030",622,"1,810","3,568","6,375",0.87,0.63
TIDC,20Oct2019,Pacific,N,"5,962","5,947","3,017","-2,925",,"2,872",,,144,,,,,"4,138","-7,063",,0.91,,,"1,187",,1,"1,188","1,525",961,"1,752","3,016","5,941",0.87,0.65
TIDC,21Oct2019,Pacific,N,"7,126","7,067","5,218","-1,840",,"5,076",,,144,,,,,"1,808","-3,648",,0.91,,,"2,095",,1,"2,096",985,682,"2,399","5,220","7,060",0.89,0.75
TIDC,22Oct2019,Pacific,N,"7,468","7,408","6,419",-988,,"6,261",,,159,,,,,714,"-1,702",,0.91,,,"2,580",,1,"2,581",642,613,"2,610","6,420","7,408",0.89,0.78
TIDC,23Oct2019,Pacific,N,"7,620","7,446","6,434","-1,005",,"6,250",,,188,,,,,"1,827","-2,832",,0.91,,,"2,576",,1,"2,577",796,724,"2,650","6,438","7,443",0.88,0.78
TIDC,24Oct2019,Pacific,N,"7,604","7,504","6,544",-957,,"6,370",,,170,,,,,"2,215","-3,172",,0.91,,,"2,628",,1,"2,629",906,840,"2,694","6,540","7,497",0.89,0.79
TIDC,25Oct2019,Pacific,N,"7,429","7,439","6,391","-1,046",,"6,212",,,175,,,,,"1,961","-3,007",,0.91,,,"2,560",,1,"2,561",812,715,"2,657","6,387","7,433",0.88,0.79
TIDC,26Oct2019,Pacific,N,"6,571","6,660","3,258","-3,395",,"3,080",,,183,,,,,"1,263","-4,658",,0.91,,,"1,270",,1,"1,271","1,175",519,"1,927","3,263","6,658",0.86,0.64
TIDC,27Oct2019,Pacific,N,"5,915","5,769","3,008","-2,755",,"2,830",,,186,,,,,"1,554","-4,309",,0.91,,,"1,170",,1,"1,171",961,485,"1,647","3,016","5,771",0.86,0.63
TIDC,28Oct2019,Pacific,N,"6,862","6,820","3,579","-3,233",,"3,396",,,183,,,,,"1,820","-5,053",,0.91,,,"1,398",,1,"1,399","1,352",608,"2,143","3,579","6,812",0.86,0.69
TIDC,29Oct2019,Pacific,N,"6,807","7,042","4,496","-2,536",,"4,310",,,192,,,,,"3,312","-5,848",,0.91,,,"1,776",,1,"1,777","1,423",945,"2,255","4,502","7,038",0.87,0.71
TIDC,30Oct2019,Pacific,N,"6,732","7,020","6,692",-322,,"6,520",,,169,,,,,"5,966","-6,288",,0.91,,,"2,688",,1,"2,689","1,798","2,023","2,464","6,689","7,011",0.89,0.77
TIDC,31Oct2019,Pacific,N,"6,941","6,962","7,049",95,,"6,951",,,93,,,,,"6,404","-6,309",,0.91,,,"2,862",,1,"2,862","1,763","2,147","2,479","7,044","6,949",0.90,0.79
TIDC,01Nov2019,Pacific,N,"6,779","6,861","6,312",-543,,"6,249",,,48,,,,,"5,493","-6,036",,0.91,,,"2,580",,0,"2,581","1,621","1,777","2,425","6,297","6,840",0.90,0.78
TIDC,02Nov2019,Pacific,N,"6,094","6,146","5,757",-379,,"5,701",,,48,,,,,"4,477","-4,856",,0.91,,,"2,349",,0,"2,350","1,109","1,306","2,153","5,749","6,128",0.90,0.77
TIDC,03Nov2019,Pacific,N,"5,934","5,972","6,155",208,,"6,096",,,48,,,,,"4,278","-4,070",,0.91,,,"2,514",,0,"2,515",894,"1,279","2,130","6,144","5,936",0.90,0.79
TIDC,04Nov2019,Pacific,N,"6,681","6,774","7,328",558,,"7,271",,,48,,,,,"3,264","-2,706",,0.91,,,"2,998",,0,"2,998",782,"1,273","2,508","7,319","6,761",0.90,0.82
TIDC,05Nov2019,Pacific,N,"6,911","6,976","7,352",382,,"7,110",,,236,,,,,"2,874","-2,492",,0.91,,,"2,926",,1,"2,927",711,"1,120","2,518","7,346","6,964",0.88,0.80
TIDC,06Nov2019,Pacific,N,"7,088","6,954","7,809",841,,"7,381",,,426,,,,,"2,293","-1,452",,0.91,,,"3,040",,3,"3,043",727,"1,316","2,454","7,807","6,966",0.86,0.78
TIDC,07Nov2019,Pacific,N,"7,017","6,970","6,999",30,,"6,667",,,333,,,,,"1,656","-1,626",,0.91,,,"2,741",,2,"2,743",772,"1,102","2,413","7,000","6,970",0.86,0.76
TIDC,08Nov2019,Pacific,N,"6,845","6,787","7,097",310,,"6,772",,,326,,,,,419,-109,,0.91,,,"2,795",,2,"2,797",805,"1,328","2,274","7,098","6,788",0.87,0.74
TIDC,09Nov2019,Pacific,N,"6,100","6,006","6,147",143,,"5,813",,,330,,,,,656,-513,,0.91,,,"2,401",,2,"2,403",637,"1,069","1,972","6,143","6,000",0.86,0.72
TIDC,10Nov2019,Pacific,N,"5,728","5,606","5,517",-88,,"5,192",,,322,,,,,"1,205","-1,293",,0.91,,,"2,146",,2,"2,148",711,"1,043","1,816","5,514","5,602",0.86,0.71
TIDC,11Nov2019,Pacific,N,"6,697","6,414","5,948",-459,,"5,630",,,318,,,,,"1,598","-2,057",,0.91,,,"2,320",,2,"2,322",743,907,"2,158","5,948","6,407",0.86,0.74
TIDC,12Nov2019,Pacific,N,"6,895","6,872","6,219",-645,,"5,943",,,276,,,,,"2,039","-2,684",,0.91,,,"2,444",,2,"2,445",957,"1,031","2,372","6,219","6,864",0.87,0.76
TIDC,13Nov2019,Pacific,N,"6,904","6,876","6,449",-422,,"6,211",,,236,,,,,"2,319","-2,741",,0.91,,,"2,559",,1,"2,560",905,"1,051","2,414","6,447","6,869",0.88,0.77
TIDC,14Nov2019,Pacific,N,"6,841","6,861","6,585",-273,,"6,337",,,248,,,,,767,"-1,040",,0.91,,,"2,608",,2,"2,610",633,822,"2,420","6,585","6,858",0.87,0.78
TIDC,15Nov2019,Pacific,N,"6,733","6,727","3,109","-3,611",,"2,866",,,241,,,,,"-2,016","-1,595",,0.91,,,"1,181",,2,"1,183","1,074",405,"1,851","3,107","6,718",0.84,0.61
TIDC,16Nov2019,Pacific,N,"5,892","6,013","2,387","-3,619",,"2,142",,,244,,,,,"-1,446","-2,173",,0.91,,,885,,2,886,"1,105",494,"1,497","2,386","6,005",0.82,0.55
TIDC,17Nov2019,Pacific,N,"5,680","5,728","2,153","-3,566",,"1,929",,,225,,,,,"-1,366","-2,200",,0.91,,,794,,1,796,"1,031",463,"1,363","2,154","5,720",0.81,0.53
TIDC,18Nov2019,Pacific,N,"6,689","6,666","5,267","-1,394",,"5,013",,,251,,,,,-211,"-1,183",,0.91,,,"2,065",,2,"2,067",821,713,"2,175","5,264","6,658",0.87,0.72
TIDC,19Nov2019,Pacific,N,"6,848","6,772","6,196",-574,,"5,931",,,266,,,,,-132,-442,,0.91,,,"2,444",,2,"2,446",656,779,"2,323","6,197","6,771",0.87,0.76
TIDC,20Nov2019,Pacific,N,"6,729","6,641","5,946",-690,,"5,707",,,237,,,,,"-1,641",951,,0.91,,,"2,358",,1,"2,360",450,485,"2,325","5,944","6,634",0.88,0.77
TIDC,21Nov2019,Pacific,N,"6,715","6,695","6,715",17,,"6,464",,,244,,,,,"1,288","-1,271",,0.91,,,"2,661",,2,"2,663",714,984,"2,392","6,708","6,691",0.88,0.79
TIDC,22Nov2019,Pacific,N,"6,684","6,644","6,396",-250,,"6,141",,,251,,,,,792,"-1,042",,0.91,,,"2,530",,2,"2,531",788,"1,042","2,277","6,392","6,642",0.87,0.76
TIDC,23Nov2019,Pacific,N,"5,983","5,919","5,904",-13,,"5,647",,,252,,,,,"2,681","-2,694",,0.91,,,"2,332",,2,"2,334",689,965,"2,057","5,899","5,912",0.87,0.77
TIDC,24Nov2019,Pacific,N,"5,759","5,750","5,513",-232,,"5,267",,,245,,,,,"1,249","-1,481",,0.91,,,"2,176",,2,"2,177",551,815,"1,913","5,512","5,744",0.87,0.73
