BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,FMPP,FPL,GVL,NSB,SEC,SOCO,TAL,TEC,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
FPC,17Dec2016,Eastern,N,"93,212","119,201","89,384","-29,817",,,,,,,,,,"-10,467","-10,624",154,289,"-10,161","-4,386","-1,484","6,862",,,,,,,,,,,,,,,
FPC,18Dec2016,Eastern,N,"103,296","131,057","94,259","-36,798",,,,,,,,,,"-10,920","-15,363",21,324,"-13,805","-4,161","-1,650","8,756",,,,,,,,,,,,,,,
FPC,19Dec2016,Eastern,N,"104,853","140,553","105,513","-35,040",,,,,,,,,,"-12,086","-13,561",395,655,"-9,547","-3,554","-1,299","3,957",,,,,,,,,,,,,,,
FPC,20Dec2016,Eastern,N,"96,400","123,028","97,747","-25,281",,,,,,,,,,"-9,555","-5,883",436,602,"-8,771","-4,506","-1,298","3,694",,,,,,,,,,,,,,,
FPC,21Dec2016,Eastern,N,"92,062","117,193","91,307","-25,886",,,,,,,,,,"-5,712","-7,490",378,518,"-8,681","-4,864","-1,336","1,301",,,,,,,,,,,,,,,
FPC,22Dec2016,Eastern,N,"90,621","119,478","92,689","-26,789",,,,,,,,,,"-9,652","-6,522",328,332,"-10,741","-4,389","-1,822","5,677",,,,,,,,,,,,,,,
FPC,23Dec2016,Eastern,N,"88,882","116,289","89,799","-26,490",,,,,,,,,,"-10,900","-5,580",-133,62,"-11,332","-4,467","-1,589","7,449",,,,,,,,,,,,,,,
FPC,24Dec2016,Eastern,N,"92,698","121,070","90,232","-30,838",,,,,,,,,,"-9,965","-5,917",-330,-48,"-12,847","-4,581","-2,004","4,854",,,,,,,,,,,,,,,
FPC,25Dec2016,Eastern,N,"93,049","119,269","88,678","-30,591",,,,,,,,,,"-8,634","-9,050",64,0,"-12,554","-3,897","-1,965","5,445",,,,,,,,,,,,,,,
FPC,26Dec2016,Eastern,N,"100,828","121,521","90,231","-31,290",,,,,,,,,,"-9,841","-8,398",303,40,"-13,300","-4,575","-1,505","5,986",,,,,,,,,,,,,,,
FPC,27Dec2016,Eastern,N,"104,375","125,620","92,882","-32,738",,,,,,,,,,"-9,056","-10,455",618,65,"-12,832","-5,199",-800,"4,921",,,,,,,,,,,,,,,
FPC,28Dec2016,Eastern,N,"100,765","124,734","89,774","-34,960",,,,,,,,,,"-10,048","-9,225",670,71,"-12,292","-4,115","-2,093","2,072",,,,,,,,,,,,,,,
FPC,29Dec2016,Eastern,N,"93,091","124,072","95,496","-28,576",,,,,,,,,,"-8,404","-8,517",904,170,"-11,321","-3,645","-1,914","4,151",,,,,,,,,,,,,,,
FPC,30Dec2016,Eastern,N,"99,499","121,710","89,792","-31,918",,,,,,,,,,"-11,132","-7,528",131,303,"-10,905","-4,395","-1,472","3,080",,,,,,,,,,,,,,,
FPC,31Dec2016,Eastern,N,"101,773","131,834","93,919","-37,915",,,,,,,,,,"-13,064","-9,331",246,271,"-12,355","-4,806","-1,810","3,022",,,,,,,,,,,,,,,
FPC,01Jan2017,Eastern,N,"89,439","111,627","83,133","-28,494",,,,,,,,,,"-9,480","-12,599",-390,184,"-11,194","-2,926","-1,646","9,557",,,,,,,,,,,,,,,
FPC,02Jan2017,Eastern,N,"94,640","120,454","88,077","-32,377",,,,,,,,,,"-11,880","-10,362",136,260,"-11,058","-3,066","-1,609","5,202",,,,,,,,,,,,,,,
FPC,03Jan2017,Eastern,N,"101,496","132,057","95,019","-37,038",,,,,,,,,,"-9,837","-13,205",257,415,"-12,360","-4,041","-1,296","3,029",,,,,,,,,,,,,,,
FPC,04Jan2017,Eastern,N,"98,074","121,975","89,491","-32,484",,,,,,,,,,"-9,286","-12,167",99,370,"-11,087","-3,041","-1,315","3,943",,,,,,,,,,,,,,,
FPC,05Jan2017,Eastern,N,"91,585","116,050","92,127","-23,923",,,,,,,,,,"-8,482","-7,596",362,431,"-8,958","-2,685","-2,064","5,069",,,,,,,,,,,,,,,
FPC,06Jan2017,Eastern,N,"92,138","118,304","94,115","-24,189",,,,,,,,,,"-9,651","-7,407",485,468,"-8,374","-2,243","-1,978","4,511",,,,,,,,,,,,,,,
FPC,07Jan2017,Eastern,N,"91,669","128,433","100,236","-28,197",,,,,,,,,,"-9,577","-9,716",826,620,"-7,363","-1,913","-2,454","1,380",,,,,,,,,,,,,,,
FPC,08Jan2017,Eastern,N,"132,802","177,167","126,099","-51,068",,,,,,,,,,"-17,303","-15,096","1,865",673,"-11,621","-5,287","-3,325",-974,,,,,,,,,,,,,,,
FPC,09Jan2017,Eastern,N,"121,682","165,930","116,561","-49,369",,,,,,,,,,"-16,039","-18,014","1,723",620,"-10,333","-6,019","-3,064","1,757",,,,,,,,,,,,,,,
FPC,10Jan2017,Eastern,N,"104,076","140,002","109,188","-30,814",,,,,,,,,,"-10,769","-12,848","1,184",486,"-8,596","-5,077","-2,453","7,259",,,,,,,,,,,,,,,
FPC,11Jan2017,Eastern,N,"92,480","121,340","93,903","-27,437",,,,,,,,,,"-8,118","-11,627",704,370,"-11,822","-3,371","-2,396","8,823",,,,,,,,,,,,,,,
FPC,12Jan2017,Eastern,N,"92,300","119,795","91,550","-28,245",,,,,,,,,,"-6,856","-12,862",407,366,"-11,287","-2,717","-2,272","6,976",,,,,,,,,,,,,,,
FPC,13Jan2017,Eastern,N,"91,217","116,455","89,956","-26,499",,,,,,,,,,"-8,639","-11,762",568,379,"-8,722","-3,017","-2,221","6,915",,,,,,,,,,,,,,,
FPC,14Jan2017,Eastern,N,"88,488","111,900","85,315","-26,585",,,,,,,,,,"-9,976","-7,957",422,192,"-9,979","-3,187","-1,446","5,346",,,,,,,,,,,,,,,
FPC,15Jan2017,Eastern,N,"86,726","110,054","83,538","-26,516",,,,,,,,,,"-9,775","-7,417",485,193,"-11,190","-2,709","-1,428","5,325",,,,,,,,,,,,,,,
FPC,16Jan2017,Eastern,N,"91,761","116,071","88,455","-27,616",,,,,,,,,,"-8,905","-9,662",620,289,"-10,030","-3,764","-1,503","5,339",,,,,,,,,,,,,,,
FPC,17Jan2017,Eastern,N,"94,286","118,306","87,658","-30,648",,,,,,,,,,"-5,929","-15,519",443,323,"-10,985","-4,099","-1,485","6,603",,,,,,,,,,,,,,,
FPC,18Jan2017,Eastern,N,"96,135","115,767","85,201","-30,566",,,,,,,,,,"-8,482","-11,232",398,174,"-11,998","-4,394","-1,239","6,207",,,,,,,,,,,,,,,
FPC,19Jan2017,Eastern,N,"94,522","123,337","94,019","-29,318",,,,,,,,,,"-8,017","-9,549",775,101,"-12,613","-3,890","-1,030","4,905",,,,,,,,,,,,,,,
FPC,20Jan2017,Eastern,N,"94,848","121,619","89,837","-31,782",,,,,,,,,,"-9,314","-10,643",284,254,"-12,436","-4,448","-1,405","5,926",,,,,,,,,,,,,,,
FPC,21Jan2017,Eastern,N,"96,060","119,341","90,173","-29,168",,,,,,,,,,"-10,022","-9,429",273,283,"-11,379","-2,776","-1,344","5,226",,,,,,,,,,,,,,,
FPC,22Jan2017,Eastern,N,"96,014","124,759","93,819","-30,940",,,,,,,,,,"-10,042","-8,770",389,320,"-12,717","-4,141",37,"3,984",,,,,,,,,,,,,,,
FPC,23Jan2017,Eastern,N,"91,923","112,804","83,139","-29,665",,,,,,,,,,"-11,338","-7,144",266,436,"-10,515","-3,261","-1,125","3,016",,,,,,,,,,,,,,,
FPC,24Jan2017,Eastern,N,"93,685","118,770","94,498","-24,272",,,,,,,,,,"-15,604","-2,423",298,426,"-10,167","-3,013","-1,743","7,954",,,,,,,,,,,,,,,
FPC,25Jan2017,Eastern,N,"92,670","121,468","90,516","-30,952",,,,,,,,,,"-18,883","-4,329",316,356,"-12,595","-4,876","-1,955","11,014",,,,,,,,,,,,,,,
FPC,26Jan2017,Eastern,N,"95,014","120,433","85,662","-34,771",,,,,,,,,,"-14,014","-11,625",32,330,"-11,215","-3,949","-2,039","7,709",,,,,,,,,,,,,,,
FPC,27Jan2017,Eastern,N,"93,742","118,048","89,589","-28,459",,,,,,,,,,"-10,979","-7,125",115,365,"-11,393","-2,729","-2,351","5,638",,,,,,,,,,,,,,,
FPC,28Jan2017,Eastern,N,"102,676","130,917","99,447","-31,470",,,,,,,,,,"-11,923","-9,117",541,553,"-12,493","-2,461","-2,537","5,967",,,,,,,,,,,,,,,
FPC,29Jan2017,Eastern,N,"103,859","138,562","107,011","-31,551",,,,,,,,,,"-13,494","-8,046",577,517,"-13,174","-1,875","-2,275","6,219",,,,,,,,,,,,,,,
FPC,30Jan2017,Eastern,N,"112,307","140,076","108,581","-31,495",,,,,,,,,,"-12,648","-7,775",882,660,"-12,280","-2,050","-2,308","4,024",,,,,,,,,,,,,,,
FPC,31Jan2017,Eastern,N,"111,839","141,497","107,550","-33,947",,,,,,,,,,"-13,329","-11,113",726,563,"-13,516","-2,995","-2,158","7,875",,,,,,,,,,,,,,,
FPC,01Feb2017,Eastern,N,"100,020","126,995","99,081","-27,914",,,,,,,,,,"-13,184","-9,900",282,403,"-11,693","-3,785","-1,282","11,245",,,,,,,,,,,,,,,
FPC,02Feb2017,Eastern,N,"95,360","122,535","93,749","-28,786",,,,,,,,,,"-11,060","-9,837",364,471,"-11,134","-2,989","-1,159","6,558",,,,,,,,,,,,,,,
FPC,03Feb2017,Eastern,N,"91,376","117,719","91,962","-25,757",,,,,,,,,,"-10,362","-7,024",430,525,"-10,401","-3,309","-1,084","5,468",,,,,,,,,,,,,,,
FPC,04Feb2017,Eastern,N,"86,209","110,746","85,702","-25,044",,,,,,,,,,"-12,162","-3,361",172,343,"-10,408","-2,297","-1,093","3,762",,,,,,,,,,,,,,,
FPC,05Feb2017,Eastern,N,"85,795","112,506","86,069","-26,437",,,,,,,,,,"-10,044","-7,104",236,389,"-10,056","-2,852","-1,297","4,291",,,,,,,,,,,,,,,
FPC,06Feb2017,Eastern,N,"92,102","122,819","93,510","-29,309",,,,,,,,,,"-10,842","-6,275",463,322,"-10,754","-3,622","-1,266","2,665",,,,,,,,,,,,,,,
FPC,07Feb2017,Eastern,N,"95,559","122,088","87,978","-34,110",,,,,,,,,,"-12,991","-4,709",428,207,"-10,698","-4,759","-1,098",-490,,,,,,,,,,,,,,,
FPC,08Feb2017,Eastern,N,"101,338","123,599","90,282","-33,317",,,,,,,,,,"-13,526","-5,478",160,183,"-10,358","-4,562","-1,172","1,436",,,,,,,,,,,,,,,
FPC,09Feb2017,Eastern,N,"94,495","125,924","91,709","-34,215",,,,,,,,,,"-10,578","-8,690",305,291,"-11,128","-5,407","-1,395","2,387",,,,,,,,,,,,,,,
FPC,10Feb2017,Eastern,N,"94,244","117,564","83,231","-34,333",,,,,,,,,,"-8,462","-8,592",291,523,"-8,141","-5,862","-1,400","-2,690",,,,,,,,,,,,,,,
FPC,11Feb2017,Eastern,N,"87,819","116,810","88,650","-28,160",,,,,,,,,,"-9,271","-7,141",-200,545,"-9,292","-3,941","-1,428","2,568",,,,,,,,,,,,,,,
FPC,12Feb2017,Eastern,N,"89,209","113,933","84,530","-29,403",,,,,,,,,,"-10,169","-9,165",-354,550,"-8,975","-2,902","-1,022","2,634",,,,,,,,,,,,,,,
FPC,13Feb2017,Eastern,N,"91,503","119,833","84,496","-35,337",,,,,,,,,,"-9,673","-10,641",-160,634,"-8,722","-4,132","-1,267","-1,376",,,,,,,,,,,,,,,
FPC,14Feb2017,Eastern,N,"93,986","122,210","83,551","-38,659",,,,,,,,,,"-9,539","-11,861",-155,616,"-9,626","-3,981","-1,135","-2,968",,,,,,,,,,,,,,,
FPC,15Feb2017,Eastern,N,"94,001","120,624","83,831","-36,793",,,,,,,,,,"-9,176","-12,091",-288,531,"-10,859","-4,488","-1,185",763,,,,,,,,,,,,,,,
FPC,16Feb2017,Eastern,N,"92,431","114,965","78,335","-36,630",,,,,,,,,,"-9,892","-11,547",-122,698,"-8,889","-3,348",-951,"-2,579",,,,,,,,,,,,,,,
FPC,17Feb2017,Eastern,N,"93,738","124,055","80,065","-43,990",,,,,,,,,,"-12,454","-13,512",476,663,"-10,692","-5,416","-1,233","-1,822",,,,,,,,,,,,,,,
FPC,18Feb2017,Eastern,N,"87,752","114,130","87,223","-26,907",,,,,,,,,,"-9,749","-13,011",220,534,"-10,635","-3,185","-1,284","10,203",,,,,,,,,,,,,,,
FPC,19Feb2017,Eastern,N,"89,054","114,953","85,210","-29,743",,,,,,,,,,"-8,471","-14,729",257,580,"-10,042","-3,433","-1,313","7,408",,,,,,,,,,,,,,,
FPC,20Feb2017,Eastern,N,"96,666","123,851","91,069","-32,782",,,,,,,,,,"-9,899","-10,407",705,689,"-8,346","-4,551","-1,408",435,,,,,,,,,,,,,,,
FPC,21Feb2017,Eastern,N,"95,091","118,493","85,830","-32,663",,,,,,,,,,"-10,784","-9,688",869,735,"-7,619","-4,435","-1,372",-369,,,,,,,,,,,,,,,
FPC,22Feb2017,Eastern,N,"93,050","116,207","84,577","-31,630",,,,,,,,,,"-10,252","-11,761",686,769,"-5,191","-4,875","-1,526",520,,,,,,,,,,,,,,,
FPC,23Feb2017,Eastern,N,"92,623","118,730","91,303","-27,427",,,,,,,,,,"-9,313","-12,762",809,856,"-4,643","-3,986","-1,294","2,906",,,,,,,,,,,,,,,
FPC,24Feb2017,Eastern,N,"98,025","125,707","92,028","-33,679",,,,,,,,,,"-10,417","-10,309",835,775,"-7,690","-5,469","-1,174",-230,,,,,,,,,,,,,,,
FPC,25Feb2017,Eastern,N,"93,413","118,543","88,150","-30,393",,,,,,,,,,"-8,339","-8,714",693,685,"-8,523","-4,761","-1,519",85,,,,,,,,,,,,,,,
FPC,26Feb2017,Eastern,N,"85,698","110,893","85,185","-25,708",,,,,,,,,,"-6,586","-9,366",494,713,"-7,220","-3,624","-1,266","1,147",,,,,,,,,,,,,,,
FPC,27Feb2017,Eastern,N,"94,425","126,677","95,117","-31,560",,,,,,,,,,"-7,556","-10,358",822,797,"-8,338","-6,074","-1,435",582,,,,,,,,,,,,,,,
FPC,28Feb2017,Eastern,N,"104,531","136,660","99,677","-36,983",,,,,,,,,,"-8,906","-14,237",594,739,"-9,547","-8,408","-1,645","4,427",,,,,,,,,,,,,,,
FPC,01Mar2017,Eastern,N,"105,545","139,328","103,452","-35,876",,,,,,,,,,"-10,284","-10,725",560,649,"-11,266","-7,866","-1,693","4,749",,,,,,,,,,,,,,,
FPC,02Mar2017,Eastern,N,"104,050","132,584","98,978","-33,606",,,,,,,,,,"-10,282","-12,668",100,568,"-13,609","-7,245","-1,609","11,139",,,,,,,,,,,,,,,
FPC,03Mar2017,Eastern,N,"92,159","115,108","90,020","-25,088",,,,,,,,,,"-9,491","-10,095",243,642,"-11,502","-4,342","-1,330","10,787",,,,,,,,,,,,,,,
FPC,04Mar2017,Eastern,N,"86,232","113,257","86,119","-27,138",,,,,,,,,,"-9,958","-9,545",170,594,"-12,195","-3,969","-1,753","9,518",,,,,,,,,,,,,,,
FPC,05Mar2017,Eastern,N,"83,621","109,263","75,915","-33,348",,,,,,,,,,"-9,608","-9,345",-35,470,"-13,484","-4,411","-1,891","4,956",,,,,,,,,,,,,,,
FPC,06Mar2017,Eastern,N,"90,567","117,971","84,207","-33,764",,,,,,,,,,"-9,435","-11,443",240,511,"-13,913","-4,061","-1,696","6,033",,,,,,,,,,,,,,,
FPC,07Mar2017,Eastern,N,"93,586","119,808","87,882","-31,926",,,,,,,,,,"-9,481","-10,364",288,526,"-13,148","-4,445","-1,699","6,397",,,,,,,,,,,,,,,
FPC,08Mar2017,Eastern,N,"100,447","126,854","91,693","-35,161",,,,,,,,,,"-5,357","-14,434",431,536,"-14,279","-5,269","-2,023","5,234",,,,,,,,,,,,,,,
FPC,09Mar2017,Eastern,N,"101,890","130,280","95,115","-35,165",,,,,,,,,,"-5,927","-12,501",365,565,"-13,175","-5,192","-2,067","2,767",,,,,,,,,,,,,,,
FPC,10Mar2017,Eastern,N,"100,065","127,128","92,357","-34,771",,,,,,,,,,"-9,233","-11,218",291,608,"-11,963","-5,087","-2,088","3,919",,,,,,,,,,,,,,,
FPC,11Mar2017,Eastern,N,"94,830","120,478","88,173","-32,305",,,,,,,,,,"-8,963","-14,338",-43,588,"-13,685","-3,343","-2,583","10,062",,,,,,,,,,,,,,,
FPC,12Mar2017,Eastern,N,"86,313","114,031","85,168","-28,863",,,,,,,,,,"-8,433","-13,105",45,621,"-12,348","-3,115","-1,934","9,406",,,,,,,,,,,,,,,
FPC,13Mar2017,Eastern,N,"93,300","117,483","87,302","-30,181",,,,,,,,,,"-6,616","-11,241",604,691,"-12,477","-4,335","-2,513","5,706",,,,,,,,,,,,,,,
FPC,14Mar2017,Eastern,N,"92,189","115,092","84,322","-30,770",,,,,,,,,,"-7,933","-12,046",508,621,"-11,844","-5,169","-2,619","7,712",,,,,,,,,,,,,,,
FPC,15Mar2017,Eastern,N,"96,242","128,216","94,881","-33,335",,,,,,,,,,"-10,764","-7,425",-224,785,"-14,079","-6,084","-2,781","7,237",,,,,,,,,,,,,,,
FPC,16Mar2017,Eastern,N,"115,502","146,789","106,411","-40,378",,,,,,,,,,"-12,747","-8,453",-29,590,"-15,404","-6,501","-2,737","4,903",,,,,,,,,,,,,,,
FPC,17Mar2017,Eastern,N,"104,201","134,552","100,607","-33,945",,,,,,,,,,"-11,230","-7,133",-278,657,"-14,451","-5,636","-3,094","7,220",,,,,,,,,,,,,,,
FPC,18Mar2017,Eastern,N,"89,255","116,674","89,089","-27,585",,,,,,,,,,"-12,358","-7,802",-724,617,"-10,509","-3,755","-2,330","9,276",,,,,,,,,,,,,,,
FPC,19Mar2017,Eastern,N,"86,326","109,284","78,579","-30,705",,,,,,,,,,"-10,859","-10,894",-823,553,"-10,749","-3,652","-2,720","8,439",,,,,,,,,,,,,,,
FPC,20Mar2017,Eastern,N,"91,124","117,711","83,925","-33,786",,,,,,,,,,"-10,473","-10,865",581,516,"-14,897","-4,688","-2,765","8,806",,,,,,,,,,,,,,,
FPC,21Mar2017,Eastern,N,"92,269","120,687","89,166","-31,521",,,,,,,,,,"-8,209","-11,634",767,513,"-14,744","-4,795","-3,244","9,825",,,,,,,,,,,,,,,
FPC,22Mar2017,Eastern,N,"98,056","125,033","92,295","-32,738",,,,,,,,,,"-9,232","-10,897",882,494,"-15,014","-5,272","-3,554","9,855",,,,,,,,,,,,,,,
FPC,23Mar2017,Eastern,N,"97,424","127,358","94,234","-33,124",,,,,,,,,,"-10,381","-11,638",658,447,"-15,666","-4,303","-3,165","10,924",,,,,,,,,,,,,,,
FPC,24Mar2017,Eastern,N,"96,003","118,756","88,265","-30,491",,,,,,,,,,"-9,350","-11,446",654,530,"-15,017","-4,226","-3,018","11,382",,,,,,,,,,,,,,,
FPC,25Mar2017,Eastern,N,"93,732","117,866","86,593","-31,273",,,,,,,,,,"-10,753","-11,667",553,495,"-12,359","-4,034","-1,989","8,481",,,,,,,,,,,,,,,
FPC,26Mar2017,Eastern,N,"96,524","122,661","90,177","-32,484",,,,,,,,,,"-10,770","-12,184",821,491,"-11,877","-3,756","-1,961","6,752",,,,,,,,,,,,,,,
FPC,27Mar2017,Eastern,N,"104,281","132,027","101,140","-30,887",,,,,,,,,,"-8,449","-7,312","1,091",307,"-16,192","-4,860","-1,805","6,333",,,,,,,,,,,,,,,
FPC,28Mar2017,Eastern,N,"108,577","136,027","105,653","-30,374",,,,,,,,,,"-7,875","-8,952","1,092",654,"-17,262","-5,328","-1,768","9,065",,,,,,,,,,,,,,,
FPC,29Mar2017,Eastern,N,"112,082","146,238","115,144","-31,094",,,,,,,,,,"-7,090","-9,708","1,095",283,"-15,841","-4,960","-1,953","7,080",,,,,,,,,,,,,,,
FPC,30Mar2017,Eastern,N,"114,911","143,880","111,037","-32,843",,,,,,,,,,"-6,337","-9,116","1,144",290,"-15,973","-6,575","-2,290","6,014",,,,,,,,,,,,,,,
FPC,31Mar2017,Eastern,N,"107,572","142,434","108,256","-34,178",,,,,,,,,,"-8,361","-9,160","1,191",592,"-16,154","-5,544","-2,060","5,318",,,,,,,,,,,,,,,
FPC,01Apr2017,Eastern,N,"107,289","139,069","103,589","-35,480",,,,,,,,,,"-10,742","-11,504",728,395,"-12,418","-5,939","-2,039","6,039",,,,,,,,,,,,,,,
FPC,02Apr2017,Eastern,N,"109,502","141,761","105,335","-36,426",,,,,,,,,,"-9,739","-11,950",655,437,"-13,533","-6,222","-2,198","6,124",,,,,,,,,,,,,,,
FPC,03Apr2017,Eastern,N,"122,095","160,661","125,830","-34,831",,,,,,,,,,"-7,069","-10,845","1,017",542,"-15,957","-6,393","-2,178","6,052",,,,,,,,,,,,,,,
FPC,04Apr2017,Eastern,N,"123,826","143,946","109,001","-34,945",,,,,,,,,,"-7,715","-13,775",529,402,"-11,478","-7,541","-2,053","6,686",,,,,,,,,,,,,,,
FPC,05Apr2017,Eastern,N,"128,315","158,097","117,501","-40,596",,,,,,,,,,"-7,494","-14,266",765,428,"-13,958","-7,204","-2,322","3,455",,,,,,,,,,,,,,,
FPC,06Apr2017,Eastern,N,"105,274","135,053","110,991","-24,062",,,,,,,,,,"-6,167","-7,957",866,564,"-12,218","-4,407","-1,661","6,918",,,,,,,,,,,,,,,
FPC,07Apr2017,Eastern,N,"91,373","111,745","89,306","-22,439",,,,,,,,,,"-7,511","-9,126",389,509,"-14,745","-4,030","-1,529","13,604",,,,,,,,,,,,,,,
FPC,08Apr2017,Eastern,N,"86,684","109,408","86,017","-23,391",,,,,,,,,,"-6,905","-10,935",368,492,"-13,511","-2,804","-2,404","12,308",,,,,,,,,,,,,,,
FPC,09Apr2017,Eastern,N,"88,431","117,939","90,370","-27,569",,,,,,,,,,"-6,437","-14,154",375,466,"-14,684","-3,082","-2,278","12,225",,,,,,,,,,,,,,,
FPC,10Apr2017,Eastern,N,"98,766","126,436","101,747","-24,689",,,,,,,,,,"-3,816","-13,025",451,553,"-15,439","-3,410","-2,764","12,761",,,,,,,,,,,,,,,
FPC,11Apr2017,Eastern,N,"104,455","130,552","104,672","-25,880",,,,,,,,,,"-3,613","-14,772",510,600,"-14,937","-3,827","-2,371","12,530",,,,,,,,,,,,,,,
FPC,12Apr2017,Eastern,N,"103,910","134,044","107,504","-26,540",,,,,,,,,,"-6,488","-13,314",631,622,"-12,678","-2,859","-2,634","10,180",,,,,,,,,,,,,,,
FPC,13Apr2017,Eastern,N,"104,509","134,366","108,019","-26,347",,,,,,,,,,"-6,880","-15,109",722,589,"-15,282","-2,444","-2,763","14,820",,,,,,,,,,,,,,,
FPC,14Apr2017,Eastern,N,"104,822","132,035","103,720","-28,315",,,,,,,,,,"-8,274","-14,318",760,539,"-11,990","-3,432","-2,744","11,144",,,,,,,,,,,,,,,
FPC,15Apr2017,Eastern,N,"103,619","129,772","100,754","-29,018",,,,,,,,,,"-6,541","-16,963",779,153,"-10,749","-3,297","-2,795","10,395",,,,,,,,,,,,,,,
FPC,16Apr2017,Eastern,N,"104,281","129,109","100,068","-29,041",,,,,,,,,,"-6,176","-15,830",803,-455,"-11,056","-2,862","-2,980","9,515",,,,,,,,,,,,,,,
FPC,17Apr2017,Eastern,N,"109,543","138,048","108,155","-29,893",,,,,,,,,,"-5,091","-11,504",381,-458,"-14,080","-6,270",-885,"8,014",,,,,,,,,,,,,,,
FPC,18Apr2017,Eastern,N,"114,073","143,914","112,712","-31,202",,,,,,,,,,"-5,523","-11,012",156,-163,"-13,808","-7,210",-399,"6,757",,,,,,,,,,,,,,,
FPC,19Apr2017,Eastern,N,"114,590","146,158","112,800","-33,358",,,,,,,,,,"-6,831","-13,002",124,615,"-13,686","-5,637","-1,545","6,603",,,,,,,,,,,,,,,
FPC,20Apr2017,Eastern,N,"113,589","144,928","114,533","-30,395",,,,,,,,,,"-5,796","-13,124",173,683,"-11,904","-3,559","-3,258","6,390",,,,,,,,,,,,,,,
FPC,21Apr2017,Eastern,N,"115,974","144,790","114,339","-30,451",,,,,,,,,,"-5,006","-15,089",-282,548,"-10,825","-3,387","-3,040","6,630",,,,,,,,,,,,,,,
FPC,22Apr2017,Eastern,N,"112,480","139,266","108,986","-30,280",,,,,,,,,,"-5,412","-14,273",-582,582,"-9,418","-2,654","-3,168","4,645",,,,,,,,,,,,,,,
FPC,23Apr2017,Eastern,N,"113,309","145,905","113,639","-32,266",,,,,,,,,,"-7,506","-14,402",-819,545,"-10,833","-2,789","-3,053","6,592",,,,,,,,,,,,,,,
FPC,24Apr2017,Eastern,N,"106,515","135,395","107,768","-27,627",,,,,,,,,,"-2,808","-11,879",-539,597,"-13,778","-2,435","-2,780","5,995",,,,,,,,,,,,,,,
FPC,25Apr2017,Eastern,N,"107,533","128,296","102,197","-26,099",,,,,,,,,,"-4,205","-9,606","-1,010",509,"-12,507","-2,149","-2,934","5,803",,,,,,,,,,,,,,,
FPC,26Apr2017,Eastern,N,"108,891","137,436","109,005","-28,431",,,,,,,,,,"-5,398","-10,110","-1,126",526,"-12,658","-1,941","-2,966","5,242",,,,,,,,,,,,,,,
FPC,27Apr2017,Eastern,N,"123,691","163,409","130,182","-33,227",,,,,,,,,,"-5,172","-12,529","-1,149",628,"-11,782","-2,510","-3,144","2,431",,,,,,,,,,,,,,,
FPC,28Apr2017,Eastern,N,"137,326","175,072","139,244","-35,828",,,,,,,,,,"-5,764","-15,075",-571,690,"-11,032","-3,740","-2,846","2,510",,,,,,,,,,,,,,,
FPC,29Apr2017,Eastern,N,"133,263","170,563","137,786","-32,777",,,,,,,,,,"-7,838","-16,805",-615,706,"-9,973","-2,896","-3,305","7,949",,,,,,,,,,,,,,,
FPC,30Apr2017,Eastern,N,"126,672","163,885","131,637","-32,248",,,,,,,,,,"-8,279","-16,357",-265,739,"-8,807","-3,604","-3,043","7,368",,,,,,,,,,,,,,,
FPC,01May2017,Eastern,N,"130,177","167,878","137,696","-30,182",,,,,,,,,,"-7,043","-16,087",-240,692,"-10,357","-4,110","-2,994","9,957",,,,,,,,,,,,,,,
FPC,02May2017,Eastern,N,"121,398","158,467","131,234","-27,233",,,,,,,,,,"-6,872","-14,523",-466,649,"-14,313","-2,242","-2,932","13,466",,,,,,,,,,,,,,,
FPC,03May2017,Eastern,N,"124,853","159,527","129,781","-29,746",,,,,,,,,,"-5,272","-16,591",-563,604,"-13,561","-3,489","-3,009","12,135",,,,,,,,,,,,,,,
FPC,04May2017,Eastern,N,"126,947","156,731","128,953","-27,778",,,,,,,,,,"-5,072","-13,495",-411,637,"-15,340","-3,873","-2,649","12,425",,,,,,,,,,,,,,,
FPC,05May2017,Eastern,N,"103,314","129,220","106,459","-22,761",,,,,,,,,,"-6,440","-10,551",-820,614,"-15,188",-877,"-2,134","12,635",,,,,,,,,,,,,,,
FPC,06May2017,Eastern,N,"92,224","113,049","90,796","-22,253",,,,,,,,,,"-6,062","-10,639","-1,299",546,"-13,419",136,"-2,295","10,779",,,,,,,,,,,,,,,
FPC,07May2017,Eastern,N,"98,223","124,161","96,792","-27,369",,,,,,,,,,"-6,440","-12,118","-1,830",506,"-13,469",587,"-2,488","7,883",,,,,,,,,,,,,,,
FPC,08May2017,Eastern,N,"114,294","143,420","115,748","-27,672",,,,,,,,,,"-6,392","-10,586",-413,511,"-14,639","-2,265","-2,764","8,876",,,,,,,,,,,,,,,
