BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,FMPP,FPL,GVL,NSB,SEC,SOCO,TAL,TEC,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
FPC,19Sep2019,Eastern,N,"124,158","161,238","127,170","-34,068",,"123,498",,8,338,686,,"2,640",,"-7,368","-12,694",-235,949,"-10,644","-1,546","-2,370",-160,,0.92,2.01,,"51,293",7,23,"51,323","17,578","1,274","67,627","127,170","161,238",0.89,0.92
FPC,20Sep2019,Eastern,N,"122,050","152,616","113,049","-39,567",,"109,357",,0,313,744,,"2,635",,"-6,725","-14,790",-342,"1,004","-10,093","-2,660","-2,446","-3,515",,0.92,,,"45,540",0,23,"45,564","18,966",427,"64,103","113,049","152,616",0.89,0.93
FPC,21Sep2019,Eastern,N,"117,527","150,895","111,035","-39,860",,"107,399",,0,293,683,,"2,660",,"-8,884","-14,766",-468,835,"-10,014","-2,587","-2,239","-1,737",,0.92,,,"44,818",0,23,"44,841","19,536",790,"63,587","111,035","150,895",0.89,0.93
FPC,22Sep2019,Eastern,N,"117,511","153,609","112,556","-41,053",,"108,932",,0,269,692,,"2,663",,"-9,081","-15,019",-449,761,"-10,845","-2,532","-2,051","-1,837",,0.92,,,"45,326",0,23,"45,349","19,879",545,"64,683","112,556","153,609",0.89,0.93
FPC,23Sep2019,Eastern,N,"123,401","155,456","117,254","-38,202",,"113,539",,0,293,781,,"2,641",,"-9,437","-14,988",-314,743,"-9,067","-2,313","-2,171",-654,,0.92,,,"47,130",0,23,"47,153","18,190",686,"64,657","117,254","155,455",0.89,0.92
FPC,24Sep2019,Eastern,N,"122,519","160,494","120,434","-40,060",,"116,721",,10,328,722,,"2,653",,"-10,914","-16,145",-623,539,"-10,119","-2,952","-2,491","2,645",,0.92,2.02,,"48,508",9,23,"48,541","19,609","1,336","66,814","120,434","160,494",0.89,0.92
FPC,25Sep2019,Eastern,N,"132,486","169,913","128,158","-41,755",,"124,340",,611,352,220,,"2,635",,"-11,785","-15,954",-545,530,"-10,353","-4,254","-2,190","2,796",,0.92,2.03,,"51,630",562,20,"52,213","20,327","1,402","71,138","128,158","169,913",0.90,0.92
FPC,26Sep2019,Eastern,N,"136,451","174,834","130,519","-44,315",,"126,505",,381,309,682,,"2,642",,"-11,097","-15,960",-438,602,"-9,938","-4,728","-2,746",-10,,0.92,2.04,,"52,621",352,23,"52,996","20,761",541,"73,216","130,519","174,834",0.90,0.92
FPC,27Sep2019,Eastern,N,"133,484","174,913","132,025","-42,888",,"128,453",,0,322,677,,"2,573",,"-11,171","-16,008",-352,626,"-9,647","-5,411","-2,722","1,797",,0.92,,,"53,481",0,22,"53,504","20,581","1,052","73,032","132,025","174,913",0.89,0.92
FPC,28Sep2019,Eastern,N,"129,011","170,519","128,404","-42,115",,"124,913",,0,332,598,,"2,561",,"-12,847","-13,570",-480,698,"-11,249","-5,212","-2,745","3,290",,0.92,,,"52,021",0,22,"52,043","21,928","1,689","72,281","128,404","170,519",0.89,0.93
FPC,29Sep2019,Eastern,N,"131,242","171,050","128,711","-42,339",,"125,051",,0,335,685,,"2,640",,"-12,549","-15,661",-583,791,"-11,365","-4,409","-2,312","3,749",,0.92,,,"52,216",0,23,"52,239","22,018","1,940","72,317","128,711","171,050",0.89,0.93
FPC,30Sep2019,Eastern,N,"136,592","177,867","138,176","-39,691",,"135,290",,0,290,521,,"2,075",,"-10,211","-19,693",-734,872,"-8,483","-4,855","-2,203","5,616",,0.92,,,"56,324",0,18,"56,342","21,263","2,728","74,878","138,176","177,867",0.90,0.93
FPC,01Oct2019,Eastern,N,"133,199","171,517","133,502","-38,015",,"130,425",,36,285,438,,"2,318",,"-11,868","-17,720",-911,870,"-9,538","-4,696","-1,925","7,773",,0.92,2.01,,"54,207",33,19,"54,259","22,658","3,686","73,231","133,502","171,517",0.90,0.94
FPC,02Oct2019,Eastern,N,"135,156","171,536","133,531","-38,005",,"130,180",,0,316,579,,"2,456",,"-10,877","-17,077",-490,963,"-8,719","-4,319","-1,898","4,412",,0.91,,,"54,005",0,21,"54,026","20,591","2,273","72,344","133,531","171,536",0.89,0.93
FPC,03Oct2019,Eastern,N,"138,669","169,755","126,915","-42,840",,"123,711",,0,335,755,,"2,114",,"-13,482","-15,945",-534,833,"-9,234","-4,976","-2,193","2,691",,0.92,,,"51,439",0,20,"51,459","22,321","1,525","72,256","126,915","169,755",0.89,0.94
FPC,04Oct2019,Eastern,N,"135,739","169,491","128,747","-40,744",,"125,159",,0,346,743,,"2,499",,"-10,721","-16,554",-294,527,"-9,229","-4,555","-2,282","2,364",,0.92,,,"52,031",0,23,"52,053","20,432","1,276","71,210","128,747","169,491",0.89,0.93
FPC,05Oct2019,Eastern,N,"128,657","166,569","123,999","-42,570",,"120,465",,0,280,626,,"2,628",,"-11,942","-17,168",-906,153,"-10,350","-4,395","-2,336","4,374",,0.92,,,"50,144",0,22,"50,166","22,941","1,979","71,128","123,999","166,569",0.89,0.94
FPC,06Oct2019,Eastern,N,"127,750","160,147","118,927","-41,220",,"115,601",,0,255,543,,"2,528",,"-11,405","-16,649",-938,135,"-9,189","-4,045","-2,201","3,072",,0.92,,,"48,092",0,21,"48,113","20,797","1,353","67,557","118,927","160,147",0.89,0.93
FPC,07Oct2019,Eastern,N,"128,289","154,369","114,319","-40,050",,"111,115",,0,265,229,,"2,710",,"-13,419","-16,402",-909,243,"-10,388","-4,373","-1,951","7,149",,0.92,,,"46,140",0,20,"46,160","22,739","3,144","65,755","114,319","154,369",0.89,0.94
FPC,08Oct2019,Eastern,N,"129,831","154,923","115,688","-39,235",,"112,239",,0,320,448,,"2,681",,"-11,423","-17,931",-916,-53,"-11,645","-3,938","-2,160","8,831",,0.92,,,"46,711",0,22,"46,733","22,772","3,770","65,735","115,688","154,923",0.89,0.94
FPC,09Oct2019,Eastern,N,"121,423","145,918","107,352","-38,566",,"103,855",,0,322,621,,"2,554",,"-10,178","-21,531",-867,209,"-12,408","-3,141","-2,077","11,427",,0.92,,,"43,266",0,22,"43,288","23,265","4,930","61,623","107,352","145,918",0.89,0.93
FPC,10Oct2019,Eastern,N,"119,249","154,273","115,458","-38,815",,"111,884",,0,331,699,,"2,544",,"-11,467","-19,712",-902,419,"-9,516","-3,192","-2,042","7,597",,0.92,,,"46,523",0,22,"46,545","21,761","3,365","64,942","115,458","154,273",0.89,0.93
FPC,11Oct2019,Eastern,N,"119,299","153,173","113,473","-39,700",,"109,783",,0,351,760,,"2,579",,"-11,621","-20,812","-1,061",314,"-13,467","-3,047","-2,102","12,092",,0.92,,,"45,628",0,23,"45,651","24,681","5,271","65,061","113,473","153,177",0.89,0.94
FPC,12Oct2019,Eastern,N,"109,519","144,689","107,231","-37,458",,"103,625",,0,290,728,,"2,588",,"-11,696","-19,329",-995,242,"-12,247","-3,930","-2,128","12,625",,0.92,,,"43,087",0,23,"43,110","23,245","5,414","60,941","107,231","144,689",0.89,0.93
FPC,13Oct2019,Eastern,N,"115,246","150,149","111,981","-38,168",,"108,441",,0,337,618,,"2,585",,"-7,588","-20,658",-893,318,"-12,006","-3,983","-2,195","8,837",,0.91,,,"44,975",0,22,"44,997","20,503","3,766","61,734","111,981","150,149",0.89,0.91
FPC,14Oct2019,Eastern,N,"121,131","161,175","123,107","-38,068",,"119,650",,59,320,553,,"2,525",,"-9,278","-18,589",-863,524,"-10,332","-3,641","-2,221","6,332",,0.92,2.04,,"49,675",55,21,"49,751","21,060","2,920","67,891","123,107","161,175",0.89,0.93
FPC,15Oct2019,Eastern,N,"122,996","161,636","122,835","-38,801",,"120,016",,0,317,258,,"2,244",,"-6,976","-21,964",-780,508,"-9,130","-3,307","-2,093","4,941",,0.92,,,"49,899",0,18,"49,917","19,728","2,349","67,296","122,835","161,636",0.90,0.92
FPC,16Oct2019,Eastern,N,"127,160","164,506","126,733","-37,773",,"124,353",,13,327,229,,"1,811",,"-7,747","-20,879",-626,556,"-9,614","-3,902","-1,807","6,246",,0.91,2.08,,"51,607",12,15,"51,634","20,095","2,874","68,855","126,733","164,506",0.90,0.92
FPC,17Oct2019,Eastern,N,"121,711","151,590","110,653","-40,937",,"107,194",,0,381,509,,"2,569",,"-7,256","-24,111",-829,318,"-13,040","-4,930","-1,577","10,488",,0.92,,,"44,657",0,22,"44,679","22,752","4,486","62,945","110,653","151,590",0.89,0.92
FPC,18Oct2019,Eastern,N,"104,324","128,157","98,844","-29,313",,"95,639",,0,361,188,,"2,656",,"-6,452","-14,519",-612,418,"-9,782","-3,444","-1,431","6,509",,0.92,,,"39,909",0,20,"39,929","16,559","2,906","53,582","98,844","128,157",0.89,0.92
FPC,19Oct2019,Eastern,N,"105,953","141,968","104,533","-37,435",,"101,323",,0,377,144,,"2,689",,"-6,997","-20,747",-704,533,"-9,871","-3,846","-1,634","5,831",,0.92,,,"42,057",0,20,"42,077","19,370","2,631","58,816","104,533","141,968",0.89,0.91
FPC,20Oct2019,Eastern,N,"120,306","154,322","115,825","-38,497",,"112,262",,0,398,454,,"2,711",,"-6,420","-21,539",-576,470,"-11,356","-3,487","-1,647","6,058",,0.92,,,"46,753",0,22,"46,775","20,216","2,719","64,273","115,825","154,322",0.89,0.92
FPC,21Oct2019,Eastern,N,"125,351","150,394","116,062","-34,332",,"112,516",,0,472,421,,"2,653",,"-6,510","-18,722",-673,447,"-10,542","-3,096","-1,531","6,295",,0.92,,,"46,813",0,22,"46,835","18,788","2,814","62,809","116,062","150,394",0.89,0.92
FPC,22Oct2019,Eastern,N,"131,851","168,356","130,482","-37,874",,"127,219",,0,534,310,,"2,419",,"-5,709","-15,955",-537,422,"-9,275","-5,315","-1,700",195,,0.92,,,"52,845",0,20,"52,865","18,132",921,"70,076","130,482","168,356",0.89,0.92
FPC,23Oct2019,Eastern,N,"107,237","140,458","107,384","-33,074",,"104,101",,0,562,661,,"2,060",,"-3,732","-16,315",-696,357,"-11,640","-3,405","-1,464","3,821",,0.92,,,"43,231",0,21,"43,252","17,154","1,748","58,658","107,384","140,458",0.89,0.92
FPC,24Oct2019,Eastern,N,"111,052","153,532","114,738","-38,794",,"112,023",,62,550,295,,"1,808",,"-3,564","-18,759",-714,471,"-7,650","-5,494","-1,735","-1,349",,0.92,2.02,,"46,601",57,17,"46,674","17,411",688,"63,397","114,738","153,532",0.90,0.91
FPC,25Oct2019,Eastern,N,"129,290","157,464","119,129","-38,335",,"116,255",,0,599,399,,"1,876",,"-5,819","-17,026",-558,565,"-7,441","-5,995","-1,874",-187,,0.92,,,"48,291",0,18,"48,309","18,222","1,092","65,439","119,129","157,464",0.89,0.92
FPC,26Oct2019,Eastern,N,"125,238","154,208","113,494","-40,714",,"110,849",,0,603,435,,"1,607",,"-8,145","-17,929",-907,396,"-2,911","-5,072","-2,239","-3,907",,0.92,,,"46,043",0,17,"46,059","17,261",162,"63,158","113,494","154,208",0.89,0.90
FPC,27Oct2019,Eastern,N,"127,802","159,969","118,057","-41,912",,"115,553",,0,577,426,,"1,501",,"-9,645","-16,460",-930,392,"-2,724","-5,969","-2,194","-4,382",,0.92,,,"48,149",0,16,"48,165","18,108",214,"66,058","118,057","159,969",0.90,0.91
FPC,28Oct2019,Eastern,N,"131,936","170,586","131,310","-39,276",,"124,626",,"4,525",562,403,,"1,194",,"-11,015","-16,056",-912,562,"-3,442","-6,854","-2,077",518,,0.91,2.06,,"51,724","4,222",14,"55,959","17,341","1,184","72,117","131,310","170,586",0.94,0.93
FPC,29Oct2019,Eastern,N,"129,308","172,890","130,606","-42,284",,"124,804",,"3,787",562,259,,"1,194",,"-12,182","-13,988",-674,517,"-4,275","-7,230","-2,017","-2,435",,0.92,2.06,,"51,821","3,538",13,"55,371","19,072",716,"73,727","130,606","172,890",0.93,0.94
FPC,30Oct2019,Eastern,N,"135,911","163,840","124,660","-39,180",,"121,544",,"1,126",524,270,,"1,196",,"-11,105","-15,508",-491,562,"-3,791","-6,453","-2,197",-197,,0.92,2.04,,"50,513","1,044",12,"51,569","17,582",935,"68,216","124,660","163,840",0.91,0.92
FPC,31Oct2019,Eastern,N,"136,316","170,235","132,640","-37,595",,"128,829",,"1,527",557,523,,"1,204",,"-10,017","-14,432",-405,639,"-3,951","-6,410","-2,247",-772,,0.91,2.04,,"53,452","1,412",14,"54,878","16,210",510,"70,578","132,640","170,235",0.91,0.91
FPC,01Nov2019,Eastern,N,"109,381","142,749","111,327","-31,422",,"108,687",,137,620,735,,"1,148",,"-7,763","-17,148",-533,712,"-12,093","1,314","-2,362","6,451",,0.92,2.02,,"45,241",126,16,"45,382","16,244","3,489","58,138","111,327","142,749",0.90,0.90
FPC,02Nov2019,Eastern,N,"93,269","131,351","99,915","-31,436",,"97,722",,0,609,423,,"1,161",,"-6,505","-14,725",-215,717,"-9,624","1,436","-2,036",-484,,0.92,,,"40,596",0,14,"40,610","14,795","1,693","53,711","99,915","131,351",0.90,0.90
FPC,03Nov2019,Eastern,N,,"126,697","90,143","-36,554",,"87,615",,0,624,684,,"1,220",,"-9,492","-12,986",-427,532,"-10,281","1,004","-2,189","-2,715",,0.92,,,"36,430",0,16,"36,446","16,665",915,"52,196","90,143","126,697",0.89,0.91
FPC,04Nov2019,Eastern,N,"109,862","137,507","100,730","-36,777",,"98,855",,0,363,347,,"1,165",,"-12,914","-11,692",-454,616,"-6,403",-690,"-2,302","-2,938",,0.92,,,"41,081",0,12,"41,093","17,511",392,"58,212","100,730","137,507",0.90,0.93
FPC,05Nov2019,Eastern,N,"119,778","147,728","106,859","-40,869",,"104,724",,92,657,195,,"1,191",,"-12,044","-14,628",-341,727,"-7,109","-2,521","-2,755","-2,198",,0.91,2.01,,"43,437",84,13,"43,534","18,217",433,"61,318","106,859","147,728",0.90,0.92
FPC,06Nov2019,Eastern,N,"122,526","146,610","106,399","-40,211",,"103,841",,180,700,472,,"1,206",,"-8,359","-17,444",-107,743,"-6,769","-4,242","-2,526","-1,507",,0.92,2.02,,"43,113",165,15,"43,293","16,556",472,"59,377","106,399","146,610",0.90,0.89
FPC,07Nov2019,Eastern,N,"120,988","142,050","102,543","-39,507",,"98,213",,"2,066",655,259,,"1,350",,"-10,539","-15,553",-17,661,"-5,141","-4,326","-2,616","-1,976",,0.91,2.05,,"40,718","1,917",14,"42,649","17,182",698,"59,132","102,543","142,050",0.92,0.92
FPC,08Nov2019,Eastern,N,"113,225","134,559","88,444","-46,115",,"85,955",,147,598,141,,"1,603",,"-11,137","-18,368",-461,285,"-7,786","-4,717","-2,635","-1,296",,0.92,2.02,,"35,736",135,15,"35,885","20,249","1,029","55,105","88,444","134,559",0.89,0.90
FPC,09Nov2019,Eastern,N,"88,885","114,706","73,906","-40,800",,"70,988",,0,560,680,,"1,678",,"-11,576","-11,366",-478,430,"-8,835","-2,741","-2,390","-3,847",,0.92,,,"29,544",0,18,"29,562","18,007",178,"47,391","73,906","114,709",0.88,0.91
FPC,10Nov2019,Eastern,N,"87,086","114,066","73,159","-40,907",,"69,781",,0,505,677,,"2,196",,"-11,937","-11,046",-562,438,"-8,778","-3,296","-2,429","-3,297",,0.92,,,"29,071",0,21,"29,092","18,228",181,"47,139","73,159","114,066",0.88,0.91
FPC,11Nov2019,Eastern,N,"97,366","124,360","82,932","-41,428",,"79,570",,46,475,579,,"2,262",,"-12,303","-12,760",-575,427,"-9,335","-2,659","-2,688","-1,535",,0.92,2.02,,"33,078",42,21,"33,141","19,011",360,"51,791","82,932","124,360",0.88,0.92
FPC,12Nov2019,Eastern,N,"100,227","130,543","94,785","-35,758",,"91,579",,0,464,245,,"2,497",,"-13,291","-9,139",-513,872,"-6,046",-515,"-2,249","-4,877",,0.91,,,"37,959",0,20,"37,979","17,462",453,"54,988","94,785","130,543",0.88,0.93
FPC,13Nov2019,Eastern,N,"88,837","115,792","85,431","-30,361",,"81,837",,0,499,641,,"2,454",,"-15,079","-4,789",-452,"1,084","-6,633",118,"-2,105","-2,505",,0.92,,,"33,986",0,23,"34,009","16,666",879,"49,796","85,431","115,792",0.88,0.95
FPC,14Nov2019,Eastern,N,"91,737","120,094","85,445","-34,649",,"82,189",,0,582,132,,"2,542",,"-13,491","-7,353",-257,846,"-8,687","-3,118","-1,692",-897,,0.91,,,"34,104",0,20,"34,124","17,269",631,"50,763","85,445","120,094",0.88,0.93
FPC,15Nov2019,Eastern,N,"90,438","118,794","83,040","-35,754",,"79,755",,0,586,101,,"2,598",,"-9,043","-12,744",86,773,"-10,004","-4,418","-1,742","1,338",,0.92,,,"33,118",0,21,"33,138","16,876","1,243","48,771","83,040","118,794",0.88,0.91
FPC,16Nov2019,Eastern,N,"81,251","113,352","75,594","-37,758",,"72,263",,0,560,97,,"2,674",,"-8,348","-13,005",-140,754,"-9,669","-4,870","-2,039",-441,,0.92,,,"30,071",0,21,"30,091","16,424",725,"45,790","75,594","113,352",0.88,0.89
FPC,17Nov2019,Eastern,N,"87,231","124,030","84,571","-39,459",,"80,818",,0,533,580,,"2,640",,"-10,767","-12,501",-263,568,"-10,538","-4,251","-2,072",365,,0.92,,,"33,553",0,24,"33,576","18,025","1,030","50,571","84,571","124,030",0.88,0.90
FPC,18Nov2019,Eastern,N,"90,300","120,168","82,801","-37,367",,"79,099",,0,589,574,,"2,539",,"-14,797","-10,914",-311,413,"-9,504","-4,174","-1,855","3,775",,0.92,,,"32,857",0,23,"32,880","18,991","1,954","49,918","82,801","120,168",0.88,0.92
FPC,19Nov2019,Eastern,N,"88,275","117,604","82,380","-35,224",,"78,664",,0,655,629,,"2,432",,"-13,928","-9,368",-99,473,"-8,977","-5,048","-1,998","3,721",,0.92,,,"32,659",0,23,"32,682","17,972","2,002","48,652","82,380","117,604",0.87,0.91
FPC,20Nov2019,Eastern,N,"89,806","121,215","84,846","-36,369",,"81,663",,0,654,629,,"1,900",,"-14,343","-9,686",-200,459,"-9,052","-5,274","-1,829","3,556",,0.92,,,"34,009",0,20,"34,029","18,314","1,912","50,430","84,846","121,215",0.88,0.92
FPC,21Nov2019,Eastern,N,"90,171","120,375","85,028","-35,347",,"81,381",,0,656,584,,"2,407",,"-14,899","-11,075",-403,375,"-8,502","-4,454","-1,944","5,555",,0.92,,,"33,792",0,23,"33,815","18,584","2,779","49,620","85,028","120,375",0.88,0.91
FPC,22Nov2019,Eastern,N,"89,094","117,064","79,180","-37,884",,"75,535",,3,643,446,,"2,553",,"-15,832","-11,501",-338,338,"-8,649","-4,982","-1,602","4,682",,0.92,2.02,,"31,350",3,23,"31,375","19,128","2,309","48,194","79,180","117,064",0.87,0.91
FPC,23Nov2019,Eastern,N,"88,987","114,470","75,058","-39,412",,"71,308",,0,651,382,,"2,717",,"-14,171","-13,705",-493,221,"-11,416","-5,154","-1,882","7,188",,0.92,,,"29,689",0,24,"29,713","19,217","2,978","45,952","75,058","114,470",0.87,0.88
FPC,24Nov2019,Eastern,N,"83,649","111,146","76,849","-34,297",,"73,233",,0,601,632,,"2,383",,"-11,724","-9,993",-623,361,"-9,531","-3,733","-1,830","2,776",,0.92,,,"30,483",0,23,"30,506","16,153","1,439","45,220","76,849","111,146",0.88,0.90
FPC,25Nov2019,Eastern,N,"86,692","120,827","86,747","-34,080",,"83,040",,140,563,608,,"2,396",,"-12,991","-6,796",-359,316,"-11,120","-5,272","-1,843","3,985",,0.92,2.05,,"34,553",130,22,"34,706","17,486","2,251","49,941","86,747","120,827",0.88,0.91
FPC,26Nov2019,Eastern,N,"89,540","122,623","82,646","-39,977",,"79,048",,0,635,535,,"2,428",,"-14,452","-9,760",-113,161,"-13,534","-5,483","-2,350","5,554",,0.92,,,"32,903",0,23,"32,925","19,575","2,342","50,158","82,646","122,623",0.88,0.90
FPC,27Nov2019,Eastern,N,"92,089","121,928","83,005","-38,923",,"79,442",,0,620,461,,"2,482",,"-12,728","-10,323",-153,140,"-14,004","-3,913","-2,225","4,283",,0.92,,,"33,018",0,22,"33,040","18,025","1,904","49,161","83,005","121,928",0.88,0.89
FPC,28Nov2019,Eastern,N,"89,016","115,716","88,165","-27,551",,"84,624",,0,610,577,,"2,354",,"-7,163","-7,869",-214,218,"-10,847","-2,118","-2,366","2,808",,0.92,,,"35,164",0,22,"35,186","12,654","1,423","46,417","88,165","115,716",0.88,0.88
FPC,29Nov2019,Eastern,N,"84,555","110,074","84,343","-25,731",,"81,010",,0,601,555,,"2,177",,"-7,293","-5,318",-258,181,"-10,578","-1,538","-2,410","1,483",,0.91,,,"33,594",0,21,"33,615","11,712",925,"44,402","84,343","110,074",0.88,0.89
FPC,30Nov2019,Eastern,N,"87,337","113,440","86,685","-26,755",,"82,951",,0,669,548,,"2,517",,"-8,526","-3,505",-167,71,"-11,197","-1,301","-2,647",517,,0.92,,,"34,561",0,23,"34,585","12,231",596,"46,220","86,685","113,440",0.88,0.90
FPC,01Dec2019,Eastern,N,"93,467","119,532","87,794","-31,738",,"84,249",,0,569,256,,"2,720",,"-7,529","-9,176",-70,233,"-12,056","-2,820","-2,083","1,763",,0.92,,,"35,025",0,22,"35,047","13,886","1,195","47,738","87,794","119,532",0.88,0.88
FPC,02Dec2019,Eastern,N,"89,315","118,767","91,584","-27,183",,"88,290",,0,601,625,,"2,068",,"-5,461","-5,957",434,390,"-11,946","-2,407","-2,047",-189,,0.91,,,"36,568",0,21,"36,588","11,657",712,"47,533","91,584","118,767",0.88,0.88
FPC,03Dec2019,Eastern,N,"105,624","141,768","107,378","-34,390",,"104,304",,0,558,607,,"1,909",,"-5,974","-4,292",0,569,"-11,346","-2,787","-2,465","-8,095",,0.92,,,"43,361",0,19,"43,381","15,434",306,"58,509","107,378","141,768",0.89,0.91
FPC,04Dec2019,Eastern,N,"98,432","135,043","104,662","-30,381",,"101,614",,7,518,598,,"1,925",,"-2,965","-5,450",210,530,"-11,429","-2,823","-2,640","-5,814",,0.91,2.02,,"42,171",6,19,"42,197","13,005",304,"54,898","104,662","135,043",0.89,0.90
FPC,05Dec2019,Eastern,N,"99,839","135,256","104,230","-31,026",,"101,265",,0,504,520,,"1,941",,"-1,951","-7,099",11,484,"-12,039","-3,292","-2,409","-4,731",,0.92,,,"42,139",0,19,"42,158","12,677",285,"54,550","104,230","135,256",0.89,0.89
FPC,06Dec2019,Eastern,N,"91,574","129,889","101,576","-28,313",,"98,679",,0,484,459,,"1,954",,"-2,692","-7,927",-3,366,"-11,613","-3,490","-2,525",-429,,0.92,,,"40,977",0,18,"40,995","11,463",729,"51,730","101,576","129,889",0.89,0.88
FPC,07Dec2019,Eastern,N,"86,806","119,647","93,878","-25,769",,"91,018",,0,575,205,,"2,080",,"-4,072","-6,178",-652,383,"-10,013","-2,784","-2,360",-93,,0.92,,,"37,855",0,18,"37,873","11,056",638,"48,291","93,878","119,647",0.89,0.89
FPC,08Dec2019,Eastern,N,"87,740","116,043","91,261","-24,782",,"88,173",,0,561,340,,"2,187",,"-4,668","-7,283",-878,317,"-10,431","-2,050","-2,035","2,246",,0.92,,,"36,641",0,19,"36,660","11,587","1,522","46,725","91,261","116,043",0.89,0.89
FPC,09Dec2019,Eastern,N,"96,449","120,490","96,533","-23,957",,"93,431",,0,547,392,,"2,163",,"-5,489","-8,188",-265,379,"-8,084","-1,968","-1,922","1,580",,0.92,,,"38,870",0,19,"38,889","10,900","1,205","48,585","96,533","120,490",0.89,0.89
FPC,10Dec2019,Eastern,N,"102,038","126,127","102,052","-24,075",,"98,970",,0,536,337,,"2,209",,"-5,872","-9,924",-288,458,"-6,889","-1,709","-2,325","2,474",,0.92,,,"41,170",0,19,"41,190","10,837","1,467","50,560","102,052","126,127",0.89,0.88
FPC,11Dec2019,Eastern,N,"99,334","124,568","105,499","-19,069",,"102,364",,0,547,375,,"2,213",,"-6,170","-6,553",-301,308,"-5,670","-1,563","-3,140","4,020",,0.92,,,"42,557",0,20,"42,577","10,416","2,211","50,782","105,499","124,568",0.89,0.90
FPC,12Dec2019,Eastern,N,"91,589","121,465","93,378","-28,087",,"90,486",,0,519,187,,"2,186",,"-6,587","-7,523",-322,445,"-9,571","-2,315","-3,006",792,,0.92,,,"37,602",0,18,"37,621","13,088","1,331","49,377","93,378","121,465",0.89,0.90
FPC,13Dec2019,Eastern,N,"94,348","120,255","92,379","-27,876",,"89,496",,0,580,142,,"2,161",,"-5,206","-8,127",-9,643,"-10,030","-2,927","-2,379",159,,0.92,,,"37,156",0,18,"37,174","12,159",896,"48,437","92,379","120,255",0.89,0.89
FPC,14Dec2019,Eastern,N,"89,623","115,553","88,949","-26,604",,"85,706",,0,518,586,,"2,139",,"-5,846","-5,607",273,379,"-10,514","-3,112","-2,381",204,,0.91,,,"35,480",0,20,"35,501","11,875",723,"46,652","88,949","115,553",0.88,0.89
FPC,15Dec2019,Eastern,N,"86,105","116,604","88,264","-28,340",,"84,755",,0,519,852,,"2,138",,"-7,870","-5,116",149,227,"-12,184","-3,092","-2,440","1,986",,0.91,,,"35,087",0,22,"35,109","13,256","1,315","47,050","88,264","116,604",0.88,0.89
FPC,16Dec2019,Eastern,N,"95,207","124,754","92,559","-32,195",,"89,097",,0,674,739,,"2,049",,"-7,952","-6,354",344,265,"-11,919","-3,254","-2,717",-608,,0.91,,,"36,978",0,22,"37,000","14,439",645,"50,794","92,559","124,754",0.88,0.90
FPC,17Dec2019,Eastern,N,"100,052","128,397","94,228","-34,169",,"91,153",,0,797,234,,"2,044",,"-6,800","-8,404",255,489,"-11,046","-1,657","-2,159","-4,847",,0.92,,,"37,872",0,19,"37,891","14,942",439,"52,394","94,228","128,397",0.89,0.90
FPC,18Dec2019,Eastern,N,"94,203","124,229","89,069","-35,160",,"85,261",,0,505,828,,"2,475",,"-7,302","-4,019",272,658,"-10,923","-2,157","-2,530","-9,159",,0.92,,,"35,399",0,24,"35,423","15,959",386,"50,996","89,069","124,229",0.88,0.90
FPC,19Dec2019,Eastern,N,"108,164","142,276","102,822","-39,454",,"98,708",,74,347,"1,054",,"2,639",,"-8,694","-5,098",299,552,"-13,065","-3,348","-3,064","-7,036",,0.92,2.02,,"40,979",68,25,"41,072","17,924",369,"58,628","102,822","142,276",0.88,0.91
FPC,20Dec2019,Eastern,N,"92,565","125,788","96,210","-29,578",,"92,629",,0,220,458,,"2,903",,"-6,324","-4,690",425,560,"-9,893","-2,953","-2,277","-4,428",,0.92,,,"38,497",0,22,"38,519","13,600",405,"51,715","96,210","125,790",0.88,0.91
FPC,21Dec2019,Eastern,N,"85,586","114,968","87,496","-27,472",,"84,278",,0,240,330,,"2,648",,"-4,813","-7,261",203,488,"-9,399","-2,816","-2,604","-1,270",,0.92,,,"35,066",0,20,"35,086","12,424",552,"46,958","87,496","114,968",0.88,0.90
FPC,22Dec2019,Eastern,N,"84,407","114,713","87,787","-26,926",,"84,818",,0,282,74,,"2,613",,"-5,319","-7,280",255,545,"-8,567","-2,119","-2,373","-2,068",,0.92,,,"35,235",0,19,"35,254","11,898",463,"46,689","87,787","114,713",0.89,0.90
FPC,23Dec2019,Eastern,N,"85,714","116,715","89,481","-27,234",,"86,017",,0,492,457,,"2,515",,"-9,418","-3,509",118,220,"-9,163","-1,158","-2,560","-1,764",,0.91,,,"35,685",0,22,"35,706","13,171",516,"48,361","89,481","116,715",0.88,0.91
