BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,MISO,SOCO,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
AEC,04Oct2017,Central,N,"23,206","11,718","15,558","3,840",,,,,,,,,,"2,565","1,275",,,,,,,,,,,,,,,
AEC,05Oct2017,Central,N,"23,259","12,035","15,859","3,824",,,,,,,,,,"1,955","1,869",,,,,,,,,,,,,,,
AEC,06Oct2017,Central,N,"24,071","12,668","16,148","3,480",,,,,,,,,,"1,725","1,755",,,,,,,,,,,,,,,
AEC,07Oct2017,Central,N,"24,881","13,040","16,614","3,574",,,,,,,,,,"2,779",795,,,,,,,,,,,,,,,
AEC,08Oct2017,Central,N,"25,341","12,617","15,894","3,277",,,,,,,,,,"3,233",45,,,,,,,,,,,,,,,
AEC,09Oct2017,Central,N,"26,173","13,794","17,805","4,011",,,,,,,,,,"1,909","2,102",,,,,,,,,,,,,,,
AEC,10Oct2017,Central,N,"25,856","14,079","20,046","5,967",,,,,,,,,,"3,344","2,623",,,,,,,,,,,,,,,
AEC,11Oct2017,Central,N,"26,786","14,325","20,303","5,978",,,,,,,,,,"3,284","2,696",,,,,,,,,,,,,,,
AEC,12Oct2017,Central,N,"25,343","13,972","17,651","3,679",,,,,,,,,,"2,651","1,028",,,,,,,,,,,,,,,
AEC,13Oct2017,Central,N,"25,316","13,445","16,276","2,831",,,,,,,,,,"2,265",566,,,,,,,,,,,,,,,
AEC,14Oct2017,Central,N,"24,966","12,784","15,988","3,204",,,,,,,,,,"2,702",502,,,,,,,,,,,,,,,
AEC,15Oct2017,Central,N,"24,833","12,862","16,077","3,215",,,,,,,,,,"3,154",61,,,,,,,,,,,,,,,
AEC,16Oct2017,Central,N,"20,275","10,951","14,461","3,510",,,,,,,,,,"1,942","1,568",,,,,,,,,,,,,,,
AEC,17Oct2017,Central,N,"18,788","9,742","13,832","4,090",,,,,,,,,,"3,460",630,,,,,,,,,,,,,,,
AEC,18Oct2017,Central,N,"18,954","9,882","15,186","5,304",,,,,,,,,,"3,813","1,491",,,,,,,,,,,,,,,
AEC,19Oct2017,Central,N,"19,411","10,323","14,804","4,481",,,,,,,,,,"3,454","1,027",,,,,,,,,,,,,,,
AEC,20Oct2017,Central,N,"19,751","10,335","13,625","3,290",,,,,,,,,,"2,593",697,,,,,,,,,,,,,,,
AEC,21Oct2017,Central,N,"21,017","10,632","11,324",692,,,,,,,,,,"3,588","-2,896",,,,,,,,,,,,,,,
AEC,22Oct2017,Central,N,"22,482","11,008","11,285",277,,,,,,,,,,"3,433","-3,156",,,,,,,,,,,,,,,
AEC,23Oct2017,Central,N,"20,408","10,895","11,567",672,,,,,,,,,,"1,373",-701,,,,,,,,,,,,,,,
AEC,24Oct2017,Central,N,"18,532","9,705","11,316","1,611",,,,,,,,,,"3,095","-1,484",,,,,,,,,,,,,,,
AEC,25Oct2017,Central,N,"19,607","9,995","11,654","1,659",,,,,,,,,,"1,887",-228,,,,,,,,,,,,,,,
AEC,26Oct2017,Central,N,"19,907","10,390","11,717","1,327",,,,,,,,,,"2,348","-1,021",,,,,,,,,,,,,,,
AEC,27Oct2017,Central,N,"18,782","9,907","11,855","1,948",,,,,,,,,,"2,299",-351,,,,,,,,,,,,,,,
AEC,28Oct2017,Central,N,"18,906","9,825","11,166","1,341",,,,,,,,,,"1,993",-652,,,,,,,,,,,,,,,
AEC,29Oct2017,Central,N,"22,983","11,746","11,997",251,,,,,,,,,,"2,518","-2,267",,,,,,,,,,,,,,,
AEC,30Oct2017,Central,N,"22,445","11,751","13,398","1,647",,,,,,,,,,"1,349",298,,,,,,,,,,,,,,,
AEC,31Oct2017,Central,N,,"10,525","12,495","1,970",,,,,,,,,,901,"1,069",,,,,,,,,,,,,,,
AEC,01Nov2017,Central,N,"18,401","10,223","11,840","1,617",,,,,,,,,,897,726,,,,,,,,,,,,,,,
AEC,02Nov2017,Central,N,"18,864","10,215","11,481","1,266",,,,,,,,,,"1,173",93,,,,,,,,,,,,,,,
AEC,03Nov2017,Central,N,"19,279","10,234","11,795","1,561",,,,,,,,,,"1,360",201,,,,,,,,,,,,,,,
AEC,04Nov2017,Central,N,"19,205","10,370","11,640","1,270",,,,,,,,,,"1,568",-298,,,,,,,,,,,,,,,
AEC,05Nov2017,Central,N,"19,935","10,813","11,563",750,,,,,,,,,,"2,340","-1,590",,,,,,,,,,,,,,,
AEC,06Nov2017,Central,N,"19,895","10,720","12,738","2,018",,,,,,,,,,"1,461",557,,,,,,,,,,,,,,,
AEC,07Nov2017,Central,N,"20,311","10,683","11,703","1,020",,,,,,,,,,"1,238",-218,,,,,,,,,,,,,,,
AEC,08Nov2017,Central,N,"19,033","10,288","12,135","1,847",,,,,,,,,,"1,331",516,,,,,,,,,,,,,,,
AEC,09Nov2017,Central,N,"18,497","9,960","12,180","2,220",,,,,,,,,,"1,282",938,,,,,,,,,,,,,,,
AEC,10Nov2017,Central,N,"19,682","10,248","12,591","2,343",,,,,,,,,,"1,252","1,091",,,,,,,,,,,,,,,
AEC,11Nov2017,Central,N,"19,550","10,313","13,157","2,844",,,,,,,,,,"2,239",605,,,,,,,,,,,,,,,
AEC,12Nov2017,Central,N,"18,897","9,915","12,273","2,358",,,,,,,,,,"1,995",363,,,,,,,,,,,,,,,
AEC,13Nov2017,Central,N,"19,105","10,149","12,325","2,176",,,,,,,,,,151,"2,025",,,,,,,,,,,,,,,
AEC,14Nov2017,Central,N,"19,542","10,581","13,150","2,569",,,,,,,,,,888,"1,681",,,,,,,,,,,,,,,
AEC,15Nov2017,Central,N,"20,793","11,185","12,955","1,770",,,,,,,,,,749,"1,021",,,,,,,,,,,,,,,
AEC,16Nov2017,Central,N,"20,675","11,023","12,543","1,520",,,,,,,,,,930,590,,,,,,,,,,,,,,,
AEC,17Nov2017,Central,N,"19,201","10,386","12,868","2,482",,,,,,,,,,"1,236","1,246",,,,,,,,,,,,,,,
AEC,18Nov2017,Central,N,"18,914","10,055","10,890",835,,,,,,,,,,"1,395",-560,,,,,,,,,,,,,,,
AEC,19Nov2017,Central,N,"20,035","10,457","10,491",34,,,,,,,,,,"1,901","-1,867",,,,,,,,,,,,,,,
AEC,20Nov2017,Central,N,"25,305","13,075","12,707",-368,,,,,,,,,,"1,455","-1,823",,,,,,,,,,,,,,,
AEC,21Nov2017,Central,N,"21,653","11,581","12,333",752,,,,,,,,,,"2,272","-1,520",,,,,,,,,,,,,,,
AEC,22Nov2017,Central,N,"20,839","10,672","11,411",739,,,,,,,,,,"2,462","-1,723",,,,,,,,,,,,,,,
AEC,23Nov2017,Central,N,"20,552","11,114","11,912",798,,,,,,,,,,"2,821","-2,023",,,,,,,,,,,,,,,
AEC,24Nov2017,Central,N,"18,731","10,785","11,752",967,,,,,,,,,,"2,389","-1,422",,,,,,,,,,,,,,,
AEC,25Nov2017,Central,N,"20,133","11,047","12,348","1,301",,,,,,,,,,"2,844","-1,543",,,,,,,,,,,,,,,
AEC,26Nov2017,Central,N,"20,623","11,291","11,792",501,,,,,,,,,,"2,610","-2,109",,,,,,,,,,,,,,,
AEC,27Nov2017,Central,N,"22,300","12,630","12,683",53,,,,,,,,,,"1,961","-1,908",,,,,,,,,,,,,,,
AEC,28Nov2017,Central,N,"21,366","12,292","14,040","1,748",,,,,,,,,,"1,758",-10,,,,,,,,,,,,,,,
AEC,29Nov2017,Central,N,"19,415","10,680","13,594","2,914",,,,,,,,,,"1,784","1,130",,,,,,,,,,,,,,,
AEC,30Nov2017,Central,N,,"10,116","14,257","4,141",,,,,,,,,,"2,015","2,126",,,,,,,,,,,,,,,
AEC,01Dec2017,Central,N,"17,968","9,618","13,023","3,405",,,,,,,,,,"2,430",975,,,,,,,,,,,,,,,
AEC,02Dec2017,Central,N,"18,203","9,627","10,065",438,,,,,,,,,,"2,818","-2,380",,,,,,,,,,,,,,,
AEC,03Dec2017,Central,N,"18,510","9,902","8,444","-1,458",,,,,,,,,,"2,539","-3,997",,,,,,,,,,,,,,,
AEC,04Dec2017,Central,N,"18,817","10,125","8,399","-1,726",,,,,,,,,,"1,348","-3,074",,,,,,,,,,,,,,,
AEC,05Dec2017,Central,N,"18,559","10,053","8,077","-1,976",,,,,,,,,,948,"-2,924",,,,,,,,,,,,,,,
AEC,06Dec2017,Central,N,"22,945","12,038","9,874","-2,164",,,,,,,,,,"2,259","-4,423",,,,,,,,,,,,,,,
AEC,07Dec2017,Central,N,"29,583","14,481","10,587","-3,894",,,,,,,,,,"1,551","-5,445",,,,,,,,,,,,,,,
AEC,08Dec2017,Central,N,"33,783","16,492","14,570","-1,922",,,,,,,,,,"2,510","-4,432",,,,,,,,,,,,,,,
AEC,09Dec2017,Central,N,"35,188","17,387","18,369",982,,,,,,,,,,"2,899","-1,917",,,,,,,,,,,,,,,
AEC,10Dec2017,Central,N,"34,050","17,318","15,951","-1,367",,,,,,,,,,"2,866","-4,233",,,,,,,,,,,,,,,
AEC,11Dec2017,Central,N,"28,083","15,287","13,370","-1,917",,,,,,,,,,962,"-2,879",,,,,,,,,,,,,,,
AEC,12Dec2017,Central,N,"26,909","13,580","11,384","-2,196",,,,,,,,,,315,"-2,511",,,,,,,,,,,,,,,
AEC,13Dec2017,Central,N,"29,255","15,207","13,431","-1,776",,,,,,,,,,748,"-2,524",,,,,,,,,,,,,,,
AEC,14Dec2017,Central,N,"25,180","13,463","13,348",-115,,,,,,,,,,873,-988,,,,,,,,,,,,,,,
AEC,15Dec2017,Central,N,"26,392","14,419","13,539",-880,,,,,,,,,,"1,141","-2,021",,,,,,,,,,,,,,,
AEC,16Dec2017,Central,N,"28,034","14,357","16,313","1,956",,,,,,,,,,"2,162",-206,,,,,,,,,,,,,,,
AEC,17Dec2017,Central,N,"22,523","11,951","15,745","3,794",,,,,,,,,,691,"3,103",,,,,,,,,,,,,,,
AEC,18Dec2017,Central,N,"18,758","10,238","14,463","4,225",,,,,,,,,,"1,078","3,147",,,,,,,,,,,,,,,
AEC,19Dec2017,Central,N,"18,482","10,197","11,473","1,276",,,,,,,,,,"1,565",-289,,,,,,,,,,,,,,,
AEC,20Dec2017,Central,N,"18,702","10,127","10,085",-42,,,,,,,,,,"1,375","-1,417",,,,,,,,,,,,,,,
AEC,21Dec2017,Central,N,"18,800","10,006","10,351",345,,,,,,,,,,"1,475","-1,130",,,,,,,,,,,,,,,
AEC,22Dec2017,Central,N,"18,968","10,035","10,853",818,,,,,,,,,,"1,986","-1,168",,,,,,,,,,,,,,,
AEC,23Dec2017,Central,N,"18,598","9,917","10,604",687,,,,,,,,,,"1,711","-1,024",,,,,,,,,,,,,,,
AEC,24Dec2017,Central,N,"20,558","10,156","10,924",768,,,,,,,,,,"2,042","-1,274",,,,,,,,,,,,,,,
AEC,25Dec2017,Central,N,"26,326","13,371","13,216",-155,,,,,,,,,,"3,115","-3,270",,,,,,,,,,,,,,,
AEC,26Dec2017,Central,N,"30,437","13,961","15,630","1,669",,,,,,,,,,"2,972","-1,303",,,,,,,,,,,,,,,
AEC,27Dec2017,Central,N,"28,621","13,123","15,470","2,347",,,,,,,,,,"2,065",282,,,,,,,,,,,,,,,
AEC,28Dec2017,Central,N,"29,652","14,204","17,831","3,627",,,,,,,,,,"1,776","1,756",,,,,,,,,,,,,,,
AEC,29Dec2017,Central,N,"28,280","13,874","19,060","5,186",,,,,,,,,,"2,036","3,150",,,,,,,,,,,,,,,
AEC,30Dec2017,Central,N,"26,870","14,347","19,550","5,203",,,,,,,,,,"1,449","3,754",,,,,,,,,,,,,,,
AEC,31Dec2017,Central,N,,"15,177","21,385","6,208",,,,,,,,,,"1,435","4,773",,,,,,,,,,,,,,,
AEC,01Jan2018,Central,N,"40,247","21,607","35,229","13,622",,,,,,,,,,"3,042","10,580",,,,,,,,,,,,,,,
AEC,02Jan2018,Central,N,"48,229","22,797","37,188","14,391",,,,,,,,,,"2,815","11,576",,,,,,,,,,,,,,,
AEC,03Jan2018,Central,N,"44,105","21,062","34,868","13,806",,,,,,,,,,"2,891","10,915",,,,,,,,,,,,,,,
AEC,04Jan2018,Central,N,"42,479","21,593","36,836","15,243",,,,,,,,,,"2,084","13,159",,,,,,,,,,,,,,,
AEC,05Jan2018,Central,N,"41,463","20,964","35,637","14,673",,,,,,,,,,"1,780","12,893",,,,,,,,,,,,,,,
AEC,06Jan2018,Central,N,"38,003","19,602","33,472","13,870",,,,,,,,,,"2,202","11,668",,,,,,,,,,,,,,,
AEC,07Jan2018,Central,N,"32,353","17,981","29,847","11,866",,,,,,,,,,"3,371","8,495",,,,,,,,,,,,,,,
AEC,08Jan2018,Central,N,"26,165","14,767","21,133","6,366",,,,,,,,,,"1,685","4,681",,,,,,,,,,,,,,,
AEC,09Jan2018,Central,N,"21,440","11,285","13,408","2,123",,,,,,,,,,"1,720",403,,,,,,,,,,,,,,,
AEC,10Jan2018,Central,N,"20,088","10,260","12,549","2,289",,,,,,,,,,"2,535",-246,,,,,,,,,,,,,,,
AEC,11Jan2018,Central,N,"19,032","9,747","12,729","2,982",,,,,,,,,,"2,476",506,,,,,,,,,,,,,,,
AEC,12Jan2018,Central,N,"22,404","11,423","16,564","5,141",,,,,,,,,,"3,787","1,354",,,,,,,,,,,,,,,
AEC,13Jan2018,Central,N,"37,822","19,524","28,396","8,872",,,,,,,,,,"3,958","4,914",,,,,,,,,,,,,,,
AEC,14Jan2018,Central,N,"40,546","19,539","29,041","9,502",,,,,,,,,,"2,949","6,553",,,,,,,,,,,,,,,
AEC,15Jan2018,Central,N,"36,507","17,302","22,371","5,069",,,,,,,,,,"1,676","3,393",,,,,,,,,,,,,,,
AEC,16Jan2018,Central,N,"32,751","17,481","27,320","9,839",,,,,,,,,,"2,492","7,347",,,,,,,,,,,,,,,
AEC,17Jan2018,Central,N,"48,454","23,349","40,304","16,955",,,,,,,,,,"5,092","11,863",,,,,,,,,,,,,,,
AEC,18Jan2018,Central,N,"46,260","22,867","37,398","14,531",,,,,,,,,,"3,865","10,666",,,,,,,,,,,,,,,
AEC,19Jan2018,Central,N,"38,896","19,309","29,035","9,726",,,,,,,,,,"3,918","5,808",,,,,,,,,,,,,,,
AEC,20Jan2018,Central,N,"29,169","15,023","16,576","1,553",,,,,,,,,,"2,625","-1,072",,,,,,,,,,,,,,,
AEC,21Jan2018,Central,N,"22,924","12,288","11,643",-645,,,,,,,,,,"1,491","-2,136",,,,,,,,,,,,,,,
AEC,22Jan2018,Central,N,"20,322","11,076","11,411",335,,,,,,,,,,"1,531","-1,196",,,,,,,,,,,,,,,
AEC,23Jan2018,Central,N,"21,964","11,196","11,910",714,,,,,,,,,,"2,909","-2,195",,,,,,,,,,,,,,,
AEC,24Jan2018,Central,N,"27,513","14,576","14,926",350,,,,,,,,,,"3,174","-2,824",,,,,,,,,,,,,,,
AEC,25Jan2018,Central,N,"28,133","14,798","15,902","1,104",,,,,,,,,,"3,045","-1,941",,,,,,,,,,,,,,,
AEC,26Jan2018,Central,N,"25,924","13,337","13,787",450,,,,,,,,,,"2,968","-2,518",,,,,,,,,,,,,,,
AEC,27Jan2018,Central,N,"20,967","10,414","10,908",494,,,,,,,,,,"2,693","-2,199",,,,,,,,,,,,,,,
AEC,28Jan2018,Central,N,"19,221","9,901","9,809",-92,,,,,,,,,,"1,920","-2,012",,,,,,,,,,,,,,,
AEC,29Jan2018,Central,N,"21,438","10,769","10,604",-165,,,,,,,,,,"1,391","-1,556",,,,,,,,,,,,,,,
AEC,30Jan2018,Central,N,"30,022","15,006","15,329",323,,,,,,,,,,"2,023","-1,700",,,,,,,,,,,,,,,
AEC,31Jan2018,Central,N,,"15,318","18,324","3,006",,,,,,,,,,"2,659",347,,,,,,,,,,,,,,,
AEC,01Feb2018,Central,N,"23,330","11,956","11,620",-336,,,,,,,,,,"2,339","-2,675",,,,,,,,,,,,,,,
AEC,02Feb2018,Central,N,"23,915","12,303","13,572","1,269",,,,,,,,,,"1,978",-709,,,,,,,,,,,,,,,
AEC,03Feb2018,Central,N,"28,372","14,520","15,536","1,016",,,,,,,,,,"3,228","-2,212",,,,,,,,,,,,,,,
AEC,04Feb2018,Central,N,"21,411","10,785","11,960","1,175",,,,,,,,,,"2,549","-1,374",,,,,,,,,,,,,,,
AEC,05Feb2018,Central,N,"23,900","11,758","13,543","1,785",,,,,,,,,,"1,194",591,,,,,,,,,,,,,,,
AEC,06Feb2018,Central,N,"21,646","10,877","11,250",373,,,,,,,,,,170,203,,,,,,,,,,,,,,,
AEC,07Feb2018,Central,N,"19,525","9,805","10,897","1,092",,,,,,,,,,"1,330",-238,,,,,,,,,,,,,,,
AEC,08Feb2018,Central,N,"22,484","11,358","12,706","1,348",,,,,,,,,,"1,499",-151,,,,,,,,,,,,,,,
AEC,09Feb2018,Central,N,"22,630","11,212","11,905",693,,,,,,,,,,"1,485",-792,,,,,,,,,,,,,,,
AEC,10Feb2018,Central,N,"19,066","9,625","10,572",947,,,,,,,,,,"1,824",-877,,,,,,,,,,,,,,,
AEC,11Feb2018,Central,N,"17,974","9,328","10,212",884,,,,,,,,,,"2,362","-1,480",,,,,,,,,,,,,,,
AEC,12Feb2018,Central,N,"18,222","9,993","11,504","1,511",,,,,,,,,,"2,678","-1,167",,,,,,,,,,,,,,,
AEC,13Feb2018,Central,N,"18,879","9,978","12,382","2,404",,,,,,,,,,"2,208",196,,,,,,,,,,,,,,,
AEC,14Feb2018,Central,N,"18,752","9,650","11,156","1,506",,,,,,,,,,"2,135",-629,,,,,,,,,,,,,,,
AEC,15Feb2018,Central,N,"18,345","9,615","10,779","1,164",,,,,,,,,,"2,148",-984,,,,,,,,,,,,,,,
AEC,16Feb2018,Central,N,"18,135","9,692","10,441",749,,,,,,,,,,"1,774","-1,025",,,,,,,,,,,,,,,
AEC,17Feb2018,Central,N,"18,058","9,406","10,430","1,024",,,,,,,,,,"1,021",3,,,,,,,,,,,,,,,
AEC,18Feb2018,Central,N,"17,740","9,522","10,380",858,,,,,,,,,,"1,248",-390,,,,,,,,,,,,,,,
AEC,19Feb2018,Central,N,"18,768","10,057","10,723",666,,,,,,,,,,"1,343",-677,,,,,,,,,,,,,,,
AEC,20Feb2018,Central,N,"19,358","10,068","10,946",878,,,,,,,,,,"2,000","-1,122",,,,,,,,,,,,,,,
AEC,21Feb2018,Central,N,"19,751","10,549","10,891",342,,,,,,,,,,"1,225",-883,,,,,,,,,,,,,,,
AEC,22Feb2018,Central,N,"19,715","10,528","11,121",593,,,,,,,,,,"1,435",-842,,,,,,,,,,,,,,,
AEC,23Feb2018,Central,N,"19,203","10,143","10,938",795,,,,,,,,,,"1,189",-394,,,,,,,,,,,,,,,
AEC,24Feb2018,Central,N,"19,097","10,033","10,723",690,,,,,,,,,,"1,843","-1,153",,,,,,,,,,,,,,,
AEC,25Feb2018,Central,N,"18,685","9,656","10,342",686,,,,,,,,,,"1,668",-982,,,,,,,,,,,,,,,
AEC,26Feb2018,Central,N,"18,216","9,462","10,768","1,306",,,,,,,,,,656,650,,,,,,,,,,,,,,,
AEC,27Feb2018,Central,N,"17,978","9,538","11,043","1,505",,,,,,,,,,775,730,,,,,,,,,,,,,,,
AEC,28Feb2018,Central,N,,"9,899","10,923","1,024",,,,,,,,,,725,299,,,,,,,,,,,,,,,
AEC,01Mar2018,Central,N,"18,454","10,141","12,896","2,755",,,,,,,,,,"1,100","1,655",,,,,,,,,,,,,,,
AEC,02Mar2018,Central,N,"18,281","9,148","9,026",-122,,,,,,,,,,"1,485","-1,607",,,,,,,,,,,,,,,
AEC,03Mar2018,Central,N,"19,676","9,726","8,010","-1,716",,,,,,,,,,"1,786","-3,502",,,,,,,,,,,,,,,
AEC,04Mar2018,Central,N,"20,236","10,099","4,522","-5,577",,,,,,,,,,"1,883","-7,460",,,,,,,,,,,,,,,
AEC,05Mar2018,Central,N,"19,418","9,789","5,346","-4,443",,,,,,,,,,"1,417","-5,860",,,,,,,,,,,,,,,
AEC,06Mar2018,Central,N,"18,549","9,465","5,787","-3,678",,,,,,,,,,"1,818","-5,496",,,,,,,,,,,,,,,
AEC,07Mar2018,Central,N,"22,198","11,033","7,934","-3,099",,,,,,,,,,"2,149","-5,248",,,,,,,,,,,,,,,
AEC,08Mar2018,Central,N,"25,396","12,801","11,265","-1,536",,,,,,,,,,"1,618","-3,154",,,,,,,,,,,,,,,
AEC,09Mar2018,Central,N,"24,655","12,291","9,751","-2,540",,,,,,,,,,"1,739","-4,279",,,,,,,,,,,,,,,
AEC,10Mar2018,Central,N,"19,640","10,263","6,369","-3,894",,,,,,,,,,600,"-4,494",,,,,,,,,,,,,,,
AEC,11Mar2018,Central,N,,"9,821","6,055",,,,,,,,,,,,,,,,,,,,,,,,,,,
AEC,12Mar2018,Central,N,"20,285","11,072","6,889","-4,183",,,,,,,,,,-207,"-3,976",,,,,,,,,,,,,,,
AEC,13Mar2018,Central,N,"23,433","12,482","11,460","-1,022",,,,,,,,,,"1,284","-2,306",,,,,,,,,,,,,,,
AEC,14Mar2018,Central,N,"24,487","12,485","11,911",-574,,,,,,,,,,536,"-1,110",,,,,,,,,,,,,,,
AEC,15Mar2018,Central,N,"23,543","12,536","13,359",823,,,,,,,,,,769,54,,,,,,,,,,,,,,,
AEC,16Mar2018,Central,N,"20,121","10,773","11,783","1,010",,,,,,,,,,923,87,,,,,,,,,,,,,,,
AEC,17Mar2018,Central,N,"17,949","9,560","10,680","1,120",,,,,,,,,,313,807,,,,,,,,,,,,,,,
AEC,18Mar2018,Central,N,"18,381","9,604","10,246",642,,,,,,,,,,455,187,,,,,,,,,,,,,,,
AEC,19Mar2018,Central,N,"19,695","10,104","10,668",564,,,,,,,,,,576,-12,,,,,,,,,,,,,,,
AEC,20Mar2018,Central,N,"18,582","9,786","10,282",496,,,,,,,,,,735,-239,,,,,,,,,,,,,,,
AEC,21Mar2018,Central,N,"20,471","10,517","11,315",798,,,,,,,,,,-192,990,,,,,,,,,,,,,,,
AEC,22Mar2018,Central,N,"21,897","11,238","13,088","1,850",,,,,,,,,,-303,"2,153",,,,,,,,,,,,,,,
AEC,23Mar2018,Central,N,"20,630","10,758","11,825","1,067",,,,,,,,,,-264,"1,331",,,,,,,,,,,,,,,
AEC,24Mar2018,Central,N,"18,686","9,597","10,373",776,,,,,,,,,,135,641,,,,,,,,,,,,,,,
AEC,25Mar2018,Central,N,"18,522","9,738","10,619",881,,,,,,,,,,310,571,,,,,,,,,,,,,,,
AEC,26Mar2018,Central,N,"18,146","9,896","12,112","2,216",,,,,,,,,,"1,003","1,213",,,,,,,,,,,,,,,
AEC,27Mar2018,Central,N,"18,396","10,064","12,231","2,167",,,,,,,,,,"1,236",931,,,,,,,,,,,,,,,
AEC,28Mar2018,Central,N,"19,416","9,888","11,690","1,802",,,,,,,,,,711,"1,091",,,,,,,,,,,,,,,
AEC,29Mar2018,Central,N,"19,267","9,718","11,323","1,605",,,,,,,,,,383,"1,222",,,,,,,,,,,,,,,
AEC,30Mar2018,Central,N,"18,039","9,081","10,948","1,867",,,,,,,,,,"1,437",430,,,,,,,,,,,,,,,
AEC,31Mar2018,Central,N,,"9,397","10,478","1,081",,,,,,,,,,913,168,,,,,,,,,,,,,,,
AEC,01Apr2018,Central,N,"18,659","9,852","10,797",945,,,,,,,,,,925,20,,,,,,,,,,,,,,,
AEC,02Apr2018,Central,N,"19,238","10,157","11,345","1,188",,,,,,,,,,499,689,,,,,,,,,,,,,,,
AEC,03Apr2018,Central,N,"19,752","10,624","12,429","1,805",,,,,,,,,,932,873,,,,,,,,,,,,,,,
AEC,04Apr2018,Central,N,"18,565","9,531","11,980","2,449",,,,,,,,,,156,"2,293",,,,,,,,,,,,,,,
AEC,05Apr2018,Central,N,"19,903","9,939","11,465","1,526",,,,,,,,,,829,697,,,,,,,,,,,,,,,
AEC,06Apr2018,Central,N,"19,086","9,625","11,077","1,452",,,,,,,,,,-311,"1,763",,,,,,,,,,,,,,,
AEC,07Apr2018,Central,N,"18,167","9,166","11,125","1,959",,,,,,,,,,-188,"2,147",,,,,,,,,,,,,,,
AEC,08Apr2018,Central,N,"20,251","9,853","13,343","3,490",,,,,,,,,,-439,"3,929",,,,,,,,,,,,,,,
AEC,09Apr2018,Central,N,"18,939","9,617","12,548","2,931",,,,,,,,,,-488,"3,419",,,,,,,,,,,,,,,
AEC,10Apr2018,Central,N,"18,051","9,662","12,363","2,701",,,,,,,,,,67,"2,634",,,,,,,,,,,,,,,
AEC,11Apr2018,Central,N,"18,631","9,849","12,342","2,493",,,,,,,,,,-174,"2,667",,,,,,,,,,,,,,,
AEC,12Apr2018,Central,N,"18,840","9,937","11,489","1,552",,,,,,,,,,14,"1,538",,,,,,,,,,,,,,,
AEC,13Apr2018,Central,N,"18,972","9,925","10,721",796,,,,,,,,,,-4,800,,,,,,,,,,,,,,,
AEC,14Apr2018,Central,N,"20,426","10,383","12,313","1,930",,,,,,,,,,77,"1,853",,,,,,,,,,,,,,,
AEC,15Apr2018,Central,N,"18,029","9,270","10,300","1,030",,,,,,,,,,975,55,,,,,,,,,,,,,,,
AEC,16Apr2018,Central,N,"20,471","10,547","13,035","2,488",,,,,,,,,,"1,189","1,299",,,,,,,,,,,,,,,
AEC,17Apr2018,Central,N,"20,066","10,465","12,151","1,686",,,,,,,,,,819,867,,,,,,,,,,,,,,,
AEC,18Apr2018,Central,N,"19,221","10,447","12,153","1,706",,,,,,,,,,"1,091",615,,,,,,,,,,,,,,,
AEC,19Apr2018,Central,N,"17,991","10,238","12,305","2,067",,,,,,,,,,"1,188",879,,,,,,,,,,,,,,,
AEC,20Apr2018,Central,N,"18,179","9,513","11,470","1,957",,,,,,,,,,"1,384",573,,,,,,,,,,,,,,,
AEC,21Apr2018,Central,N,"17,931","9,414","11,514","2,100",,,,,,,,,,921,"1,179",,,,,,,,,,,,,,,
AEC,22Apr2018,Central,N,"17,604","9,439","11,037","1,598",,,,,,,,,,"1,034",564,,,,,,,,,,,,,,,
AEC,23Apr2018,Central,N,"18,459","10,236","11,534","1,298",,,,,,,,,,826,472,,,,,,,,,,,,,,,
AEC,24Apr2018,Central,N,"18,163","9,610","11,486","1,876",,,,,,,,,,"1,446",430,,,,,,,,,,,,,,,
AEC,25Apr2018,Central,N,"18,636","9,916","11,348","1,432",,,,,,,,,,"1,268",164,,,,,,,,,,,,,,,
AEC,26Apr2018,Central,N,"18,081","9,618","10,738","1,120",,,,,,,,,,"1,013",107,,,,,,,,,,,,,,,
AEC,27Apr2018,Central,N,"17,989","9,408","10,202",794,,,,,,,,,,"1,167",-373,,,,,,,,,,,,,,,
AEC,28Apr2018,Central,N,"18,476","9,620","10,542",922,,,,,,,,,,943,-21,,,,,,,,,,,,,,,
AEC,29Apr2018,Central,N,"18,340","9,764","10,471",707,,,,,,,,,,867,-160,,,,,,,,,,,,,,,
AEC,30Apr2018,Central,N,,"10,343","10,654",311,,,,,,,,,,803,-492,,,,,,,,,,,,,,,
AEC,01May2018,Central,N,"20,140","10,850","10,849",-1,,,,,,,,,,205,-206,,,,,,,,,,,,,,,
AEC,02May2018,Central,N,"21,371","11,221","12,146",925,,,,,,,,,,-131,"1,056",,,,,,,,,,,,,,,
AEC,03May2018,Central,N,"21,739","11,294","12,626","1,332",,,,,,,,,,106,"1,226",,,,,,,,,,,,,,,
AEC,04May2018,Central,N,"21,935","11,353","12,980","1,627",,,,,,,,,,,,,,,,,,,,,,,,,,
