BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,MISO,SOCO,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
AEC,24Aug2020,Central,N,"26,891","13,279","13,533",254,-95,"13,474",,,46,,,107,,-73,327,,0.90,,,"5,506",,1,"5,507",209,264,"5,452","13,627","13,373",0.89,0.90
AEC,25Aug2020,Central,N,"29,616","15,556","16,777","1,221",-96,"16,698",,,62,,,110,,0,"1,221",,0.90,,,"6,822",,1,"6,823",284,722,"6,385","16,870","15,649",0.89,0.90
AEC,26Aug2020,Central,N,"31,835","16,457","17,800","1,343",-96,"17,738",,,48,,,107,,477,866,,0.90,,,"7,251",,1,"7,252",212,731,"6,734","17,893","16,550",0.89,0.90
AEC,27Aug2020,Central,N,"31,156","15,700","16,631",931,-85,"16,567",,,46,,,105,,-234,"1,165",,0.90,,,"6,771",,1,"6,772",166,501,"6,436","16,718","15,787",0.89,0.90
AEC,28Aug2020,Central,N,"29,787","15,633","15,323",-310,-83,"15,269",,,24,,,109,,-543,233,,0.90,,,"6,252",,1,"6,253",419,192,"6,480","15,402","15,712",0.90,0.91
AEC,29Aug2020,Central,N,"28,936","14,303","13,878",-425,-58,"13,804",,,23,,,111,,457,-882,,0.91,,,"5,667",,1,"5,668",597,321,"5,944","13,938","14,363",0.90,0.91
AEC,30Aug2020,Central,N,"29,216","14,561","14,531",-30,-49,"14,426",,,51,,,108,,"1,122","-1,152",,0.91,,,"5,934",,1,"5,935",590,496,"6,029","14,585","14,615",0.90,0.91
AEC,31Aug2020,Central,N,,"15,577","15,254",-323,-48,"15,141",,,48,,,108,,600,-923,,0.91,,,"6,219",,1,"6,220",440,251,"6,409","15,297","15,620",0.90,0.90
AEC,01Sep2020,Central,N,"31,222","16,024","16,583",559,-48,"16,478",,,40,,,109,,381,178,,0.91,,,"6,768",,1,"6,769",167,371,"6,565","16,627","16,068",0.90,0.90
AEC,02Sep2020,Central,N,"31,056","16,511","19,474","2,963",-49,"19,372",,,48,,,108,,379,"2,584",,0.90,,,"7,947",,1,"7,948",35,"1,236","6,747","19,528","16,565",0.90,0.90
AEC,03Sep2020,Central,N,"31,093","16,223","19,161","2,937",-47,"18,315",,,788,,,108,,326,"2,611",,0.91,,,"7,524",,6,"7,530",125,"1,243","6,411","19,211","16,274",0.86,0.87
AEC,04Sep2020,Central,N,"32,075","16,322","18,324","2,001",-47,"18,238",,,21,,,106,,193,"1,808",,0.90,,,"7,479",,1,"7,479",77,875,"6,682","18,365","16,364",0.90,0.90
AEC,05Sep2020,Central,N,"32,492","16,190","15,405",-748,-44,"15,314",,,36,,,97,,-219,-529,,0.90,,,"6,279",,1,"6,280",450,82,"6,649","15,447","16,195",0.90,0.91
AEC,06Sep2020,Central,N,"30,243","14,479","12,813","-1,666",-42,"12,735",,,11,,,111,,-483,"-1,183",,0.91,,,"5,232",,1,"5,233",844,88,"5,990","12,857","14,523",0.90,0.91
AEC,07Sep2020,Central,N,"29,122","14,699","13,142","-1,543",-42,"13,066",,,8,,,107,,-201,"-1,342",,0.90,,,"5,359",,1,"5,360",817,78,"6,099","13,181","14,724",0.90,0.91
AEC,08Sep2020,Central,N,"29,766","15,542","15,692",148,-45,"15,633",,,0,,,103,,33,115,,0.91,,,"6,432",,1,"6,433",164,205,"6,392","15,736","15,588",0.90,0.90
AEC,09Sep2020,Central,N,"30,549","15,609","15,698",89,-45,"15,636",,,0,,,106,,391,-302,,0.91,,,"6,428",,1,"6,428",239,246,"6,422","15,742","15,653",0.90,0.90
AEC,10Sep2020,Central,N,"30,522","15,011","16,089","1,079",-44,"15,617",,,405,,,110,,471,608,,0.90,,,"6,408",,3,"6,411",102,506,"6,007","16,132","15,053",0.88,0.88
AEC,11Sep2020,Central,N,"30,746","15,465","16,190",732,-46,"16,133",,,0,,,99,,396,336,,0.90,,,"6,616",,1,"6,616",129,408,"6,337","16,232","15,500",0.90,0.90
AEC,12Sep2020,Central,N,"29,812","15,336","16,292",957,-48,"16,226",,,0,,,109,,49,908,,0.90,,,"6,643",,1,"6,644",55,434,"6,264","16,335","15,378",0.90,0.90
AEC,13Sep2020,Central,N,"29,556","14,924","14,626",-300,-42,"14,578",,,0,,,86,,-152,-148,,0.90,,,"5,961",,1,"5,961",369,191,"6,139","14,664","14,964",0.90,0.90
AEC,14Sep2020,Central,N,"28,338","13,766","13,744",-22,-45,"13,657",,,31,,,97,,166,-188,,0.90,,,"5,587",,1,"5,588",249,200,"5,636","13,785","13,807",0.89,0.90
AEC,15Sep2020,Central,N,"25,475","12,870","13,338",468,-44,"13,200",,,75,,,108,,"2,151","-1,683",,0.90,,,"5,402",,1,"5,403",748,878,"5,273","13,383","12,915",0.89,0.90
AEC,16Sep2020,Central,N,"22,957","10,342","11,198",856,-41,"11,085",,,56,,,90,,"3,365","-2,509",,0.90,,,"4,535",,1,"4,536","1,024","1,362","4,199","11,231","10,375",0.89,0.89
AEC,17Sep2020,Central,N,"23,795","11,118","11,295",191,-41,"11,216",,,0,,,112,,"1,627","-1,436",,0.90,,,"4,591",,1,"4,591",654,709,"4,537","11,328","11,137",0.89,0.90
AEC,18Sep2020,Central,N,"23,874","12,374","12,491",117,-44,"12,418",,,0,,,111,,588,-471,,0.90,,,"5,085",,1,"5,086",247,291,"5,041","12,529","12,412",0.89,0.90
AEC,19Sep2020,Central,N,"20,766","11,037","11,727",691,-43,"11,654",,,0,,,111,,513,178,,0.91,,,"4,787",,1,"4,788",51,339,"4,500","11,765","11,074",0.90,0.90
AEC,20Sep2020,Central,N,"18,726","9,674","11,315","1,640",-40,"11,243",,,0,,,97,,"2,091",-451,,0.91,,,"4,621",,1,"4,621",265,972,"3,915","11,340","9,700",0.90,0.89
AEC,21Sep2020,Central,N,"18,310","9,983","11,736","1,753",-42,"11,658",,,0,,,96,,"2,133",-380,,0.90,,,"4,775",,1,"4,775",173,906,"4,043","11,754","10,001",0.90,0.89
AEC,22Sep2020,Central,N,"18,340","10,296","12,010","1,714",-46,"11,934",,,0,,,108,,"2,833","-1,119",,0.90,,,"4,869",,1,"4,869",512,"1,245","4,137","12,042","10,328",0.89,0.88
AEC,23Sep2020,Central,N,"18,788","12,018","14,638","2,620",-47,"14,431",,,136,,,111,,"2,282",338,,0.90,,,"5,887",,2,"5,889",164,"1,229","4,824","14,678","12,058",0.88,0.88
AEC,24Sep2020,Central,N,"20,204","12,394","12,419",25,-41,"12,322",,,28,,,112,,-287,312,,0.90,,,"5,035",,1,"5,036",460,411,"5,085","12,462","12,437",0.89,0.90
AEC,25Sep2020,Central,N,"21,256","12,657","13,835","1,178",-41,"13,689",,,72,,,111,,-560,"1,738",,0.91,,,"5,622",,1,"5,623",305,735,"5,193","13,872","12,694",0.89,0.90
AEC,26Sep2020,Central,N,"22,555","12,694","13,811","1,117",-41,"13,653",,,85,,,112,,-182,"1,299",,0.91,,,"5,612",,1,"5,613",182,617,"5,178","13,850","12,733",0.89,0.90
AEC,27Sep2020,Central,N,"22,990","12,626","14,015","1,389",-41,"13,857",,,77,,,113,,-189,"1,578",,0.91,,,"5,699",,1,"5,701",157,696,"5,162","14,047","12,658",0.89,0.90
AEC,28Sep2020,Central,N,"23,968","13,951","16,071","2,120",-40,"15,905",,,96,,,111,,293,"1,827",,0.91,,,"6,549",,1,"6,550",180,"1,032","5,698","16,112","13,992",0.90,0.90
AEC,29Sep2020,Central,N,"19,418","10,453","12,510","2,057",-41,"12,344",,,96,,,113,,"1,211",846,,0.90,,,"5,061",,1,"5,063",20,852,"4,231","12,553","10,496",0.89,0.89
AEC,30Sep2020,Central,N,,"10,400","11,856","1,456",-44,"11,713",,,69,,,113,,"1,799",-343,,0.90,,,"4,798",,1,"4,799",209,834,"4,174","11,895","10,439",0.89,0.88
AEC,01Oct2020,Central,N,"20,994","11,049","12,091","1,042",-45,"11,936",,,91,,,110,,"1,524",-482,,0.90,,,"4,885",,1,"4,886",315,782,"4,419","12,137","11,095",0.89,0.88
AEC,02Oct2020,Central,N,"19,133","10,014","12,544","2,530",-39,"12,407",,,58,,,112,,-168,"2,698",,0.90,,,"5,064",,1,"5,065",137,"1,126","4,075","12,577","10,047",0.89,0.89
AEC,03Oct2020,Central,N,"19,198","9,931","11,215","1,284",-38,"11,065",,,71,,,113,,33,"1,255",,0.90,,,"4,517",,1,"4,518",53,563,"4,007","11,249","9,961",0.89,0.89
AEC,04Oct2020,Central,N,"19,422","9,865","11,520","1,655",-38,"11,381",,,62,,,113,,503,"1,152",,0.90,,,"4,643",,1,"4,644",24,695,"3,973","11,556","9,901",0.89,0.88
AEC,05Oct2020,Central,N,"20,467","10,656","13,148","2,492",-41,"13,024",,,48,,,112,,-465,"2,957",,0.90,,,"5,334",,1,"5,335",279,"1,279","4,335","13,184","10,692",0.89,0.89
AEC,06Oct2020,Central,N,"20,565","11,880","13,684","1,850",-40,"13,562",,,45,,,111,,-558,"2,408",,0.90,,,"5,542",,1,"5,543",260,981,"4,822","13,718","11,868",0.89,0.90
AEC,07Oct2020,Central,N,"24,051","13,753","16,457","2,704",-41,"16,333",,,48,,,111,,"-1,482","4,186",,0.90,,,"6,672",,1,"6,673",749,"1,731","5,692","16,492","13,788",0.89,0.91
AEC,08Oct2020,Central,N,"26,204","13,522","15,140","1,618",-41,"15,057",,,20,,,100,,"-2,288","3,906",,0.90,,,"6,160",,1,"6,161","1,091","1,623","5,629","15,177","13,559",0.89,0.92
AEC,09Oct2020,Central,N,"26,723","13,334","13,703",368,-41,"13,611",,,18,,,112,,"-2,184","2,552",,0.90,,,"5,570",,1,"5,571",926,"1,041","5,455","13,741","13,373",0.89,0.90
AEC,10Oct2020,Central,N,"25,377","12,919","13,936","1,017",-44,"13,837",,,24,,,112,,"-1,373","2,390",,0.90,,,"5,652",,1,"5,653",646,981,"5,318","13,973","12,956",0.89,0.90
AEC,11Oct2020,Central,N,"24,567","12,317","12,997",680,-43,"12,896",,,24,,,111,,"-1,498","2,178",,0.90,,,"5,291",,1,"5,292",650,895,"5,047","13,031","12,351",0.90,0.90
AEC,12Oct2020,Central,N,"24,847","13,121","13,321",200,-43,"13,192",,,57,,,109,,-481,681,,0.90,,,"5,397",,1,"5,398",310,349,"5,358","13,358","13,158",0.89,0.90
AEC,13Oct2020,Central,N,"22,850","13,065","13,711",646,-42,"13,548",,,96,,,109,,370,276,,0.90,,,"5,546",,1,"5,547",271,535,"5,283","13,753","13,107",0.89,0.89
AEC,14Oct2020,Central,N,"21,249","11,659","12,583",924,-39,"12,421",,,96,,,107,,272,652,,0.90,,,"5,093",,1,"5,094",139,512,"4,721","12,624","11,700",0.89,0.89
AEC,15Oct2020,Central,N,"22,071","12,037","13,120","1,083",-41,"12,956",,,96,,,110,,-344,"1,427",,0.90,,,"5,314",,1,"5,315",304,710,"4,909","13,162","12,079",0.89,0.90
AEC,16Oct2020,Central,N,"19,785","10,663","12,479","1,816",-39,"12,319",,,85,,,113,,137,"1,679",,0.90,,,"5,050",,1,"5,051",74,797,"4,328","12,517","10,701",0.89,0.89
AEC,17Oct2020,Central,N,"18,735","10,003","11,455","1,452",-36,"11,346",,,27,,,114,,807,645,,0.91,,,"4,669",,1,"4,670",67,670,"4,067","11,487","10,035",0.90,0.89
AEC,18Oct2020,Central,N,"19,649","10,822","8,292","-2,530",-35,"8,158",,,56,,,113,,-171,"-2,359",,0.90,,,"3,342",,1,"3,343","1,046",104,"4,285","8,327","10,857",0.89,0.87
AEC,19Oct2020,Central,N,"22,057","11,446","8,755","-2,691",-35,"8,623",,,63,,,112,,531,"-3,222",,0.90,,,"3,514",,1,"3,515","1,288",252,"4,551","8,798","11,489",0.88,0.87
AEC,20Oct2020,Central,N,"22,939","11,829","6,881","-4,948",-38,"6,759",,,48,,,112,,"1,593","-6,541",,0.90,,,"2,762",,1,"2,763","2,623",636,"4,751","6,919","11,867",0.88,0.88
AEC,21Oct2020,Central,N,"23,924","11,861","7,843","-4,018",-30,"7,724",,,39,,,112,,652,"-4,670",,0.90,,,"3,158",,1,"3,159","1,935",268,"4,826","7,875","11,893",0.88,0.89
AEC,22Oct2020,Central,N,"24,976","11,994","7,360","-4,634",-26,"7,249",,,32,,,113,,61,"-4,695",,0.90,,,"2,974",,1,"2,975","2,093",144,"4,925","7,394","12,028",0.89,0.90
AEC,23Oct2020,Central,N,"23,512","12,074","8,643","-3,431",-26,"8,525",,,38,,,113,,-151,"-3,280",,0.91,,,"3,502",,1,"3,503","1,559",99,"4,963","8,676","12,107",0.89,0.90
AEC,24Oct2020,Central,N,"22,445","10,707","4,542","-6,165",-25,"4,419",,,37,,,113,,-461,"-5,704",,0.90,,,"1,808",,1,"1,809","2,623",14,"4,417","4,569","10,734",0.87,0.91
AEC,25Oct2020,Central,N,"21,003","10,892","2,997","-7,895",-25,"2,852",,,63,,,113,,-886,"-7,009",,0.90,,,"1,170",,1,"1,171","3,339",0,"4,510","3,028","10,923",0.85,0.91
AEC,26Oct2020,Central,N,"21,607","12,071","6,272","-5,799",-23,"6,116",,,66,,,113,,-238,"-5,561",,0.90,,,"2,493",,1,"2,495","2,511",49,"4,957","6,295","12,094",0.87,0.90
AEC,27Oct2020,Central,N,"22,885","11,948","5,766","-6,182",-28,"5,631",,,48,,,112,,-475,"-5,707",,0.90,,,"2,301",,1,"2,302","2,711",26,"4,988","5,791","11,973",0.88,0.92
AEC,28Oct2020,Central,N,"24,376","12,954","9,370","-3,584",-39,"9,245",,,48,,,112,,-46,"-3,538",,0.91,,,"3,797",,1,"3,798","1,579",51,"5,327","9,405","12,989",0.89,0.90
AEC,29Oct2020,Central,N,"21,763","10,929","5,104","-5,825",-39,"4,990",,,44,,,109,,-4,"-5,821",,0.91,,,"2,049",,1,"2,050","2,361",0,"4,411","5,143","10,968",0.88,0.89
AEC,30Oct2020,Central,N,"19,158","9,179","2,408","-6,771",-47,"2,311",,,48,,,96,,-86,"-6,685",,0.90,,,946,,1,947,"2,657",7,"3,597","2,455","9,226",0.85,0.86
AEC,31Oct2020,Central,N,,"9,437","2,616","-6,821",-47,"2,521",,,48,,,96,,-732,"-6,089",,0.91,,,"1,036",,1,"1,037","2,667",9,"3,695","2,665","9,486",0.86,0.86
AEC,01Nov2020,Central,N,,"9,732","2,720","-7,012",-48,"2,621",,,50,,,100,,59,"-7,071",,0.90,,,"1,074",,1,"1,075","2,937",159,"3,853","2,771","9,783",0.86,0.87
AEC,02Nov2020,Central,N,"20,922","10,392","5,703","-4,689",-45,"5,601",,,48,,,101,,171,"-4,860",,0.90,,,"2,292",,1,"2,293","1,988",117,"4,163","5,750","10,439",0.88,0.88
AEC,03Nov2020,Central,N,"21,818","11,234","7,162","-4,072",-48,"7,054",,,48,,,115,,"2,029","-6,101",,0.90,,,"2,889",,1,"2,890","2,543",828,"4,605","7,217","11,289",0.88,0.90
AEC,04Nov2020,Central,N,"20,906","10,937","7,449","-3,488",-42,"7,334",,,48,,,114,,"2,101","-5,590",,0.91,,,"3,011",,1,"3,012","2,296",852,"4,456","7,496","10,985",0.89,0.89
AEC,05Nov2020,Central,N,"19,373","10,678","6,874","-3,784",-36,"6,661",,,137,,,113,,"1,174","-4,958",,0.90,,,"2,730",,2,"2,731","1,959",463,"4,228","6,911","10,695",0.87,0.87
AEC,06Nov2020,Central,N,"18,559","10,456","5,978","-4,478",-34,"5,867",,,24,,,114,,"1,038","-5,516",,0.91,,,"2,410",,1,"2,411","2,212",417,"4,206","6,005","10,483",0.89,0.88
AEC,07Nov2020,Central,N,"18,698","10,299","3,005","-7,294",-35,"2,892",,,24,,,112,,879,"-8,173",,0.91,,,"1,192",,1,"1,193","3,275",351,"4,117","3,028","10,322",0.87,0.88
AEC,08Nov2020,Central,N,"19,346","10,913","2,961","-7,952",-33,"2,848",,,24,,,113,,681,"-8,632",,0.91,,,"1,172",,1,"1,173","3,435",270,"4,338","2,985","10,936",0.87,0.87
AEC,09Nov2020,Central,N,"21,584","11,774","5,652","-6,090",-28,"5,543",,,18,,,112,,206,"-6,296",,0.91,,,"2,279",,1,"2,279","2,609",151,"4,738","5,673","11,763",0.89,0.89
AEC,10Nov2020,Central,N,"22,269","12,055","5,887","-6,149",-22,"5,768",,,20,,,112,,118,"-6,267",,0.90,,,"2,363",,1,"2,364","2,625",115,"4,874","5,900","12,049",0.88,0.89
AEC,11Nov2020,Central,N,"22,340","12,417","7,349","-5,068",-22,"7,232",,,24,,,113,,303,"-5,371",,0.90,,,"2,964",,1,"2,964","2,297",204,"5,058","7,369","12,437",0.89,0.90
AEC,12Nov2020,Central,N,"21,036","11,052","7,418","-3,637",-23,"7,325",,,5,,,114,,-229,"-3,408",,0.90,,,"3,005",,1,"3,006","1,616",64,"4,558","7,444","11,081",0.89,0.91
AEC,13Nov2020,Central,N,"19,263","10,031","5,874","-4,161",-28,"5,793",,,0,,,112,,-425,"-3,736",,0.90,,,"2,378",,1,"2,378","1,862",77,"4,163","5,905","10,066",0.89,0.91
AEC,14Nov2020,Central,N,"18,558","9,874","5,669","-4,210",-42,"5,600",,,0,,,113,,-876,"-3,334",,0.91,,,"2,309",,1,"2,309","1,723",0,"4,033","5,713","9,923",0.89,0.90
AEC,15Nov2020,Central,N,"19,164","10,294","6,883","-3,413",-41,"6,810",,,0,,,113,,"-2,028","-1,385",,0.91,,,"2,801",,1,"2,802","1,423",14,"4,211","6,923","10,336",0.89,0.90
AEC,16Nov2020,Central,N,"19,184","10,308","5,770","-4,545",-43,"5,700",,,0,,,114,,-901,"-3,644",,0.91,,,"2,342",,1,"2,342","1,935",0,"4,277","5,814","10,359",0.89,0.91
AEC,17Nov2020,Central,N,"20,956","11,105","6,851","-4,257",-39,"6,784",,,0,,,112,,-327,"-3,930",,0.90,,,"2,783",,1,"2,784","1,800",12,"4,572","6,896","11,153",0.89,0.90
AEC,18Nov2020,Central,N,"22,646","11,489","7,019","-4,471",-37,"6,955",,,0,,,105,,"-1,080","-3,391",,0.91,,,"2,863",,1,"2,864","1,869",0,"4,732","7,060","11,531",0.89,0.90
AEC,19Nov2020,Central,N,"22,027","11,492","7,087","-4,406",-41,"7,041",,,0,,,92,,-847,"-3,559",,0.91,,,"2,899",,1,"2,899","1,820",2,"4,718","7,133","11,539",0.90,0.90
AEC,20Nov2020,Central,N,"19,936","10,481","5,927","-4,557",-41,"5,875",,,0,,,104,,-460,"-4,097",,0.90,,,"2,408",,1,"2,408","1,758",6,"4,160","5,979","10,536",0.89,0.87
AEC,21Nov2020,Central,N,"18,541","9,993","5,828","-4,168",-42,"5,758",,,0,,,113,,-395,"-3,773",,0.90,,,"2,355",,1,"2,356","1,567",19,"3,904","5,871","10,039",0.88,0.86
AEC,22Nov2020,Central,N,"18,629","10,012","5,730","-4,283",-42,"5,660",,,0,,,113,,-182,"-4,101",,0.90,,,"2,316",,1,"2,316","1,641",120,"3,837","5,773","10,056",0.88,0.84
AEC,23Nov2020,Central,N,"19,702","10,348","5,928","-4,421",-41,"5,857",,,0,,,114,,-807,"-3,614",,0.90,,,"2,399",,1,"2,399","1,682",0,"4,081","5,971","10,392",0.89,0.87
AEC,24Nov2020,Central,N,"21,285","11,330","7,083","-4,249",-40,"7,010",,,0,,,113,,-741,"-3,508",,0.90,,,"2,874",,1,"2,875","1,659",1,"4,532","7,123","11,372",0.89,0.88
AEC,25Nov2020,Central,N,"19,792","10,778","5,399","-5,387",-41,"5,326",,,0,,,114,,-560,"-4,827",,0.90,,,"2,178",,1,"2,178","2,039",12,"4,206","5,440","10,827",0.88,0.86
AEC,26Nov2020,Central,N,"19,629","10,757","6,822","-3,939",-39,"6,559",,,188,,,113,,-176,"-3,763",,0.90,,,"2,692",,2,"2,694","1,395",58,"4,032","6,860","10,799",0.87,0.82
AEC,27Nov2020,Central,N,"19,050","9,810","5,621","-4,197",-38,"5,544",,,0,,,114,,489,"-4,686",,0.90,,,"2,274",,1,"2,275","1,570",193,"3,652","5,658","9,855",0.89,0.82
AEC,28Nov2020,Central,N,"18,157","9,551","5,725","-3,836",-40,"5,651",,,0,,,114,,132,"-3,968",,0.90,,,"2,314",,1,"2,314","1,292",66,"3,540","5,765","9,601",0.89,0.81
AEC,29Nov2020,Central,N,"18,601","10,054","7,019","-3,044",-39,"6,947",,,0,,,113,,331,"-3,375",,0.91,,,"2,853",,1,"2,854","1,202",174,"3,883","7,060","10,104",0.89,0.85
AEC,30Nov2020,Central,N,,"13,184","12,335",-854,-56,"12,279",,,0,,,114,,"-1,086",232,,0.90,,,"5,014",,1,"5,014",725,274,"5,466","12,393","13,247",0.89,0.91
AEC,01Dec2020,Central,N,"34,641","17,489","18,771","1,280",-70,"18,728",,,0,,,115,,-835,"2,115",,0.90,,,"7,655",,1,"7,656",440,880,"7,215","18,843","17,563",0.90,0.91
AEC,02Dec2020,Central,N,"32,593","17,229","18,686","1,457",-68,"18,642",,,0,,,115,,-37,"1,494",,0.90,,,"7,636",,1,"7,637",117,684,"7,071","18,757","17,300",0.90,0.90
AEC,03Dec2020,Central,N,"27,980","14,493","14,704",211,-63,"14,659",,,0,,,115,,-272,483,,0.90,,,"6,003",,1,"6,004",228,283,"5,948","14,774","14,563",0.90,0.90
AEC,04Dec2020,Central,N,"21,819","12,534","12,865",331,-59,"12,809",,,0,,,115,,-88,419,,0.90,,,"5,238",,1,"5,239",223,339,"5,123","12,924","12,593",0.89,0.90
AEC,05Dec2020,Central,N,"25,131","13,618","13,066",-552,-60,"13,014",,,0,,,114,,-435,-117,,0.90,,,"5,327",,1,"5,327",589,313,"5,604","13,128","13,680",0.89,0.90
AEC,06Dec2020,Central,N,"25,226","12,255","12,132",-123,-60,"12,076",,,0,,,115,,-270,147,,0.90,,,"4,934",,1,"4,935",303,210,"5,028","12,191","12,314",0.89,0.90
AEC,07Dec2020,Central,N,"26,422","13,794","14,319",524,-61,"14,270",,,0,,,112,,-469,993,,0.90,,,"5,843",,1,"5,844",378,504,"5,718","14,382","13,858",0.90,0.91
AEC,08Dec2020,Central,N,"30,116","15,936","17,299","1,361",-62,"17,252",,,0,,,116,,-255,"1,616",,0.90,,,"7,078",,1,"7,079",271,783,"6,566","17,368","16,007",0.90,0.90
AEC,09Dec2020,Central,N,"26,842","14,292","15,154",862,-61,"15,106",,,0,,,114,,-886,"1,748",,0.91,,,"6,202",,1,"6,203",501,747,"5,957","15,220","14,358",0.90,0.91
AEC,10Dec2020,Central,N,"23,985","12,770","12,877",104,-59,"12,821",,,0,,,113,,-215,319,,0.91,,,"5,264",,1,"5,265",449,446,"5,268","12,934","12,830",0.90,0.91
AEC,11Dec2020,Central,N,"21,465","11,722","13,304","1,581",-60,"13,251",,,0,,,113,,-519,"2,100",,0.90,,,"5,439",,1,"5,439",320,926,"4,834","13,364","11,783",0.90,0.90
AEC,12Dec2020,Central,N,"19,114","10,227","11,624","1,397",-56,"11,548",,,23,,,112,,-349,"1,746",,0.90,,,"4,716",,1,"4,717",172,712,"4,177","11,683","10,286",0.89,0.90
AEC,13Dec2020,Central,N,"18,813","10,034","11,316","1,282",-58,"11,219",,,48,,,113,,69,"1,213",,0.90,,,"4,583",,1,"4,584",196,688,"4,091","11,380","10,098",0.89,0.89
AEC,14Dec2020,Central,N,"20,930","11,569","12,087",517,-59,"12,008",,,26,,,113,,-218,735,,0.90,,,"4,903",,1,"4,903",294,469,"4,729","12,147","11,630",0.89,0.90
AEC,15Dec2020,Central,N,"26,011","13,278","13,050",-227,-66,"12,982",,,18,,,114,,-932,705,,0.90,,,"5,301",,1,"5,302",666,439,"5,529","13,114","13,341",0.89,0.91
AEC,16Dec2020,Central,N,"25,415","13,209","13,550",341,-68,"13,468",,,32,,,114,,-526,871,,0.90,,,"5,509",,1,"5,510",310,370,"5,449","13,614","13,269",0.89,0.91
AEC,17Dec2020,Central,N,"31,379","17,250","21,354","4,104",-67,"21,269",,,34,,,114,,"-1,052","5,156",,0.90,,,"8,695",,1,"8,696",621,"2,148","7,169","21,417","17,313",0.90,0.91
AEC,18Dec2020,Central,N,"32,842","18,044","21,909","3,865",-62,"21,831",,,24,,,116,,"-1,293","5,158",,0.91,,,"8,967",,1,"8,968",645,"2,128","7,486","21,971","18,106",0.90,0.91
AEC,19Dec2020,Central,N,"29,714","15,876","16,804",928,-61,"16,513",,,234,,,114,,-849,"1,777",,0.90,,,"6,777",,2,"6,779",603,862,"6,520","16,861","15,933",0.89,0.90
AEC,20Dec2020,Central,N,"24,340","12,478","8,085","-4,393",-59,"7,997",,,24,,,114,,"-1,360","-3,033",,0.91,,,"3,289",,1,"3,290","1,866",0,"5,156","8,135","12,528",0.89,0.91
AEC,21Dec2020,Central,N,"24,503","12,223","8,503","-3,720",-59,"8,422",,,24,,,111,,-616,"-3,104",,0.90,,,"3,455",,1,"3,456","1,497",0,"4,953","8,557","12,277",0.89,0.89
AEC,22Dec2020,Central,N,"25,721","13,490","11,106","-2,371",-58,"10,963",,,89,,,108,,-116,"-2,255",,0.91,,,"4,509",,1,"4,510","1,035",102,"5,444","11,160","13,531",0.89,0.89
AEC,23Dec2020,Central,N,"23,566","13,444","11,655","-1,732",-59,"11,593",,,12,,,106,,701,"-2,433",,0.91,,,"4,782",,1,"4,783",958,286,"5,455","11,711","13,443",0.90,0.89
AEC,24Dec2020,Central,N,"26,506","13,908","14,165",271,-57,"13,997",,,111,,,106,,30,241,,0.91,,,"5,747",,1,"5,748",227,324,"5,651","14,214","13,943",0.89,0.89
AEC,25Dec2020,Central,N,"38,072","18,792","17,981",-811,-62,"17,902",,,24,,,114,,-468,-343,,0.91,,,"7,357",,1,"7,358",627,240,"7,746","18,040","18,851",0.90,0.91
AEC,26Dec2020,Central,N,"36,911","18,701","18,606",-95,-59,"18,526",,,24,,,113,,"-1,132","1,037",,0.91,,,"7,631",,1,"7,632",688,477,"7,842","18,663","18,758",0.90,0.92
AEC,27Dec2020,Central,N,"32,505","16,677","15,378","-1,299",-61,"15,305",,,24,,,109,,-722,-577,,0.91,,,"6,300",,1,"6,301",653,56,"6,898","15,438","16,737",0.90,0.91
AEC,28Dec2020,Central,N,"28,256","14,302","14,769",467,-58,"14,685",,,24,,,114,,4,463,,0.90,,,"6,017",,1,"6,017",175,347,"5,845","14,823","14,356",0.89,0.90
AEC,29Dec2020,Central,N,"24,281","12,435","12,076",-359,-56,"11,990",,,24,,,112,,-636,277,,0.90,,,"4,919",,1,"4,920",392,184,"5,128","12,126","12,485",0.89,0.91
AEC,30Dec2020,Central,N,"21,372","11,210","11,465",255,-57,"11,379",,,24,,,113,,-305,560,,0.90,,,"4,669",,1,"4,670",196,302,"4,563","11,516","11,261",0.89,0.89
AEC,31Dec2020,Central,N,,"10,474","10,913",439,-56,"10,825",,,24,,,111,,-539,978,,0.90,,,"4,432",,1,"4,433",287,404,"4,316","10,960","10,521",0.89,0.90
AEC,01Jan2021,Central,N,"18,932","9,790","9,629",-161,-58,"9,544",,,24,,,113,,-147,-14,,0.90,,,"3,899",,1,"3,900",377,294,"3,982","9,681","9,842",0.89,0.89
AEC,02Jan2021,Central,N,"19,802","10,437","10,523",86,-55,"10,440",,,24,,,110,,"1,170","-1,084",,0.90,,,"4,258",,1,"4,259",360,463,"4,156","10,574","10,488",0.89,0.87
AEC,03Jan2021,Central,N,"24,884","12,855","12,986",131,-58,"12,903",,,24,,,115,,506,-375,,0.90,,,"5,273",,1,"5,274",351,417,"5,208","13,042","12,911",0.89,0.89
