BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,BPAT,PACW,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
AVRN,10Jan2021,Pacific,Y,,,"8,168","8,168",,"8,325",,,0,0,-157,,,-157,"8,325",,0.90,,,"3,384",,0,"3,384",14,"3,327",,"8,347",179,0.89,
AVRN,11Jan2021,Pacific,Y,,,"11,115","11,115",,"10,749",,,0,0,366,,,366,"10,749",,0.90,,,"4,378",,3,"4,381",5,"4,364",,"11,169",54,0.86,
AVRN,12Jan2021,Pacific,Y,,,"15,791","15,791",,"4,069",,,0,0,"11,722",,,"11,722","4,069",,0.90,,,"1,659",,78,"1,737",0,"1,737",,"15,791",0,0.24,
AVRN,13Jan2021,Pacific,Y,,,"25,584","25,584",,"6,271",,,0,0,"19,313",,,"19,313","6,271",,0.90,,,"2,571",,129,"2,700",0,"2,695",,"25,598",14,0.23,
AVRN,14Jan2021,Pacific,Y,,,"10,116","10,116",,"9,229",,,0,0,887,,,887,"9,229",,0.90,,,"3,786",,6,"3,792",2,"3,777",,"10,158",42,0.82,
AVRN,15Jan2021,Pacific,Y,,,"8,518","8,518",,"4,630",,,0,0,"3,888",,,"3,888","4,630",,0.90,,,"1,896",,26,"1,923",2,"1,907",,"8,564",46,0.49,
AVRN,16Jan2021,Pacific,Y,,,"9,305","9,305",,"9,308",,,0,0,-3,,,-3,"9,308",,0.90,,,"3,802",,1,"3,803",9,"3,755",,"9,447",142,0.89,
AVRN,17Jan2021,Pacific,Y,,,"24,662","24,662",,"4,087",,,0,0,"20,575",,,"20,575","4,087",,0.90,,,"1,672",,137,"1,809",0,"1,809",,"24,662",0,0.16,
AVRN,18Jan2021,Pacific,Y,,,"12,383","12,383",,"10,678",,,0,0,"1,705",,,"1,705","10,678",,0.90,,,"4,374",,12,"4,385",3,"4,374",,"12,416",33,0.78,
AVRN,19Jan2021,Pacific,Y,,,"12,843","12,843",,"10,273",,,0,0,"2,570",,,"2,570","10,273",,0.90,,,"4,201",,17,"4,218",1,"4,214",,"12,856",13,0.72,
AVRN,20Jan2021,Pacific,Y,,,"13,124","13,124",,"10,874",,,0,0,"2,250",,,"2,250","10,874",,0.90,,,"4,457",,15,"4,472",3,"4,459",,"13,164",40,0.75,
AVRN,21Jan2021,Pacific,Y,,,"12,848","12,848",,"11,616",,,0,0,"1,232",,,"1,232","11,610",,0.90,,,"4,749",,9,"4,758",6,"4,735",,"12,916",74,0.81,
AVRN,22Jan2021,Pacific,Y,,,"12,323","12,323",,"11,081",,,0,0,"1,242",,,"1,242","11,081",,0.90,,,"4,528",,9,"4,537",4,"4,516",,"12,387",64,0.81,
AVRN,23Jan2021,Pacific,Y,,,"14,142","14,142",,"11,142",,,0,0,"3,000",,,"3,000","11,142",,0.90,,,"4,571",,20,"4,591",1,"4,589",,"14,148",6,0.72,
AVRN,24Jan2021,Pacific,Y,,,"9,533","9,533",,"7,758",,,0,0,"1,775",,,"1,775","7,758",,0.90,,,"3,172",,13,"3,184",6,"3,147",,"9,640",107,0.73,
AVRN,25Jan2021,Pacific,Y,,,"11,445","11,445",,"11,395",,,0,0,50,,,50,"11,395",,0.90,,,"4,664",,1,"4,664",4,"4,637",,"11,522",77,0.89,
AVRN,26Jan2021,Pacific,Y,,,"15,486","15,486",,"11,117",,,0,0,"4,369",,,"4,369","11,117",,0.90,,,"4,531",,29,"4,560",2,"4,549",,"15,518",32,0.65,
AVRN,27Jan2021,Pacific,Y,,,"10,916","10,916",,"9,697",,,0,0,"1,219",,,"1,219","9,697",,0.90,,,"3,958",,8,"3,966",0,"3,964",,"10,923",7,0.80,
AVRN,28Jan2021,Pacific,Y,,,"10,261","10,261",,"9,968",,,0,0,293,,,293,"9,968",,0.90,,,"4,077",,3,"4,080",4,"4,047",,"10,354",93,0.87,
AVRN,29Jan2021,Pacific,Y,,,"10,753","10,753",,"9,829",,,0,0,924,,,924,"9,829",,0.90,,,"4,034",,6,"4,040",2,"4,028",,"10,788",35,0.83,
AVRN,30Jan2021,Pacific,Y,,,"11,008","11,008",,"10,563",,,0,0,445,,,445,"10,563",,0.91,,,"4,341",,3,"4,344",0,"4,343",,"11,013",5,0.87,
AVRN,31Jan2021,Pacific,Y,,,"8,140","8,140",,"5,090",,,0,0,"3,050",,,"3,050","5,090",,0.90,,,"2,085",,20,"2,106",0,"2,106",,"8,140",0,0.57,
AVRN,01Feb2021,Pacific,Y,,,"15,780","15,780",,"10,115",,,0,0,"5,665",,,"5,665","10,115",,0.90,,,"4,128",,38,"4,166",0,"4,165",,"15,782",2,0.58,
AVRN,02Feb2021,Pacific,Y,,,"24,842","24,842",,"9,028",,,0,0,"15,814",,,"15,814","9,028",,0.90,,,"3,700",,105,"3,805",0,"3,805",,"24,842",0,0.34,
AVRN,03Feb2021,Pacific,Y,,,"22,029","22,029",,"8,808",,,0,0,"13,221",,,"13,221","8,808",,0.91,,,"3,625",,88,"3,713",0,"3,713",,"22,029",0,0.37,
AVRN,04Feb2021,Pacific,Y,,,"32,125","32,125",,"4,015",,,0,0,"28,110",,,"28,110","4,015",,0.91,,,"1,648",,187,"1,836",0,"1,836",,"32,125",0,0.13,
AVRN,05Feb2021,Pacific,Y,,,"37,315","37,315",,"4,106",,,0,0,"33,209",,,"33,209","4,106",,0.90,,,"1,680",,221,"1,902",0,"1,902",,"37,315",0,0.11,
AVRN,06Feb2021,Pacific,Y,,,"35,391","35,391",,"3,782",,,0,0,"31,609",,,"31,609","3,782",,0.90,,,"1,551",,211,"1,762",0,"1,762",,"35,391",0,0.11,
AVRN,07Feb2021,Pacific,Y,,,"34,674","34,674",,"4,073",,,0,0,"30,601",,,"30,601","4,073",,0.90,,,"1,663",,204,"1,867",0,"1,867",,"34,674",0,0.12,
AVRN,08Feb2021,Pacific,Y,,,"22,835","22,835",,"9,203",,,0,0,"13,632",,,"13,632","9,203",,0.90,,,"3,744",,91,"3,835",0,"3,835",,"22,835",0,0.37,
AVRN,09Feb2021,Pacific,Y,,,"12,197","12,197",,"11,569",,,0,0,628,,,628,"11,569",,0.89,,,"4,694",,4,"4,698",2,"4,687",,"12,229",32,0.85,
AVRN,10Feb2021,Pacific,Y,,,"12,070","12,070",,"11,249",,,0,0,821,,,821,"11,249",,0.89,,,"4,557",,6,"4,563",2,"4,550",,"12,107",37,0.83,
AVRN,11Feb2021,Pacific,Y,,,"20,000","20,000",,"8,744",,,0,0,"11,256",,,"11,256","8,744",,0.89,,,"3,540",,75,"3,615",0,"3,615",,"20,000",0,0.40,
AVRN,12Feb2021,Pacific,Y,,,"16,434","16,434",,"9,783",,,0,0,"6,651",,,"6,651","9,783",,0.89,,,"3,967",,44,"4,011",0,"4,011",,"16,434",0,0.54,
AVRN,13Feb2021,Pacific,Y,,,"13,197","13,197",,"12,230",,,0,0,967,,,967,"12,230",,0.89,,,"4,959",,7,"4,967",3,"4,926",,"13,308",111,0.82,
AVRN,14Feb2021,Pacific,Y,,,"12,227","12,227",,"12,462",,,0,0,-235,,,-235,"12,462",,0.89,,,"5,050",,0,"5,050",13,"4,969",,"12,463",236,0.89,
AVRN,15Feb2021,Pacific,Y,,,"14,564","14,564",,"13,187",,,0,0,"1,377",,,"1,377","13,187",,0.89,,,"5,347",,10,"5,357",6,"5,327",,"14,654",90,0.81,
AVRN,16Feb2021,Pacific,Y,,,"38,720","38,720",,"9,082",,,0,0,"29,638",,,"29,638","9,082",,0.90,,,"3,689",,197,"3,886",0,"3,886",,"38,720",0,0.22,
AVRN,17Feb2021,Pacific,Y,,,"24,790","24,790",,"10,749",,,0,0,"14,041",,,"14,041","10,749",,0.90,,,"4,368",,94,"4,462",3,"4,451",,"24,823",33,0.40,
AVRN,18Feb2021,Pacific,Y,,,"13,647","13,647",,"12,247",,,0,0,"1,400",,,"1,400","12,247",,0.90,,,"4,977",,9,"4,987",1,"4,979",,"13,671",24,0.80,
AVRN,19Feb2021,Pacific,Y,,,"17,363","17,363",,"9,776",,,0,0,"7,587",,,"7,587","9,776",,0.90,,,"3,985",,51,"4,035",0,"4,035",,"17,363",0,0.51,
AVRN,20Feb2021,Pacific,Y,,,"26,109","26,109",,"4,466",,,0,0,"21,643",,,"21,643","4,466",,0.90,,,"1,825",,144,"1,969",0,"1,969",,"26,109",0,0.17,
AVRN,21Feb2021,Pacific,Y,,,"30,098","30,098",,"4,072",,,0,0,"26,026",,,"27,476","4,233",,0.90,,,"1,671",,173,"1,844",0,"1,844",,"30,098",3,0.14,
AVRN,22Feb2021,Pacific,Y,,,"37,033","37,033",,"3,880",,,0,0,"33,153",,,"33,153","3,880",,0.90,,,"1,592",,221,"1,813",0,"1,813",,"37,033",0,0.11,
AVRN,23Feb2021,Pacific,Y,,,"35,678","35,678",,"3,665",,,0,0,"32,013",,,"32,013","3,665",,0.91,,,"1,505",,213,"1,718",0,"1,718",,"35,678",0,0.11,
AVRN,24Feb2021,Pacific,Y,,,"17,353","17,353",,"10,347",,,0,0,"7,006",,,"7,006","10,347",,0.90,,,"4,242",,47,"4,289",1,"4,283",,"17,368",15,0.54,
AVRN,25Feb2021,Pacific,Y,,,"30,387","30,387",,"5,062",,,0,0,"25,325",,,"25,325","5,062",,0.90,,,"2,070",,169,"2,238",0,"2,238",,"30,387",0,0.16,
AVRN,26Feb2021,Pacific,Y,,,"38,515","38,515",,"4,210",,,0,0,"34,305",,,"34,305","4,210",,0.90,,,"1,727",,229,"1,955",0,"1,955",,"38,515",0,0.11,
AVRN,27Feb2021,Pacific,Y,,,"34,610","34,610",,"9,284",,,0,0,"25,326",,,"25,326","9,284",,0.91,,,"3,816",,169,"3,985",0,"3,985",,"34,610",0,0.25,
AVRN,28Feb2021,Pacific,Y,,,"24,658","24,658",,"9,369",,,0,0,"15,289",,,"15,289","9,369",,0.91,,,"3,850",,102,"3,952",0,"3,952",,"24,658",0,0.35,
AVRN,01Mar2021,Pacific,Y,,,"14,039","14,039",,"11,114",,,0,0,"2,925",,,"2,925","11,114",,0.90,,,"4,542",,20,"4,562",2,"4,555",,"14,062",23,0.72,
AVRN,02Mar2021,Pacific,Y,,,"19,282","19,282",,"11,300",,,0,0,"7,982",,,"7,982","11,300",,0.90,,,"4,634",,53,"4,687",0,"4,687",,"19,282",0,0.54,
AVRN,03Mar2021,Pacific,Y,,,"12,652","12,652",,"12,152",,,0,0,500,,,500,"12,152",,0.90,,,"4,974",,4,"4,978",3,"4,970",,"12,678",26,0.87,
AVRN,04Mar2021,Pacific,Y,,,"12,408","12,408",,"12,108",,,0,0,300,,,300,"12,108",,0.90,,,"4,962",,2,"4,964",0,"4,963",,"12,409",1,0.88,
AVRN,05Mar2021,Pacific,Y,,,"21,473","21,473",,"7,106",,,0,0,"14,367",,,"14,367","7,106",,0.90,,,"2,912",,96,"3,008",0,"3,008",,"21,473",0,0.31,
AVRN,06Mar2021,Pacific,Y,,,"20,281","20,281",,"4,217",,,0,0,"16,064",,,"16,064","4,217",,0.90,,,"1,728",,107,"1,835",0,"1,834",,"20,283",2,0.20,
AVRN,07Mar2021,Pacific,Y,,,"16,543","16,543",,"5,134",,,0,0,"11,409",,,"11,409","5,134",,0.91,,,"2,110",,76,"2,186",2,"2,183",,"16,556",13,0.29,
AVRN,08Mar2021,Pacific,Y,,,"14,060","14,060",,"12,450",,,0,0,"1,610",,,"1,610","12,450",,0.91,,,"5,118",,11,"5,129",2,"5,122",,"14,083",23,0.80,
AVRN,09Mar2021,Pacific,Y,,,"13,206","13,206",,"12,749",,,0,0,457,,,457,"12,749",,0.91,,,"5,240",,3,"5,243",2,"5,232",,"13,239",33,0.87,
AVRN,10Mar2021,Pacific,Y,,,"12,826","12,826",,"12,337",,,0,0,489,,,489,"12,337",,0.90,,,"5,061",,3,"5,065",3,"5,054",,"12,860",34,0.87,
AVRN,11Mar2021,Pacific,Y,,,"13,227","13,227",,"11,551",,,0,0,"1,676",,,"1,676","11,551",,0.90,,,"4,720",,11,"4,732",0,"4,731",,"13,229",2,0.79,
AVRN,12Mar2021,Pacific,Y,,,"13,220","13,220",,"12,216",,,0,0,"1,004",,,"1,004","12,216",,0.90,,,"5,003",,7,"5,010",6,"4,993",,"13,276",56,0.83,
AVRN,13Mar2021,Pacific,Y,,,"12,169","12,169",,"12,285",,,0,0,-116,,,-116,"12,285",,0.91,,,"5,046",,0,"5,046",18,"5,013",,"12,294",125,0.90,
AVRN,14Mar2021,Pacific,Y,,,"8,077","8,077",,"7,680",,,0,0,397,,,"6,021","10,508",,0.91,,,"3,153",,3,"3,156",5,"3,148",,"8,109",33,0.86,
AVRN,15Mar2021,Pacific,Y,,,"35,988","35,988",,"7,982",,,0,0,"28,006",,,"28,006","7,982",,0.90,,,"3,269",,187,"3,455",0,"3,455",,"35,988",0,0.21,
AVRN,16Mar2021,Pacific,Y,,,"15,824","15,824",,"11,463",,,0,0,"4,361",,,"4,361","11,463",,0.90,,,"4,693",,29,"4,723",6,"4,707",,"15,878",54,0.66,
AVRN,17Mar2021,Pacific,Y,,,"13,498","13,498",,"11,693",,,0,0,"1,805",,,"1,805","11,693",,0.91,,,"4,807",,12,"4,819",9,"4,801",,"13,566",68,0.78,
AVRN,18Mar2021,Pacific,Y,,,"18,557","18,557",,"10,238",,,0,0,"8,319",,,"8,319","10,238",,0.90,,,"4,202",,55,"4,258",0,"4,258",,"18,558",1,0.51,
AVRN,19Mar2021,Pacific,Y,,,"15,977","15,977",,"9,811",,,0,0,"6,166",,,"6,166","9,811",,0.90,,,"4,016",,41,"4,057",0,"4,057",,"15,977",0,0.56,
AVRN,20Mar2021,Pacific,Y,,,"25,632","25,632",,"4,714",,,0,0,"20,918",,,"20,918","4,714",,0.91,,,"1,937",,139,"2,077",0,"2,077",,"25,632",0,0.18,
AVRN,21Mar2021,Pacific,Y,,,"32,125","32,125",,"5,592",,,0,0,"26,533",,,"26,533","5,592",,0.91,,,"2,300",,177,"2,477",0,"2,477",,"32,125",0,0.17,
AVRN,22Mar2021,Pacific,Y,,,"34,591","34,591",,"9,886",,,0,0,"24,705",,,"24,705","9,886",,0.90,,,"4,058",,165,"4,222",0,"4,222",,"34,591",0,0.27,
AVRN,23Mar2021,Pacific,Y,,,"23,106","23,106",,"9,617",,,0,0,"13,489",,,"13,489","9,617",,0.90,,,"3,946",,90,"4,036",0,"4,036",,"23,106",0,0.39,
AVRN,24Mar2021,Pacific,Y,,,"36,701","36,701",,"9,973",,,0,0,"26,728",,,"26,728","9,973",,0.90,,,"4,083",,178,"4,261",0,"4,261",,"36,701",0,0.26,
AVRN,25Mar2021,Pacific,Y,,,"34,474","34,474",,"9,085",,,0,0,"25,389",,,"25,389","9,085",,0.90,,,"3,716",,169,"3,885",0,"3,885",,"34,474",0,0.25,
AVRN,26Mar2021,Pacific,Y,,,"35,657","35,657",,"8,390",,,0,0,"27,267",,,"27,267","8,390",,0.91,,,"3,444",,182,"3,626",0,"3,626",,"35,657",0,0.22,
AVRN,27Mar2021,Pacific,Y,,,"26,461","26,461",,"8,802",,,0,0,"17,659",,,"17,659","8,802",,0.91,,,"3,618",,118,"3,736",0,"3,736",,"26,461",0,0.31,
AVRN,28Mar2021,Pacific,Y,,,"36,300","36,300",,"9,318",,,0,0,"26,982",,,"26,982","9,318",,0.91,,,"3,827",,180,"4,006",0,"4,006",,"36,300",0,0.24,
AVRN,29Mar2021,Pacific,Y,,,"40,202","40,202",,"9,470",,,0,0,"30,732",,,"30,732","9,470",,0.91,,,"3,906",,205,"4,111",0,"4,111",,"40,202",0,0.23,
AVRN,30Mar2021,Pacific,Y,,,"15,511","15,511",,"12,515",,,0,0,"2,996",,,"2,996","12,515",,0.91,,,"5,145",,20,"5,165",1,"5,163",,"15,517",6,0.73,
AVRN,31Mar2021,Pacific,Y,,,"14,116","14,116",,"13,190",,,0,0,926,,,926,"13,190",,0.90,,,"5,398",,7,"5,405",10,"5,386",,"14,187",71,0.84,
AVRN,01Apr2021,Pacific,Y,,,"21,501","21,501",,"10,689",,,0,0,"10,812",,,"10,812","10,689",,0.90,,,"4,379",,72,"4,451",0,"4,451",,"21,501",0,0.46,
AVRN,02Apr2021,Pacific,Y,,,"20,037","20,037",,"10,782",,,0,0,"9,255",,,"9,255","10,782",,0.91,,,"4,428",,62,"4,490",0,"4,490",,"20,037",0,0.49,
AVRN,03Apr2021,Pacific,Y,,,"14,182","14,182",,"11,544",,,0,0,"2,638",,,"2,638","11,544",,0.90,,,"4,729",,18,"4,747",2,"4,742",,"14,197",15,0.74,
AVRN,04Apr2021,Pacific,Y,,,"32,294","32,294",,"7,695",,,0,0,"24,599",,,"24,599","7,695",,0.90,,,"3,152",,164,"3,316",0,"3,316",,"32,294",0,0.23,
AVRN,05Apr2021,Pacific,Y,,,"22,922","22,922",,"10,631",,,0,0,"12,291",,,"12,291","10,631",,0.90,,,"4,362",,82,"4,444",0,"4,444",,"22,922",0,0.43,
AVRN,06Apr2021,Pacific,Y,,,"18,793","18,793",,"12,109",,,0,0,"6,684",,,"6,684","12,109",,0.90,,,"4,964",,45,"5,009",0,"5,009",,"18,793",0,0.59,
AVRN,07Apr2021,Pacific,Y,,,"39,781","39,781",,"10,136",,,0,0,"29,645",,,"29,645","10,136",,0.90,,,"4,150",,197,"4,347",0,"4,347",,"39,781",0,0.24,
AVRN,08Apr2021,Pacific,Y,,,"36,921","36,921",,"9,714",,,0,0,"27,207",,,"27,207","9,714",,0.90,,,"3,963",,181,"4,144",0,"4,144",,"36,921",0,0.25,
AVRN,09Apr2021,Pacific,Y,,,"29,306","29,306",,"10,457",,,0,0,"18,849",,,"18,849","10,457",,0.90,,,"4,280",,126,"4,406",0,"4,406",,"29,306",0,0.33,
AVRN,10Apr2021,Pacific,Y,,,"39,039","39,039",,"10,616",,,0,0,"28,423",,,"28,423","10,616",,0.90,,,"4,343",,189,"4,532",0,"4,532",,"39,039",0,0.26,
AVRN,11Apr2021,Pacific,Y,,,"14,625","14,625",,"13,185",,,0,0,"1,440",,,"1,440","13,185",,0.90,,,"5,401",,10,"5,410",1,"5,408",,"14,634",9,0.82,
AVRN,12Apr2021,Pacific,Y,,,"22,946","22,946",,"11,692",,,0,0,"11,254",,,"11,254","11,692",,0.90,,,"4,788",,75,"4,863",4,"4,853",,"22,981",35,0.47,
AVRN,13Apr2021,Pacific,Y,,,"42,072","42,072",,"10,912",,,0,0,"31,160",,,"31,160","10,912",,0.90,,,"4,459",,208,"4,667",0,"4,667",,"42,072",0,0.24,
AVRN,14Apr2021,Pacific,Y,,,"31,076","31,076",,"11,290",,,0,0,"19,786",,,"19,786","11,290",,0.90,,,"4,611",,132,"4,742",0,"4,742",,"31,076",0,0.34,
AVRN,15Apr2021,Pacific,Y,,,"21,467","21,467",,"11,225",,,0,0,"10,242",,,"10,242","11,225",,0.90,,,"4,568",,68,"4,637",0,"4,637",,"21,467",0,0.48,
AVRN,16Apr2021,Pacific,Y,,,"21,601","21,601",,"11,163",,,0,0,"10,438",,,"10,438","11,163",,0.90,,,"4,554",,70,"4,624",0,"4,624",,"21,601",0,0.47,
AVRN,17Apr2021,Pacific,Y,,,"14,350","14,350",,"13,688",,,0,0,662,,,662,"13,688",,0.90,,,"5,593",,5,"5,598",3,"5,585",,"14,390",40,0.86,
AVRN,18Apr2021,Pacific,Y,,,"25,528","25,528",,"10,625",,,0,0,"14,903",,,"14,903","10,625",,0.90,,,"4,330",,99,"4,430",1,"4,428",,"25,532",4,0.38,
AVRN,19Apr2021,Pacific,Y,,,"21,319","21,319",,"10,387",,,0,0,"10,932",,,"10,932","10,387",,0.90,,,"4,245",,73,"4,317",0,"4,317",,"21,319",0,0.45,
AVRN,20Apr2021,Pacific,Y,,,"18,554","18,554",,"11,971",,,0,0,"6,583",,,"6,583","11,971",,0.90,,,"4,883",,44,"4,926",0,"4,926",,"18,554",0,0.59,
AVRN,21Apr2021,Pacific,Y,,,"17,446","17,446",,"12,694",,,0,0,"4,752",,,"4,752","12,694",,0.90,,,"5,167",,32,"5,199",0,"5,199",,"17,446",0,0.66,
AVRN,22Apr2021,Pacific,Y,,,"38,131","38,131",,"9,155",,,0,0,"28,976",,,"28,976","9,155",,0.90,,,"3,749",,193,"3,942",0,"3,942",,"38,131",0,0.23,
AVRN,23Apr2021,Pacific,Y,,,"23,539","23,539",,"11,671",,,0,0,"11,868",,,"11,868","11,671",,0.90,,,"4,759",,79,"4,838",0,"4,838",,"23,539",0,0.45,
AVRN,24Apr2021,Pacific,Y,,,"27,279","27,279",,"11,385",,,0,0,"15,894",,,"15,894","11,385",,0.90,,,"4,652",,106,"4,758",0,"4,758",,"27,279",0,0.38,
AVRN,25Apr2021,Pacific,Y,,,"24,569","24,569",,"11,079",,,0,0,"13,490",,,"13,490","11,079",,0.90,,,"4,545",,90,"4,635",0,"4,635",,"24,569",0,0.42,
AVRN,26Apr2021,Pacific,Y,,,"32,797","32,797",,"9,663",,,0,0,"23,134",,,"23,134","9,663",,0.90,,,"3,955",,154,"4,110",0,"4,110",,"32,797",0,0.28,
AVRN,27Apr2021,Pacific,Y,,,"27,644","27,644",,"10,292",,,0,0,"17,352",,,"17,352","10,292",,0.90,,,"4,201",,116,"4,317",0,"4,317",,"27,644",0,0.34,
AVRN,28Apr2021,Pacific,Y,,,"18,628","18,628",,"10,969",,,0,0,"7,659",,,"7,659","10,969",,0.90,,,"4,470",,51,"4,521",0,"4,521",,"18,628",0,0.54,
AVRN,29Apr2021,Pacific,Y,,,"20,842","20,842",,"9,898",,,0,0,"10,944",,,"10,944","9,898",,0.90,,,"4,049",,73,"4,122",0,"4,122",,"20,842",0,0.44,
AVRN,30Apr2021,Pacific,Y,,,"35,429","35,429",,"9,167",,,0,0,"26,262",,,"26,262","9,167",,0.90,,,"3,734",,175,"3,908",0,"3,908",,"35,429",0,0.24,
AVRN,01May2021,Pacific,Y,,,"23,748","23,748",,-61,,,0,0,"23,809",,,"23,809",-61,,0.90,,,,,159,160,21,181,,"23,813",65,0.01,
AVRN,02May2021,Pacific,Y,,,"16,705","16,705",,-53,,,0,0,"16,758",,,"16,758",-53,,,,,,,112,112,14,125,,"16,758",53,0.01,
AVRN,03May2021,Pacific,Y,,,"25,238","25,238",,-35,,,0,0,"25,273",,,"25,273",-35,,,,,,,168,168,12,180,,"25,273",35,0.01,
AVRN,04May2021,Pacific,Y,,,"12,645","12,645",,12,,,0,0,"12,633",,,"12,633",12,,0.90,,,,,84,101,11,112,,"12,675",30,0.02,
AVRN,05May2021,Pacific,Y,,,"8,524","8,524",,-32,,,0,0,"8,556",,,"8,556",-32,,,,,,,57,57,12,69,,"8,556",32,0.01,
AVRN,06May2021,Pacific,Y,,,"19,104","19,104",,154,,,0,0,"18,950",,,"18,950",154,,0.90,,,,,126,199,9,208,,"19,129",25,0.02,
AVRN,07May2021,Pacific,Y,,,"29,880","29,880",,-32,,,0,0,"29,912",,,"29,912",-32,,,,,,,199,199,9,208,,"29,912",32,0.01,
AVRN,08May2021,Pacific,Y,,,"27,993","27,993",,-1,,,0,0,"27,994",,,"27,994",-1,,0.90,,,,,186,199,7,205,,"28,024",31,0.02,
AVRN,09May2021,Pacific,Y,,,"10,237","10,237",,-32,,,0,0,"10,269",,,"10,269",-32,,,,,,,68,68,12,79,,"10,269",32,0.01,
AVRN,10May2021,Pacific,Y,,,"6,169","6,169",,223,,,0,0,"5,946",,,"5,946",223,,0.90,,,,,40,139,8,147,,"6,190",21,0.05,
AVRN,11May2021,Pacific,Y,,,"3,339","3,339",,"1,111",,,0,0,"2,228",,,"2,228","1,111",,0.90,,,,,15,474,5,471,,"3,369",30,0.31,
AVRN,12May2021,Pacific,Y,,,"7,484","7,484",,"1,451",,,0,0,"6,033",,,"6,033","1,451",,0.90,,,,,40,636,2,636,,"7,495",11,0.19,
AVRN,13May2021,Pacific,Y,,,"2,763","2,763",,955,,,0,0,"1,808",,,"1,808",955,,0.90,,,,,12,407,5,410,,"2,777",14,0.32,
AVRN,14May2021,Pacific,Y,,,"4,140","4,140",,"1,627",,,0,0,"2,513",,,"2,513","1,627",,0.90,,,,,17,684,0,684,,"4,142",2,0.36,
AVRN,15May2021,Pacific,Y,,,"5,532","5,532",,495,,,0,0,"5,037",,,"5,037",495,,0.90,,,,,34,242,7,248,,"5,550",18,0.10,
AVRN,16May2021,Pacific,Y,,,"9,825","9,825",,12,,,0,0,"9,813",,,"9,813",12,,0.90,,,,,65,81,10,91,,"9,850",25,0.02,
AVRN,17May2021,Pacific,Y,,,"30,962","30,962",,-29,,,0,0,"30,991",,,"30,991",-29,,,,,,,206,206,10,216,,"30,991",29,0.01,
AVRN,18May2021,Pacific,Y,,,"23,534","23,534",,199,,,0,0,"23,335",,,"23,335",199,,0.90,,,,,155,245,7,252,,"23,555",21,0.02,
AVRN,19May2021,Pacific,Y,,,"17,256","17,256",,172,,,0,0,"17,084",,,"17,084",172,,0.90,,,,,114,194,10,204,,"17,281",25,0.02,
AVRN,20May2021,Pacific,Y,,,"19,281","19,281",,2,,,0,0,"19,279",,,"19,279",2,,0.90,,,,,128,143,12,154,,"19,314",33,0.02,
AVRN,21May2021,Pacific,Y,,,"14,327","14,327",,-34,,,0,0,"14,361",,,"14,361",-34,,,,,,,96,96,12,108,,"14,361",34,0.01,
AVRN,22May2021,Pacific,Y,,,"6,724","6,724",,-33,,,0,0,"6,757",,,"6,757",-33,,,,,,,45,45,9,54,,"6,757",33,0.01,
AVRN,23May2021,Pacific,Y,,,"24,733","24,733",,-32,,,0,0,"24,765",,,"24,765",-32,,,,,,,165,165,7,172,,"24,765",32,0.01,
AVRN,24May2021,Pacific,Y,,,"29,212","29,212",,3,,,0,0,"29,209",,,"29,209",3,,0.90,,,,,195,208,8,216,,"29,242",30,0.02,
AVRN,25May2021,Pacific,Y,,,"19,520","19,520",,1,,,0,0,"19,519",,,"19,519",1,,0.90,,,,,130,143,10,152,,"19,550",30,0.02,
AVRN,26May2021,Pacific,Y,,,"11,206","11,206",,343,,,0,0,"10,863",,,"10,863",343,,0.90,,,,,72,222,7,229,,"11,229",23,0.04,
AVRN,27May2021,Pacific,Y,,,"25,141","25,141",,35,,,0,0,"25,106",,,"25,106",35,,0.90,,,,,167,198,15,213,,"25,181",40,0.02,
AVRN,28May2021,Pacific,Y,,,"14,734","14,734",,278,,,0,0,"14,456",,,"14,456",278,,0.90,,,,,96,230,18,247,,"14,783",49,0.03,
AVRN,29May2021,Pacific,Y,,,"2,916","2,916",,7,,,0,0,"2,909",,,"2,909",7,,0.91,,,,,19,48,21,67,,"2,979",63,0.04,
AVRN,30May2021,Pacific,Y,,,"2,071","2,071",,"1,908",,,0,0,163,,,163,"1,908",,0.90,,,,,1,798,14,797,,"2,139",68,0.82,
AVRN,31May2021,Pacific,Y,,,"6,369","6,369",,"4,945",,,0,0,"1,424",,,"1,424","4,945",,0.90,,,"2,022",,9,"2,032",0,"2,032",,"6,369",0,0.70,
AVRN,01Jun2021,Pacific,Y,,,"7,430","7,430",,"6,700",,,0,0,730,,,730,"6,700",,0.90,,,"2,730",,5,"2,735",0,"2,734",,"7,434",4,0.81,
AVRN,02Jun2021,Pacific,Y,,,"16,383","16,383",,"5,947",,,0,0,"10,436",,,"10,436","5,947",,0.90,,,"2,421",,70,"2,491",1,"2,484",,"16,403",20,0.33,
