BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,FPC,FPL,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
GVL,28May2022,Eastern,N,"5,666","5,796","5,889",91,"1,434","2,842",,,,,,"1,589",,292,-197,2.62,0.90,,"1,704","1,165",,11,"2,879",113,239,"2,753","5,865","5,770",1.08,1.05
GVL,29May2022,Eastern,N,"6,206","5,991","6,045",59,"1,563","2,916",,,,,,"1,547",,254,-201,2.62,0.90,,"1,857","1,194",,10,"3,062",113,229,"2,945","6,026","5,973",1.12,1.09
GVL,30May2022,Eastern,N,"6,276","6,209","6,476",265,"1,855","2,997",,,,,,"1,598",,430,-169,2.62,0.90,,"2,208","1,227",,11,"3,446",65,267,"3,243","6,450","6,189",1.18,1.16
GVL,31May2022,Eastern,N,"5,852","6,207","6,544",332,"1,761","3,062",,,,,,"1,693",,396,-66,2.62,0.90,,"2,095","1,251",,11,"3,358",37,241,"3,155","6,516","6,186",1.14,1.12
GVL,01Jun2022,Eastern,N,"6,359","6,278","6,406",122,"1,749","2,985",,,,,,"1,649",,140,-22,2.62,0.90,,"2,079","1,221",,11,"3,311",66,167,"3,209","6,383","6,265",1.14,1.13
GVL,02Jun2022,Eastern,N,"6,617","6,599","6,839",241,"2,089","3,073",,,,,,"1,656",,189,48,2.61,0.90,,"2,477","1,255",,11,"3,743",50,209,"3,584","6,818","6,581",1.21,1.20
GVL,03Jun2022,Eastern,N,"6,673","6,976","6,911",-58,"2,069","3,072",,,,,,"1,752",,64,-126,2.61,0.90,,"2,450","1,254",,12,"3,716",92,121,"3,686","6,893","6,955",1.19,1.17
GVL,04Jun2022,Eastern,N,"6,236","6,567","6,537",-29,"1,778","2,961",,,,,,"1,775",,99,-128,2.61,0.90,,"2,103","1,212",,12,"3,326",94,133,"3,288","6,514","6,543",1.13,1.11
GVL,05Jun2022,Eastern,N,"5,679","6,454","6,467",10,"1,912","3,042",,,,,,"1,492",,216,-204,2.61,0.90,,"2,264","1,247",,,"3,521",107,177,"3,451","6,463","6,451",1.20,1.18
GVL,06Jun2022,Eastern,N,"6,385","6,427","5,155","-1,257","1,936","3,280",,,,,,-63,,-586,-665,2.61,0.90,,"2,291","1,339",,,"3,630",435,4,"4,061","5,216","6,467",1.53,1.38
GVL,07Jun2022,Eastern,N,"6,698","6,581","5,442","-1,135","2,257","3,214",,,,,,-26,,-475,-656,2.61,0.90,,"2,671","1,311",,,"3,982",425,64,"4,343","5,471","6,602",1.60,1.45
GVL,08Jun2022,Eastern,N,"7,209","7,088","5,614","-1,464","2,402","3,219",,,,,,-14,,-876,-577,2.61,0.90,,"2,844","1,316",,,"4,160",533,0,"4,692","5,621","7,074",1.63,1.46
GVL,09Jun2022,Eastern,N,"7,107","7,014","5,385","-1,616","2,196","3,222",,,,,,-32,,-730,-880,2.61,0.90,,"2,599","1,315",,,"3,915",556,5,"4,466","5,418","7,028",1.59,1.40
GVL,10Jun2022,Eastern,N,"6,854","6,393","4,975","-1,407","1,802","3,193",,,,,,-22,,-537,-866,2.61,0.90,,"2,132","1,301",,,"3,432",503,63,"3,871","4,995","6,398",1.51,1.33
GVL,11Jun2022,Eastern,N,"6,815","6,324","4,994","-1,320","1,846","3,213",,,,,,-60,,-496,-819,2.61,0.90,,"2,183","1,311",,,"3,494",459,42,"3,911","5,059","6,374",1.52,1.35
GVL,12Jun2022,Eastern,N,"6,595","6,020","5,754",-262,"1,417","3,130",,,,,,"1,190",,81,-341,2.61,0.90,,"1,678","1,278",,,"2,965",104,61,"3,008","5,788","6,048",1.13,1.10
GVL,13Jun2022,Eastern,N,"7,235","7,092","6,981",-107,"1,959","3,059",,,,,,"1,939",,91,-194,2.62,0.90,,"2,327","1,251",,13,"3,591",125,132,"3,583","6,957","7,060",1.14,1.12
GVL,14Jun2022,Eastern,N,"6,985","7,353","7,359",7,"2,060","3,036",,,,,,"2,236",,124,-116,2.62,0.90,,"2,451","1,242",,15,"3,707",150,210,"3,648","7,332","7,324",1.11,1.10
GVL,15Jun2022,Eastern,N,"7,237","7,396","7,265",-131,"1,853","3,381",,,,,,"2,012",,70,-198,2.62,0.90,,"2,202","1,382",,13,"3,598",134,128,"3,604","7,246","7,374",1.09,1.08
GVL,16Jun2022,Eastern,N,"7,598","8,099","7,311",-776,"1,924","3,215",,,,,,"2,152",,-234,-538,2.62,0.90,,"2,284","1,311",,14,"3,610",274,22,"3,862","7,291","8,063",1.09,1.06
GVL,17Jun2022,Eastern,N,"7,594","7,607","7,059",-541,"2,121","3,175",,,,,,"1,738",,-79,-453,2.62,0.90,,"2,517","1,295",,12,"3,824",213,64,"3,973","7,034","7,566",1.20,1.16
GVL,18Jun2022,Eastern,N,"7,038","7,398","6,813",-581,"2,039","2,918",,,,,,"1,841",,135,-711,2.61,0.90,,"2,416","1,189",,12,"3,617",217,102,"3,732","6,798","7,374",1.17,1.12
GVL,19Jun2022,Eastern,N,"6,676","6,832","5,617","-1,208",967,"3,172",,,,,,"1,474",,-296,-901,2.61,0.90,,,"1,293",,10,"2,496",464,113,"2,848","5,653","6,850",0.97,0.92
GVL,20Jun2022,Eastern,N,"6,949","7,254","4,985","-2,255",-97,"3,109",,,,,,"1,982",,-998,"-1,245",,0.90,,,"1,268",,13,"1,282",795,0,"2,077","5,091","7,334",0.55,0.62
GVL,21Jun2022,Eastern,N,"6,836","6,805","4,722","-2,073",-99,"2,866",,,,,,"1,955",,"-1,009","-1,059",,0.90,,,"1,167",,13,"1,180",742,6,"1,915","4,821","6,889",0.54,0.61
GVL,22Jun2022,Eastern,N,"7,001","7,238","6,770",-460,"1,563","3,075",,,,,,"2,115",,-15,-442,2.62,0.90,,,"1,251",,14,"3,153",196,54,"3,295","6,781","7,238",1.02,1.00
GVL,23Jun2022,Eastern,N,"7,431","7,816","7,222",-586,"2,121","3,031",,,,,,"2,048",,-32,-552,2.62,0.90,,"2,518","1,236",,14,"3,767",228,74,"3,921","7,200","7,784",1.15,1.11
GVL,24Jun2022,Eastern,N,"7,409","7,256","6,773",-477,"1,737","3,002",,,,,,"2,008",,106,-577,2.62,0.90,,"2,061","1,226",,13,"3,300",202,93,"3,410","6,747","7,218",1.08,1.04
GVL,25Jun2022,Eastern,N,"6,433","6,391","6,346",-45,"1,459","3,035",,,,,,"1,824",,300,-346,2.61,0.90,,"1,729","1,239",,12,"2,979",118,189,"2,908","6,318","6,364",1.04,1.01
GVL,26Jun2022,Eastern,N,"6,815","6,532","6,531",-4,"1,592","2,977",,,,,,"1,935",,299,-306,2.61,0.90,,"1,886","1,217",,13,"3,117",106,182,"3,041","6,504","6,511",1.06,1.03
GVL,27Jun2022,Eastern,N,"6,768","6,656","6,619",-36,"1,778","2,923",,,,,,"1,894",,369,-413,2.61,0.90,,"2,102","1,193",,13,"3,308",126,206,"3,227","6,595","6,639",1.11,1.07
GVL,28Jun2022,Eastern,N,"6,943","7,474","6,974",-491,"2,024","2,966",,,,,,"1,968",,35,-518,2.61,0.90,,"2,392","1,210",,13,"3,615",178,66,"3,727","6,958","7,441",1.15,1.10
GVL,29Jun2022,Eastern,N,"7,018","7,429","6,752",-666,"1,828","2,938",,,,,,"1,966",,-190,-469,2.61,0.90,,"2,164","1,200",,13,"3,377",220,23,"3,575","6,732","7,391",1.11,1.07
GVL,30Jun2022,Eastern,N,"7,307","7,011","6,640",-368,"1,724","2,966",,,,,,"1,922",,-67,-291,2.61,0.90,,"2,045","1,212",,13,"3,270",149,55,"3,363","6,612","6,970",1.09,1.06
GVL,01Jul2022,Eastern,N,"6,683","6,698","6,473",-225,"1,535","2,926",,,,,,"1,982",,60,-284,2.61,0.90,,"1,818","1,194",,13,"3,025",119,82,"3,061","6,443","6,667",1.03,1.01
GVL,02Jul2022,Eastern,N,"6,522","6,242","6,376",134,"1,499","2,901",,,,,,"1,954",,206,-74,2.61,0.90,,"1,773","1,184",,13,"2,970",43,134,"2,878","6,354","6,222",1.03,1.02
GVL,03Jul2022,Eastern,N,"6,308","6,142","6,562",410,"1,593","2,925",,,,,,"2,023",,434,-32,2.61,0.90,,"1,886","1,195",,13,"3,094",32,248,"2,879","6,541","6,139",1.04,1.03
GVL,04Jul2022,Eastern,N,"6,597","7,003","7,364",356,"2,236","3,025",,,,,,"2,078",,405,-53,2.61,0.90,,"2,649","1,235",,14,"3,898",23,219,"3,702","7,339","6,987",1.17,1.17
GVL,05Jul2022,Eastern,N,"6,895","6,797","7,455",647,"2,067","3,100",,,,,,"2,264",,551,92,2.61,0.90,,"2,451","1,264",,15,"3,731",18,351,"3,398","7,431","6,788",1.11,1.10
GVL,06Jul2022,Eastern,N,"7,161","7,301","6,894",-410,"2,011","3,082",,,,,,"1,776",,-107,-301,2.61,0.90,,"2,384","1,255",,12,"3,651",177,70,"3,759","6,869","7,277",1.17,1.14
GVL,07Jul2022,Eastern,N,"7,661","7,397","7,596",200,"2,318","3,057",,,,,,"2,206",,366,-173,2.61,0.90,,"2,748","1,243",,15,"4,005",95,271,"3,829","7,581","7,388",1.16,1.14
GVL,08Jul2022,Eastern,N,"7,146","6,895","6,739",-155,"1,796","2,940",,,,,,"1,978",,340,-497,2.61,0.90,,"2,127","1,195",,13,"3,335",138,172,"3,301","6,714","6,871",1.10,1.06
GVL,09Jul2022,Eastern,N,"7,168","6,916","6,635",-273,"1,653","2,912",,,,,,"2,056",,162,-434,2.61,0.90,,"1,953","1,184",,14,"3,151",140,107,"3,184","6,621","6,893",1.05,1.02
GVL,10Jul2022,Eastern,N,"6,595","6,456","6,037",-415,"1,357","2,788",,,,,,"1,866",,62,-468,2.61,0.90,,"1,604","1,135",,12,"2,752",159,71,"2,840","6,011","6,417",1.01,0.98
GVL,11Jul2022,Eastern,N,"6,968","6,697","7,112",407,"1,997","3,037",,,,,,"2,052",,586,-175,2.61,0.90,,"2,364","1,237",,14,"3,614",51,305,"3,360","7,086","6,675",1.12,1.11
GVL,12Jul2022,Eastern,N,"6,503","7,240","8,055",804,"2,771","3,102",,,,,,"2,160",,715,81,2.61,0.90,,"3,284","1,263",,14,"4,561",18,475,"4,105","8,033","7,237",1.25,1.25
GVL,13Jul2022,Eastern,N,"7,086","7,485","8,299",810,"2,911","3,099",,,,,,"2,265",,652,153,2.61,0.90,,"3,450","1,261",,15,"4,726",53,570,"4,209","8,275","7,470",1.26,1.24
GVL,14Jul2022,Eastern,N,"6,954","7,164","7,324",158,"2,204","3,077",,,,,,"2,021",,239,-80,2.61,0.90,,"2,614","1,253",,13,"3,880",65,181,"3,764","7,302","7,143",1.17,1.16
GVL,15Jul2022,Eastern,N,"6,601","6,889","7,431",532,"2,346","3,108",,,,,,"1,950",,598,-66,2.61,0.90,,"2,779","1,265",,13,"4,057",37,358,"3,736","7,404","6,872",1.21,1.20
GVL,16Jul2022,Eastern,N,"6,126","5,920","6,323",397,"1,334","2,829",,,,,,"2,137",,315,76,2.61,0.90,,"1,580","1,152",,14,"2,746",45,230,"2,561","6,300","5,909",0.96,0.96
GVL,17Jul2022,Eastern,N,"6,343","6,424","6,828",396,"1,743","2,970",,,,,,"2,087",,459,-67,2.61,0.90,,"2,063","1,207",,14,"3,284",43,261,"3,066","6,800","6,408",1.06,1.05
GVL,18Jul2022,Eastern,N,"6,683","6,625","7,067",437,"1,816","2,993",,,,,,"2,235",,514,-76,2.61,0.90,,"2,152","1,217",,15,"3,384",75,344,"3,115","7,044","6,606",1.06,1.04
GVL,19Jul2022,Eastern,N,"6,443","6,609","7,405",783,"2,161","3,083",,,,,,"2,140",,703,75,2.62,0.90,,"2,564","1,255",,14,"3,833",22,432,"3,423","7,384","6,606",1.14,1.14
GVL,20Jul2022,Eastern,N,"6,707","6,478","7,618","1,125","2,185","3,138",,,,,,"2,269",,887,234,2.61,0.90,,"2,591","1,276",,15,"3,882",15,595,"3,303","7,592","6,471",1.13,1.13
GVL,21Jul2022,Eastern,N,"7,102","7,066","7,284",217,"2,021","3,032",,,,,,"2,208",,426,-214,2.61,0.90,,"2,396","1,232",,15,"3,643",125,285,"3,483","7,261","7,049",1.11,1.09
GVL,22Jul2022,Eastern,N,"7,026","7,061","7,072",13,"1,826","3,030",,,,,,"2,198",,113,-102,2.62,0.90,,"2,166","1,233",,15,"3,414",128,165,"3,377","7,054","7,043",1.07,1.06
GVL,23Jul2022,Eastern,N,"6,547","6,489","6,905",,"1,826","2,970",,,,,,"2,087",,,,2.62,0.90,,"2,167","1,212",,14,"3,393",,,,"6,883",,1.09,
GVL,24Jul2022,Eastern,N,"6,343","5,974","6,074",98,"1,456","2,524",,,,,,"2,071",,120,-24,2.62,0.90,,"1,728","1,029",,14,"2,770",89,174,"2,685","6,051","5,955",1.01,0.99
GVL,25Jul2022,Eastern,N,"6,686","6,861","6,291",-565,"1,753","2,461",,,,,,"2,054",,-270,-297,2.62,0.90,,"2,081","1,002",,14,"3,098",291,112,"3,277","6,268","6,835",1.09,1.06
GVL,26Jul2022,Eastern,N,"7,010","7,043","6,181",-855,"1,606","2,440",,,,,,"2,112",,-378,-475,2.62,0.90,,"1,905",994,,14,"2,913",338,45,"3,206","6,158","7,011",1.04,1.01
GVL,27Jul2022,Eastern,N,"7,195","6,926","7,021",89,"2,038","3,177",,,,,,"1,788",,151,-58,2.62,0.90,,"2,419","1,292",,12,"3,722",144,242,"3,625","7,003","6,910",1.17,1.16
GVL,28Jul2022,Eastern,N,"7,195","7,353","7,795",435,"2,467","3,041",,,,,,"2,266",,405,29,2.62,0.90,,"2,929","1,238",,15,"4,182",54,306,"3,929","7,774","7,340",1.19,1.18
GVL,29Jul2022,Eastern,N,"6,349","7,643","7,696",48,"2,367","3,033",,,,,,"2,273",,271,-226,2.62,0.90,,"2,809","1,234",,15,"4,058",101,190,"3,969","7,673","7,628",1.17,1.15
GVL,30Jul2022,Eastern,N,"7,053","7,475","7,408",-69,"2,178","2,987",,,,,,"2,220",,233,-296,2.61,0.90,,"2,582","1,216",,15,"3,813",121,161,"3,773","7,385","7,448",1.14,1.12
GVL,31Jul2022,Eastern,N,"7,053","7,494","7,483",-17,"2,275","2,970",,,,,,"2,212",,236,-255,2.61,0.90,,"2,698","1,211",,15,"3,924",110,167,"3,867","7,457","7,476",1.16,1.14
GVL,01Aug2022,Eastern,N,"7,298","7,859","6,903",-949,"2,289","3,138",,,,,,"1,458",,-313,-628,2.62,0.90,,"2,716","1,279",,,"4,004",404,91,"4,316","6,898","7,839",1.28,1.21
GVL,02Aug2022,Eastern,N,"7,285","7,870","7,761",-110,"2,488","3,154",,,,,,"2,098",,233,-339,2.62,0.90,,"2,955","1,286",,14,"4,255",137,174,"4,218","7,740","7,846",1.21,1.19
GVL,03Aug2022,Eastern,N,"6,599","7,353","7,379",27,"2,010","3,065",,,,,,"2,282",,312,-278,2.62,0.90,,"2,385","1,248",,15,"3,649",132,205,"3,576","7,357","7,323",1.09,1.08
GVL,04Aug2022,Eastern,N,"7,166","7,231","7,443",204,"2,162","3,086",,,,,,"2,172",,449,-238,2.62,0.90,,"2,567","1,256",,14,"3,838",102,264,"3,677","7,420","7,209",1.14,1.12
GVL,05Aug2022,Eastern,N,"7,176","7,457","7,484",23,"2,213","3,036",,,,,,"2,214",,430,-398,2.62,0.90,,"2,626","1,236",,15,"3,877",122,237,"3,762","7,463","7,431",1.15,1.12
GVL,06Aug2022,Eastern,N,"7,111","6,999","7,125",122,"2,279","3,060",,,,,,"1,764",,488,-358,2.62,0.90,,"2,704","1,249",,,"3,966",118,260,"3,823","7,129","6,999",1.23,1.20
GVL,07Aug2022,Eastern,N,"6,598","6,794","5,597","-1,188","1,998","3,173",,,,,,420,,-285,-894,2.61,0.90,,"2,369","1,293",,,"3,666",370,41,"3,995","5,653","6,832",1.43,1.29
GVL,08Aug2022,Eastern,N,"7,135","6,574","6,845",266,"1,789","2,922",,,,,,"2,108",,530,-262,2.61,0.90,,"2,121","1,189",,14,"3,325",78,254,"3,149","6,819","6,551",1.07,1.06
GVL,09Aug2022,Eastern,N,"7,148","7,034","6,740",-293,"1,949","2,965",,,,,,"1,806",,217,-495,2.61,0.90,,"2,309","1,207",,12,"3,528",188,180,"3,536","6,720","6,998",1.16,1.11
GVL,10Aug2022,Eastern,N,"7,182","7,362","6,990",-373,"1,782","2,963",,,,,,"2,226",,170,-536,2.61,0.90,,"2,112","1,205",,15,"3,331",180,114,"3,396","6,971","7,337",1.05,1.02
GVL,11Aug2022,Eastern,N,"7,107","6,436","6,481",47,"1,388","2,868",,,,,,"2,203",,566,-525,2.61,0.90,,"1,644","1,168",,15,"2,826",149,252,"2,723","6,459","6,418",0.96,0.94
GVL,12Aug2022,Eastern,N,"6,876","6,838","7,169",325,"1,901","3,026",,,,,,"2,224",,776,-441,2.61,0.90,,"2,250","1,234",,15,"3,499",117,357,"3,259","7,151","6,816",1.08,1.05
GVL,13Aug2022,Eastern,N,"6,145","6,141","6,630",484,"1,344","2,938",,,,,,"2,326",,956,-480,2.61,0.90,,"1,591","1,195",,15,"2,801",128,402,"2,528","6,608","6,132",0.93,0.91
GVL,14Aug2022,Eastern,N,"6,126","6,548","6,810",264,"1,581","2,976",,,,,,"2,231",,717,-449,2.61,0.90,,"1,872","1,211",,15,"3,098",127,329,"2,896","6,788","6,520",1.01,0.98
GVL,15Aug2022,Eastern,N,"6,380","6,823","7,407",575,"2,166","3,021",,,,,,"2,191",,737,-157,2.61,0.90,,"2,568","1,230",,15,"3,813",61,405,"3,468","7,378","6,798",1.14,1.12
GVL,16Aug2022,Eastern,N,"7,107","6,794","7,875","1,068","2,435","3,128",,,,,,"2,291",,"1,036",31,2.61,0.90,,"2,886","1,273",,15,"4,174",32,624,"3,582","7,854","6,787",1.17,1.16
GVL,17Aug2022,Eastern,N,"7,207","7,202","6,895",-307,"1,954","3,118",,,,,,"1,805",,99,-405,2.61,0.90,,"2,314","1,269",,,"3,595",275,215,"3,655","6,893","7,199",1.15,1.12
GVL,18Aug2022,Eastern,N,"6,954","6,378","7,107",719,"1,729","3,044",,,,,,"2,312",,735,-17,2.61,0.90,,"2,047","1,240",,15,"3,302",42,397,"2,947","7,085","6,367",1.03,1.02
GVL,19Aug2022,Eastern,N,"6,726","6,651","7,030",379,"1,752","3,023",,,,,,"2,239",,549,-170,2.61,0.90,,"2,075","1,233",,15,"3,323",88,310,"3,101","7,014","6,635",1.04,1.03
GVL,20Aug2022,Eastern,N,"6,631","6,949","7,303",351,"1,998","3,074",,,,,,"2,213",,496,-148,2.61,0.90,,"2,365","1,256",,15,"3,636",60,266,"3,430","7,285","6,937",1.10,1.09
GVL,21Aug2022,Eastern,N,"6,808","6,572","7,037",460,"1,792","3,085",,,,,,"2,141",,550,-91,2.61,0.90,,"2,121","1,259",,14,"3,394",68,310,"3,152","7,018","6,559",1.07,1.06
GVL,22Aug2022,Eastern,N,"6,971","6,513","7,411",889,"1,967","3,108",,,,,,"2,311",,833,52,2.61,0.90,,"2,330","1,268",,15,"3,613",17,450,"3,179","7,386","6,501",1.08,1.08
GVL,23Aug2022,Eastern,N,"6,954","6,835","6,726",-107,"2,067","3,145",,,,,,"1,493",,196,-299,2.61,0.90,,"2,449","1,282",,10,"3,741",106,143,"3,704","6,705","6,808",1.23,1.20
GVL,24Aug2022,Eastern,N,"6,413","6,987","6,551",-433,"1,986","3,168",,,,,,"1,372",,-26,-400,2.61,0.90,,"2,354","1,291",,9,"3,654",195,90,"3,758","6,526","6,952",1.23,1.19
GVL,25Aug2022,Eastern,N,"6,455","6,865","7,172",309,"1,887","3,054",,,,,,"2,213",,412,-114,2.61,0.90,,"2,237","1,245",,15,"3,496",65,249,"3,313","7,154","6,856",1.08,1.07
GVL,26Aug2022,Eastern,N,"6,626","6,879","7,542",651,"2,266","3,065",,,,,,"2,185",,626,28,2.62,0.90,,"2,688","1,251",,15,"3,954",29,380,"3,603","7,516","6,862",1.16,1.16
GVL,27Aug2022,Eastern,N,"6,579","6,550","6,833",285,"1,644","2,997",,,,,,"2,166",,449,-160,2.62,0.90,,"1,952","1,227",,14,"3,193",92,261,"3,024","6,807","6,518",1.03,1.02
GVL,28Aug2022,Eastern,N,"6,579","6,653","6,910",259,"1,666","3,046",,,,,,"2,178",,432,-176,2.62,0.90,,"1,978","1,248",,15,"3,240",94,265,"3,070","6,890","6,634",1.04,1.02
GVL,29Aug2022,Eastern,N,"6,626","6,871","7,240",365,"1,953","3,009",,,,,,"2,256",,487,-127,2.62,0.90,,"2,318","1,229",,15,"3,562",76,306,"3,332","7,218","6,858",1.09,1.07
GVL,30Aug2022,Eastern,N,"6,392","7,106","7,560",444,"2,239","3,062",,,,,,"2,235",,514,-62,2.61,0.90,,"2,654","1,248",,15,"3,917",20,270,"3,667","7,536","7,084",1.15,1.14
GVL,31Aug2022,Eastern,N,"6,392","7,089","6,986",-99,0,"4,712",,,,,,"2,264",,374,-478,,0.90,,0,"1,920",,15,"1,935",142,114,"1,963","6,976","7,080",0.61,0.61
GVL,01Sep2022,Eastern,N,"6,477","6,697","6,659",-37,0,"4,917",,,,,,"1,729",,470,-505,,0.90,,0,"2,003",,12,"2,014",137,151,"2,000","6,646","6,681",0.67,0.66
GVL,02Sep2022,Eastern,N,"6,626","6,447","6,539",95,0,"4,341",,,,,,"2,189",,479,-388,,0.90,,0,"1,770",,15,"1,785",115,138,"1,762","6,530","6,439",0.60,0.60
GVL,03Sep2022,Eastern,N,"5,971","6,645","7,208",557,0,"4,921",,,,,,"2,277",,773,-213,,0.90,,0,"2,011",,15,"2,027",64,220,"1,871","7,198","6,638",0.62,0.62
GVL,04Sep2022,Eastern,N,"6,189","6,403","7,026",612,0,"4,870",,,,,,"2,141",,745,-132,,0.90,,0,"1,992",,14,"2,006",46,222,"1,831","7,011","6,398",0.63,0.63
GVL,05Sep2022,Eastern,N,"6,414","7,173","7,680",502,0,"5,373",,,,,,"2,297",,700,-203,,0.90,,0,"2,197",,15,"2,212",77,218,"2,072","7,670","7,173",0.64,0.64
GVL,06Sep2022,Eastern,N,"6,626","7,652","7,866",214,0,"5,515",,,,,,"2,344",,372,-162,,0.90,,0,"2,247",,16,"2,263",89,139,"2,212","7,859","7,649",0.63,0.64
GVL,07Sep2022,Eastern,N,"6,693","7,406","7,719",,0,"5,474",,,,,,"2,627",,,,,0.90,,0,"2,230",,17,"2,248",,,,"8,101",,0.61,
GVL,08Sep2022,Eastern,N,"6,475","6,063","6,719",650,0,"4,509",,,,,,"2,199",,624,22,,0.90,,0,"1,842",,15,"1,857",7,186,"1,678","6,708","6,062",0.61,0.61
GVL,09Sep2022,Eastern,N,"5,871","5,990","6,839",843,0,"4,640",,,,,,"2,190",,862,-22,,0.90,,0,"1,896",,15,"1,910",51,286,"1,676","6,830","5,990",0.62,0.62
GVL,10Sep2022,Eastern,N,"6,056","6,053","6,842",781,0,"4,776",,,,,,"2,055",,917,-135,,0.90,,0,"1,953",,14,"1,967",43,272,"1,738","6,831","6,049",0.63,0.63
GVL,11Sep2022,Eastern,N,"6,219","6,248","7,086",,0,"4,989",,,,,,"2,085",,,,,0.90,,0,"2,040",,14,"2,054",,,,"7,074",,0.64,
GVL,12Sep2022,Eastern,N,"6,365","6,270","7,287",,0,"5,122",,,,,,"2,155",,,,,0.90,,0,"2,091",,14,"2,105",,,,"7,277",,0.64,
GVL,13Sep2022,Eastern,N,"6,393","6,153","6,734",570,0,"4,590",,,,,,"2,128",,854,-283,,0.90,,0,"1,876",,14,"1,891",98,258,"1,731","6,718","6,147",0.62,0.62
GVL,14Sep2022,Eastern,N,"6,239","6,306","6,968",653,0,"4,748",,,,,,"2,211",,968,-309,,0.90,,0,"1,944",,15,"1,959",132,316,"1,775","6,959","6,300",0.62,0.62
GVL,15Sep2022,Eastern,N,"5,912","6,435","6,959",518,0,"4,748",,,,,,"2,199",,919,-399,,0.90,,0,"1,946",,15,"1,960",128,276,"1,813","6,947","6,427",0.62,0.62
GVL,16Sep2022,Eastern,N,"6,499","6,103","7,014",902,0,"4,650",,,,,,"2,355",,"1,166",-257,,0.90,,0,"1,899",,16,"1,915",84,330,"1,669","7,005","6,096",0.60,0.60
GVL,17Sep2022,Eastern,N,"5,692","5,775","5,973",198,0,"3,744",,,,,,"2,220",,"1,019",-819,,0.90,,0,"1,529",,15,"1,544",226,266,"1,504","5,964","5,764",0.57,0.58
GVL,18Sep2022,Eastern,N,"5,418","5,678","5,697",24,0,"3,613",,,,,,"2,073",,"1,017",-991,,0.90,,0,"1,473",,14,"1,487",265,266,"1,486","5,686","5,660",0.58,0.58
GVL,19Sep2022,Eastern,N,"6,333","6,384","6,217",-165,0,"3,914",,,,,,"2,292",,844,"-1,005",,0.90,,0,"1,595",,15,"1,610",313,237,"1,686","6,206","6,367",0.57,0.58
GVL,20Sep2022,Eastern,N,"6,390","6,657","6,565",-89,0,"4,203",,,,,,"2,356",,"1,045","-1,131",,0.90,,0,"1,714",,16,"1,730",338,286,"1,782","6,559","6,645",0.58,0.59
GVL,21Sep2022,Eastern,N,"6,543","6,567","6,621",54,0,"4,249",,,,,,"2,366",,"1,243","-1,190",,0.90,,0,"1,733",,16,"1,749",329,328,"1,750","6,615","6,562",0.58,0.59
GVL,22Sep2022,Eastern,N,"6,668","6,672","6,942",271,0,"4,578",,,,,,"2,355",,"1,370","-1,096",,0.90,,0,"1,870",,16,"1,885",313,371,"1,827","6,933","6,659",0.60,0.60
GVL,23Sep2022,Eastern,N,"6,239","6,326","6,475",142,0,"4,175",,,,,,"2,288",,"1,489","-1,345",,0.90,,0,"1,708",,15,"1,723",373,398,"1,698","6,463","6,319",0.59,0.59
GVL,24Sep2022,Eastern,N,"5,744","5,739","5,619",-120,0,"3,551",,,,,,"2,058",,830,-949,,0.90,,0,"1,451",,14,"1,465",261,223,"1,502","5,609","5,728",0.58,0.58
GVL,25Sep2022,Eastern,N,"6,055","5,926","5,505",-420,0,"3,622",,,,,,"1,871",,419,-827,,0.90,,0,"1,481",,12,"1,494",274,154,"1,613","5,493","5,901",0.60,0.60
GVL,26Sep2022,Eastern,N,"6,261","6,544","5,897",-645,0,"4,273",,,,,,"1,611",,456,"-1,090",,0.90,,0,"1,744",,11,"1,755",359,156,"1,958","5,884","6,518",0.66,0.66
GVL,27Sep2022,Eastern,N,"5,536","6,021","4,952","-1,060",0,"3,894",,,,,,"1,045",,-33,"-1,027",,0.90,,0,"1,592",,7,"1,599",352,51,"1,900","4,939","5,999",0.71,0.70
GVL,28Sep2022,Eastern,N,"5,190","4,790","4,945",155,0,"3,886",,,,,,"1,045",,490,-337,,0.90,,0,"1,591",,7,"1,597",89,159,"1,527","4,931","4,778",0.71,0.70
GVL,29Sep2022,Eastern,N,"4,766","3,990","4,934",930,0,"3,980",,,,,,937,,858,67,,0.90,,0,"1,631",,6,"1,637",20,333,"1,324","4,917","3,992",0.73,0.73
GVL,30Sep2022,Eastern,N,"4,531","4,596","4,933",333,0,"3,979",,,,,,936,,317,18,,0.91,,0,"1,637",,6,"1,644",89,192,"1,541","4,915","4,580",0.74,0.74
GVL,01Oct2022,Eastern,N,"4,527","4,839","4,924",86,0,"3,971",,,,,,936,,274,-191,,0.90,,0,"1,622",,6,"1,628",141,172,"1,597","4,907","4,824",0.73,0.73
