BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,HQT,IESO,ISNE,PJM,Subregion ZONF,Subregion ZONC,Subregion ZONI,Subregion ZONB,Subregion ZONG,Subregion ZONK,Subregion ZONH,Subregion ZONE,Subregion ZONJ,Subregion ZOND,Subregion ZONA,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
NYIS,31Jan2023,Eastern,N,"413,875","432,008","337,357","-94,651",0,"155,950","78,063","16,254","79,072",0,"3,463","4,481",,"-22,802","-23,452","27,853","-76,246","34,610","48,770","15,186","29,215","26,052","52,142","7,719","24,020","130,743","18,650","44,774",,0.98,2.16,0,"69,404","15,914","1,100","86,418","46,150","8,006","124,563","337,283","431,930",0.56,0.64
NYIS,01Feb2023,Eastern,N,"422,961","439,322","355,034","-84,288",0,"170,923","79,262","15,797","68,344",0,"15,856","4,780",,"-12,128","-22,145","28,987","-79,004","34,738","48,333","15,449","29,215","26,172","52,434","8,332","25,208","135,393","19,003","44,915",,0.98,2.15,0,"76,020","15,387","1,121","92,528","43,379","9,197","126,710","354,962","439,252",0.57,0.64
NYIS,02Feb2023,Eastern,N,"423,053","434,689","369,894","-64,795",0,"170,357","79,063","15,754","69,231",0,"30,789","4,628",,"-10,864","-15,469","33,025","-71,482","34,346","46,021","15,638","28,532","26,991","52,879","8,470","24,817","135,473","17,572","43,816",,0.98,2.15,0,"75,922","15,359","1,224","92,505","34,883","9,018","118,370","369,822","434,612",0.55,0.60
NYIS,03Feb2023,Eastern,N,"452,587","474,073","392,605","-81,468",0,"185,574","78,869","15,793","78,820",0,"28,724","4,754",,"3,590","-23,490","19,465","-81,034","37,864","54,228","16,989","31,997","30,311","57,624","9,376","27,130","145,270","17,536","45,609",,0.98,2.13,0,"82,800","15,232","1,273","99,305","41,400","8,412","132,293","392,534","474,003",0.56,0.62
NYIS,04Feb2023,Eastern,N,"450,970","484,021","422,990","-61,031",0,"224,700","78,572","18,907","82,035",0,"13,870","4,829",,"25,554","-36,803","35,247","-85,029","40,322","55,978","17,521","30,938","32,319","61,115","10,368","28,291","147,495","16,644","42,894",,0.99,2.11,0,"100,506","18,116","1,194","119,816","43,078","18,177","144,717","422,913","483,944",0.62,0.66
NYIS,05Feb2023,Eastern,N,"407,839","416,754","330,664","-86,090",0,"144,062","78,157","16,614","61,281",0,"25,917","4,562",,"-13,894","-20,782","28,088","-79,502","34,386","44,978","14,999","25,505","27,938","50,693","8,047","23,287","129,341","18,604","38,847",,0.98,2.13,0,"64,288","16,025","1,132","81,444","38,094","7,579","111,960","330,593","416,683",0.54,0.59
NYIS,06Feb2023,Eastern,N,"415,258","423,255","329,864","-93,391",0,"148,387","77,311","15,598","80,065",0,"4,466","3,962",,"-24,349","-17,842","19,263","-70,470","33,926","47,207","15,265","27,978","26,962","49,784","7,647","22,728","131,645","17,667","42,318",,0.99,2.14,0,"66,658","15,121","1,104","82,883","36,228","5,187","113,924","329,789","423,187",0.55,0.59
NYIS,07Feb2023,Eastern,N,"420,276","427,017","342,889","-84,128",0,"147,222","77,511","16,935","71,890",0,"25,035","4,222",,"-15,458","-18,203","11,083","-61,556","34,134","45,969","15,784","27,426","26,477","51,297","8,157","23,550","134,177","18,115","41,805",,0.99,2.13,0,"65,912","16,383","1,190","83,485","30,297","2,870","110,912","342,815","426,949",0.54,0.57
NYIS,08Feb2023,Eastern,N,"399,699","402,113","318,533","-83,580",0,"136,788","67,755","26,197","65,029",0,"18,812","3,883",,"-21,757","-14,619","11,073","-58,277","32,477","42,069","14,807","25,318","24,508","48,047","7,638","21,659","128,501","17,214","39,743",,0.98,2.13,0,"60,963","25,261","1,036","87,259","31,415","3,179","115,495","318,464","402,044",0.60,0.63
NYIS,09Feb2023,Eastern,N,"411,326","417,733","341,332","-76,401",0,"144,295","73,345","24,838","73,527",0,"22,272","2,991",,"-19,500","-12,944","9,339","-53,296","34,194","44,545","15,194","27,309","26,653","51,722","7,792","23,166","128,685","17,393","40,942",,0.99,2.13,0,"64,698","24,014","1,147","89,858","25,935","2,571","113,222","341,268","417,669",0.58,0.60
NYIS,10Feb2023,Eastern,N,"385,372","392,227","327,380","-64,847",0,"127,617","76,560","15,077","74,134",0,"30,779","3,143",,"-20,625","-14,564","7,962","-37,620","31,402","42,491","13,661","27,136","22,969","44,695","6,594","21,557","122,360","17,051","42,166",,0.99,2.14,0,"57,054","14,618","1,230","72,902","22,465","1,944","93,424","327,310","392,157",0.49,0.53
NYIS,11Feb2023,Eastern,N,"371,748","379,637","307,162","-72,475",0,"115,099","76,331","15,335","77,697",0,"19,247","3,385",,"-24,480","-13,238","4,874","-39,635","29,694","41,618","13,431","25,462","23,030","44,746","6,952","21,050","116,598","17,187","39,737",,0.98,2.14,0,"51,414","14,902","1,177","67,493","24,728","1,572","90,648","307,094","379,573",0.48,0.53
NYIS,12Feb2023,Eastern,N,"370,462","375,690","308,865","-66,825",0,"122,261","76,369","15,187","82,553",0,"9,370","3,053",,"-29,168","-14,039","13,291","-36,906","29,853","39,132","13,966","23,034","24,602","47,240","7,398","19,944","116,261","17,005","37,129",,0.99,2.14,0,"54,812","14,764","1,141","70,717","25,003","3,284","92,437","308,793","375,615",0.50,0.54
NYIS,13Feb2023,Eastern,N,"387,802","388,023","317,490","-70,533",0,"130,026","76,313","15,071","77,457",0,"15,381","3,168",,"-27,565","-13,174","12,842","-42,637","29,838","40,254","14,034","25,141","23,211","46,965","6,724","19,724","124,713","17,058","40,227",,0.99,2.14,0,"58,126","14,651","1,148","73,925","25,674","3,184","96,415","317,416","387,950",0.51,0.55
NYIS,14Feb2023,Eastern,N,"382,161","380,814","324,558","-56,256",0,"135,386","76,576","14,835","81,208",0,"13,415","3,066",,"-25,255","-8,598","21,873","-44,277","28,911","39,337","14,108","24,403","22,444","45,421","6,414","19,218","124,168","16,503","39,756",,0.99,2.14,0,"60,780","14,418","1,161","76,359","22,785","5,407","93,737","324,486","380,743",0.52,0.54
NYIS,15Feb2023,Eastern,N,"376,974","373,676","320,631","-53,045",0,"126,375","75,990","14,964","67,875",0,"32,529","2,824",,"-15,146","-12,798","13,983","-39,091","29,125","36,701","13,793","23,844","22,045","45,576","6,226","19,384","122,571","15,844","38,439",,0.99,2.14,0,"56,652","14,555","1,194","72,401","18,775","3,286","87,890","320,557","373,609",0.50,0.52
NYIS,16Feb2023,Eastern,N,"376,414","379,026","310,835","-68,191",0,"123,562","76,091","14,825","79,624",0,"13,826","2,832",,"-32,949","-6,090","6,351","-35,501","29,122","40,046","13,453","25,680","22,189","45,001","6,201","19,673","120,734","16,843","39,949",,0.99,2.15,0,"55,259","14,479","1,148","70,886","22,360","1,874","91,372","310,760","378,949",0.50,0.53
NYIS,17Feb2023,Eastern,N,"385,489","399,012","332,230","-66,782",0,"142,341","76,465","15,453","82,720",0,"12,455","2,720",,"-35,227","-6,650","15,041","-39,944","30,930","42,784","14,040","27,689","23,928","48,358","6,580","21,110","123,029","18,215","42,220",,0.98,2.16,0,"63,520","15,108","1,161","79,790","25,690","3,971","101,509","332,154","398,934",0.53,0.56
NYIS,18Feb2023,Eastern,N,"373,964","380,315","314,121","-66,194",0,"124,950","76,063","15,445","78,755",0,"15,689","3,155",,"-31,065","-9,684","10,893","-36,336","29,363","39,259","13,715","24,185","23,243","46,256","7,057","20,928","118,794","18,299","39,089",,0.99,2.14,0,"55,981","15,018","1,157","72,156","22,652","2,658","92,149","314,057","380,249",0.51,0.53
NYIS,19Feb2023,Eastern,N,"370,925","371,472","301,428","-70,044",0,"112,949","75,364","14,026","73,682",0,"22,540","2,789",,"-29,550","-15,656","12,531","-37,372","29,640","39,309","13,495","23,617","24,055","45,383","7,089","20,268","114,515","17,109","36,861",,0.99,2.15,0,"50,614","13,662","1,162","65,437","23,628","2,940","86,125","301,350","371,397",0.48,0.51
NYIS,20Feb2023,Eastern,N,"374,403","375,218","301,736","-73,482",0,"107,836","75,505","13,592","85,448",0,"16,539","2,746",,"-30,700","-9,519",884,"-34,148","29,357","40,558","13,589","24,700","23,391","44,215","6,779","20,217","115,965","16,999","39,314",,0.99,2.15,0,"48,315","13,280","1,201","62,796","23,141",702,"85,236","301,666","375,149",0.46,0.50
NYIS,21Feb2023,Eastern,N,"394,330","400,505","328,781","-71,724",0,"133,330","75,856","14,854","81,691",0,"20,322","2,659",,"-32,275","-11,257","17,680","-45,867","30,746","42,314","14,524","26,079","25,239","48,680","6,969","21,317","125,622","17,834","41,053",,0.99,2.15,0,"59,710","14,491","1,203","75,403","26,123","4,342","97,185","328,712","400,431",0.51,0.54
NYIS,22Feb2023,Eastern,N,"401,291","414,043","332,045","-81,998",0,"142,636","76,352","21,077","80,155",0,"8,909","2,843",,"-30,751","-13,044","9,297","-47,496","31,764","46,068","14,861","27,715","26,217","49,195","7,455","22,575","127,740","17,906","42,420",,0.99,2.14,0,"63,967","20,491","1,121","85,579","27,212","2,621","110,170","331,972","413,966",0.57,0.59
NYIS,23Feb2023,Eastern,N,"396,685","417,667","345,444","-72,223",0,"170,350","77,384","8,339","76,255",0,"10,202","2,845",,407,"-14,203","18,175","-76,601","33,643","45,725","15,129","28,171","26,133","50,524","7,340","22,425","129,068","18,669","40,710",,0.99,2.18,0,"76,131","8,229","1,110","85,470","27,668","5,595","107,544","345,375","417,597",0.55,0.57
NYIS,24Feb2023,Eastern,N,"404,513","413,590","339,375","-74,215",0,"145,272","77,204","15,901","81,000",0,"17,004","2,920",,"-15,390","-11,360","36,620","-84,093","33,705","45,398","14,655","27,831","25,123","47,633","7,186","22,753","127,964","18,877","42,336",,0.98,2.12,0,"64,573","15,314","1,187","81,074","34,457","9,377","106,154","339,301","413,524",0.53,0.57
NYIS,25Feb2023,Eastern,N,"413,217","428,564","344,428","-84,136",0,"168,709","77,343","18,144","74,869",0,"2,554","2,738",,"-11,851","-26,430","41,666","-87,520","35,429","47,688","15,166","27,212","28,509","52,298","8,500","24,553","128,870","19,395","40,813",,0.98,2.13,0,"75,196","17,547","1,049","93,792","41,018","11,945","122,865","344,357","428,492",0.60,0.63
NYIS,26Feb2023,Eastern,N,"386,140","399,977","336,734","-63,243",0,"149,587","77,478","17,490","67,774",0,"21,137","3,196",,"-9,347","-12,304","42,195","-83,787","33,843","41,822","14,589","24,671","26,560","49,509","8,039","22,506","121,861","18,581","37,865",,0.99,2.14,0,"67,094","16,969","1,130","85,193","32,737","11,450","106,479","336,662","399,905",0.56,0.59
NYIS,27Feb2023,Eastern,N,"412,510","411,799","333,405","-78,394",0,"149,065","77,781","16,007","73,264",0,"13,849","3,364",,"-22,583","-7,850","35,571","-83,534","32,543","43,541","14,910","26,560","24,900","49,054","7,399","21,671","131,002","18,162","41,924",,0.99,2.16,0,"66,868","15,648","1,121","83,637","33,918","9,328","108,227","333,330","411,726",0.55,0.58
NYIS,28Feb2023,Eastern,N,"413,749","431,938","367,118","-64,820",0,"170,086","77,516","12,129","76,895",0,"27,615","2,804",,"-27,209","1,242","34,613","-73,469","34,105","45,003","15,755","27,541","27,216","54,053","7,804","23,349","136,314","18,127","42,540",,0.99,2.16,0,"76,225","11,883","1,231","89,339","32,369","9,672","112,035","367,045","431,868",0.54,0.57
NYIS,01Mar2023,Eastern,N,"405,721","412,869","334,081","-78,788",0,"152,339","75,877","15,750","73,870",0,"13,158","3,017",,"-25,916","-9,113","27,367","-71,126","32,141","44,098","14,848","26,045","26,254","50,564","7,250","22,151","132,040","17,175","40,169",,0.99,2.15,0,"68,256","15,345","1,105","84,706","34,143","7,401","111,448","334,011","412,799",0.56,0.60
NYIS,02Mar2023,Eastern,N,"394,529","405,127","335,816","-69,311",0,"149,817","75,447","15,399","78,331",0,"13,866","2,886",,"-27,071",-686,"23,398","-64,952","32,194","43,148","14,439","26,488","24,636","49,212","6,847","21,536","128,799","17,503","40,199",,0.99,2.16,0,"67,066","15,105","1,136","83,307","30,453","6,526","107,234","335,746","405,057",0.55,0.58
NYIS,03Mar2023,Eastern,N,"392,809","401,773","332,177","-69,596",0,"145,790","75,431","15,270","77,383",0,"15,035","3,194",,"-32,894","-1,670","10,635","-45,664","30,463","42,281","14,140","26,204","24,531","48,616","6,985","20,517","128,658","17,622","41,624",,0.99,2.17,0,"65,242","14,996","1,139","81,377","25,309","2,961","103,726","332,103","401,696",0.54,0.57
NYIS,04Mar2023,Eastern,N,"377,574","387,061","315,533","-71,528",0,"134,418","72,581","14,918","75,045",0,"15,600","2,902",,"-23,391","-6,407","28,618","-70,354","30,197","41,493","13,688","24,943","25,063","47,661","6,940","20,561","119,799","17,653","38,928",,0.99,2.14,0,"60,157","14,513","1,107","75,777","30,635","7,355","99,057","315,464","386,998",0.53,0.56
NYIS,05Mar2023,Eastern,N,"365,704","370,237","293,296","-76,941",0,"124,438","65,939","14,428","74,078",0,"11,160","3,185",,"-22,803","-1,689","20,790","-73,238","29,496","40,827","12,777","24,331","22,954","43,497","6,684","19,367","115,276","16,876","38,022",,0.99,2.14,0,"55,975","14,009","1,028","71,012","28,643","5,600","94,055","293,228","370,168",0.53,0.56
NYIS,06Mar2023,Eastern,N,"387,009","391,012","287,135","-103,877",0,"125,794","74,693",38,"71,099",0,"12,350","3,097",,"-28,845","-10,060","-1,314","-63,656","29,468","42,418","13,719","26,043","23,229","45,624","6,692","19,753","125,030","17,074","41,833",,0.99,2.21,0,"56,433",38,"1,074","57,545","32,248",294,"89,499","287,071","390,946",0.44,0.50
NYIS,07Mar2023,Eastern,N,"401,221","399,747","302,066","-97,681",0,"130,765","76,323",284,"66,327",0,"24,553","3,758",,"-27,621","-7,328","1,362","-64,093","31,193","42,877","14,024","25,250","23,437","47,680","6,799","21,326","128,147","17,770","41,113",,0.98,2.20,0,"58,387",284,"1,139","59,809","31,797",911,"90,695","302,010","399,690",0.44,0.50
NYIS,08Mar2023,Eastern,N,"405,596","409,802","314,488","-95,314",0,"135,234","76,748","4,669","75,433",0,"15,264","7,075",,"-30,076","-4,706","3,711","-64,239","32,049","45,140","14,705","25,904","24,302","48,560","7,303","22,176","130,246","17,938","41,359",,0.98,2.17,0,"60,250","4,603","1,162","66,015","33,137","1,391","97,761","314,423","409,733",0.46,0.53
NYIS,09Mar2023,Eastern,N,"400,833","401,725","292,309","-109,416",0,"121,120","76,075","1,551","82,149",0,"6,441","4,900",,"-32,467","-4,217","-3,438","-69,295","30,655","45,462","14,399","25,764","23,480","46,685","7,066","21,614","127,820","17,680","40,964",,0.98,2.18,0,"54,019","1,533","1,129","56,681","36,897",607,"92,971","292,236","401,653",0.43,0.51
NYIS,10Mar2023,Eastern,N,"402,133","407,218","290,911","-116,307",0,"121,743","75,503",61,"79,982",0,"8,735","4,812",,"-31,967","-9,742","-12,345","-62,247","30,364","44,301","14,774","27,398","24,794","48,152","7,391","21,975","127,940","17,623","42,382",,0.99,2.25,0,"54,463",62,"1,126","55,652","37,763",16,"93,398","290,836","407,137",0.42,0.51
NYIS,11Mar2023,Eastern,N,"380,432","390,735","266,780","-123,955",0,"109,967","75,478",4,"72,035",0,"4,830","4,391",,"-30,045","-13,370","-19,448","-61,094","30,439","44,099","14,102","24,930","24,835","47,780","7,060","20,596","119,894","17,272","39,595",,0.99,2.26,0,"49,422",4,"1,044","50,470","38,633",5,"89,098","266,705","390,662",0.42,0.50
NYIS,12Mar2023,Eastern,N,"353,293","359,761","245,856","-113,905",0,"96,889","71,347",5,"70,687",0,"2,323","4,531",,"-32,097","-4,887","-14,071","-62,853","27,024","40,494","13,042","23,384","21,935","42,963","6,441","19,061","112,114","16,390","36,782",,0.99,2.24,0,"43,432",5,992,"44,428","37,500",71,"81,858","245,782","359,690",0.40,0.50
NYIS,13Mar2023,Eastern,N,"401,519","409,925","295,329","-114,596",0,"130,256","2,680","10,519","80,108",0,"5,228","66,477",,"-35,028","-4,420","-12,833","-62,320","30,560","44,175","14,913","26,409","26,020","50,735","7,402","21,706","129,401","17,351","41,120",,0.99,2.16,0,"58,205","10,298","1,029","69,532","38,836",14,"108,354","295,268","409,869",0.52,0.58
NYIS,14Mar2023,Eastern,N,"409,264","423,648","321,305","-102,343",0,"145,074",0,"15,474","69,520",0,"21,720","69,458",,"-32,101","-7,146","-4,185","-58,911","30,426","44,563","15,524","27,872","26,782","53,446","7,938","22,856","134,348","17,395","42,364",,0.99,2.16,0,"64,972","15,169","1,070","81,211","35,828",256,"116,783","321,246","423,589",0.56,0.61
NYIS,15Mar2023,Eastern,N,"399,288","408,274","306,626","-101,648",0,"122,743",0,"15,470","71,631",0,"26,470","70,252",,"-27,370",-627,"-12,042","-61,613","30,606","42,192","15,020","25,434","25,083","49,773","7,733","21,779","132,305","17,318","40,905",,0.99,2.18,0,"55,180","15,267","1,121","71,568","33,317",417,"104,467","306,566","408,218",0.51,0.56
NYIS,16Mar2023,Eastern,N,"392,165","392,506","288,771","-103,735",0,"111,526",0,"15,557","73,871",0,"18,616","69,145",,"-26,073","-4,236","-12,244","-61,187","29,791","40,604","14,343","24,448","23,570","47,131","7,290","20,769","127,824","17,495","39,104",,0.99,2.14,0,"50,170","15,121","1,077","66,368","31,514",192,"97,690","288,715","392,455",0.51,0.55
NYIS,17Mar2023,Eastern,N,"381,727","387,887","296,148","-91,739",0,"110,314",0,"15,115","75,945",0,"26,499","68,215",,"-25,782","-2,395","-14,766","-48,794","30,461","41,352","13,768","25,494","23,956","45,821","6,922","20,801","121,723","16,776","40,678",,0.99,2.16,0,"49,421","14,801","1,137","65,359","27,473",215,"92,618","296,088","387,825",0.49,0.53
NYIS,18Mar2023,Eastern,N,"353,341","357,175","272,202","-84,973",0,"88,132",0,"14,790","76,717",0,"24,003","68,503",,"-15,040","-6,869","-5,591","-57,481","27,448","38,710","12,598","23,877","21,290","41,825","6,159","18,389","111,745","15,757","39,244",,0.99,2.16,0,"39,432","14,486","1,127","55,046","26,265",57,"81,254","272,145","357,126",0.45,0.50
NYIS,19Mar2023,Eastern,N,"371,488","375,771","277,153","-98,618",0,"100,209",0,"14,617","66,796",0,"27,537","67,937",,"-17,104","-15,148","-11,649","-54,715","29,273","41,442","13,444","24,883","23,845","43,529","7,383","20,367","115,955","15,918","39,602",,0.99,2.16,0,"44,817","14,334","1,081","60,231","31,511",23,"91,719","277,096","375,712",0.48,0.54
NYIS,20Mar2023,Eastern,N,"380,010","385,241","298,407","-86,834",0,"125,604",0,"16,142","64,778",0,"23,017","68,807",,"-23,710","-4,771","-21,327","-37,028","28,877","39,732","13,881","24,693","23,154","46,386","7,450","19,605","126,654","15,701","38,978",,0.99,2.17,0,"56,213","15,899","1,043","73,155","26,509",181,"99,484","298,348","385,184",0.54,0.57
NYIS,21Mar2023,Eastern,N,"371,910","372,953","287,678","-85,275",0,"115,269",0,"15,355","76,254",0,"12,478","68,266",,"-22,336",-382,"-19,283","-43,275","28,314","38,886","13,283","23,692","22,033","44,175","7,048","18,256","122,805","16,230","38,100",,0.99,2.17,0,"51,691","15,080","1,046","67,817","26,628",358,"94,087","287,622","372,898",0.52,0.56
NYIS,22Mar2023,Eastern,N,"370,918","371,501","282,593","-88,908",0,"113,135",0,"15,532","78,276",0,"8,045","67,549",,"-19,120","-5,191","-21,489","-43,111","27,657","39,282","13,173","24,338","21,954","44,633","6,954","17,718","120,961","16,412","38,279",,0.99,2.16,0,"50,686","15,216","1,025","66,928","27,813",183,"94,558","282,537","371,448",0.52,0.56
NYIS,23Mar2023,Eastern,N,"373,444","379,278","294,026","-85,252",0,"120,361",0,"15,099","71,843",0,"19,251","67,416",,"-23,293","-3,505","-16,961","-41,495","29,288","39,044","13,498","25,131","23,105","45,629","6,916","19,143","121,618","16,632","39,143",,0.98,2.16,0,"53,677","14,786","1,056","69,518","27,040",427,"96,132","293,970","379,224",0.52,0.56
