BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,HQT,IESO,ISNE,PJM,Subregion ZONF,Subregion ZONC,Subregion ZONI,Subregion ZONB,Subregion ZONG,Subregion ZONK,Subregion ZONH,Subregion ZONE,Subregion ZONJ,Subregion ZOND,Subregion ZONA,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
NYIS,27Feb2021,Eastern,N,"378,480","389,255","344,906","-44,349",0,"125,564","104,688","14,186","66,005",0,"28,329","6,069",,"-3,136","-17,433","15,695","-39,481","33,070","41,766","14,147","25,282","24,801","49,819","7,844","21,717","118,029","15,801","36,840",,0.99,2.12,0,"56,533","13,627","1,366","71,526","21,353","3,606","89,273","344,841","389,196",0.46,0.51
NYIS,28Feb2021,Eastern,N,"372,652","381,413","331,443","-49,970",0,"125,917","105,543","16,376","62,726",0,"16,579","4,232",,"-1,546","-14,425","9,050","-43,047","32,150","42,266","14,090","25,283","24,333","48,951","7,699","19,962","116,302","15,183","35,064",,0.99,2.12,0,"56,708","15,731","1,259","73,699","19,199","2,173","90,726","331,373","381,341",0.49,0.52
NYIS,01Mar2021,Eastern,N,"397,571","414,947","361,379","-53,568",0,"134,552","104,777","11,923","69,254",0,"33,581","7,224",,"-1,587","-21,319","8,888","-39,552","34,228","46,495","15,145","28,452","25,117","52,024","8,433","22,536","127,058","15,515","39,809",,0.99,2.15,0,"60,224","11,604","1,431","73,258","23,762","2,450","94,570","361,311","414,881",0.45,0.50
NYIS,02Mar2021,Eastern,N,"424,985","437,235","374,960","-62,275",0,"148,698","105,692","16,945","73,105",0,"26,105","4,348",,"-17,915","-7,944","3,836","-40,250","36,313","48,438","16,090","28,577","26,298","54,794","9,339","24,215","135,634","16,500","40,912",,0.99,2.12,0,"66,770","16,289","1,394","84,452","24,951","1,033","108,371","374,893","437,166",0.50,0.55
NYIS,03Mar2021,Eastern,N,"409,547","410,133","345,465","-64,668",0,"139,479","105,992","16,736","63,312",0,"16,034","3,840",,"-25,374","-8,002","1,237","-32,527","34,669","44,651","14,985","26,652","24,471","49,799","8,274","22,817","128,236","16,305","39,144",,0.99,2.13,0,"62,529","16,144","1,260","79,934","25,129",615,"104,448","345,393","410,059",0.51,0.56
NYIS,04Mar2021,Eastern,N,"409,752","413,658","365,065","-48,593",0,"154,400","102,895","15,932","68,731",0,"19,133","3,903",,"-23,846","-4,543","4,846","-25,054","33,928","46,209","15,001","27,447","24,928","50,751","8,283","22,660","128,077","16,269","39,980",,0.99,2.13,0,"69,279","15,362","1,297","85,938","19,544","1,357","104,124","364,994","413,591",0.52,0.56
NYIS,05Mar2021,Eastern,N,"419,470","428,893","367,670","-61,223",0,"137,821","104,146","16,735","77,321",0,"27,094","4,487",,"-30,790","-14,087","9,600","-25,946","35,184","47,075","15,671","28,031","25,919","52,916","8,547","24,586","133,762","16,016","41,050",,0.99,2.13,0,"61,842","16,186","1,419","79,447","26,791","2,447","103,791","367,604","428,827",0.48,0.53
NYIS,06Mar2021,Eastern,N,"401,577","412,873","334,072","-78,801",0,"124,144","101,604","13,875","74,633",0,"13,259","6,489",,"-38,004","-21,835","12,352","-31,307","34,847","46,219","15,005","27,269","25,791","51,608","8,499","24,199","124,363","15,843","39,090",,0.99,2.14,0,"55,676","13,464","1,305","70,445","33,921","3,038","101,329","334,004","412,798",0.46,0.54
NYIS,07Mar2021,Eastern,N,"390,022","393,435","319,714","-73,721",0,"117,088","104,698","15,281","73,484",0,"4,793","4,294",,"-40,111","-11,718","12,242","-34,131","32,909","43,634","14,340","25,359","23,921","48,071","7,983","22,786","121,035","15,968","37,300",,0.99,2.12,0,"52,697","14,719","1,247","68,664","30,478","2,993","96,148","319,638","393,356",0.47,0.54
NYIS,08Mar2021,Eastern,N,"414,179","420,040","338,987","-81,053",0,"133,504","105,030","16,536","70,415",0,"9,076","4,353",,"-38,178","-23,829","10,490","-29,529","33,984","46,568","15,337","27,489","24,946","50,863","8,340","24,748","130,321","16,497","40,819",,0.99,2.14,0,"60,117","16,044","1,258","77,419","32,320","2,711","107,028","338,914","419,960",0.50,0.56
NYIS,09Mar2021,Eastern,N,"391,680","390,131","326,829","-63,302",0,"119,846","105,305","14,348","73,161",0,"8,303","5,793",,"-37,858","-9,295","11,719","-27,875","31,715","42,283","14,084","25,356","22,817","46,914","7,484","22,594","122,402","15,739","38,606",,0.99,2.14,0,"53,941","13,921","1,283","69,145","25,250","2,750","91,645","326,756","390,065",0.47,0.52
NYIS,10Mar2021,Eastern,N,"383,394","381,957","323,130","-58,827",0,"116,463","103,437","16,155","66,309",0,"16,337","4,357",,"-27,155","-23,743","17,208","-25,134","30,965","41,213","13,929","24,872","22,457","46,335","7,394","21,661","120,607","14,589","37,808",,0.99,2.14,0,"52,351","15,702","1,269","69,322","24,487","4,050","89,759","323,058","381,882",0.47,0.52
NYIS,11Mar2021,Eastern,N,"368,900","372,488","326,465","-46,023",0,"109,243","102,855","12,558","69,937",0,"25,663","6,139",,"-18,364","-21,936","14,282","-19,999","30,598","39,137","13,613","24,341","21,778","45,656","6,746","20,457","118,569","14,268","37,196",,0.99,2.15,0,"48,894","12,242","1,363","62,499","20,841","3,013","80,328","326,395","372,412",0.42,0.48
NYIS,12Mar2021,Eastern,N,"358,440","363,170","320,329","-42,841",0,"91,689","101,971","13,916","76,066",0,"32,513","4,102",,"-22,240","-9,749","3,634","-14,481","28,638","38,360","13,218","23,928","20,558","44,135","6,490","19,664","115,813","14,820","37,410",,0.99,2.14,0,"41,106","13,532","1,430","56,068","16,862",975,"71,955","320,257","363,093",0.39,0.44
NYIS,13Mar2021,Eastern,N,"352,057","361,434","301,872","-59,562",0,"87,350","99,195","9,736","78,835",0,"22,297","4,388",,"-33,346","-10,943",973,"-16,241","29,093","39,458","13,024","24,047","21,375","43,628","6,872","20,277","110,810","15,677","37,041",,0.99,2.16,0,"39,289","9,519","1,364","50,172","21,201",861,"70,512","301,801","361,358",0.37,0.43
NYIS,14Mar2021,Eastern,N,"340,749","352,123","301,263","-50,860",0,"91,425","98,957","10,504","67,733",0,"28,397","4,175",,"-26,878","-11,215","10,335","-23,101","28,970","39,548","12,678","23,509","21,724","42,300","6,702","20,380","106,228","15,281","34,674",,0.99,2.15,0,"41,112","10,256","1,327","52,695","19,339","2,047","69,987","301,191","352,050",0.39,0.44
NYIS,15Mar2021,Eastern,N,"404,312","422,442","348,859","-73,583",0,"120,719","102,863","21,508","84,938",0,"14,905","3,852",,"-30,721","-13,602","9,385","-38,642","33,890","46,068","15,246","27,190","25,701","52,147","8,407","24,157","130,016","16,934","42,559",,0.99,2.13,0,"54,157","20,821","1,376","76,354","30,509","2,358","104,505","348,785","422,365",0.48,0.55
NYIS,16Mar2021,Eastern,N,"408,773","432,976","349,746","-83,230",0,"137,236","104,086","16,953","82,427",0,"5,344","3,629",,"-34,235","-23,305","13,489","-39,182","35,436","47,426","15,730","28,034","26,839","54,352","8,813","24,859","132,268","16,418","42,668",,0.99,2.14,0,"61,501","16,435","1,302","79,238","38,395","3,532","114,101","349,675","432,908",0.50,0.58
NYIS,17Mar2021,Eastern,N,"390,728","406,417","324,949","-81,468",0,"122,882","103,223","15,772","77,042",0,"2,255","3,708",,"-39,173","-17,885","12,187","-36,603","33,473","42,558","14,998","25,625","25,023","50,149","8,227","23,087","127,813","15,487","39,844",,0.99,2.14,0,"55,329","15,293","1,240","71,863","35,178","3,120","103,921","324,882","406,356",0.49,0.56
NYIS,18Mar2021,Eastern,N,"392,844","410,431","326,328","-84,103",0,"125,069","101,726","13,444","68,556",0,"13,424","4,033",,"-38,212","-29,347","14,655","-31,200","34,200","44,150","15,132","26,831","25,257","51,075","7,748","23,455","125,791","15,407","41,256",,0.99,2.14,0,"56,232","13,080","1,251","70,562","34,983","3,642","101,903","326,252","410,356",0.48,0.55
NYIS,19Mar2021,Eastern,N,"392,285","403,090","324,083","-79,007",0,"114,644","102,572","14,403","73,633",0,"14,556","4,201",,"-36,483","-18,606","6,530","-30,448","31,480","43,635","15,482","25,816","23,910","48,882","8,068","22,608","126,141","15,971","40,968",,0.99,2.14,0,"51,383","13,970","1,299","66,652","31,692","1,769","96,575","324,009","403,016",0.45,0.53
NYIS,20Mar2021,Eastern,N,"357,379","365,911","307,161","-58,750",0,"96,150","102,161","11,575","75,898",0,"14,777","6,529",,"-36,057","-8,912","6,233","-20,021","28,602","39,321","13,604","23,008","21,829","44,563","7,593","20,718","114,326","15,171","37,047",,0.99,2.14,0,"43,278","11,248","1,328","55,854","22,391","1,447","76,798","307,090","365,847",0.40,0.46
NYIS,21Mar2021,Eastern,N,"339,706","346,588","284,555","-62,033",0,"83,749","100,056","12,991","77,187",0,"5,710","4,789",,"-34,724","-15,677","7,490","-19,126","27,066","37,526","12,880","22,139","20,742","41,769","6,910","18,874","108,863","14,325","35,364",,0.99,2.15,0,"37,735","12,669","1,251","51,654","21,393","1,591","71,457","284,482","346,519",0.40,0.45
NYIS,22Mar2021,Eastern,N,"359,887","364,768","294,678","-70,090",0,"100,280","87,803","13,079","76,247",0,"10,750","6,451",,"-34,365","-9,402","-6,094","-20,232","27,871","37,790","13,440","23,272","21,310","44,970","7,063","18,752","118,163","14,292","37,724",,0.99,2.14,0,"45,074","12,688","1,207","58,970","22,768",191,"81,547","294,610","364,703",0.44,0.49
NYIS,23Mar2021,Eastern,N,"357,095","360,592","298,573","-62,019",0,"104,306","88,254","15,443","74,907",0,"11,321","4,275",,"-28,362","-5,478","-7,193","-20,992","27,344","37,103","13,464","23,225","21,028","44,395","7,065","17,988","117,592","13,975","37,274",,0.99,2.15,0,"46,868","15,027","1,191","63,085","19,681",79,"82,687","298,506","360,531",0.47,0.51
NYIS,24Mar2021,Eastern,N,"364,571","370,445","312,896","-57,549",0,"113,295","87,720","12,249","69,965",0,"22,376","7,224",,"-19,792","-13,458","-5,262","-19,032","29,284","38,316","13,269","23,636","22,655","46,472","7,411","18,791","119,037","14,038","37,408",,0.99,2.15,0,"50,823","11,919","1,248","63,989","18,164",108,"82,045","312,829","370,373",0.45,0.49
NYIS,25Mar2021,Eastern,N,"355,282","356,242","307,523","-48,719",0,"107,976","87,697","14,715","75,520",0,"17,129","4,417",,"-23,725","-4,175","-2,267","-18,553","27,222","35,821","12,878","22,695","21,009","44,662","6,885","17,301","117,259","13,626","36,749",,0.99,2.14,0,"48,332","14,277","1,231","63,840","17,376",419,"80,796","307,454","356,174",0.46,0.50
NYIS,26Mar2021,Eastern,N,"353,193","357,933","316,323","-41,610",0,"113,082","87,620","13,865","73,732",0,"23,581","4,365",,"-18,668","-7,796","2,741","-17,883","27,027","36,397","13,249","23,381","20,889","45,045","6,260","17,644","116,519","13,700","37,685",,0.99,2.14,0,"50,835","13,459","1,261","65,556","15,432","1,014","79,974","316,245","357,851",0.46,0.49
NYIS,27Mar2021,Eastern,N,"325,416","330,055","275,652","-54,403",0,"81,397","87,725","11,440","79,816",0,"7,471","7,736",,"-26,943",-411,"-7,216","-19,834","24,780","35,130","12,162","21,993","19,147","39,778","5,787","17,708","104,347","14,135","34,958",,0.99,2.14,0,"36,643","11,107","1,217","48,968","17,077",370,"65,675","275,585","329,989",0.39,0.44
NYIS,28Mar2021,Eastern,N,"332,856","343,406","310,906","-32,500",0,"99,904","87,436","15,390","71,532",0,"31,822","4,752",,"-8,217",-568,658,"-24,371","27,625","36,182","12,363","22,278","21,247","43,993","6,692","17,888","105,956","14,203","34,847",,0.99,2.14,0,"44,917","14,925","1,303","61,145","10,482",757,"70,869","310,836","343,334",0.43,0.46
NYIS,29Mar2021,Eastern,N,"357,027","366,955","307,691","-59,264",0,"94,066","86,814","13,800","80,646",0,"26,909","5,389",,"-22,043",-791,"-9,281","-27,145","28,255","40,569","13,144","24,248","21,068","43,488","7,043","20,475","114,360","14,822","39,358",,1.00,2.14,0,"42,497","13,413","1,331","57,240","17,461",311,"74,391","307,624","366,884",0.41,0.45
NYIS,30Mar2021,Eastern,N,"355,860","358,829","302,325","-56,504",0,"97,648","85,662","14,276","74,869",0,"24,883","4,917",,"-16,271","-11,974","-7,396","-20,867","26,979","38,473","12,821","23,326","20,585","43,817","7,238","18,998","114,118","14,229","38,112",,0.99,2.15,0,"43,976","13,900","1,268","59,144","16,298",0,"75,441","302,255","358,763",0.43,0.46
NYIS,31Mar2021,Eastern,N,"362,361","366,803","308,458","-58,345",0,"100,619","86,253","15,109","77,805",0,"23,821","4,772",,"-25,333","-4,694","-10,928","-17,385","28,054","39,243","13,031","24,174","22,062","45,689","7,312","19,556","114,786","14,511","38,251",,0.99,2.14,0,"45,120","14,633","1,283","61,036","18,159",139,"79,056","308,379","366,719",0.44,0.48
NYIS,01Apr2021,Eastern,N,"371,815","378,817","308,504","-70,313",0,"106,050","86,415","14,294","81,298",0,"15,181","5,191",,"-30,816","-10,976","-11,220","-17,300","29,940","41,912","13,216","25,500","22,013","46,237","7,676","20,567","116,292","14,963","40,373",,0.99,2.15,0,"47,570","13,909","1,253","62,731","23,043",0,"85,775","308,429","378,741",0.45,0.50
NYIS,02Apr2021,Eastern,N,"363,858","382,735","310,651","-72,084",0,"113,328","87,091","13,362","73,036",0,"16,132","7,638",,"-32,359","-8,895","-9,802","-21,027","30,287","41,212","13,873","23,603","23,360","47,820","8,305","20,158","120,447","15,324","38,210",,0.99,2.14,0,"50,970","12,981","1,225","65,176","23,113",353,"87,935","310,587","382,670",0.46,0.51
NYIS,03Apr2021,Eastern,N,"340,991","352,411","285,322","-67,089",0,"99,546","86,734","12,329","71,223",0,"6,878","8,542",,"-29,233","-7,941","-5,692","-24,225","26,998","37,860","12,754","22,373","20,950","43,742","7,460","17,881","111,331","14,590","36,334",,0.99,2.14,0,"44,682","11,955","1,155","57,792","20,603",21,"78,374","285,252","352,343",0.45,0.49
NYIS,04Apr2021,Eastern,N,"331,324","329,017","278,373","-50,644",0,"91,862","85,063","14,064","76,533",0,"6,391","4,384",,"-19,849","-4,850","-9,657","-16,291","25,993","34,183","11,961","20,287","19,825","40,860","6,903","16,705","104,967","13,850","33,342",,0.99,2.14,0,"41,208","13,651","1,148","56,007","14,587",18,"70,576","278,297","328,944",0.44,0.47
NYIS,05Apr2021,Eastern,N,"347,859","352,706","296,844","-55,862",0,"103,014","84,369","14,776","80,750",0,"9,239","4,615",,"-22,293","-8,588","-6,163","-18,817","26,565","37,913","12,980","22,812","19,859","42,566","6,432","17,980","114,036","13,924","37,500",,0.99,2.14,0,"46,294","14,356","1,192","61,843","16,635",0,"78,478","296,763","352,624",0.46,0.49
NYIS,06Apr2021,Eastern,N,"342,359","351,856","288,084","-63,772",0,"106,179","84,906","14,665","75,242",0,"2,632","4,388",,"-28,914","-13,391","-2,720","-18,747","26,942","37,646","12,701","23,069","19,775","42,319","6,640","18,089","113,346","13,519","37,687",,0.99,2.15,0,"47,670","14,292","1,114","63,076","19,614",108,"82,582","288,012","351,784",0.48,0.52
NYIS,07Apr2021,Eastern,N,"343,330","349,595","281,436","-68,159",0,"101,391","84,083","13,933","74,424",0,"3,253","4,282",,"-28,884","-11,472","-8,764","-19,037","26,729","36,630","12,616","22,507","20,139","42,539","6,504","17,608","113,367","13,943","36,880",,0.99,2.15,0,"45,472","13,560","1,106","60,138","20,903",0,"81,041","281,366","349,523",0.47,0.51
NYIS,08Apr2021,Eastern,N,"344,736","347,105","289,378","-57,727",0,"105,154","83,778","12,927","72,015",0,"10,557","4,871",,"-18,071","-14,788","-8,508","-16,361","26,381","35,566","12,473","22,893","19,696","42,413","6,429","16,728","113,231","13,456","37,707",,0.98,2.15,0,"46,973","12,592","1,141","60,706","18,086",214,"78,578","289,302","347,030",0.46,0.50
NYIS,09Apr2021,Eastern,N,"344,999","348,447","284,258","-64,189",0,"101,305","83,667","7,201","72,834",0,"14,525","4,653",,"-19,742","-14,176","-12,547","-17,722","26,232","36,086","12,574","22,827","19,741","43,322","6,349","17,138","113,740","13,671","36,639",,0.99,2.17,0,"45,391","7,076","1,170","53,637","18,944",0,"72,581","284,185","348,372",0.42,0.46
NYIS,10Apr2021,Eastern,N,"320,535","324,769","251,449","-73,320",0,"89,465","83,698",40,"66,214",0,"7,159","4,802",,"-17,965","-22,045","-19,351","-13,957","24,876","33,252","11,597","21,114","18,858","40,600","6,004","15,527","105,504","12,985","34,324",,0.99,2.24,0,"40,075",41,"1,078","41,194","21,357",0,"62,551","251,378","324,696",0.36,0.42
NYIS,11Apr2021,Eastern,N,"317,355","331,019","271,360","-59,659",0,"100,705","86,817",3,"69,238",0,"10,069","4,467",,"-16,743","-17,493","-6,143","-19,280","25,897","34,216","11,821","21,583","19,778","42,847","6,011","16,341","105,602","12,520","34,276",,0.99,2.24,0,"45,162",3,"1,136","46,301","18,105",40,"64,366","271,299","330,958",0.38,0.43
NYIS,12Apr2021,Eastern,N,"353,226","368,415","288,110","-80,305",0,"108,805","91,308",4,"77,465",0,"6,837","3,629",,"-32,287","-12,084","-11,502","-24,436","28,592","38,574","13,324","23,946","21,685","47,473","6,581","19,718","117,678","13,240","37,469",,0.99,2.23,0,"48,774",4,"1,194","49,972","25,166",5,"75,133","288,048","368,357",0.38,0.45
NYIS,13Apr2021,Eastern,N,"350,038","355,382","277,066","-78,316",0,"102,348","95,718",10,"74,089",0,"1,034","3,799",,"-34,051","-13,216","-8,487","-22,560","26,914","36,917","12,885","23,754","20,079","43,883","6,353","18,384","115,146","13,286","37,647",,0.99,2.23,0,"45,805",10,"1,163","46,979","25,539",0,"72,518","276,998","355,312",0.37,0.45
NYIS,14Apr2021,Eastern,N,"348,773","351,319","272,097","-79,222",0,"97,415","94,905","4,500","66,820",0,"2,617","5,767",,"-34,871","-9,944","-16,469","-17,937","27,087","36,584","12,798","22,762","20,030","43,136","6,236","17,717","114,547","13,431","36,851",,0.99,2.16,0,"43,575","4,412","1,133","49,120","26,298",20,"75,398","272,024","351,245",0.40,0.47
NYIS,15Apr2021,Eastern,N,"358,201","371,205","290,444","-80,761",0,"106,546","97,670",94,"75,426",0,"7,145","3,501",,"-35,116","-7,556","-15,124","-22,964","29,670","39,228","13,566","24,593","21,587","47,594","6,641","19,156","116,273","13,979","38,785",,0.98,2.20,0,"47,497",94,"1,224","48,815","28,252",16,"77,051","290,382","371,142",0.37,0.46
NYIS,16Apr2021,Eastern,N,"356,307","373,125","301,720","-71,405",0,"112,649","97,865",15,"76,392",0,"10,868","3,854",,"-32,455","-12,964","-8,122","-17,859","29,279","40,713","14,068","24,980","21,831","45,957","6,864","19,495","115,586","14,341","39,886",,0.98,2.17,0,"50,300",15,"1,259","51,573","25,757",145,"77,185","301,643","373,043",0.38,0.46
NYIS,17Apr2021,Eastern,N,"331,577","341,334","294,574","-46,760",0,"112,448","98,237",68,"77,652",0,"2,102","3,997",,"-29,236","-5,579","10,209","-22,157","26,663","37,003","12,702","22,267","20,878","41,826","6,146","17,491","106,596","13,851","35,785",,0.99,2.20,0,"50,372",68,"1,212","51,652","21,043","2,292","70,403","294,504","341,267",0.39,0.45
NYIS,18Apr2021,Eastern,N,"321,571","325,231","284,879","-40,352",0,"102,215","96,882",14,"75,899",0,"5,721","4,070",,"-18,800","-6,042","2,399","-17,908","25,401","34,613","12,330","20,657","20,031","39,332","5,838","16,356","103,432","13,387","33,722",,0.98,2.21,0,"45,617",14,"1,216","46,847","16,153",863,"62,136","284,801","325,152",0.36,0.42
NYIS,19Apr2021,Eastern,N,"347,729","350,865","290,372","-60,493",0,"105,751","96,470",7,"77,561",0,"6,820","3,694",,"-23,270","-15,027",528,"-22,723","27,058","37,269","13,215","22,922","20,902","42,817","5,906","17,412","113,034","13,501","36,704",,0.99,2.21,0,"47,295",7,"1,229","48,531","21,543",466,"69,608","290,303","350,795",0.37,0.44
NYIS,20Apr2021,Eastern,N,"349,026","357,950","303,876","-54,074",0,"108,242","97,011",5,"76,793",0,"18,110","3,652",,"-23,540","-8,483","-3,681","-18,372","28,186","39,364","13,201","24,026","20,503","42,408","6,047","18,344","113,496","13,962","38,286",,0.99,2.22,0,"48,416",5,"1,303","49,724","18,933",149,"68,508","303,813","357,889",0.36,0.42
NYIS,21Apr2021,Eastern,N,"359,125","373,686","307,316","-66,370",0,"118,179","96,620",94,"81,230",0,"7,651","3,473",,"-29,857","-8,314","-4,482","-23,719","30,271","42,356","13,301","25,929","21,758","45,110","6,216","19,893","113,972","14,787","39,963",,0.98,2.20,0,"52,652",94,"1,259","54,005","23,644",323,"77,326","307,247","373,619",0.39,0.46
NYIS,22Apr2021,Eastern,N,"363,529","382,974","327,490","-55,484",0,"122,162","97,234",84,"75,889",0,"28,055","3,995",,"-21,491","-10,635","-3,854","-19,503","30,783","42,419","14,032","25,753","22,753","46,073","7,187","20,751","117,557","15,201","40,334",,0.99,2.20,0,"54,781",84,"1,367","56,232","18,837",226,"74,843","327,419","382,902",0.38,0.43
NYIS,23Apr2021,Eastern,N,"351,602","360,100","313,946","-46,154",0,"116,206","97,117",39,"64,907",0,"31,615","3,998",,"-17,149","-16,539","2,819","-15,286","28,071","38,301","13,576","23,210","20,791","43,544","6,771","18,949","114,808","14,306","37,629",,0.98,2.18,0,"51,909",39,"1,316","53,264","17,020",762,"69,522","313,882","360,037",0.37,0.43
NYIS,24Apr2021,Eastern,N,"320,577","324,378","275,361","-49,017",0,"89,033","96,522",3,"70,809",0,"14,203","4,727",,"-20,682","-8,919","-5,082","-14,336","25,420","33,990","12,297","20,419","18,875","39,827","5,836","16,409","103,866","13,630","33,670",,0.99,2.21,0,"39,827",3,"1,241","41,071","16,428",91,"57,407","275,297","324,316",0.33,0.39
NYIS,25Apr2021,Eastern,N,"318,554","329,845","286,052","-43,793",0,"98,561","96,281",1,"72,792",0,"13,590","4,772",,"-10,443","-15,712",940,"-18,575","26,263","34,630","12,602","21,307","19,745","41,541","6,079","16,118","103,336","14,246","33,841",,0.99,2.21,0,"44,270",1,"1,249","45,519","14,149",320,"59,348","285,997","329,787",0.35,0.40
NYIS,26Apr2021,Eastern,N,"339,908","354,532","295,894","-58,638",0,"101,891","96,202",46,"76,631",0,"16,418","4,636",,"-24,508","-9,249","-6,424","-18,456","27,425","38,288","13,211","23,189","19,877","42,229","6,564","17,832","113,175","14,433","38,172",,0.99,2.20,0,"45,682",46,"1,291","47,019","17,690",3,"64,707","295,824","354,461",0.35,0.40
NYIS,27Apr2021,Eastern,N,"349,249","355,317","280,038","-75,279",0,"106,160","96,731",19,"68,318",0,"4,181","4,551",,"-26,243","-13,473","-13,318","-22,245","27,976","37,359","13,306","23,168","20,364","43,256","6,119","18,286","113,664","13,914","37,770",,0.99,2.22,0,"47,484",19,"1,158","48,661","22,622",0,"71,283","279,960","355,239",0.38,0.44
NYIS,28Apr2021,Eastern,N,"362,222","357,300","286,128","-71,172",0,"109,513","96,451",80,"67,805",0,"7,650","4,552",,"-27,069","-10,614","-11,145","-22,335","27,752","37,015","13,239","23,043","21,590","43,630","6,035","17,854","116,211","13,775","37,025",,0.98,2.17,0,"48,854",79,"1,175","50,108","23,526",10,"73,624","286,051","357,214",0.39,0.45
NYIS,29Apr2021,Eastern,N,"368,263","369,526","297,029","-72,497",0,"119,168","95,884",136,"75,465",0,"1,927","4,375",,"-29,147","-7,310","-17,887","-18,157","29,312","38,211","13,734","24,052","23,243","45,886","6,318","17,862","119,535","13,647","37,590",,0.99,2.19,0,"53,409",135,"1,183","54,727","24,031",58,"78,701","296,955","369,456",0.41,0.47
NYIS,30Apr2021,Eastern,N,"349,036","359,708","305,832","-53,876",0,"105,544","92,997",9,"72,617",0,"29,981","4,616",,"-9,357","-13,757","-6,104","-24,659","28,268","38,160","13,344","24,112","20,689","43,447","6,018","18,300","115,848","13,767","37,618",,0.98,2.20,0,"47,061",9,"1,334","48,404","17,809",32,"66,181","305,764","359,641",0.35,0.41
NYIS,01May2021,Eastern,N,"318,557","326,083","266,160","-59,923",0,"93,980","77,249",14,"71,466",0,"18,641","4,743",,"-9,595","-15,327","-13,666","-21,338","25,135","35,220","12,481","21,260","18,535","39,977","5,929","16,611","103,765","13,631","33,418",,0.99,2.22,0,"42,103",14,"1,146","43,263","16,482",0,"59,745","266,093","326,019",0.36,0.40
NYIS,02May2021,Eastern,N,"322,728","324,709","260,927","-63,782",0,"87,932","77,745",16,"73,058",0,"17,402","4,701",,"-9,746","-12,314","-19,185","-22,537","25,400","34,348","12,787","21,123","19,171","40,867","5,896","16,032","104,744","13,153","31,051",,0.99,2.20,0,"39,487",16,"1,152","40,654","16,746",0,"57,400","260,854","324,636",0.34,0.39
NYIS,03May2021,Eastern,N,"364,090","355,985","285,043","-70,942",0,"114,184","77,969",2,"83,705",0,"4,501","4,621",,"-24,909","-11,774","-13,899","-20,364","26,947","37,320","13,475","23,280","20,833","45,784","6,439","17,248","116,045","13,846","34,644",,0.99,2.21,0,"51,265",2,"1,138","52,405","22,192",110,"74,487","284,982","355,928",0.41,0.46
NYIS,04May2021,Eastern,N,"361,668","358,866","295,211","-63,655",0,"120,621","79,241",13,"84,361",0,"6,321","4,581",,"-24,087","-11,776","-9,319","-18,475","28,442","37,870","13,618","23,719","21,024","45,319","6,302","17,615","115,824","13,784","35,221",,0.99,2.21,0,"54,120",13,"1,162","55,295","20,615",0,"75,910","295,138","358,795",0.41,0.47
NYIS,05May2021,Eastern,N,"353,224","360,820","297,678","-63,142",0,"128,232","79,669",13,"74,389",0,"10,744","4,561",,"-22,538","-11,142","-5,353","-24,113","28,639","37,921","13,853","23,740","21,551","46,854","6,262","17,940","115,496","13,440","34,991",,0.99,2.21,0,"57,451",13,"1,128","58,592","21,761",7,"80,347","297,608","360,754",0.43,0.49
NYIS,06May2021,Eastern,N,"339,969","345,402","289,418","-55,984",0,"117,623","78,975",126,"76,929",0,"10,691","5,005",,"-25,278","-8,216",-453,"-22,041","26,265","36,180","13,356","22,999","19,385","42,842","6,047","16,827","112,628","13,487","35,250",,0.99,2.20,0,"52,599",126,"1,143","53,868","19,188",542,"72,513","289,349","345,337",0.41,0.46
NYIS,07May2021,Eastern,N,"342,635","348,856","290,929","-57,927",0,"121,682","78,841","3,215","79,943",0,"1,395","5,775",,"-27,688","-8,102","-2,843","-19,293","26,334","37,602","13,223","23,801","19,659","43,109","5,993","17,081","111,869","13,804","36,250",,0.99,2.16,0,"54,659","3,157","1,105","58,921","18,503",278,"77,146","290,851","348,777",0.45,0.49
NYIS,08May2021,Eastern,N,"325,602","333,170","282,849","-50,321",0,"112,679","78,700","8,036","72,668",0,"4,786","5,909",,"-19,049","-11,567","-2,618","-17,087","25,682","35,843","12,900","21,732","20,148","43,232","6,338","16,700","104,435","13,344","32,680",,0.99,2.15,0,"50,675","7,848","1,080","59,603","15,027",117,"74,513","282,778","333,099",0.46,0.49
NYIS,09May2021,Eastern,N,"314,729","321,625","265,068","-56,557",0,"93,708","78,969","3,598","76,028",0,"4,625","8,080",,"-23,066","-2,839","-11,409","-19,247","24,743","34,501","12,517","21,381","19,074","40,316","5,905","15,810","101,730","12,581","32,941",,0.99,2.16,0,"42,011","3,528","1,117","46,656","16,170",102,"62,724","265,008","321,569",0.39,0.43
