BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,LGEE,PJM,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
OVEC,19Apr2017,Eastern,N,"1,752","1,695","29,108","27,413",,,,,,,,,,"-5,537","32,950",,,,,,,,,,,,,,,
OVEC,20Apr2017,Eastern,N,"1,752","1,657","27,622","25,965",,,,,,,,,,"-6,491","32,456",,,,,,,,,,,,,,,
OVEC,21Apr2017,Eastern,N,"1,752","1,723","29,485","27,762",,,,,,,,,,"-7,999","35,761",,,,,,,,,,,,,,,
OVEC,22Apr2017,Eastern,N,"1,800","1,809","33,021","31,212",,,,,,,,,,"-4,885","36,097",,,,,,,,,,,,,,,
OVEC,23Apr2017,Eastern,N,"1,872","1,421","23,831","22,410",,,,,,,,,,"-2,552","24,962",,,,,,,,,,,,,,,
OVEC,24Apr2017,Eastern,N,"1,464","1,476","24,772","23,296",,,,,,,,,,"-6,881","30,177",,,,,,,,,,,,,,,
OVEC,25Apr2017,Eastern,N,"1,536","1,535","19,736","18,201",,,,,,,,,,"-7,684","25,974",,,,,,,,,,,,,,,
OVEC,26Apr2017,Eastern,N,"1,608","1,587","21,854","20,267",,,,,,,,,,"-5,792","26,059",,,,,,,,,,,,,,,
OVEC,27Apr2017,Eastern,N,"1,656","1,641","27,864","26,223",,,,,,,,,,"-5,199","31,422",,,,,,,,,,,,,,,
OVEC,28Apr2017,Eastern,N,"1,680","1,512","28,408","26,896",,,,,,,,,,312,"26,584",,,,,,,,,,,,,,,
OVEC,29Apr2017,Eastern,N,"1,608","1,812","26,874","25,062",,,,,,,,,,"6,627","18,435",,,,,,,,,,,,,,,
OVEC,30Apr2017,Eastern,N,"1,872","1,556","24,158","22,602",,,,,,,,,,"5,478","17,124",,,,,,,,,,,,,,,
OVEC,01May2017,Eastern,N,"1,608","1,806","25,194","23,388",,,,,,,,,,"-3,320","26,708",,,,,,,,,,,,,,,
OVEC,02May2017,Eastern,N,"1,872","1,543","17,289","15,746",,,,,,,,,,"-2,848","18,594",,,,,,,,,,,,,,,
OVEC,03May2017,Eastern,N,"1,608","1,614","20,766","19,152",,,,,,,,,,"-6,711","25,863",,,,,,,,,,,,,,,
OVEC,04May2017,Eastern,N,"1,680","1,841","23,321","21,480",,,,,,,,,,"-5,892","27,372",,,,,,,,,,,,,,,
OVEC,05May2017,Eastern,N,"1,944","1,969","23,838","21,869",,,,,,,,,,"-6,179","28,048",,,,,,,,,,,,,,,
OVEC,06May2017,Eastern,N,"2,040","1,751","22,720","20,969",,,,,,,,,,"-2,232","23,201",,,,,,,,,,,,,,,
OVEC,07May2017,Eastern,N,"1,800","1,487","19,281","17,794",,,,,,,,,,"-2,888","20,682",,,,,,,,,,,,,,,
OVEC,08May2017,Eastern,N,"1,536","1,783","24,162","22,379",,,,,,,,,,"-8,138","30,517",,,,,,,,,,,,,,,
OVEC,09May2017,Eastern,N,"1,872","1,926","24,863","22,937",,,,,,,,,,"-7,972","30,909",,,,,,,,,,,,,,,
OVEC,10May2017,Eastern,N,"1,992","1,574","24,124","22,550",,,,,,,,,,"-6,049","28,598",,,,,,,,,,,,,,,
OVEC,11May2017,Eastern,N,"1,656","1,669","24,520","22,851",,,,,,,,,,"-9,451","32,302",,,,,,,,,,,,,,,
OVEC,12May2017,Eastern,N,"1,752","1,823","26,213","24,390",,,,,,,,,,"-11,411","35,801",,,,,,,,,,,,,,,
OVEC,13May2017,Eastern,N,"1,896","1,625","23,306","21,681",,,,,,,,,,"-4,698","26,379",,,,,,,,,,,,,,,
OVEC,14May2017,Eastern,N,"1,680","1,457","18,914","17,457",,,,,,,,,,"-1,511","18,968",,,,,,,,,,,,,,,
OVEC,15May2017,Eastern,N,"1,512","1,618","20,869","19,251",,,,,,,,,,"-2,823","22,074",,,,,,,,,,,,,,,
OVEC,16May2017,Eastern,N,"1,680","1,640","21,160","19,520",,,,,,,,,,"-6,951","26,471",,,,,,,,,,,,,,,
OVEC,17May2017,Eastern,N,"1,728","1,695","20,906","19,211",,,,,,,,,,"-12,034","31,245",,,,,,,,,,,,,,,
OVEC,18May2017,Eastern,N,"1,776","1,634","17,176","15,542",,,,,,,,,,"-13,575","29,118",,,,,,,,,,,,,,,
OVEC,19May2017,Eastern,N,"1,704","1,475","17,559","16,084",,,,,,,,,,"-7,372","23,456",,,,,,,,,,,,,,,
OVEC,20May2017,Eastern,N,"1,536","1,395","17,504","16,109",,,,,,,,,,"-2,696","18,805",,,,,,,,,,,,,,,
OVEC,21May2017,Eastern,N,"1,440","1,363","14,790","13,427",,,,,,,,,,"-4,057","17,484",,,,,,,,,,,,,,,
OVEC,22May2017,Eastern,N,"1,416","1,389","17,557","16,168",,,,,,,,,,"-8,432","24,600",,,,,,,,,,,,,,,
OVEC,23May2017,Eastern,N,"1,440","1,453","21,292","19,839",,,,,,,,,,"-6,210","26,049",,,,,,,,,,,,,,,
OVEC,24May2017,Eastern,N,"1,512","1,445","16,870","15,425",,,,,,,,,,"-11,044","26,469",,,,,,,,,,,,,,,
OVEC,25May2017,Eastern,N,"1,488","1,448","12,184","10,736",,,,,,,,,,"-9,421","20,157",,,,,,,,,,,,,,,
OVEC,26May2017,Eastern,N,"1,512","1,258","14,997","13,739",,,,,,,,,,"-3,946","17,685",,,,,,,,,,,,,,,
OVEC,27May2017,Eastern,N,"1,296","1,253","12,950","11,697",,,,,,,,,,"-2,363","14,060",,,,,,,,,,,,,,,
OVEC,28May2017,Eastern,N,"1,296","1,340","14,805","13,465",,,,,,,,,,"-6,285","19,750",,,,,,,,,,,,,,,
OVEC,29May2017,Eastern,N,"1,416","1,502","19,238","17,736",,,,,,,,,,"-4,737","22,473",,,,,,,,,,,,,,,
OVEC,30May2017,Eastern,N,"1,560","1,545","19,646","18,101",,,,,,,,,,"-7,868","25,969",,,,,,,,,,,,,,,
OVEC,31May2017,Eastern,N,"1,608","1,660","25,011","23,351",,,,,,,,,,"-7,411","30,762",,,,,,,,,,,,,,,
OVEC,01Jun2017,Eastern,N,"1,752","1,656","28,080","26,424",,,,,,,,,,"-4,160","30,584",,,,,,,,,,,,,,,
OVEC,02Jun2017,Eastern,N,"1,704","1,604","23,367","21,763",,,,,,,,,,"-2,645","24,408",,,,,,,,,,,,,,,
OVEC,03Jun2017,Eastern,N,"1,656","1,632","21,357","19,725",,,,,,,,,,"-2,520","22,245",,,,,,,,,,,,,,,
OVEC,04Jun2017,Eastern,N,"1,704","1,701","25,995","24,294",,,,,,,,,,"-3,451","27,745",,,,,,,,,,,,,,,
OVEC,05Jun2017,Eastern,N,"1,800","1,987","34,810","32,823",,,,,,,,,,"-4,728","37,551",,,,,,,,,,,,,,,
OVEC,06Jun2017,Eastern,N,"2,064","1,825","33,874","32,049",,,,,,,,,,"-4,359","36,408",,,,,,,,,,,,,,,
OVEC,07Jun2017,Eastern,N,"1,896","1,770","33,140","31,370",,,,,,,,,,"-3,310","34,680",,,,,,,,,,,,,,,
OVEC,08Jun2017,Eastern,N,"1,848","1,959","37,559","35,600",,,,,,,,,,"-2,815","38,415",,,,,,,,,,,,,,,
OVEC,09Jun2017,Eastern,N,"2,040","2,030","37,667","35,637",,,,,,,,,,"-3,613","39,250",,,,,,,,,,,,,,,
OVEC,10Jun2017,Eastern,N,"2,112","1,931","32,036","30,105",,,,,,,,,,"-2,990","33,095",,,,,,,,,,,,,,,
OVEC,11Jun2017,Eastern,N,"2,016","1,969","34,876","32,907",,,,,,,,,,"-3,054","35,961",,,,,,,,,,,,,,,
OVEC,12Jun2017,Eastern,N,"2,064","2,111","36,936","34,825",,,,,,,,,,"-11,123","45,948",,,,,,,,,,,,,,,
OVEC,13Jun2017,Eastern,N,"2,208","2,177","39,051","36,874",,,,,,,,,,"-9,667","46,541",,,,,,,,,,,,,,,
OVEC,14Jun2017,Eastern,N,"2,256","2,147","41,081","38,934",,,,,,,,,,"-5,324","44,258",,,,,,,,,,,,,,,
OVEC,15Jun2017,Eastern,N,"2,232","2,184","40,637","38,453",,,,,,,,,,"-6,957","45,410",,,,,,,,,,,,,,,
OVEC,16Jun2017,Eastern,N,"2,256","2,263","41,326","39,063",,,,,,,,,,"-5,973","45,036",,,,,,,,,,,,,,,
OVEC,17Jun2017,Eastern,N,"2,352","2,263","40,140","37,877",,,,,,,,,,"-6,371","44,248",,,,,,,,,,,,,,,
OVEC,18Jun2017,Eastern,N,"2,352","2,231","40,188","37,957",,,,,,,,,,"-5,320","43,277",,,,,,,,,,,,,,,
OVEC,19Jun2017,Eastern,N,"2,352","2,380","42,417","40,037",,,,,,,,,,"-9,041","49,078",,,,,,,,,,,,,,,
OVEC,20Jun2017,Eastern,N,"2,448","1,891","35,517","33,626",,,,,,,,,,"-2,386","36,012",,,,,,,,,,,,,,,
OVEC,21Jun2017,Eastern,N,"1,992","2,224","38,602","36,378",,,,,,,,,,"-2,885","39,266",,,,,,,,,,,,,,,
OVEC,22Jun2017,Eastern,N,"2,208","2,236","38,002","35,766",,,,,,,,,,"-7,246","43,012",,,,,,,,,,,,,,,
OVEC,23Jun2017,Eastern,N,"2,352","2,445","40,794","38,349",,,,,,,,,,"-7,341","45,690",,,,,,,,,,,,,,,
OVEC,24Jun2017,Eastern,N,"2,496","1,960","32,824","30,864",,,,,,,,,,"-6,753","37,617",,,,,,,,,,,,,,,
OVEC,25Jun2017,Eastern,N,"2,040","1,526","21,637","20,111",,,,,,,,,,"-2,181","22,292",,,,,,,,,,,,,,,
OVEC,26Jun2017,Eastern,N,"1,584","1,549","23,558","22,009",,,,,,,,,,"-1,688","23,697",,,,,,,,,,,,,,,
OVEC,27Jun2017,Eastern,N,"1,608","1,730","28,336","26,606",,,,,,,,,,"3,868","22,738",,,,,,,,,,,,,,,
OVEC,28Jun2017,Eastern,N,"1,824","1,908","30,136","28,228",,,,,,,,,,"1,430","26,798",,,,,,,,,,,,,,,
OVEC,29Jun2017,Eastern,N,"1,992","2,198","35,505","33,307",,,,,,,,,,"-2,168","35,475",,,,,,,,,,,,,,,
OVEC,30Jun2017,Eastern,N,"2,304","2,268","40,144","37,876",,,,,,,,,,"-6,717","44,593",,,,,,,,,,,,,,,
OVEC,01Jul2017,Eastern,N,"2,352","2,216","40,550","38,334",,,,,,,,,,"-3,597","41,931",,,,,,,,,,,,,,,
OVEC,02Jul2017,Eastern,N,"2,304","2,144","39,059","36,915",,,,,,,,,,1,"36,914",,,,,,,,,,,,,,,
OVEC,03Jul2017,Eastern,N,"2,232","1,982","27,631","25,649",,,,,,,,,,"-4,208","29,857",,,,,,,,,,,,,,,
OVEC,04Jul2017,Eastern,N,"2,040","1,750","24,555","22,805",,,,,,,,,,"-5,498","28,303",,,,,,,,,,,,,,,
OVEC,05Jul2017,Eastern,N,"1,824","2,121","31,313","29,192",,,,,,,,,,"-5,674","34,866",,,,,,,,,,,,,,,
OVEC,06Jul2017,Eastern,N,"2,184","2,186","33,169","30,983",,,,,,,,,,"-7,888","38,871",,,,,,,,,,,,,,,
OVEC,07Jul2017,Eastern,N,"2,280","2,229","35,085","32,856",,,,,,,,,,"-7,425","40,281",,,,,,,,,,,,,,,
OVEC,08Jul2017,Eastern,N,"2,304","1,978","35,198","33,220",,,,,,,,,,"-3,893","37,113",,,,,,,,,,,,,,,
OVEC,09Jul2017,Eastern,N,"2,064","1,906","34,004","32,098",,,,,,,,,,"-1,370","33,468",,,,,,,,,,,,,,,
OVEC,10Jul2017,Eastern,N,"1,992","2,063","35,743","33,680",,,,,,,,,,"-2,594","36,274",,,,,,,,,,,,,,,
OVEC,11Jul2017,Eastern,N,"2,136","2,184","40,326","38,142",,,,,,,,,,"-5,896","44,038",,,,,,,,,,,,,,,
OVEC,12Jul2017,Eastern,N,"2,280","2,282","40,333","38,051",,,,,,,,,,"-5,626","43,677",,,,,,,,,,,,,,,
OVEC,13Jul2017,Eastern,N,"2,376","2,310","42,283","39,973",,,,,,,,,,"-6,514","46,487",,,,,,,,,,,,,,,
OVEC,14Jul2017,Eastern,N,"2,400","2,325","42,192","39,867",,,,,,,,,,"-2,839","42,706",,,,,,,,,,,,,,,
OVEC,15Jul2017,Eastern,N,"2,400","1,925","32,811","30,886",,,,,,,,,,"-3,646","34,532",,,,,,,,,,,,,,,
OVEC,16Jul2017,Eastern,N,"1,992","1,912","31,906","29,994",,,,,,,,,,"-1,571","31,565",,,,,,,,,,,,,,,
OVEC,17Jul2017,Eastern,N,"1,992","2,286","39,992","37,706",,,,,,,,,,"-2,544","40,250",,,,,,,,,,,,,,,
OVEC,18Jul2017,Eastern,N,"2,376","2,404","41,978","39,574",,,,,,,,,,"-6,722","46,296",,,,,,,,,,,,,,,
OVEC,19Jul2017,Eastern,N,"2,520","2,671","45,271","42,600",,,,,,,,,,"-9,693","52,293",,,,,,,,,,,,,,,
OVEC,20Jul2017,Eastern,N,"2,784","2,722","46,965","44,243",,,,,,,,,,"-7,339","51,582",,,,,,,,,,,,,,,
OVEC,21Jul2017,Eastern,N,"2,832","2,712","45,623","42,911",,,,,,,,,,"-5,957","48,868",,,,,,,,,,,,,,,
OVEC,22Jul2017,Eastern,N,"2,808","2,542","46,507","43,965",,,,,,,,,,42,"43,923",,,,,,,,,,,,,,,
OVEC,23Jul2017,Eastern,N,"2,664","2,941","44,955","42,014",,,,,,,,,,-659,"42,673",,,,,,,,,,,,,,,
OVEC,24Jul2017,Eastern,N,"3,048","2,722","43,836","41,114",,,,,,,,,,"-3,580","44,937",,,,,,,,,,,,,,,
OVEC,25Jul2017,Eastern,N,"2,808","2,595","43,975","41,380",,,,,,,,,,"-1,832","43,514",,,,,,,,,,,,,,,
OVEC,26Jul2017,Eastern,N,"2,688","2,638","39,017","36,379",,,,,,,,,,"-1,250","37,979",,,,,,,,,,,,,,,
OVEC,27Jul2017,Eastern,N,"2,760","2,525","43,993","41,468",,,,,,,,,,"-1,667","43,135",,,,,,,,,,,,,,,
OVEC,28Jul2017,Eastern,N,"2,640","2,390","39,886","37,496",,,,,,,,,,"-1,454","38,950",,,,,,,,,,,,,,,
OVEC,29Jul2017,Eastern,N,"2,448","1,884","32,645","30,761",,,,,,,,,,"-2,949","33,710",,,,,,,,,,,,,,,
OVEC,30Jul2017,Eastern,N,"1,944","1,751","29,554","27,803",,,,,,,,,,"-1,001","28,804",,,,,,,,,,,,,,,
OVEC,31Jul2017,Eastern,N,"1,824","1,893","30,969","29,076",,,,,,,,,,"-5,272","34,360",,,,,,,,,,,,,,,
OVEC,01Aug2017,Eastern,N,"1,968","1,894","29,970","28,077",,,,,,,,,,"-9,228","37,305",,,,,,,,,,,,,,,
OVEC,02Aug2017,Eastern,N,,,"29,308","27,349",,,,,,,,,,"-9,742","37,091",,,,,,,,,,,,,,,
OVEC,03Aug2017,Eastern,N,,,"27,580","25,663",,,,,,,,,,"-7,876","33,539",,,,,,,,,,,,,,,
OVEC,04Aug2017,Eastern,N,,,"28,739","26,773",,,,,,,,,,"-6,369","33,142",,,,,,,,,,,,,,,
OVEC,05Aug2017,Eastern,N,,,"31,160","29,317",,,,,,,,,,"-3,015","32,332",,,,,,,,,,,,,,,
OVEC,06Aug2017,Eastern,N,,,"30,304","28,497",,,,,,,,,,"-3,495","31,992",,,,,,,,,,,,,,,
OVEC,07Aug2017,Eastern,N,"1,440","1,082","34,255","32,136",,,,,,,,,,"-7,066","39,202",,,,,,,,,,,,,,,
OVEC,08Aug2017,Eastern,N,"1,440",961,"30,668","28,743",,,,,,,,,,"-8,847","37,590",,,,,,,,,,,,,,,
OVEC,09Aug2017,Eastern,N,"1,440",977,"33,392","31,452",,,,,,,,,,"-8,405","39,857",,,,,,,,,,,,,,,
OVEC,10Aug2017,Eastern,N,"1,440","1,027","37,527","35,442",,,,,,,,,,"-5,549","40,991",,,,,,,,,,,,,,,
OVEC,11Aug2017,Eastern,N,"1,440","1,010","40,143","38,025",,,,,,,,,,"-4,939","42,964",,,,,,,,,,,,,,,
OVEC,12Aug2017,Eastern,N,"1,440",952,"40,962","38,896",,,,,,,,,,"-2,936","41,832",,,,,,,,,,,,,,,
OVEC,13Aug2017,Eastern,N,"1,440",946,"36,712","34,707",,,,,,,,,,"-3,819","38,526",,,,,,,,,,,,,,,
OVEC,14Aug2017,Eastern,N,"1,440","1,101","38,722","36,496",,,,,,,,,,"-5,674","42,170",,,,,,,,,,,,,,,
OVEC,15Aug2017,Eastern,N,"1,440","1,180","43,962","41,618",,,,,,,,,,"-6,363","47,981",,,,,,,,,,,,,,,
OVEC,16Aug2017,Eastern,N,"1,440","1,244","40,533","38,157",,,,,,,,,,"-8,701","46,858",,,,,,,,,,,,,,,
OVEC,17Aug2017,Eastern,N,"1,440","1,326","43,481","40,998",,,,,,,,,,"-7,027","48,025",,,,,,,,,,,,,,,
OVEC,18Aug2017,Eastern,N,"1,440","1,253","44,370","41,931",,,,,,,,,,"-4,971","46,902",,,,,,,,,,,,,,,
OVEC,19Aug2017,Eastern,N,"1,440","1,110","40,094","37,836",,,,,,,,,,"-1,644","39,480",,,,,,,,,,,,,,,
OVEC,20Aug2017,Eastern,N,"1,440","1,099","38,945","36,773",,,,,,,,,,167,"36,606",,,,,,,,,,,,,,,
OVEC,21Aug2017,Eastern,N,"1,440","1,320","41,769","39,303",,,,,,,,,,"-6,825","46,128",,,,,,,,,,,,,,,
OVEC,22Aug2017,Eastern,N,"1,440","1,393","39,855","37,331",,,,,,,,,,"-8,043","45,374",,,,,,,,,,,,,,,
OVEC,23Aug2017,Eastern,N,"1,440","1,103","35,927","33,770",,,,,,,,,,"-4,841","38,611",,,,,,,,,,,,,,,
OVEC,24Aug2017,Eastern,N,"1,440",956,"35,210","33,219",,,,,,,,,,"-2,917","36,136",,,,,,,,,,,,,,,
OVEC,25Aug2017,Eastern,N,"1,440",865,"36,300","34,362",,,,,,,,,,"-2,757","37,119",,,,,,,,,,,,,,,
OVEC,26Aug2017,Eastern,N,"1,440",810,"32,193","30,395",,,,,,,,,,171,"30,224",,,,,,,,,,,,,,,
OVEC,27Aug2017,Eastern,N,"1,440",853,"32,441","30,590",,,,,,,,,,"-1,193","31,783",,,,,,,,,,,,,,,
OVEC,28Aug2017,Eastern,N,"1,440","1,011","38,922","36,819",,,,,,,,,,"-4,143","40,962",,,,,,,,,,,,,,,
OVEC,29Aug2017,Eastern,N,"1,440","1,043","38,609","36,474",,,,,,,,,,"-3,446","39,920",,,,,,,,,,,,,,,
OVEC,30Aug2017,Eastern,N,"1,440","1,007","36,733","34,627",,,,,,,,,,"-1,828","36,455",,,,,,,,,,,,,,,
OVEC,31Aug2017,Eastern,N,"1,440",933,"30,733","28,850",,,,,,,,,,"-2,967","31,817",,,,,,,,,,,,,,,
OVEC,01Sep2017,Eastern,N,"1,440","1,026","23,448","21,622",,,,,,,,,,"-1,346","22,968",,,,,,,,,,,,,,,
OVEC,02Sep2017,Eastern,N,"1,440",785,"19,515","18,021",,,,,,,,,,-159,"18,180",,,,,,,,,,,,,,,
OVEC,03Sep2017,Eastern,N,"1,440",634,"22,329","20,954",,,,,,,,,,"2,500","18,454",,,,,,,,,,,,,,,
OVEC,04Sep2017,Eastern,N,"1,440",700,"24,192","22,698",,,,,,,,,,-818,"23,516",,,,,,,,,,,,,,,
OVEC,05Sep2017,Eastern,N,"1,440",966,"33,662","31,748",,,,,,,,,,"-1,845","33,593",,,,,,,,,,,,,,,
OVEC,06Sep2017,Eastern,N,"1,440",821,"29,656","27,931",,,,,,,,,,"-3,058","30,989",,,,,,,,,,,,,,,
OVEC,07Sep2017,Eastern,N,"1,440",883,"29,432","27,670",,,,,,,,,,"-2,787","30,457",,,,,,,,,,,,,,,
OVEC,08Sep2017,Eastern,N,"1,440",788,"27,979","26,334",,,,,,,,,,256,"26,078",,,,,,,,,,,,,,,
OVEC,09Sep2017,Eastern,N,"1,440",655,"17,321","15,977",,,,,,,,,,948,"15,029",,,,,,,,,,,,,,,
OVEC,10Sep2017,Eastern,N,"1,440",600,"14,403","13,323",,,,,,,,,,"2,917","10,406",,,,,,,,,,,,,,,
OVEC,11Sep2017,Eastern,N,"1,440",682,"16,381","15,198",,,,,,,,,,"-1,599","16,797",,,,,,,,,,,,,,,
OVEC,12Sep2017,Eastern,N,"1,440",820,"18,876","17,468",,,,,,,,,,"-9,388","26,856",,,,,,,,,,,,,,,
OVEC,13Sep2017,Eastern,N,"1,440",871,"21,533","20,038",,,,,,,,,,"-12,201","32,239",,,,,,,,,,,,,,,
OVEC,14Sep2017,Eastern,N,"1,440",860,"20,865","19,369",,,,,,,,,,"-11,616","30,985",,,,,,,,,,,,,,,
OVEC,15Sep2017,Eastern,N,"1,440",945,"20,136","18,560",,,,,,,,,,"-13,378","31,938",,,,,,,,,,,,,,,
OVEC,16Sep2017,Eastern,N,"1,440",954,"22,863","21,250",,,,,,,,,,"-11,048","32,298",,,,,,,,,,,,,,,
OVEC,17Sep2017,Eastern,N,"1,440",878,"23,255","21,702",,,,,,,,,,"-12,365","34,067",,,,,,,,,,,,,,,
OVEC,18Sep2017,Eastern,N,"1,440","1,011","24,821","23,111",,,,,,,,,,"-12,462","35,573",,,,,,,,,,,,,,,
OVEC,19Sep2017,Eastern,N,"1,440","1,023","25,974","24,210",,,,,,,,,,"-15,867","40,077",,,,,,,,,,,,,,,
OVEC,20Sep2017,Eastern,N,"1,440","1,040","26,082","24,309",,,,,,,,,,"-18,416","42,725",,,,,,,,,,,,,,,
OVEC,21Sep2017,Eastern,N,"1,440","1,116","25,627","23,775",,,,,,,,,,"-17,810","41,585",,,,,,,,,,,,,,,
OVEC,22Sep2017,Eastern,N,"1,440","1,095","24,161","22,343",,,,,,,,,,"-14,694","37,037",,,,,,,,,,,,,,,
OVEC,23Sep2017,Eastern,N,"1,440",919,"20,027","18,488",,,,,,,,,,"-11,493","29,981",,,,,,,,,,,,,,,
OVEC,24Sep2017,Eastern,N,"1,440",859,"19,720","18,253",,,,,,,,,,"-10,417","28,670",,,,,,,,,,,,,,,
OVEC,25Sep2017,Eastern,N,"1,440",975,"25,117","23,427",,,,,,,,,,"-14,638","38,065",,,,,,,,,,,,,,,
OVEC,26Sep2017,Eastern,N,"1,440",941,"26,269","24,593",,,,,,,,,,"-13,101","37,694",,,,,,,,,,,,,,,
OVEC,27Sep2017,Eastern,N,"1,440",901,"26,441","24,813",,,,,,,,,,"-15,325","40,138",,,,,,,,,,,,,,,
OVEC,28Sep2017,Eastern,N,"1,440",775,"22,459","21,004",,,,,,,,,,"-12,546","33,550",,,,,,,,,,,,,,,
OVEC,29Sep2017,Eastern,N,"1,440",684,"19,761","18,463",,,,,,,,,,"-9,877","28,340",,,,,,,,,,,,,,,
OVEC,30Sep2017,Eastern,N,"1,440",567,"18,647","17,408",,,,,,,,,,"-7,636","25,044",,,,,,,,,,,,,,,
OVEC,01Oct2017,Eastern,N,"1,440",569,"12,285","11,189",,,,,,,,,,"-8,879","20,068",,,,,,,,,,,,,,,
OVEC,02Oct2017,Eastern,N,"1,440",683,"19,020","17,749",,,,,,,,,,"-12,316","30,065",,,,,,,,,,,,,,,
OVEC,03Oct2017,Eastern,N,"1,440",765,"24,211","22,795",,,,,,,,,,"-12,017","34,812",,,,,,,,,,,,,,,
OVEC,04Oct2017,Eastern,N,"1,440",790,"22,298","20,865",,,,,,,,,,"-12,887","33,752",,,,,,,,,,,,,,,
OVEC,05Oct2017,Eastern,N,"1,440",763,"21,039","19,632",,,,,,,,,,"-13,283","32,915",,,,,,,,,,,,,,,
OVEC,06Oct2017,Eastern,N,"1,440",836,"22,626","21,094",,,,,,,,,,"-12,997","34,091",,,,,,,,,,,,,,,
OVEC,07Oct2017,Eastern,N,"1,440","1,067","25,229","23,484",,,,,,,,,,"-5,161","28,645",,,,,,,,,,,,,,,
OVEC,08Oct2017,Eastern,N,"1,440","1,312","25,487","23,497",,,,,,,,,,"-2,147","25,644",,,,,,,,,,,,,,,
OVEC,09Oct2017,Eastern,N,"1,440","1,162","28,207","26,338",,,,,,,,,,"-8,492","34,830",,,,,,,,,,,,,,,
OVEC,10Oct2017,Eastern,N,"1,440","1,192","28,149","26,263",,,,,,,,,,"-8,792","35,055",,,,,,,,,,,,,,,
OVEC,11Oct2017,Eastern,N,"1,440","1,007","26,328","24,637",,,,,,,,,,"-3,534","28,171",,,,,,,,,,,,,,,
OVEC,12Oct2017,Eastern,N,"1,440",877,"22,786","21,189",,,,,,,,,,"-2,329","23,518",,,,,,,,,,,,,,,
OVEC,13Oct2017,Eastern,N,"1,440",849,"20,162","18,641",,,,,,,,,,"-3,494","22,135",,,,,,,,,,,,,,,
OVEC,14Oct2017,Eastern,N,"1,440",787,"25,016","23,529",,,,,,,,,,"2,093","21,436",,,,,,,,,,,,,,,
OVEC,15Oct2017,Eastern,N,"1,920",799,"27,123","25,615",,,,,,,,,,"2,377","23,238",,,,,,,,,,,,,,,
OVEC,16Oct2017,Eastern,N,"1,920",870,"24,671","23,097",,,,,,,,,,"-1,683","24,780",,,,,,,,,,,,,,,
OVEC,17Oct2017,Eastern,N,"1,920",963,"23,621","21,966",,,,,,,,,,"-1,445","23,411",,,,,,,,,,,,,,,
OVEC,18Oct2017,Eastern,N,"1,920",956,"27,659","25,950",,,,,,,,,,"1,012","24,938",,,,,,,,,,,,,,,
OVEC,19Oct2017,Eastern,N,"1,920",962,"28,662","26,926",,,,,,,,,,"1,766","25,160",,,,,,,,,,,,,,,
OVEC,20Oct2017,Eastern,N,"1,920",944,"27,035","25,212",,,,,,,,,,"1,046","24,166",,,,,,,,,,,,,,,
OVEC,21Oct2017,Eastern,N,"1,920",806,"25,079","23,405",,,,,,,,,,"1,563","21,842",,,,,,,,,,,,,,,
OVEC,22Oct2017,Eastern,N,"1,920",767,"23,512","21,954",,,,,,,,,,802,"21,152",,,,,,,,,,,,,,,
OVEC,23Oct2017,Eastern,N,"1,920","1,135","30,657","28,641",,,,,,,,,,"-2,952","31,593",,,,,,,,,,,,,,,
OVEC,24Oct2017,Eastern,N,"1,920","1,124","33,938","31,849",,,,,,,,,,"-3,303","35,152",,,,,,,,,,,,,,,
OVEC,25Oct2017,Eastern,N,"1,920","1,071","37,764","35,683",,,,,,,,,,"-6,923","42,606",,,,,,,,,,,,,,,
OVEC,26Oct2017,Eastern,N,"1,920","1,114","36,292","34,183",,,,,,,,,,"-6,475","40,658",,,,,,,,,,,,,,,
OVEC,27Oct2017,Eastern,N,"1,920","1,013","36,585","34,570",,,,,,,,,,"-2,450","37,020",,,,,,,,,,,,,,,
OVEC,28Oct2017,Eastern,N,"1,920","1,035","40,045","37,938",,,,,,,,,,436,"37,502",,,,,,,,,,,,,,,
OVEC,29Oct2017,Eastern,N,"1,920",933,"41,775","39,770",,,,,,,,,,"1,860","37,910",,,,,,,,,,,,,,,
OVEC,30Oct2017,Eastern,N,"1,920","1,003","37,643","35,623",,,,,,,,,,-98,"35,721",,,,,,,,,,,,,,,
OVEC,31Oct2017,Eastern,N,"1,920",976,"39,523","37,523",,,,,,,,,,"-3,603","41,126",,,,,,,,,,,,,,,
OVEC,01Nov2017,Eastern,N,"1,920","1,011","28,103","26,251",,,,,,,,,,"-10,126","36,377",,,,,,,,,,,,,,,
OVEC,02Nov2017,Eastern,N,"1,920",849,"27,283","25,666",,,,,,,,,,"-10,846","36,512",,,,,,,,,,,,,,,
