BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,BPAT,CISO,IPCO,LDWP,PACE,WALC,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
NEVP,19Nov2020,Pacific,N,"86,280","85,625","70,534","-15,091","2,414","50,767",0,0,48,"5,229",654,"11,422",,"-1,345","21,523","-4,815","-17,254","-7,494","-5,706",2.38,0.92,,"2,605","21,159",0,107,"23,871","13,956","7,805","30,022","70,534","85,625",0.75,0.77
NEVP,20Nov2020,Pacific,N,"85,490","87,000","73,814","-13,186","2,041","55,738",0,0,48,"3,587",818,"11,582",,"-1,771","24,229","-5,967","-16,754","-9,142","-3,781",2.37,0.91,,"2,195","23,121",0,99,"25,415","16,268","9,114","32,569","73,814","87,000",0.76,0.83
NEVP,21Nov2020,Pacific,N,"82,637","84,261","71,293","-12,968","2,214","51,253",0,0,48,"5,088",976,"11,714",,"-1,281","24,927","-4,693","-19,558","-8,458","-3,905",2.36,0.91,,"2,374","21,224",0,110,"23,707","15,734","9,147","30,295","71,293","84,261",0.73,0.79
NEVP,22Nov2020,Pacific,N,"82,298","82,916","68,016","-14,900","2,425","49,475",0,0,48,"4,579",21,"11,468",,"-1,216","23,108","-3,910","-21,241","-6,323","-5,318",2.36,0.91,,"2,599","20,492",0,99,"23,191","15,102","8,508","29,785","68,016","82,916",0.75,0.79
NEVP,23Nov2020,Pacific,N,"86,007","87,341","72,340","-15,001","2,607","54,645",0,0,48,"3,179",470,"11,391",,"-2,129","22,693","-3,475","-21,028","-4,770","-6,292",2.38,0.91,,"2,809","22,668",0,93,"25,570","13,893","8,185","31,278","72,340","87,341",0.78,0.79
NEVP,24Nov2020,Pacific,N,"87,375","86,844","70,413","-16,431","1,986","50,833",0,0,48,"5,367",451,"11,728",,"-2,678","23,751","-4,114","-21,213","-5,534","-6,643",2.38,0.91,,"2,141","21,094",0,109,"23,343","14,816","8,294","29,866","70,413","86,844",0.73,0.76
NEVP,25Nov2020,Pacific,N,"88,932","88,532","74,642","-13,890","1,984","54,152",0,0,48,"4,909","2,158","11,391",,"-2,926","28,472","-5,290","-25,037","-5,563","-3,546",2.37,0.91,,"2,133","22,427",0,114,"24,674","13,714","9,548","28,841","74,642","88,532",0.73,0.72
NEVP,26Nov2020,Pacific,N,"86,244","87,000","72,324","-14,676","2,422","50,788",0,0,48,"5,258","1,792","12,016",,"-2,388","24,137","-5,201","-21,757","-4,218","-5,249",2.37,0.92,,"2,599","21,097",0,118,"23,814","12,974","8,588","28,200","72,324","87,000",0.73,0.71
NEVP,27Nov2020,Pacific,N,"86,483","86,761","73,195","-13,566","2,035","52,304",0,0,48,"5,345","1,495","11,968",,"-1,897","25,505","-4,462","-23,063","-3,982","-5,667",2.36,0.92,,"2,182","21,713",0,116,"24,012","13,471","8,739","28,744","73,195","86,761",0.72,0.73
NEVP,28Nov2020,Pacific,N,"86,005","87,109","72,160","-14,949","1,970","52,925",0,0,48,"5,251",210,"11,756",,"-1,876","26,389","-4,539","-24,065","-5,839","-5,019",2.36,0.91,,"2,108","21,938",0,107,"24,153","14,956","9,392","29,717","72,160","87,109",0.74,0.75
NEVP,29Nov2020,Pacific,N,"84,880","86,431","73,612","-12,819","2,207","54,305",0,0,48,"5,159",127,"11,766",,"-2,362","27,161","-3,594","-23,904","-6,167","-3,953",2.37,0.92,,"2,370","22,573",0,106,"25,049","15,234","9,933","30,350","73,612","86,431",0.75,0.77
NEVP,30Nov2020,Pacific,N,"88,054","89,152","73,491","-15,661","2,552","53,958",0,0,48,"4,944",578,"11,411",,"-2,383","25,446","-5,226","-21,607","-7,421","-4,470",2.37,0.91,,"2,744","22,304",0,105,"25,153","14,894","9,098","30,949","73,491","89,152",0.75,0.77
NEVP,01Dec2020,Pacific,N,"89,122","89,614","78,008","-11,606","2,481","57,374",0,0,48,"5,099","1,286","11,720",,"-2,297","23,820","-3,954","-16,759","-8,040","-4,376",2.38,0.91,,"2,674","23,763",0,112,"26,549","15,019","8,907","32,661","78,008","89,614",0.75,0.80
NEVP,02Dec2020,Pacific,N,"90,165","90,160","78,974","-11,186","3,531","55,988",0,0,48,"5,373","2,181","11,853",,"-1,765","21,246","-3,123","-14,342","-8,040","-5,162",2.38,0.91,,"3,809","23,226",0,120,"27,155","13,656","7,841","32,970","78,974","90,160",0.76,0.81
NEVP,03Dec2020,Pacific,N,"91,344","92,075","78,550","-13,525","3,608","57,603",0,0,48,"5,385",16,"11,890",,"-2,295","22,684","-3,422","-16,859","-9,177","-4,456",2.37,0.91,,"3,887","23,866",0,107,"27,860","14,798","8,508","34,150","78,550","92,075",0.78,0.82
NEVP,04Dec2020,Pacific,N,"91,439","92,978","80,557","-12,421","3,521","59,452",0,0,48,"5,358",549,"11,629",,"-1,858","23,050","-3,508","-17,871","-8,279","-3,955",2.37,0.91,,"3,784","24,613",0,109,"28,506","15,291","8,883","34,914","80,557","92,978",0.78,0.83
NEVP,05Dec2020,Pacific,N,"88,633","89,546","79,861","-9,685","3,526","59,355",0,0,48,"5,246",11,"11,675",,"-1,836","26,300","-3,233","-21,165","-7,523","-2,228",2.37,0.91,,"3,789","24,599",0,105,"28,493","14,800","9,915","33,378","79,861","89,546",0.79,0.82
NEVP,06Dec2020,Pacific,N,"86,260","88,402","74,488","-13,914","2,702","55,401",0,0,48,"4,222",873,"11,242",,"-1,446","26,883","-4,428","-23,872","-7,799","-3,252",2.37,0.91,,"2,903","22,926",0,101,"25,931","16,317","10,040","32,208","74,488","88,402",0.77,0.80
NEVP,07Dec2020,Pacific,N,"88,609","89,903","79,119","-10,784","2,725","59,794",0,0,32,"3,861","1,366","11,341",,"-2,465","29,137","-4,813","-23,752","-6,815","-2,076",2.37,0.91,,"2,935","24,795",0,102,"27,833","15,645","10,734","32,744","79,119","89,903",0.78,0.80
NEVP,08Dec2020,Pacific,N,"89,079","90,062","76,235","-13,827","3,580","56,805",0,0,38,"4,030",69,"11,713",,"-1,421","26,664","-3,729","-25,338","-5,853","-4,150",2.38,0.92,,"3,858","23,612",0,98,"27,567","15,019","9,770","32,816","76,235","90,062",0.80,0.80
NEVP,09Dec2020,Pacific,N,"90,287","90,050","76,219","-13,831","3,582","57,184",0,0,48,"3,454",466,"11,485",,"-2,450","28,849","-5,113","-26,384","-5,912","-2,821",2.37,0.92,,"3,855","23,763",0,95,"27,713","14,847","10,409","32,151","76,219","90,050",0.80,0.79
NEVP,10Dec2020,Pacific,N,"89,802","90,536","77,055","-13,481","2,700","57,910",0,0,38,"4,347",498,"11,562",,"-1,781","29,289","-4,335","-27,375","-5,391","-3,888",2.37,0.92,,"2,903","24,081",0,102,"27,086","16,329","10,685","32,730","77,055","90,536",0.77,0.80
NEVP,11Dec2020,Pacific,N,"91,043","93,800","75,587","-18,213","2,525","58,274",0,0,36,"2,332",863,"11,557",,"-2,240","28,780","-5,028","-27,840","-6,579","-5,306",2.37,0.92,,"2,712","24,215",0,91,"27,018","18,263","10,675","34,606","75,587","93,800",0.79,0.81
NEVP,12Dec2020,Pacific,N,"89,340","90,718","76,565","-14,153","2,525","56,906",0,0,48,"4,058","1,395","11,633",,-853,"30,753","-4,073","-26,748","-6,325","-6,907",2.36,0.91,,"2,706","23,530",0,106,"26,341","17,583","11,209","32,716","76,565","90,718",0.76,0.80
NEVP,13Dec2020,Pacific,N,"89,467","93,023","79,418","-13,605","2,521","59,602",0,0,48,"3,252","2,421","11,574",,"-1,472","30,192","-4,102","-26,934","-5,444","-5,845",2.36,0.91,,"2,701","24,643",0,107,"27,451","17,172","11,333","33,290","79,418","93,023",0.76,0.79
NEVP,14Dec2020,Pacific,N,"90,803","94,470","76,833","-17,637","2,588","57,148",0,0,48,"4,147","1,402","11,500",,"-2,842","28,203","-5,953","-26,336","-4,165","-6,544",2.37,0.91,,"2,781","23,632",0,106,"26,518","18,376","10,751","34,143","76,833","94,470",0.76,0.80
NEVP,15Dec2020,Pacific,N,"93,813","94,045","77,646","-16,399","3,652","56,949",0,0,48,"4,919",564,"11,514",,"-1,460","28,792","-6,583","-24,527","-6,228","-6,393",2.37,0.91,,"3,925","23,542",0,105,"27,573","18,091","10,786","34,878","77,646","94,045",0.78,0.82
NEVP,16Dec2020,Pacific,N,"93,228","94,200","79,619","-14,581","3,722","59,479",0,0,48,"4,828",341,"11,201",,"-2,092","30,178","-7,950","-22,892","-8,622","-3,203",2.37,0.91,,"4,003","24,639",0,101,"28,743","17,618","11,237","35,124","79,619","94,200",0.80,0.82
NEVP,17Dec2020,Pacific,N,"94,165","94,036","77,540","-16,496","3,722","58,476",0,0,48,"2,689","1,625","10,980",,"-2,383","26,263","-6,562","-23,399","-6,519","-3,896",2.38,0.91,,"4,012","24,213",0,95,"28,320","14,933","9,603","33,649","77,540","94,036",0.81,0.79
NEVP,18Dec2020,Pacific,N,"95,796","92,745","78,053","-14,692","3,717","57,200",0,0,48,"5,048",403,"11,637",,"-1,716","27,109","-4,668","-24,444","-6,319","-4,654",2.38,0.92,,"4,012","23,796",0,106,"27,913","15,181","9,844","33,250","78,053","92,745",0.79,0.79
NEVP,19Dec2020,Pacific,N,"92,637","90,721","75,270","-15,451","3,852","54,308",0,0,48,"5,060",620,"11,382",,"-2,532","23,924","-4,218","-20,560","-6,092","-5,973",2.38,0.92,,"4,151","22,569",0,106,"26,825","13,801","8,636","31,990","75,270","90,721",0.79,0.78
NEVP,20Dec2020,Pacific,N,"90,304","89,467","75,090","-14,377","3,433","55,056",0,0,48,"4,968",320,"11,265",,"-2,478","26,813","-4,610","-22,452","-7,315","-4,335",2.38,0.92,,"3,703","22,936",0,102,"26,741","14,883","9,816","31,807","75,090","89,467",0.79,0.78
NEVP,21Dec2020,Pacific,N,"92,671","90,609","76,642","-13,967","3,593","56,441",0,0,48,"4,914",461,"11,185",,"-2,010","30,338","-5,244","-24,679","-9,296","-3,076",2.37,0.92,,"3,864","23,441",0,103,"27,408","16,525","11,112","32,820","76,642","90,609",0.79,0.80
NEVP,22Dec2020,Pacific,N,"93,053","90,342","75,937","-14,405","1,983","56,389",0,4,48,"4,834","1,548","11,131",,"-2,445","28,816","-5,639","-23,600","-7,106","-4,431",2.38,0.92,2.16,"2,141","23,504",4,108,"25,757","14,919","9,972","30,704","75,937","90,342",0.75,0.75
NEVP,23Dec2020,Pacific,N,"94,462","94,057","79,514","-14,543","2,459","58,944",0,0,48,"5,138","1,173","11,752",,"-1,878","29,830","-4,621","-24,758","-7,336","-5,780",2.38,0.92,,"2,649","24,596",0,112,"27,357","16,380","10,664","33,073","79,514","94,057",0.76,0.78
NEVP,24Dec2020,Pacific,N,"93,471","95,474","81,015","-14,459","2,292","64,532",0,0,48,"2,494",39,"11,610",,"-1,622","36,055","-5,294","-30,036","-9,729","-3,833",2.37,0.92,,"2,461","26,826",0,88,"29,375","20,225","13,591","36,008","81,015","95,474",0.80,0.83
NEVP,25Dec2020,Pacific,N,"92,086","89,598","77,506","-12,092","2,110","59,114",0,0,48,"3,849","1,160","11,225",,"-2,395","30,494","-4,487","-23,677","-9,243","-2,784",2.37,0.92,,"2,271","24,612",0,101,"26,983","16,469","11,139","32,313","77,506","89,598",0.77,0.80
NEVP,26Dec2020,Pacific,N,"89,564","90,894","70,514","-20,380","2,592","51,475",0,0,48,"3,520","1,746","11,133",,"-3,334","23,820","-4,696","-22,823","-6,539","-6,808",2.38,0.92,,"2,797","21,476",0,102,"24,374","15,992","8,715","31,651","70,514","90,894",0.76,0.77
NEVP,27Dec2020,Pacific,N,"90,143","91,729","76,274","-15,455","2,037","60,930",0,0,48,"1,334",563,"11,362",,"-2,997","33,403","-5,278","-29,456","-8,037","-3,090",2.38,0.92,,"2,196","25,377",0,82,"27,655","19,334","12,628","34,360","76,274","91,729",0.80,0.83
NEVP,28Dec2020,Pacific,N,"92,717","95,588","82,354","-13,234","2,610","63,769",0,0,48,"2,259","2,332","11,336",,"-2,586","28,634","-4,170","-27,071","-3,249","-4,792",2.37,0.91,,"2,807","26,449",0,99,"29,354","15,687","10,395","34,647","82,354","95,588",0.79,0.80
NEVP,29Dec2020,Pacific,N,"95,222","94,189","78,431","-15,758","2,681","58,797",0,0,48,"4,880",398,"11,627",,"-2,822","25,269","-3,404","-25,880","-3,401","-5,520",2.38,0.92,,"2,888","24,439",0,105,"27,432","15,353","9,226","33,559","78,431","94,189",0.77,0.79
NEVP,30Dec2020,Pacific,N,"95,583","94,906","79,266","-15,640","2,758","60,232",0,0,48,"4,557",384,"11,287",,"-2,309","25,358","-4,379","-24,911","-4,365","-5,034",2.37,0.92,,"2,964","25,007",0,100,"28,071","14,275","8,994","33,353","79,266","94,906",0.78,0.77
NEVP,31Dec2020,Pacific,N,"94,543","94,161","80,889","-13,272","2,902","62,982",0,0,48,"2,215","1,244","11,498",,"-2,800","28,443","-4,050","-27,692","-2,626","-4,547",2.36,0.91,,"3,113","26,117",0,93,"29,322","13,649","10,321","32,651","80,889","94,161",0.80,0.76
NEVP,01Jan2021,Pacific,N,"93,521","89,519","78,843","-10,676","2,865","58,154",0,0,48,"5,000","1,198","11,578",,"-2,024","27,528","-3,900","-25,133","-1,633","-5,514",2.30,0.91,,"2,992","23,986",0,119,"27,097","12,207","9,827","29,477","78,843","89,519",0.76,0.73
NEVP,02Jan2021,Pacific,N,"90,501","89,874","75,747","-14,127","3,124","55,056",0,0,48,"4,345","1,721","11,453",,"-2,404","27,908","-4,238","-26,640","-4,161","-4,592",2.30,0.91,,"3,263","22,691",0,117,"26,072","11,935","9,134","28,872","75,747","89,874",0.76,0.71
NEVP,03Jan2021,Pacific,N,"89,817","88,343","73,764","-14,579","2,633","54,476",0,0,48,"4,366",900,"11,341",,"-3,119","26,729","-4,326","-25,366","-5,023","-3,474",2.31,0.91,,"2,754","22,499",0,111,"25,364","12,457","8,928","28,893","73,764","88,343",0.76,0.72
NEVP,04Jan2021,Pacific,N,"93,024","90,859","81,359","-9,500","3,500","60,405",0,0,48,"4,552","1,731","11,123",,"-2,986","31,601","-4,229","-26,928","-4,856","-2,102",2.31,0.91,,"3,669","24,970",0,116,"28,756","12,800","10,846","30,710","81,359","90,859",0.78,0.75
NEVP,05Jan2021,Pacific,N,"92,188","90,191","80,983","-9,208","2,420","61,467",0,0,48,"5,008",220,"11,820",,"-2,327","31,828","-3,541","-28,035","-4,300","-2,833",2.32,0.91,,"2,542","25,466",0,114,"28,122","13,099","10,933","30,288","80,983","90,191",0.77,0.74
NEVP,06Jan2021,Pacific,N,"91,008","91,361","86,553","-4,808","2,499","68,129",0,0,48,"4,128",171,"11,578",,"-2,615","35,125","-3,557","-26,708","-6,062",-991,2.32,0.91,,"2,625","28,225",0,106,"30,956","13,818","12,620","32,154","86,553","91,361",0.79,0.78
NEVP,07Jan2021,Pacific,N,"91,434","92,271","84,327","-7,944","2,517","66,175",0,0,48,"3,443",525,"11,619",,"-2,238","32,738","-3,746","-25,632","-6,954","-2,112",2.31,0.91,,"2,636","27,237",0,104,"29,977","15,089","11,912","33,154","84,327","92,271",0.78,0.79
NEVP,08Jan2021,Pacific,N,"90,570","91,778","79,659","-12,119","2,818","60,102",0,0,48,"4,770",386,"11,535",,"-1,063","28,138","-3,603","-27,612","-4,128","-3,851",2.31,0.91,,"2,951","24,675",0,112,"27,737","14,285","9,973","32,049","79,659","91,778",0.77,0.77
NEVP,09Jan2021,Pacific,N,"90,675","89,556","79,078","-10,478","3,105","57,170",0,0,48,"5,115","1,592","12,048",,-748,"26,448","-3,381","-24,339","-3,658","-4,800",2.31,0.90,,"3,251","23,468",0,125,"26,844","13,223","9,424","30,643","79,078","89,556",0.75,0.75
NEVP,10Jan2021,Pacific,N,"91,181","89,882","79,394","-10,488","2,721","59,804",0,0,48,"4,723",286,"11,812",,"-1,367","26,442","-3,004","-24,272","-4,463","-3,824",2.31,0.91,,"2,851","24,573",0,112,"27,536","12,770","9,276","31,031","79,395","89,883",0.76,0.76
NEVP,11Jan2021,Pacific,N,"92,812","92,322","75,438","-16,884","2,950","55,488",0,0,48,"5,134",69,"11,749",,"-1,681","25,481","-3,119","-27,254","-4,687","-5,624",2.31,0.91,,"3,094","22,838",0,113,"26,046","14,650","8,970","31,725","75,438","92,322",0.76,0.76
NEVP,12Jan2021,Pacific,N,"92,815","93,313","81,718","-11,595","3,002","63,532",0,0,48,"3,915",240,"10,981",,"-2,008","24,677","-4,238","-18,191","-7,622","-4,213",2.31,0.91,,"3,149","26,182",0,101,"29,432","12,776","8,827","33,382","81,718","93,313",0.79,0.79
NEVP,13Jan2021,Pacific,N,"90,057","90,078","73,917","-16,161","2,898","55,764",0,0,48,"4,267",591,"10,349",,"-1,812","25,086","-4,672","-24,554","-6,413","-3,796",2.31,0.91,,"3,042","23,095",0,102,"26,239","12,661","8,644","30,257","73,917","90,078",0.78,0.74
NEVP,14Jan2021,Pacific,N,"89,706","88,398","72,256","-16,142","2,823","52,800",0,0,48,"4,999",252,"11,334",,"-1,769","27,014","-3,240","-27,337","-7,890","-2,920",2.32,0.91,,"2,967","21,891",0,111,"24,969","14,831","9,527","30,273","72,256","88,398",0.76,0.75
NEVP,15Jan2021,Pacific,N,"87,767","87,306","70,153","-17,153","2,714","50,986",0,0,48,"5,095",304,"11,006",,"-2,087","26,673","-3,935","-27,375","-7,411","-3,018",2.31,0.91,,"2,849","21,102",0,110,"24,061","14,791","9,281","29,571","70,153","87,306",0.76,0.75
NEVP,16Jan2021,Pacific,N,"85,151","83,603","70,391","-13,212","1,976","51,847",0,0,48,"5,002",235,"11,283",,"-1,933","27,202","-3,289","-25,386","-7,001","-2,805",2.31,0.91,,"2,072","21,399",0,110,"23,581","14,380","9,717","28,244","70,391","83,603",0.74,0.74
NEVP,17Jan2021,Pacific,N,"86,178","83,516","68,008","-15,508","1,973","49,206",0,0,48,"5,309",99,"11,373",,"-1,939","26,174","-3,886","-25,645","-6,857","-3,355",2.31,0.91,,"2,070","20,334",0,112,"22,516","13,955","9,021","27,449","68,008","83,516",0.73,0.72
NEVP,18Jan2021,Pacific,N,"89,516","86,612","74,132","-12,480","3,001","51,941",0,0,48,"5,256","2,317","11,569",,"-2,249","27,335","-3,618","-25,309","-5,308","-3,331",2.32,0.91,,"3,152","21,500",0,128,"24,780","13,874","9,901","28,753","74,132","86,612",0.74,0.73
NEVP,19Jan2021,Pacific,N,"91,877","90,052","77,592","-12,460","2,444","57,383",0,2,48,"2,858","3,034","11,823",,"-2,371","29,552","-4,088","-25,355","-7,537","-2,661",2.31,0.91,2.14,"2,565","23,702",2,118,"26,387","14,960","10,279","31,067","77,592","90,052",0.75,0.76
NEVP,20Jan2021,Pacific,N,"88,663","88,567","79,007","-9,560","2,086","61,147",0,0,48,"3,460",388,"11,878",,"-2,397","32,984","-3,466","-27,812","-7,462","-1,407",2.31,0.91,,"2,189","25,324",0,105,"27,619","15,435","11,782","31,271","79,008","88,568",0.77,0.78
NEVP,21Jan2021,Pacific,N,"88,424","88,076","77,631","-10,445","2,285","57,727",0,0,48,"5,157","1,126","11,288",,"-2,415","28,107","-3,149","-24,818","-5,609","-2,561",2.31,0.91,,"2,394","23,854",0,117,"26,365","13,725","9,834","30,257","77,631","88,076",0.75,0.76
NEVP,22Jan2021,Pacific,N,"88,435","88,746","77,514","-11,232","2,060","59,353",0,0,48,"2,879","1,682","11,492",,"-2,683","30,127","-3,290","-26,501","-5,476","-3,409",2.31,0.91,,"2,158","24,510",0,107,"26,776","14,575","10,568","30,783","77,514","88,746",0.76,0.76
NEVP,23Jan2021,Pacific,N,"89,003","88,128","82,066","-6,062","2,208","64,340",0,0,48,"2,760",881,"11,829",,"-1,914","35,469","-3,788","-28,260","-7,501",-68,2.31,0.91,,"2,315","26,670",0,103,"29,089","16,449","13,228","32,311","82,066","88,128",0.78,0.81
NEVP,24Jan2021,Pacific,N,"88,922","87,975","75,473","-12,502","2,034","55,502",0,0,48,"5,700",81,"12,108",,"-1,878","26,961","-4,102","-25,193","-5,012","-3,278",2.31,0.91,,"2,132","22,931",0,119,"25,182","14,323","9,513","29,992","75,473","87,975",0.74,0.75
NEVP,25Jan2021,Pacific,N,"93,752","96,179","85,077","-11,102","2,309","68,203",0,0,48,"1,372","1,190","11,955",,"-1,631","32,235","-4,086","-27,476","-6,750","-3,394",2.31,0.91,,"2,422","28,204",0,97,"30,723","16,739","11,937","35,526","85,077","96,179",0.80,0.81
NEVP,26Jan2021,Pacific,N,"93,854","98,257","88,732","-9,525","2,606","70,470",0,0,48,"1,849","1,659","12,100",,"-1,647","32,684","-3,746","-27,399","-6,840","-2,577",2.31,0.91,,"2,729","29,014",0,104,"31,848","15,863","11,971","35,740","88,732","98,257",0.79,0.80
NEVP,27Jan2021,Pacific,N,"94,762","96,460","82,629","-13,831","2,431","63,061",0,0,48,"2,558","3,438","11,093",,"-1,584","32,845","-6,221","-27,206","-8,893","-2,772",2.31,0.91,,"2,547","26,004",0,114,"28,665","15,806","11,318","33,153","82,629","96,460",0.76,0.76
NEVP,28Jan2021,Pacific,N,"95,629","93,148","78,485","-14,663","2,513","58,419",0,0,48,"3,603","2,720","11,182",,"-1,906","30,423","-4,765","-27,732","-8,117","-2,566",2.32,0.91,,"2,643","24,148",0,117,"26,908","15,737","10,653","31,991","78,485","93,148",0.76,0.76
NEVP,29Jan2021,Pacific,N,"94,414","91,696","80,904","-10,792","2,519","60,971",0,0,48,"3,552","1,939","11,875",,"-1,479","32,234","-4,644","-27,614","-7,023","-2,266",2.32,0.91,,"2,652","25,282",0,116,"28,050","14,155","11,020","31,185","80,904","91,696",0.76,0.75
NEVP,30Jan2021,Pacific,N,"92,015","88,703","77,066","-11,637","2,426","56,000",0,0,48,"6,353",169,"12,070",,"-1,307","28,402","-4,014","-25,089","-6,811","-2,818",2.32,0.92,,"2,553","23,254",0,124,"25,931","13,590","9,906","29,616","77,066","88,703",0.74,0.74
NEVP,31Jan2021,Pacific,N,"90,333","87,627","78,172","-9,455","2,423","58,936",0,0,48,"4,865",165,"11,735",,"-1,538","28,627","-3,900","-25,334","-4,711","-2,599",2.32,0.91,,"2,546","24,395",0,112,"27,052","12,100","9,898","29,255","78,172","87,627",0.76,0.74
NEVP,01Feb2021,Pacific,N,"91,927","89,165","79,631","-9,534","2,589","62,714",0,0,48,"2,263",833,"11,184",,"-2,475","33,729","-5,218","-28,482","-7,043",-45,2.32,0.91,,"2,720","25,865",0,95,"28,680","15,068","12,163","31,585","79,631","89,165",0.79,0.78
NEVP,02Feb2021,Pacific,N,"88,758","87,125","76,301","-10,824","2,327","55,312",0,0,48,"5,045","2,494","11,075",,"-1,887","29,552","-4,736","-24,867","-7,004","-1,882",2.32,0.91,,"2,450","22,909",0,124,"25,483","13,496","10,137","28,841","76,301","87,125",0.74,0.73
NEVP,03Feb2021,Pacific,N,"88,673","86,753","74,255","-12,498","2,443","54,628",0,0,48,"4,210","1,520","11,406",,"-1,681","30,161","-4,017","-28,091","-5,277","-3,593",2.32,0.92,,"2,575","22,723",0,114,"25,412","14,779","10,683","29,508","74,256","86,754",0.75,0.75
NEVP,04Feb2021,Pacific,N,"89,001","88,207","77,535","-10,672","2,425","56,656",0,0,48,"6,180",163,"12,063",,"-2,200","28,446","-4,403","-23,655","-6,261","-2,599",2.32,0.91,,"2,552","23,501",0,123,"26,176","12,747","10,030","28,893","77,535","88,207",0.74,0.72
NEVP,05Feb2021,Pacific,N,"87,939","88,965","73,917","-15,048","2,428","52,723",0,0,48,"6,108",966,"11,644",,"-2,430","26,671","-4,689","-25,546","-5,772","-3,282",2.31,0.91,,"2,548","21,806",0,125,"24,479","13,365","9,080","28,763","73,917","88,965",0.73,0.71
NEVP,06Feb2021,Pacific,N,"85,787","85,084","72,592","-12,492","2,443","50,843",0,0,48,"6,915",827,"11,516",,"-2,429","27,226","-4,323","-23,986","-6,792","-2,188",2.31,0.91,,"2,562","21,070",0,129,"23,761","13,988","9,756","27,993","72,592","85,084",0.72,0.73
