BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,BPAT,CISO,IPCO,LDWP,PACE,WALC,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
NEVP,19Aug2020,Pacific,N,"153,405","153,714","117,632","-36,082","12,537","91,210",0,0,168,"6,111",397,"7,209",,-911,"17,060","-2,102","-31,766","-7,050","-11,313",2.37,0.91,,"13,476","37,806",0,86,"51,368","20,965","7,303","65,030","117,632","153,714",0.96,0.93
NEVP,20Aug2020,Pacific,N,"152,039","154,532","112,194","-42,338","11,908","85,343",0,0,168,"7,247",267,"7,261",,"-1,517","14,098","-2,853","-32,169","-6,751","-13,146",2.37,0.91,,"12,792","35,415",0,92,"48,299","21,382","5,908","63,774","112,194","154,532",0.95,0.91
NEVP,21Aug2020,Pacific,N,"147,197","152,033","113,053","-38,980","13,132","84,871",0,0,168,"7,026",473,"7,383",,"-1,867","18,492","-2,606","-32,238","-9,075","-11,686",2.37,0.91,,"14,092","35,201",0,93,"49,386","22,661","7,915","64,133","113,053","152,033",0.96,0.93
NEVP,22Aug2020,Pacific,N,"140,756","145,459","108,175","-37,284","11,920","82,575",0,0,168,"5,172",955,"7,385",,"-1,880","18,386","-2,324","-32,704","-7,667","-11,095",2.37,0.91,,"12,806","34,204",0,84,"47,095","21,269","7,713","60,651","108,175","145,459",0.96,0.92
NEVP,23Aug2020,Pacific,N,"141,784","141,556","108,162","-33,394","10,992","84,029",0,0,168,"5,275",494,"7,204",,"-2,071","20,742","-3,128","-32,246","-7,417","-9,274",2.37,0.91,,"11,826","34,804",0,81,"46,711","21,513","8,772","59,452","108,162","141,556",0.95,0.93
NEVP,24Aug2020,Pacific,N,"145,637","146,471","116,263","-30,208","10,622","90,888",0,0,168,"6,565",699,"7,321",,"-1,783","18,561","-3,511","-30,537","-5,157","-7,781",2.37,0.91,,"11,441","37,620",0,91,"49,152","18,123","7,729","59,546","116,263","146,471",0.93,0.90
NEVP,25Aug2020,Pacific,N,"144,243","148,318","109,178","-39,140","11,502","81,645",0,0,169,"7,540",922,"7,400",,"-1,783","16,333","-2,123","-34,183","-6,066","-11,318",2.37,0.91,,"12,390","33,788",0,99,"46,278","20,668","6,773","60,173","109,178","148,318",0.93,0.89
NEVP,26Aug2020,Pacific,N,"141,732","145,127","112,122","-33,005","11,639","84,146",0,0,166,"7,699","1,052","7,420",,-476,"19,959","-3,142","-32,658","-6,784","-9,904",2.37,0.91,,"12,536","34,846",0,101,"47,482","21,103","8,655","59,931","112,123","145,128",0.93,0.91
NEVP,27Aug2020,Pacific,N,"140,391","142,064","111,979","-30,085","10,697","84,494",0,0,168,"7,945",975,"7,700",,"-1,272","20,898","-2,426","-30,453","-7,194","-9,638",2.38,0.91,,"11,526","34,974",0,104,"46,604","18,837","8,506","56,935","111,979","142,064",0.92,0.88
NEVP,28Aug2020,Pacific,N,"131,386","139,296","109,343","-29,953","11,907","81,202",0,0,168,"7,328","1,245","7,493",,-594,"21,852","-2,515","-31,748","-6,565","-10,383",2.38,0.91,,"12,828","33,679",0,100,"46,607","20,256","9,320","57,543","109,343","139,296",0.94,0.91
NEVP,29Aug2020,Pacific,N,"130,526","138,151","102,629","-35,522","11,635","75,190",0,0,163,"7,283",731,"7,627",,"-1,292","15,910","-3,373","-30,454","-4,912","-11,401",2.37,0.92,,"12,503","31,263",0,98,"43,864","16,361","6,593","53,631","102,629","138,151",0.94,0.86
NEVP,30Aug2020,Pacific,N,"122,714","129,671","101,638","-28,033","10,116","74,788",0,0,168,"8,408",532,"7,626",,"-1,464","17,431","-3,390","-26,526","-4,953","-9,131",2.37,0.92,,"10,867","31,149",0,103,"42,119","14,717","7,074","49,762","101,638","129,671",0.91,0.85
NEVP,31Aug2020,Pacific,N,"122,431","130,815","106,173","-24,642","10,312","78,000",0,0,168,"8,319","1,285","8,089",,"-1,668","22,368","-2,159","-27,592","-6,663","-8,928",2.37,0.92,,"11,077","32,438",0,110,"43,625","17,074","8,959","51,740","106,173","130,815",0.91,0.87
NEVP,01Sep2020,Pacific,N,"120,384","127,113","108,468","-18,645","10,068","81,123",0,0,152,"8,113",741,"8,271",,-715,"27,800","-2,098","-29,237","-9,783","-4,612",2.37,0.92,,"10,812","33,738",0,107,"44,657","18,971","11,484","52,145","108,468","127,113",0.91,0.90
NEVP,02Sep2020,Pacific,N,"127,209","128,974","107,382","-21,592","10,043","80,694",0,3,158,"8,445",96,"7,943",,"-2,699","27,635","-2,742","-29,941","-9,668","-4,177",2.37,0.92,2.17,"10,798","33,535",3,103,"44,438","19,206","11,416","52,229","107,382","128,974",0.91,0.89
NEVP,03Sep2020,Pacific,N,"135,864","138,471","109,382","-29,089","11,030","82,909",0,0,154,"7,644",279,"7,366",,"-1,935","23,414","-2,469","-32,053","-8,984","-7,062",2.37,0.92,,"11,864","34,492",0,95,"46,452","22,345","10,057","58,740","109,382","138,471",0.94,0.94
NEVP,04Sep2020,Pacific,N,"142,362","142,308","111,496","-30,812","11,963","84,778",0,0,144,"7,465",156,"6,990",,"-1,537","21,148","-1,804","-31,122","-8,812","-8,685",2.37,0.92,,"12,852","35,215",0,91,"48,158","22,202","9,312","61,048","111,496","142,308",0.95,0.95
NEVP,05Sep2020,Pacific,N,"143,701","141,938","110,711","-31,227","11,251","84,862",0,0,132,"7,385",116,"6,965",,"-1,945","22,722","-4,000","-30,591","-11,004","-6,409",2.36,0.92,,"12,067","35,243",0,90,"47,400","22,141","9,918","59,623","110,711","141,938",0.94,0.93
NEVP,06Sep2020,Pacific,N,"146,180","144,797","107,932","-36,865","10,366","82,399",0,0,120,"7,465",323,"7,259",,"-1,702","24,150","-3,659","-32,187","-14,369","-9,098",2.37,0.92,,"11,132","34,259",0,94,"45,485","26,947","10,594","61,838","107,932","144,797",0.93,0.94
NEVP,07Sep2020,Pacific,N,"144,723","135,071","95,968","-39,103","9,178","74,593",0,0,120,"4,234",484,"7,359",,"-3,149","20,296","-5,018","-28,130","-13,515","-9,587",2.37,0.92,,"9,872","30,989",0,75,"40,936","24,881","8,810","57,007","95,968","135,071",0.94,0.93
NEVP,08Sep2020,Pacific,N,"123,135","107,811","95,675","-12,136","8,452","67,015",0,0,120,"7,352","3,388","9,348",,"-1,433","25,105","-2,252","-18,248","-11,902","-3,406",2.38,0.92,,"9,117","27,924",0,125,"37,166","15,102","10,016","42,253","95,675","107,811",0.86,0.86
NEVP,09Sep2020,Pacific,N,"101,448","95,394","88,768","-6,626","8,687","58,925",0,0,120,"8,555","3,255","9,226",,"-1,275","25,974",-511,"-18,435","-6,838","-5,541",2.38,0.92,,"9,374","24,528",0,131,"34,032","12,289","10,184","36,137","88,768","95,394",0.85,0.84
NEVP,10Sep2020,Pacific,N,"99,696","99,661","86,250","-13,411","7,889","60,149",0,0,120,"7,903",594,"9,595",,"-1,337","23,013","-1,299","-19,362","-8,860","-5,566",2.37,0.92,,"8,495","24,988",0,112,"33,596","14,468","9,097","38,967","86,250","99,661",0.86,0.86
NEVP,11Sep2020,Pacific,N,"105,301","101,278","84,650","-16,628","7,359","62,940",0,0,120,"5,359",23,"8,849",,"-1,351","22,778","-2,302","-20,785","-8,917","-6,051",2.37,0.92,,"7,913","26,138",0,89,"34,140","15,581","9,136","40,585","84,650","101,278",0.89,0.88
NEVP,12Sep2020,Pacific,N,"108,423","107,520","93,573","-13,947","7,781","68,455",0,0,120,"7,978",197,"9,042",,"-1,114","20,802","-1,119","-19,365","-4,841","-8,310",2.37,0.91,,"8,351","28,368",0,107,"36,826","12,398","8,040","41,184","93,573","107,520",0.87,0.84
NEVP,13Sep2020,Pacific,N,"115,399","111,521","99,645","-11,876","7,847","75,007",0,0,120,"7,640",58,"8,973",,-908,"19,649","-1,433","-16,977","-4,819","-7,388",2.37,0.91,,"8,422","31,054",0,104,"39,579","11,803","7,842","43,540","99,645","111,521",0.88,0.86
NEVP,14Sep2020,Pacific,N,"119,264","119,264","103,370","-15,894","9,359","78,201",0,0,120,"6,542",394,"8,754",,727,"19,604","-1,421","-19,924","-6,238","-8,642",2.37,0.91,,"10,051","32,398",0,98,"42,547","14,402","8,532","48,417","103,370","119,264",0.91,0.89
NEVP,15Sep2020,Pacific,N,"116,666","120,654","99,626","-21,028","7,446","78,131",0,0,120,"5,388",170,"8,371",,"1,423","20,480","-3,578","-21,511","-8,655","-9,187",2.36,0.91,,"7,979","32,376",0,87,"40,442","18,607","9,126","49,923","99,626","120,654",0.89,0.91
NEVP,16Sep2020,Pacific,N,"119,899","121,846","102,637","-19,209","10,284","77,142",0,0,120,"6,473",55,"8,563",,"1,610","19,927","-2,197","-20,863","-8,658","-9,028",2.36,0.91,,"11,019","31,950",0,94,"43,064","18,175","9,278","51,961","102,637","121,846",0.92,0.94
NEVP,17Sep2020,Pacific,N,"120,563","121,365","105,759","-15,606","10,065","80,449",0,0,103,"6,156",573,"8,413",,846,"22,136","-2,141","-21,365","-7,096","-7,986",2.36,0.91,,"10,786","33,344",0,94,"44,224","16,202","9,683","50,743","105,759","121,365",0.92,0.92
NEVP,18Sep2020,Pacific,N,"115,183","118,776","105,456","-13,320","7,967","81,872",0,0,89,"5,029","1,873","8,626",,"-1,220","22,815","-1,073","-20,284","-6,199","-7,359",2.36,0.91,,"8,540","33,959",0,96,"42,596","14,477","9,237","47,836","105,456","118,776",0.89,0.89
NEVP,19Sep2020,Pacific,N,"114,046","117,667","97,939","-19,728","5,855","74,200",0,0,72,"7,098","1,194","9,520",,"-1,057","20,216",-226,"-23,877","-6,142","-8,642",2.36,0.92,,"6,280","30,867",0,110,"37,258","14,856","7,739","44,375","97,939","117,667",0.84,0.83
NEVP,20Sep2020,Pacific,N,"113,877","113,718","99,834","-13,884","5,143","77,850",0,0,72,"6,912",607,"9,250",,"-1,545","20,201",-450,"-18,182","-5,001","-8,907",2.37,0.92,,"5,521","32,393",0,104,"38,018","12,600","7,776","42,842","99,834","113,718",0.84,0.83
NEVP,21Sep2020,Pacific,N,"114,625","119,655","99,699","-19,956","5,617","77,707",0,0,89,"6,472","1,008","8,806",,"-1,622","21,572","-1,808","-22,296","-5,743","-10,059",2.37,0.91,,"6,029","32,213",0,101,"38,344","16,612","8,451","46,505","99,699","119,655",0.85,0.86
NEVP,22Sep2020,Pacific,N,"116,237","119,441","100,651","-18,790","5,375","78,567",0,0,96,"7,063",937,"8,613",,"-1,544","20,561","-2,470","-19,297","-6,407","-9,633",2.36,0.91,,"5,763","32,452",0,103,"38,317","15,853","8,021","46,149","100,651","119,441",0.84,0.85
NEVP,23Sep2020,Pacific,N,"114,959","117,350","97,400","-19,950","5,359","75,469",0,0,96,"7,560",252,"8,664",,"-1,308","12,309","-2,533","-15,076","-8,075","-5,267",2.36,0.91,,"5,746","31,182",0,102,"37,031","13,668","4,946","45,752","97,400","117,350",0.84,0.86
NEVP,24Sep2020,Pacific,N,"116,173","118,829","95,830","-22,999","5,432","73,184",0,0,96,"7,491","1,137","8,490",,"-1,365","10,914","-3,369","-15,190","-8,174","-5,815",2.37,0.91,,"5,828","30,290",0,106,"36,224","12,886","4,313","44,798","95,830","118,829",0.83,0.83
NEVP,25Sep2020,Pacific,N,"112,784","116,189","98,886","-17,303","5,378","76,580",0,0,96,"7,375",907,"8,550",,-992,"21,479","-2,291","-19,395","-6,721","-9,383",2.37,0.92,,"5,772","31,845",0,105,"37,722","14,488","8,314","43,895","98,886","116,189",0.84,0.83
NEVP,26Sep2020,Pacific,N,"109,904","110,842","93,361","-17,481","4,450","71,791",0,0,96,"7,579",815,"8,630",,"-1,320","19,468","-2,800","-16,954","-6,947","-8,928",2.37,0.92,,"4,777","29,880",0,106,"34,762","13,455","7,311","40,907","93,361","110,842",0.82,0.81
NEVP,27Sep2020,Pacific,N,"105,926","108,959","96,135","-12,824","4,320","73,676",0,0,96,"7,303","1,406","9,334",,-956,"23,586","-1,152","-19,027","-6,591","-8,684",2.37,0.92,,"4,638","30,688",0,112,"35,438","13,902","8,906","40,434","96,135","108,959",0.81,0.82
NEVP,28Sep2020,Pacific,N,"117,956","105,027","90,060","-14,967","4,444","66,369",0,0,85,"8,147","1,782","9,233",,"-1,005","22,444","-1,875","-19,672","-6,951","-7,908",2.37,0.92,,"4,783","27,649",0,119,"32,551","14,346","8,413","38,483","90,060","105,027",0.80,0.81
NEVP,29Sep2020,Pacific,N,"106,409","103,737","83,233","-20,504","4,707","61,502",0,0,72,"7,732",72,"9,148",,"-1,744","20,934","-2,901","-20,562","-8,370","-7,861",2.37,0.92,,"5,058","25,531",0,105,"30,695","16,035","7,920","38,809","83,233","103,737",0.81,0.82
NEVP,30Sep2020,Pacific,N,"107,838","106,837","87,026","-19,811","5,002","65,235",0,0,72,"7,551",387,"8,779",,"-1,284","22,011","-3,877","-18,581","-10,214","-7,866",2.37,0.91,,"5,369","27,058",0,104,"32,531","17,878","8,628","41,781","87,026","106,837",0.82,0.86
NEVP,01Oct2020,Pacific,N,"110,280","109,994","97,249","-12,745","5,340","75,115",0,0,72,"7,862",398,"8,462",,"-1,205","25,202","-3,020","-18,191","-8,815","-6,716",2.36,0.91,,"5,725","31,101",0,104,"36,930","15,809","9,898","42,841","97,249","109,994",0.84,0.86
NEVP,02Oct2020,Pacific,N,"106,859","108,125","93,638","-14,487","5,567","71,194",0,0,72,"7,682",296,"8,827",,"-2,071","25,361","-1,965","-19,327","-9,196","-7,289",2.36,0.91,,"5,963","29,426",0,104,"35,493","16,150","9,848","41,795","93,638","108,125",0.84,0.85
NEVP,03Oct2020,Pacific,N,"102,899","104,429","92,180","-12,249","5,825","69,648",0,0,72,"7,400",210,"9,025",,-13,"21,349",691,"-17,729","-8,271","-8,276",2.36,0.91,,"6,232","28,769",0,103,"35,104","14,996","9,118","40,982","92,180","104,429",0.84,0.87
NEVP,04Oct2020,Pacific,N,"101,380","102,956","95,761","-7,195","7,092","72,292",0,0,72,"7,216",120,"8,969",,-503,"21,871",918,"-15,683","-6,725","-7,073",2.36,0.91,,"7,587","29,888",0,101,"37,576","11,656","9,235","39,997","95,761","102,956",0.87,0.86
NEVP,05Oct2020,Pacific,N,"102,528","104,701","94,591","-10,110","7,885","70,593",0,0,72,"6,801",219,"9,021",,-16,"22,909",793,"-18,703","-7,436","-7,657",2.37,0.91,,"8,470","29,263",0,99,"37,833","13,473","9,667","41,639","94,591","104,701",0.88,0.88
NEVP,06Oct2020,Pacific,N,"103,873","104,391","85,787","-18,604","10,343","59,286",0,0,72,"6,982",26,"9,078",,949,"22,224","1,329","-22,609","-10,042","-10,455",2.36,0.91,,"11,088","24,539",0,100,"35,727","18,644","10,398","43,972","85,787","104,391",0.92,0.93
NEVP,07Oct2020,Pacific,N,"102,580","103,839","85,650","-18,189","10,445","59,010",0,0,72,"6,886",276,"8,961",,-92,"22,435",839,"-22,440","-9,198","-9,733",2.37,0.91,,"11,216","24,418",0,100,"35,734","18,489","10,203","44,019","85,650","103,839",0.92,0.93
NEVP,08Oct2020,Pacific,N,"102,216","104,076","86,240","-17,836","11,215","58,984",0,0,72,"6,095",753,"9,121",,486,"21,827",672,"-23,075","-7,416","-10,330",2.37,0.91,,"12,059","24,442",0,99,"36,599","16,191","9,628","43,162","86,241","104,077",0.94,0.91
NEVP,09Oct2020,Pacific,N,"99,245","100,748","87,558","-13,190","9,201","62,512",0,0,72,"6,017",438,"9,318",,"1,338","19,669","2,322","-22,084","-3,972","-10,463",2.37,0.91,,"9,876","25,902",0,98,"35,876","13,698","9,367","40,207","87,558","100,748",0.90,0.88
NEVP,10Oct2020,Pacific,N,"95,970","95,373","83,239","-12,134","7,768","58,260",0,0,72,"5,919","1,904","9,316",,833,"19,547",925,"-20,110","-4,178","-9,151",2.37,0.91,,"8,333","24,110",0,106,"32,550","11,918","8,255","36,212","83,239","95,373",0.86,0.84
NEVP,11Oct2020,Pacific,N,"94,908","97,575","84,616","-12,959","7,859","59,657",0,0,72,"6,904",393,"9,731",,210,"17,404",189,"-17,219","-5,017","-8,526",2.37,0.92,,"8,451","24,774",0,106,"33,331","10,513","7,001","36,843","84,616","97,575",0.87,0.83
NEVP,12Oct2020,Pacific,N,"94,926","99,035","86,083","-12,952","8,339","61,106",0,0,72,"7,126",590,"8,850",,207,"20,304",225,"-18,570","-7,999","-7,119",2.37,0.91,,"8,964","25,318",0,103,"34,386","12,942","8,337","38,991","86,083","99,035",0.88,0.87
NEVP,13Oct2020,Pacific,N,"99,825","98,597","88,518","-10,079","9,788","62,518",0,2,72,"6,939",454,"8,745",,474,"23,731",41,"-17,664","-11,182","-5,479",2.37,0.91,2.17,"10,526","25,911",2,100,"36,539","15,141","10,442","41,238","88,518","98,597",0.91,0.92
NEVP,14Oct2020,Pacific,N,"100,591","100,967","91,032","-9,935","10,628","63,665",0,0,72,"6,716",553,"9,398",,288,"24,591",-582,"-16,674","-12,871","-4,687",2.37,0.92,,"11,437","26,438",0,103,"37,978","15,467","10,679","42,766","91,032","100,967",0.92,0.93
NEVP,15Oct2020,Pacific,N,"97,586","99,548","90,675","-8,873","9,227","63,921",0,0,72,"7,096","1,045","9,314",,614,"27,875",132,"-22,935","-10,818","-3,741",2.37,0.92,,"9,908","26,533",0,108,"36,549","17,186","12,100","41,635","90,675","99,548",0.89,0.92
NEVP,16Oct2020,Pacific,N,"94,410","95,095","84,354","-10,741","11,293","55,839",0,0,72,"7,250",315,"9,585",,-644,"28,089",-297,"-24,283","-10,667","-2,939",2.37,0.92,,"12,127","23,187",0,106,"35,420","16,333","11,922","39,831","84,354","95,095",0.93,0.92
NEVP,17Oct2020,Pacific,N,"94,018","92,846","82,524","-10,322","9,140","57,016",0,0,72,"6,880",280,"9,136",,"-1,373","29,855",-817,"-24,289","-10,171","-3,527",2.37,0.92,,"9,821","23,759",0,101,"33,682","18,677","12,789","39,570","82,524","92,846",0.90,0.94
NEVP,18Oct2020,Pacific,N,"93,931","93,599","83,114","-10,485","8,989","58,276",0,0,72,"6,542",153,"9,082",,"-1,177","27,738",-432,"-22,249","-8,829","-5,536",2.37,0.91,,"9,648","24,162",0,98,"33,907","17,985","11,935","39,958","83,114","93,599",0.90,0.94
NEVP,19Oct2020,Pacific,N,"99,000","97,195","85,854","-11,341","9,287","61,195",0,0,72,"6,223",110,"8,967",,"-1,563","28,924","-1,367","-22,302","-9,828","-5,205",2.36,0.91,,"9,953","25,259",0,95,"35,307","18,608","12,349","41,566","85,854","97,195",0.91,0.94
NEVP,20Oct2020,Pacific,N,"96,569","96,161","81,928","-14,233","9,404","56,933",0,0,85,"6,215",83,"9,208",,-835,"27,370",-117,"-23,258","-10,437","-6,956",2.36,0.91,,"10,086","23,572",0,96,"33,754","21,016","12,305","42,465","81,928","96,161",0.91,0.97
NEVP,21Oct2020,Pacific,N,"96,489","94,041","81,329","-12,712","8,905","56,270",0,0,96,"6,050",637,"9,371",,"-1,342","30,648","-1,152","-23,395","-12,222","-5,249",2.37,0.91,,"9,565","23,307",0,100,"32,972","21,817","13,515","41,274","81,329","94,041",0.89,0.97
NEVP,22Oct2020,Pacific,N,"96,034","93,903","82,524","-11,379","8,410","55,551",0,0,96,"6,462","1,576","10,429",,"-1,038","28,376",404,"-22,372","-11,117","-5,632",2.37,0.92,,"9,047","23,086",0,115,"32,247","21,385","12,601","41,031","82,524","93,903",0.86,0.96
NEVP,23Oct2020,Pacific,N,"92,197","89,117","78,202","-10,915","5,552","54,933",0,0,96,"6,026",806,"10,789",,"-1,485","28,990",-741,"-22,963","-9,490","-5,226",2.37,0.92,,"5,964","22,839",0,109,"28,912","21,228","12,524","37,616","78,202","89,117",0.82,0.93
NEVP,24Oct2020,Pacific,N,"88,617","86,197","72,342","-13,855","5,223","50,641",0,0,81,"4,879","1,357","10,161",,"-1,670","27,762","-3,670","-20,639","-10,495","-5,143",2.36,0.91,,"5,602","20,975",0,102,"26,679","20,132","11,447","35,364","72,342","86,197",0.81,0.90
NEVP,25Oct2020,Pacific,N,"85,641","85,739","72,842","-12,897","4,783","47,923",0,0,72,"6,683","2,504","10,877",,"-1,567","23,691","-2,617","-17,051","-8,013","-7,340",2.37,0.92,,"5,132","19,905",0,124,"25,161","17,515","9,361","33,314","72,842","85,739",0.76,0.86
NEVP,26Oct2020,Pacific,N,"86,077","84,242","75,394","-8,848","6,262","51,049",0,0,70,"4,990","2,591","10,432",,"-2,195","24,571",-758,"-20,050","-3,870","-6,546",2.37,0.91,,"6,718","21,083",0,112,"27,912","14,603","9,752","32,763","75,394","84,242",0.82,0.86
NEVP,27Oct2020,Pacific,N,"85,237","84,492","76,419","-8,073","5,885","53,550",0,0,72,"4,195","2,113","10,604",,"-2,637","28,536","-1,897","-22,697","-6,503","-2,875",2.37,0.91,,"6,315","22,158",0,105,"28,578","16,552","11,545","33,585","76,419","84,492",0.82,0.88
NEVP,28Oct2020,Pacific,N,"84,072","84,442","74,886","-9,556","6,329","52,408",0,0,72,"4,099","1,408","10,570",,"-1,867","27,735","-2,691","-22,671","-7,271","-2,791",2.37,0.92,,"6,797","21,792",0,100,"28,689","17,605","11,525","34,769","74,886","84,442",0.84,0.91
NEVP,29Oct2020,Pacific,N,"85,625","85,097","74,279","-10,818","6,261","53,522",0,0,72,"4,008",39,"10,377",,"-1,339","28,007","-3,613","-24,185","-9,098",-590,2.37,0.92,,"6,729","22,234",0,89,"29,053","19,647","12,324","36,376","74,279","85,097",0.86,0.94
NEVP,30Oct2020,Pacific,N,"85,154","83,521","72,450","-11,071","4,012","54,270",0,0,72,"3,876",249,"9,971",,"-1,703","24,200","-5,143","-16,638","-10,277","-1,510",2.37,0.91,,"4,313","22,512",0,87,"26,912","16,846","9,927","33,831","72,450","83,521",0.82,0.89
NEVP,31Oct2020,Pacific,N,"82,894","81,902","70,531","-11,371","4,237","52,060",0,0,72,"3,879",328,"9,955",,"-1,920","23,653","-3,449","-17,970","-8,895","-2,790",2.38,0.92,,"4,565","21,655",0,88,"26,307","17,316","9,804","33,819","70,531","81,902",0.82,0.91
NEVP,01Nov2020,Pacific,N,"86,632","86,740","74,087","-12,653","2,596","57,361",0,0,75,"3,451",12,"10,592",,"-2,374","24,452","-4,465","-18,934","-8,783","-2,566",2.37,0.91,,"2,791","23,807",0,87,"26,685","18,230","9,862","35,053","74,087","86,757",0.79,0.89
NEVP,02Nov2020,Pacific,N,"88,254","88,973","78,990","-9,983","2,723","63,065",0,0,72,"2,814",283,"10,033",,"-1,587","22,327","-4,611","-18,241","-4,512","-3,359",2.38,0.91,,"2,936","26,143",0,82,"29,161","16,070","9,205","36,025","78,990","88,973",0.81,0.89
NEVP,03Nov2020,Pacific,N,"89,183","90,488","72,751","-17,737","3,988","53,173",0,0,72,"5,315",196,"10,007",,"-1,070","18,909","-5,523","-20,517","-2,892","-6,644",2.38,0.91,,"4,301","22,059",0,96,"26,457","18,272","7,858","36,871","72,751","90,488",0.80,0.90
NEVP,04Nov2020,Pacific,N,"89,863","90,103","74,366","-15,737","3,790","55,116",0,2,72,"5,463",66,"9,857",,"-1,436","20,062","-5,372","-20,116","-2,978","-5,897",2.38,0.92,2.15,"4,084","22,917",2,95,"27,098","17,296","8,263","36,131","74,366","90,103",0.80,0.88
NEVP,05Nov2020,Pacific,N,"90,725","89,312","79,840","-9,472","4,148","59,882",0,0,72,"5,450",394,"9,894",,-110,"22,638","-6,413","-18,684","-3,021","-3,882",2.37,0.91,,"4,459","24,840",0,98,"29,397","16,052","9,308","36,141","79,840","89,312",0.81,0.89
NEVP,06Nov2020,Pacific,N,"91,172","89,602","75,511","-14,091","3,291","56,485",0,0,72,"3,281","2,820","9,562",,"-2,688","21,825","-6,772","-19,409","-1,843","-5,204",2.38,0.92,,"3,546","23,507",0,97,"27,151","14,552","8,223","33,480","75,511","89,602",0.79,0.82
NEVP,07Nov2020,Pacific,N,"85,959","83,530","67,287","-16,243","3,044","47,529",0,0,72,"2,998","2,603","11,041",,"-2,236","22,168","-6,179","-19,646","-5,427","-4,923",2.38,0.92,,"3,283","19,828",0,103,"23,214","16,328","8,426","31,117","67,287","83,530",0.76,0.82
NEVP,08Nov2020,Pacific,N,"88,488","85,007","72,299","-12,708","2,882","53,113",0,0,56,"2,910","2,082","11,256",,"-1,577","23,955","-4,131","-18,838","-6,298","-5,819",2.38,0.92,,"3,107","22,138",0,101,"25,345","16,042","9,420","31,967","72,299","85,007",0.77,0.83
NEVP,09Nov2020,Pacific,N,"91,133","88,767","78,445","-10,322","2,790","58,005",0,0,48,"5,546",685,"11,371",,"-2,249","26,588","-4,679","-16,388","-9,567","-4,027",2.37,0.92,,"3,004","24,147",0,109,"27,260","17,356","10,419","34,197","78,445","88,767",0.77,0.85
NEVP,10Nov2020,Pacific,N,"89,054","88,451","74,155","-14,296","2,722","53,957",0,0,48,"5,890",614,"10,924",,"-2,033","26,505","-6,054","-16,685","-11,190","-4,839",2.37,0.91,,"2,925","22,393",0,108,"25,426","17,431","10,056","32,801","74,156","88,452",0.76,0.82
NEVP,11Nov2020,Pacific,N,"87,802","87,436","72,051","-15,385","2,782","52,155",0,0,48,"5,362",724,"10,980",,"-1,143","25,462","-5,905","-17,470","-10,984","-5,345",2.37,0.91,,"2,992","21,646",0,106,"24,744","19,585","10,208","34,121","72,051","87,436",0.76,0.86
NEVP,12Nov2020,Pacific,N,"87,750","87,457","74,110","-13,347","2,796","54,893",0,0,48,"5,307",212,"10,854",,-706,"25,336","-4,687","-17,077","-11,202","-5,011",2.38,0.92,,"3,012","22,801",0,101,"25,915","17,942","10,036","33,821","74,110","87,457",0.77,0.85
NEVP,13Nov2020,Pacific,N,"86,207","87,060","72,395","-14,665","2,764","51,523",0,0,48,"5,367","2,266","10,427",,"-1,774","23,131","-4,594","-16,801","-8,700","-5,927",2.37,0.92,,"2,977","21,425",0,112,"24,514","13,568","8,186","29,896","72,395","87,060",0.75,0.76
NEVP,14Nov2020,Pacific,N,"83,160","83,114","65,698","-17,416","2,793","45,665",0,0,48,"5,564",803,"10,825",,"-1,727","21,284","-4,192","-17,889","-7,263","-7,629",2.38,0.92,,"3,010","19,058",0,106,"22,175","14,211","7,706","28,680","65,698","83,114",0.74,0.76
NEVP,15Nov2020,Pacific,N,"82,326","81,621","65,123","-16,498","2,731","44,861",0,0,48,"5,711","1,578","10,194",,"-1,493","20,202","-3,781","-17,928","-7,240","-6,258",2.37,0.92,,"2,938","18,680",0,108,"21,727","13,882","7,307","28,301","65,123","81,621",0.74,0.76
NEVP,16Nov2020,Pacific,N,"85,396","84,519","74,733","-9,786","2,613","55,455",0,0,48,"5,774",653,"10,190",,-784,"26,585","-3,758","-15,863","-11,584","-4,382",2.37,0.92,,"2,810","23,067",0,103,"25,980","16,559","10,233","32,306","74,733","84,519",0.77,0.84
NEVP,17Nov2020,Pacific,N,"86,388","84,507","71,593","-12,914","2,513","52,178",0,0,35,"4,953","2,515","9,399",,"-1,677","25,159","-4,198","-16,449","-10,329","-5,420",2.38,0.92,,"2,711","21,691",0,104,"24,506","15,395","9,208","30,692","71,593","84,507",0.75,0.80
NEVP,18Nov2020,Pacific,N,"85,560","85,911","70,918","-14,993","2,211","50,328",0,0,31,"4,921","2,843","10,584",,"-1,534","22,477","-3,741","-17,004","-8,191","-7,000",2.38,0.92,,"2,391","20,981",0,113,"23,485","13,973","7,907","29,551","70,918","85,911",0.73,0.76
