BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,AZPS,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
GRMA,05May2017,Arizona,Y,,,"20,158","20,158",,,,,,,,,,"20,158",,,,,,,,,,,,,,,
GRMA,06May2017,Arizona,Y,,,"7,168","7,168",,,,,,,,,,"7,168",,,,,,,,,,,,,,,
GRMA,07May2017,Arizona,Y,,,"7,004","7,004",,,,,,,,,,"7,004",,,,,,,,,,,,,,,
GRMA,08May2017,Arizona,Y,,,"6,194","6,194",,,,,,,,,,"6,194",,,,,,,,,,,,,,,
GRMA,09May2017,Arizona,Y,,,"4,334","4,334",,,,,,,,,,"4,334",,,,,,,,,,,,,,,
GRMA,10May2017,Arizona,Y,,,"4,028","4,028",,,,,,,,,,"4,028",,,,,,,,,,,,,,,
GRMA,11May2017,Arizona,Y,,,"4,228","4,228",,,,,,,,,,"4,228",,,,,,,,,,,,,,,
GRMA,12May2017,Arizona,Y,,,"5,615","5,615",,,,,,,,,,"5,615",,,,,,,,,,,,,,,
GRMA,13May2017,Arizona,Y,,,"7,531","7,531",,,,,,,,,,"7,531",,,,,,,,,,,,,,,
GRMA,14May2017,Arizona,Y,,,"12,362","12,362",,,,,,,,,,"12,362",,,,,,,,,,,,,,,
GRMA,15May2017,Arizona,Y,,,"15,585","15,585",,,,,,,,,,"15,585",,,,,,,,,,,,,,,
GRMA,16May2017,Arizona,Y,,,"4,408","4,408",,,,,,,,,,"4,408",,,,,,,,,,,,,,,
GRMA,17May2017,Arizona,Y,,,"4,746","4,746",,,,,,,,,,"4,746",,,,,,,,,,,,,,,
GRMA,18May2017,Arizona,Y,,,"5,391","5,391",,,,,,,,,,"5,391",,,,,,,,,,,,,,,
GRMA,19May2017,Arizona,Y,,,"6,107","6,107",,,,,,,,,,"6,107",,,,,,,,,,,,,,,
GRMA,20May2017,Arizona,Y,,,"6,015","6,015",,,,,,,,,,"6,015",,,,,,,,,,,,,,,
GRMA,21May2017,Arizona,Y,,,"10,600","10,600",,,,,,,,,,"10,600",,,,,,,,,,,,,,,
GRMA,22May2017,Arizona,Y,,,"12,247","12,247",,,,,,,,,,"12,247",,,,,,,,,,,,,,,
GRMA,23May2017,Arizona,Y,,,"9,305","9,305",,,,,,,,,,"9,305",,,,,,,,,,,,,,,
GRMA,24May2017,Arizona,Y,,,"14,017","14,017",,,,,,,,,,"14,017",,,,,,,,,,,,,,,
GRMA,25May2017,Arizona,Y,,,"8,218","8,218",,,,,,,,,,"8,218",,,,,,,,,,,,,,,
GRMA,26May2017,Arizona,Y,,,"10,593","10,593",,,,,,,,,,"10,593",,,,,,,,,,,,,,,
GRMA,27May2017,Arizona,Y,,,"10,272","10,272",,,,,,,,,,"10,272",,,,,,,,,,,,,,,
GRMA,28May2017,Arizona,Y,,,"10,962","10,962",,,,,,,,,,"10,962",,,,,,,,,,,,,,,
GRMA,29May2017,Arizona,Y,,,"12,621","12,621",,,,,,,,,,"12,621",,,,,,,,,,,,,,,
GRMA,30May2017,Arizona,Y,,,"13,725","13,725",,,,,,,,,,"13,725",,,,,,,,,,,,,,,
GRMA,31May2017,Arizona,Y,,,"13,818","13,818",,,,,,,,,,"13,818",,,,,,,,,,,,,,,
GRMA,01Jun2017,Arizona,Y,,,"6,676","6,676",,,,,,,,,,"6,676",,,,,,,,,,,,,,,
GRMA,02Jun2017,Arizona,Y,,,"9,654","9,654",,,,,,,,,,"9,654",,,,,,,,,,,,,,,
GRMA,03Jun2017,Arizona,Y,,,"11,020","11,020",,,,,,,,,,"11,020",,,,,,,,,,,,,,,
GRMA,04Jun2017,Arizona,Y,,,"12,884","12,884",,,,,,,,,,"12,884",,,,,,,,,,,,,,,
GRMA,05Jun2017,Arizona,Y,,,"15,681","15,681",,,,,,,,,,"15,681",,,,,,,,,,,,,,,
GRMA,06Jun2017,Arizona,Y,,,"14,845","14,845",,,,,,,,,,"14,845",,,,,,,,,,,,,,,
GRMA,07Jun2017,Arizona,Y,,,"12,006","12,006",,,,,,,,,,"12,006",,,,,,,,,,,,,,,
GRMA,08Jun2017,Arizona,Y,,,"11,687","11,687",,,,,,,,,,"11,687",,,,,,,,,,,,,,,
GRMA,09Jun2017,Arizona,Y,,,"10,626","10,626",,,,,,,,,,"10,626",,,,,,,,,,,,,,,
GRMA,10Jun2017,Arizona,Y,,,"4,875","4,875",,,,,,,,,,"4,875",,,,,,,,,,,,,,,
GRMA,11Jun2017,Arizona,Y,,,"4,480","4,480",,,,,,,,,,"4,480",,,,,,,,,,,,,,,
GRMA,12Jun2017,Arizona,Y,,,"6,240","6,240",,,,,,,,,,"6,240",,,,,,,,,,,,,,,
GRMA,13Jun2017,Arizona,Y,,,"6,893","6,893",,,,,,,,,,"6,893",,,,,,,,,,,,,,,
GRMA,14Jun2017,Arizona,Y,,,"8,584","8,584",,,,,,,,,,"8,584",,,,,,,,,,,,,,,
GRMA,15Jun2017,Arizona,Y,,,"10,659","10,659",,,,,,,,,,"10,659",,,,,,,,,,,,,,,
GRMA,16Jun2017,Arizona,Y,,,"10,675","10,675",,,,,,,,,,"10,675",,,,,,,,,,,,,,,
GRMA,17Jun2017,Arizona,Y,,,"9,803","9,803",,,,,,,,,,"9,803",,,,,,,,,,,,,,,
GRMA,18Jun2017,Arizona,Y,,,"12,684","12,684",,,,,,,,,,"12,684",,,,,,,,,,,,,,,
GRMA,19Jun2017,Arizona,Y,,,"14,495","14,495",,,,,,,,,,"14,495",,,,,,,,,,,,,,,
GRMA,20Jun2017,Arizona,Y,,,"22,815","22,815",,,,,,,,,,"22,815",,,,,,,,,,,,,,,
GRMA,21Jun2017,Arizona,Y,,,"25,888","25,888",,,,,,,,,,"25,888",,,,,,,,,,,,,,,
GRMA,22Jun2017,Arizona,Y,,,"17,369","17,369",,,,,,,,,,"17,369",,,,,,,,,,,,,,,
GRMA,23Jun2017,Arizona,Y,,,"15,676","15,676",,,,,,,,,,"15,676",,,,,,,,,,,,,,,
GRMA,24Jun2017,Arizona,Y,,,"14,220","14,220",,,,,,,,,,"14,220",,,,,,,,,,,,,,,
GRMA,25Jun2017,Arizona,Y,,,"16,475","16,475",,,,,,,,,,"16,475",,,,,,,,,,,,,,,
GRMA,26Jun2017,Arizona,Y,,,"14,373","14,373",,,,,,,,,,"14,373",,,,,,,,,,,,,,,
GRMA,27Jun2017,Arizona,Y,,,"16,480","16,480",,,,,,,,,,"16,480",,,,,,,,,,,,,,,
GRMA,28Jun2017,Arizona,Y,,,"16,727","16,727",,,,,,,,,,"16,727",,,,,,,,,,,,,,,
GRMA,29Jun2017,Arizona,Y,,,"15,581","15,581",,,,,,,,,,"15,581",,,,,,,,,,,,,,,
GRMA,30Jun2017,Arizona,Y,,,"16,202","16,202",,,,,,,,,,"16,202",,,,,,,,,,,,,,,
GRMA,01Jul2017,Arizona,Y,,,"12,760","12,760",,,,,,,,,,"12,760",,,,,,,,,,,,,,,
GRMA,02Jul2017,Arizona,Y,,,"13,434","13,434",,,,,,,,,,"13,434",,,,,,,,,,,,,,,
GRMA,03Jul2017,Arizona,Y,,,"13,760","13,760",,,,,,,,,,"13,760",,,,,,,,,,,,,,,
GRMA,04Jul2017,Arizona,Y,,,"13,710","13,710",,,,,,,,,,"13,710",,,,,,,,,,,,,,,
GRMA,05Jul2017,Arizona,Y,,,"16,754","16,754",,,,,,,,,,"16,754",,,,,,,,,,,,,,,
GRMA,06Jul2017,Arizona,Y,,,"15,527","15,527",,,,,,,,,,"15,527",,,,,,,,,,,,,,,
GRMA,07Jul2017,Arizona,Y,,,"17,028","17,028",,,,,,,,,,"17,028",,,,,,,,,,,,,,,
GRMA,08Jul2017,Arizona,Y,,,"17,792","17,792",,,,,,,,,,"17,792",,,,,,,,,,,,,,,
GRMA,09Jul2017,Arizona,Y,,,"16,104","16,104",,,,,,,,,,"16,104",,,,,,,,,,,,,,,
GRMA,10Jul2017,Arizona,Y,,,"15,506","15,506",,,,,,,,,,"15,506",,,,,,,,,,,,,,,
GRMA,11Jul2017,Arizona,Y,,,"15,152","15,152",,,,,,,,,,"15,152",,,,,,,,,,,,,,,
GRMA,12Jul2017,Arizona,Y,,,"15,648","15,648",,,,,,,,,,"15,648",,,,,,,,,,,,,,,
GRMA,13Jul2017,Arizona,Y,,,"19,329","19,329",,,,,,,,,,"19,329",,,,,,,,,,,,,,,
GRMA,14Jul2017,Arizona,Y,,,"16,200","16,200",,,,,,,,,,"16,200",,,,,,,,,,,,,,,
GRMA,15Jul2017,Arizona,Y,,,"18,193","18,193",,,,,,,,,,"18,193",,,,,,,,,,,,,,,
GRMA,16Jul2017,Arizona,Y,,,"16,815","16,815",,,,,,,,,,"16,815",,,,,,,,,,,,,,,
GRMA,17Jul2017,Arizona,Y,,,"16,293","16,293",,,,,,,,,,"16,293",,,,,,,,,,,,,,,
GRMA,18Jul2017,Arizona,Y,,,"15,030","15,030",,,,,,,,,,"15,030",,,,,,,,,,,,,,,
GRMA,19Jul2017,Arizona,Y,,,"17,203","17,203",,,,,,,,,,"17,203",,,,,,,,,,,,,,,
GRMA,20Jul2017,Arizona,Y,,,"17,036","17,036",,,,,,,,,,"17,036",,,,,,,,,,,,,,,
GRMA,21Jul2017,Arizona,Y,,,"13,349","13,349",,,,,,,,,,"13,349",,,,,,,,,,,,,,,
GRMA,22Jul2017,Arizona,Y,,,"11,700","11,700",,,,,,,,,,"11,700",,,,,,,,,,,,,,,
GRMA,23Jul2017,Arizona,Y,,,"11,681","11,681",,,,,,,,,,"11,681",,,,,,,,,,,,,,,
GRMA,24Jul2017,Arizona,Y,,,"11,094","11,094",,,,,,,,,,"11,094",,,,,,,,,,,,,,,
GRMA,25Jul2017,Arizona,Y,,,"15,463","15,463",,,,,,,,,,"15,463",,,,,,,,,,,,,,,
GRMA,26Jul2017,Arizona,Y,,,"18,107","18,107",,,,,,,,,,"18,107",,,,,,,,,,,,,,,
GRMA,27Jul2017,Arizona,Y,,,"19,609","19,609",,,,,,,,,,"19,609",,,,,,,,,,,,,,,
GRMA,28Jul2017,Arizona,Y,,,"10,642","10,642",,,,,,,,,,"10,642",,,,,,,,,,,,,,,
GRMA,29Jul2017,Arizona,Y,,,"9,337","9,337",,,,,,,,,,"9,337",,,,,,,,,,,,,,,
GRMA,30Jul2017,Arizona,Y,,,"9,443","9,443",,,,,,,,,,"9,443",,,,,,,,,,,,,,,
GRMA,31Jul2017,Arizona,Y,,,"8,851","8,851",,,,,,,,,,"8,851",,,,,,,,,,,,,,,
GRMA,01Aug2017,Arizona,Y,,,"5,887","5,887",,,,,,,,,,"5,887",,,,,,,,,,,,,,,
GRMA,02Aug2017,Arizona,Y,,,"8,119","8,119",,,,,,,,,,"8,119",,,,,,,,,,,,,,,
GRMA,03Aug2017,Arizona,Y,,,"8,658","8,658",,,,,,,,,,"8,658",,,,,,,,,,,,,,,
GRMA,04Aug2017,Arizona,Y,,,"9,554","9,554",,,,,,,,,,"9,554",,,,,,,,,,,,,,,
GRMA,05Aug2017,Arizona,Y,,,"8,573","8,573",,,,,,,,,,"8,573",,,,,,,,,,,,,,,
GRMA,06Aug2017,Arizona,Y,,,"10,156","10,156",,,,,,,,,,"10,156",,,,,,,,,,,,,,,
GRMA,07Aug2017,Arizona,Y,,,"10,259","10,259",,,,,,,,,,"10,259",,,,,,,,,,,,,,,
GRMA,08Aug2017,Arizona,Y,,,"8,617","8,617",,,,,,,,,,"8,617",,,,,,,,,,,,,,,
GRMA,09Aug2017,Arizona,Y,,,"3,590","3,206",,,,,,,,,,"3,206",,,,,,,,,,,,,,,
GRMA,10Aug2017,Arizona,Y,,,"3,009","3,009",,,,,,,,,,"3,009",,,,,,,,,,,,,,,
GRMA,11Aug2017,Arizona,Y,,,"6,219","6,219",,,,,,,,,,"6,219",,,,,,,,,,,,,,,
GRMA,12Aug2017,Arizona,Y,,,"10,592","10,592",,,,,,,,,,"10,592",,,,,,,,,,,,,,,
GRMA,13Aug2017,Arizona,Y,,,"10,605","10,605",,,,,,,,,,"10,605",,,,,,,,,,,,,,,
GRMA,14Aug2017,Arizona,Y,,,"11,077","11,077",,,,,,,,,,"11,077",,,,,,,,,,,,,,,
GRMA,15Aug2017,Arizona,Y,,,"9,963","9,963",,,,,,,,,,"9,963",,,,,,,,,,,,,,,
GRMA,16Aug2017,Arizona,Y,,,"10,074","10,074",,,,,,,,,,"10,074",,,,,,,,,,,,,,,
GRMA,17Aug2017,Arizona,Y,,,"7,278","7,278",,,,,,,,,,"7,278",,,,,,,,,,,,,,,
GRMA,18Aug2017,Arizona,Y,,,"7,104","7,104",,,,,,,,,,"7,104",,,,,,,,,,,,,,,
GRMA,19Aug2017,Arizona,Y,,,"6,730","6,730",,,,,,,,,,"6,730",,,,,,,,,,,,,,,
GRMA,20Aug2017,Arizona,Y,,,"4,517","4,517",,,,,,,,,,"4,517",,,,,,,,,,,,,,,
GRMA,21Aug2017,Arizona,Y,,,"5,743","5,743",,,,,,,,,,"5,743",,,,,,,,,,,,,,,
GRMA,22Aug2017,Arizona,Y,,,"8,461","8,461",,,,,,,,,,"8,461",,,,,,,,,,,,,,,
GRMA,23Aug2017,Arizona,Y,,,"6,764","6,764",,,,,,,,,,"6,764",,,,,,,,,,,,,,,
GRMA,24Aug2017,Arizona,Y,,,"8,484","8,484",,,,,,,,,,"8,484",,,,,,,,,,,,,,,
GRMA,25Aug2017,Arizona,Y,,,"8,716","8,716",,,,,,,,,,"8,716",,,,,,,,,,,,,,,
GRMA,26Aug2017,Arizona,Y,,,"8,630","8,630",,,,,,,,,,"8,630",,,,,,,,,,,,,,,
GRMA,27Aug2017,Arizona,Y,,,"7,284","7,284",,,,,,,,,,"7,284",,,,,,,,,,,,,,,
GRMA,28Aug2017,Arizona,Y,,,"7,411","7,411",,,,,,,,,,"7,411",,,,,,,,,,,,,,,
GRMA,29Aug2017,Arizona,Y,,,"8,795","8,795",,,,,,,,,,"8,795",,,,,,,,,,,,,,,
GRMA,30Aug2017,Arizona,Y,,,"10,368","10,368",,,,,,,,,,"10,368",,,,,,,,,,,,,,,
GRMA,31Aug2017,Arizona,Y,,,"9,582","9,582",,,,,,,,,,"9,582",,,,,,,,,,,,,,,
GRMA,01Sep2017,Arizona,Y,,,"9,781","9,781",,,,,,,,,,"9,781",,,,,,,,,,,,,,,
GRMA,02Sep2017,Arizona,Y,,,"9,355","9,355",,,,,,,,,,"9,355",,,,,,,,,,,,,,,
GRMA,03Sep2017,Arizona,Y,,,"9,261","9,261",,,,,,,,,,"9,261",,,,,,,,,,,,,,,
GRMA,04Sep2017,Arizona,Y,,,"10,833","10,833",,,,,,,,,,"10,833",,,,,,,,,,,,,,,
GRMA,05Sep2017,Arizona,Y,,,"10,935","10,935",,,,,,,,,,"10,935",,,,,,,,,,,,,,,
GRMA,06Sep2017,Arizona,Y,,,"10,391","10,391",,,,,,,,,,"10,391",,,,,,,,,,,,,,,
GRMA,07Sep2017,Arizona,Y,,,"9,914","9,914",,,,,,,,,,"9,914",,,,,,,,,,,,,,,
GRMA,08Sep2017,Arizona,Y,,,"10,989","10,989",,,,,,,,,,"10,989",,,,,,,,,,,,,,,
GRMA,09Sep2017,Arizona,Y,,,"10,165","10,165",,,,,,,,,,"10,165",,,,,,,,,,,,,,,
GRMA,10Sep2017,Arizona,Y,,,"9,270","9,270",,,,,,,,,,"9,270",,,,,,,,,,,,,,,
GRMA,11Sep2017,Arizona,Y,,,"9,966","9,966",,,,,,,,,,"9,966",,,,,,,,,,,,,,,
GRMA,12Sep2017,Arizona,Y,,,"11,507","11,507",,,,,,,,,,"11,507",,,,,,,,,,,,,,,
GRMA,13Sep2017,Arizona,Y,,,"8,430","8,430",,,,,,,,,,"8,430",,,,,,,,,,,,,,,
GRMA,14Sep2017,Arizona,Y,,,"10,839","10,839",,,,,,,,,,"10,839",,,,,,,,,,,,,,,
GRMA,15Sep2017,Arizona,Y,,,"9,891","9,891",,,,,,,,,,"9,891",,,,,,,,,,,,,,,
GRMA,16Sep2017,Arizona,Y,,,"10,605","10,605",,,,,,,,,,"10,605",,,,,,,,,,,,,,,
GRMA,17Sep2017,Arizona,Y,,,"4,579","4,579",,,,,,,,,,"4,579",,,,,,,,,,,,,,,
GRMA,18Sep2017,Arizona,Y,,,"4,002","4,002",,,,,,,,,,"4,002",,,,,,,,,,,,,,,
GRMA,19Sep2017,Arizona,Y,,,"4,419","4,419",,,,,,,,,,"4,419",,,,,,,,,,,,,,,
GRMA,20Sep2017,Arizona,Y,,,"4,233","4,233",,,,,,,,,,"4,233",,,,,,,,,,,,,,,
GRMA,21Sep2017,Arizona,Y,,,"4,505","4,505",,,,,,,,,,"4,505",,,,,,,,,,,,,,,
GRMA,22Sep2017,Arizona,Y,,,"4,468","4,468",,,,,,,,,,"4,468",,,,,,,,,,,,,,,
GRMA,23Sep2017,Arizona,Y,,,"3,754","3,754",,,,,,,,,,"3,754",,,,,,,,,,,,,,,
GRMA,24Sep2017,Arizona,Y,,,"4,451","4,451",,,,,,,,,,"4,451",,,,,,,,,,,,,,,
GRMA,25Sep2017,Arizona,Y,,,"4,273","4,273",,,,,,,,,,"4,273",,,,,,,,,,,,,,,
GRMA,26Sep2017,Arizona,Y,,,-165,-165,,,,,,,,,,-165,,,,,,,,,,,,,,,
GRMA,27Sep2017,Arizona,Y,,,-140,-140,,,,,,,,,,-140,,,,,,,,,,,,,,,
GRMA,28Sep2017,Arizona,Y,,,-136,-136,,,,,,,,,,-136,,,,,,,,,,,,,,,
GRMA,29Sep2017,Arizona,Y,,,-126,-126,,,,,,,,,,-126,,,,,,,,,,,,,,,
GRMA,30Sep2017,Arizona,Y,,,-118,-118,,,,,,,,,,-118,,,,,,,,,,,,,,,
GRMA,01Oct2017,Arizona,Y,,,-116,-116,,,,,,,,,,-116,,,,,,,,,,,,,,,
GRMA,02Oct2017,Arizona,Y,,,-110,-110,,,,,,,,,,-110,,,,,,,,,,,,,,,
GRMA,03Oct2017,Arizona,Y,,,-102,-102,,,,,,,,,,-102,,,,,,,,,,,,,,,
GRMA,04Oct2017,Arizona,Y,,,-101,-101,,,,,,,,,,-101,,,,,,,,,,,,,,,
GRMA,05Oct2017,Arizona,Y,,,-104,-104,,,,,,,,,,-104,,,,,,,,,,,,,,,
GRMA,06Oct2017,Arizona,Y,,,-99,-99,,,,,,,,,,-99,,,,,,,,,,,,,,,
GRMA,07Oct2017,Arizona,Y,,,-114,-114,,,,,,,,,,-114,,,,,,,,,,,,,,,
GRMA,08Oct2017,Arizona,Y,,,-157,-157,,,,,,,,,,-157,,,,,,,,,,,,,,,
GRMA,09Oct2017,Arizona,Y,,,-170,-170,,,,,,,,,,-170,,,,,,,,,,,,,,,
GRMA,10Oct2017,Arizona,Y,,,-163,-163,,,,,,,,,,-163,,,,,,,,,,,,,,,
GRMA,11Oct2017,Arizona,Y,,,"3,870","3,870",,,,,,,,,,"3,870",,,,,,,,,,,,,,,
GRMA,12Oct2017,Arizona,Y,,,"6,999","6,999",,,,,,,,,,"6,999",,,,,,,,,,,,,,,
GRMA,13Oct2017,Arizona,Y,,,"6,463","6,463",,,,,,,,,,"6,463",,,,,,,,,,,,,,,
GRMA,14Oct2017,Arizona,Y,,,"5,481","5,481",,,,,,,,,,"5,481",,,,,,,,,,,,,,,
GRMA,15Oct2017,Arizona,Y,,,"6,818","6,818",,,,,,,,,,"6,818",,,,,,,,,,,,,,,
GRMA,16Oct2017,Arizona,Y,,,"7,659","7,659",,,,,,,,,,"7,659",,,,,,,,,,,,,,,
GRMA,17Oct2017,Arizona,Y,,,"8,134","8,134",,,,,,,,,,"8,134",,,,,,,,,,,,,,,
GRMA,18Oct2017,Arizona,Y,,,"10,105","10,105",,,,,,,,,,"10,105",,,,,,,,,,,,,,,
GRMA,19Oct2017,Arizona,Y,,,"9,216","9,216",,,,,,,,,,"9,216",,,,,,,,,,,,,,,
GRMA,20Oct2017,Arizona,Y,,,"9,941","9,941",,,,,,,,,,"9,941",,,,,,,,,,,,,,,
GRMA,21Oct2017,Arizona,Y,,,"9,985","9,985",,,,,,,,,,"9,985",,,,,,,,,,,,,,,
GRMA,22Oct2017,Arizona,Y,,,"8,226","8,226",,,,,,,,,,"8,226",,,,,,,,,,,,,,,
GRMA,23Oct2017,Arizona,Y,,,"8,794","8,794",,,,,,,,,,"8,794",,,,,,,,,,,,,,,
GRMA,24Oct2017,Arizona,Y,,,"10,071","10,071",,,,,,,,,,"10,071",,,,,,,,,,,,,,,
GRMA,25Oct2017,Arizona,Y,,,"9,989","9,989",,,,,,,,,,"9,989",,,,,,,,,,,,,,,
GRMA,26Oct2017,Arizona,Y,,,"9,296","9,296",,,,,,,,,,"9,296",,,,,,,,,,,,,,,
GRMA,27Oct2017,Arizona,Y,,,"10,518","10,518",,,,,,,,,,"10,518",,,,,,,,,,,,,,,
GRMA,28Oct2017,Arizona,Y,,,"10,341","10,341",,,,,,,,,,"10,341",,,,,,,,,,,,,,,
GRMA,29Oct2017,Arizona,Y,,,"10,128","10,128",,,,,,,,,,"10,128",,,,,,,,,,,,,,,
GRMA,30Oct2017,Arizona,Y,,,"9,816","9,816",,,,,,,,,,"9,816",,,,,,,,,,,,,,,
GRMA,31Oct2017,Arizona,Y,,,"11,132","11,132",,,,,,,,,,"11,132",,,,,,,,,,,,,,,
GRMA,01Nov2017,Arizona,Y,,,"9,551","9,551",,,,,,,,,,"9,551",,,,,,,,,,,,,,,
GRMA,02Nov2017,Arizona,Y,,,"9,145","9,145",,,,,,,,,,"9,145",,,,,,,,,,,,,,,
GRMA,03Nov2017,Arizona,Y,,,"9,399","9,399",,,,,,,,,,"9,399",,,,,,,,,,,,,,,
GRMA,04Nov2017,Arizona,Y,,,"10,617","10,617",,,,,,,,,,"10,617",,,,,,,,,,,,,,,
GRMA,05Nov2017,Arizona,Y,,,"10,754","10,754",,,,,,,,,,"10,754",,,,,,,,,,,,,,,
GRMA,06Nov2017,Arizona,Y,,,"10,497","10,497",,,,,,,,,,"10,497",,,,,,,,,,,,,,,
GRMA,07Nov2017,Arizona,Y,,,"9,422","9,422",,,,,,,,,,"9,422",,,,,,,,,,,,,,,
GRMA,08Nov2017,Arizona,Y,,,"9,774","9,774",,,,,,,,,,"9,774",,,,,,,,,,,,,,,
GRMA,09Nov2017,Arizona,Y,,,"10,171","10,171",,,,,,,,,,"10,171",,,,,,,,,,,,,,,
GRMA,10Nov2017,Arizona,Y,,,"9,468","9,468",,,,,,,,,,"9,468",,,,,,,,,,,,,,,
GRMA,11Nov2017,Arizona,Y,,,"8,842","8,842",,,,,,,,,,"8,842",,,,,,,,,,,,,,,
GRMA,12Nov2017,Arizona,Y,,,"6,135","6,135",,,,,,,,,,"6,135",,,,,,,,,,,,,,,
GRMA,13Nov2017,Arizona,Y,,,"6,209","6,209",,,,,,,,,,"6,209",,,,,,,,,,,,,,,
GRMA,14Nov2017,Arizona,Y,,,"12,563","12,563",,,,,,,,,,"12,563",,,,,,,,,,,,,,,
GRMA,15Nov2017,Arizona,Y,,,"9,067","9,067",,,,,,,,,,"9,067",,,,,,,,,,,,,,,
GRMA,16Nov2017,Arizona,Y,,,"9,488","9,488",,,,,,,,,,"9,488",,,,,,,,,,,,,,,
GRMA,17Nov2017,Arizona,Y,,,"8,863","8,863",,,,,,,,,,"8,863",,,,,,,,,,,,,,,
GRMA,18Nov2017,Arizona,Y,,,"9,030","9,030",,,,,,,,,,"9,030",,,,,,,,,,,,,,,
GRMA,19Nov2017,Arizona,Y,,,"9,546","9,546",,,,,,,,,,"9,546",,,,,,,,,,,,,,,
GRMA,20Nov2017,Arizona,Y,,,"9,757","9,757",,,,,,,,,,"9,757",,,,,,,,,,,,,,,
GRMA,21Nov2017,Arizona,Y,,,"7,924","7,924",,,,,,,,,,"7,924",,,,,,,,,,,,,,,
GRMA,22Nov2017,Arizona,Y,,,"6,499","6,499",,,,,,,,,,"6,499",,,,,,,,,,,,,,,
GRMA,23Nov2017,Arizona,Y,,,"8,321","8,321",,,,,,,,,,"8,321",,,,,,,,,,,,,,,
GRMA,24Nov2017,Arizona,Y,,,"14,955","14,955",,,,,,,,,,"14,955",,,,,,,,,,,,,,,
GRMA,25Nov2017,Arizona,Y,,,"10,720","10,720",,,,,,,,,,"10,720",,,,,,,,,,,,,,,
GRMA,26Nov2017,Arizona,Y,,,"9,928","9,928",,,,,,,,,,"9,928",,,,,,,,,,,,,,,
GRMA,27Nov2017,Arizona,Y,,,"10,048","10,048",,,,,,,,,,"10,048",,,,,,,,,,,,,,,
GRMA,28Nov2017,Arizona,Y,,,"10,588","10,588",,,,,,,,,,"10,588",,,,,,,,,,,,,,,
GRMA,29Nov2017,Arizona,Y,,,"10,184","10,184",,,,,,,,,,"10,184",,,,,,,,,,,,,,,
GRMA,30Nov2017,Arizona,Y,,,"9,351","9,351",,,,,,,,,,"9,351",,,,,,,,,,,,,,,
GRMA,01Dec2017,Arizona,Y,,,"1,678","1,678",,,,,,,,,,"1,678",,,,,,,,,,,,,,,
GRMA,02Dec2017,Arizona,Y,,,"1,421","1,419",,,,,,,,,,"1,419",,,,,,,,,,,,,,,
GRMA,03Dec2017,Arizona,Y,,,"2,923","2,923",,,,,,,,,,"2,923",,,,,,,,,,,,,,,
GRMA,04Dec2017,Arizona,Y,,,"2,880","2,880",,,,,,,,,,"2,880",,,,,,,,,,,,,,,
GRMA,05Dec2017,Arizona,Y,,,"11,730","11,730",,,,,,,,,,"11,730",,,,,,,,,,,,,,,
GRMA,06Dec2017,Arizona,Y,,,"6,601","6,601",,,,,,,,,,"6,601",,,,,,,,,,,,,,,
GRMA,07Dec2017,Arizona,Y,,,"11,592","11,592",,,,,,,,,,"11,592",,,,,,,,,,,,,,,
GRMA,08Dec2017,Arizona,Y,,,"12,682","12,682",,,,,,,,,,"12,682",,,,,,,,,,,,,,,
GRMA,09Dec2017,Arizona,Y,,,"7,385","7,385",,,,,,,,,,"7,385",,,,,,,,,,,,,,,
GRMA,10Dec2017,Arizona,Y,,,"10,170","10,170",,,,,,,,,,"10,170",,,,,,,,,,,,,,,
GRMA,11Dec2017,Arizona,Y,,,"10,015","10,015",,,,,,,,,,"10,015",,,,,,,,,,,,,,,
GRMA,12Dec2017,Arizona,Y,,,"8,573","8,573",,,,,,,,,,"8,573",,,,,,,,,,,,,,,
GRMA,13Dec2017,Arizona,Y,,,"12,864","12,864",,,,,,,,,,"12,864",,,,,,,,,,,,,,,
GRMA,14Dec2017,Arizona,Y,,,"8,369","8,369",,,,,,,,,,"8,369",,,,,,,,,,,,,,,
GRMA,15Dec2017,Arizona,Y,,,"10,535","10,535",,,,,,,,,,"10,535",,,,,,,,,,,,,,,
GRMA,16Dec2017,Arizona,Y,,,"11,320","11,320",,,,,,,,,,"11,320",,,,,,,,,,,,,,,
GRMA,17Dec2017,Arizona,Y,,,"9,215","9,215",,,,,,,,,,"9,215",,,,,,,,,,,,,,,
GRMA,18Dec2017,Arizona,Y,,,"9,027","9,027",,,,,,,,,,"9,027",,,,,,,,,,,,,,,
GRMA,19Dec2017,Arizona,Y,,,"9,302","9,302",,,,,,,,,,"9,302",,,,,,,,,,,,,,,
GRMA,20Dec2017,Arizona,Y,,,"17,388","17,388",,,,,,,,,,"17,388",,,,,,,,,,,,,,,
